N	2gram	Vygotskiy__3	Tragedij
274	но если	4	1
275	и при	1	1
276	в своей	5	1
277	в такой	3	1
278	почти не	1	1
279	во времена	1	1
280	в котором	6	1
281	растет и	2	1
282	если можно	1	1
283	и посвящена	1	1
284	не столько	1	1
285	понятно что	1	1
286	сама собой	2	1
287	есть высшая	1	1
288	должны были	2	1
289	и вот	2	1
290	но он	2	1
291	над ними	1	1
292	борьбу с	1	1
293	не могли	4	1
294	с такими	1	1
295	на всю	2	1
296	теперь я	1	1
297	тому что	6	1
298	усиливают эффект	1	1
299	так он	1	1
300	что эта	4	1
301	она не	6	1
302	такое время	1	1
303	вместе и	2	1
304	самого начала	6	1
305	считает что	1	1
306	того как	3	1
307	возьмем ли	1	1
308	ее души	1	1
309	но только	8	1
310	он с	1	1
311	только не	1	1
312	это мы	1	1
313	этими словами	1	1
314	и всегда	2	1
315	только нет	1	1
316	в самой	4	1
317	или как	1	1
318	и притом	1	1
319	к ней	2	1
320	он пытался	1	1
321	к вам	1	1
322	для нас	8	1
323	смысл этой	3	1
324	что на	1	1
325	ли это	2	1
326	в стиле	1	1
327	мы встречаем	1	1
328	в трагедии	1	1
329	в момент	1	1
330	противопоставляет свою	1	1
331	к себе	2	1
332	он бы	1	1
333	внимания но	1	1
334	что наш	1	1
335	в окончательном	1	1
336	что оно	2	1
337	к речи	1	1
338	указывает на	6	1
339	не есть	1	1
340	что при	1	1
341	утверждать что	2	1
342	где он	3	1
343	в применении	1	1
344	как мы	7	1
345	и о	3	1
346	у себя	1	1
347	того чтобы	9	1
348	стихах и	3	1
349	всего этого	2	1
350	с каким	1	1
351	морали этот	1	1
352	романе в	1	1
353	с самого	6	1
354	говорили что	1	1
355	роль в	1	1
356	таких людей	1	1
357	к смерти	2	1
358	и которую	1	1
359	можно было	1	1
360	он именно	2	1
361	начала и	1	1
362	когда в	4	1
363	ничего подобного	1	1
364	по сравнению	1	1
365	опять в	1	1
366	это мне	1	1
367	часто и	1	1
368	была его	1	1
369	на вопрос	1	1
370	но мы	2	1
371	под маской	3	1
372	и который	2	1
373	чтобы не	1	1
374	мы понимаем	1	1
375	нет это	1	1
376	от него	1	1
377	доходит до	1	1
378	между тем	7	1
379	говорит он	2	1
380	в форме	1	1
381	все время	30	1
382	и она	1	1
383	того что	4	1
384	нашел в	1	1
385	для ребенка	1	1
386	мы видим	12	1
387	согласиться с	4	1
388	что даже	2	1
389	только в	4	1
390	что ж	1	1
391	даже против	1	1
392	же взгляда	1	1
393	с одной	6	1
394	борьба двух	1	1
395	именно на	1	1
396	вот что	1	1
397	есть в	2	1
398	характер ее	1	1
399	только на	1	1
400	дело с	1	1
401	чтобы он	2	1
402	за счет	1	1
403	мы отнюдь	1	1
404	рассказывает о	3	1
405	в общем	2	1
406	одно из	2	1
407	и их	1	1
408	всяком случае	2	1
409	могло бы	2	1
410	два противоположных	1	1
411	т п	5	1
412	речи я	1	1
413	с этими	1	1
414	ее не	3	1
415	к ним	3	1
416	которая составляет	1	1
417	не понимал	1	1
418	ты все	2	1
419	и вместе	2	1
420	любит и	1	1
421	таком виде	2	1
422	отдельные черты	1	1
423	именно в	1	1
424	морали как	1	1
425	а жизнь	1	1
426	что не	3	1
427	обратиться к	4	1
428	не было	1	1
429	полагал что	1	1
430	понимаем что	1	1
431	а на	1	1
432	а не	7	1
433	это она	1	1
434	в припадке	1	1
435	виде в	1	1
436	о себе	1	1
437	эти слова	2	1
438	время с	1	1
439	вместе с	5	1
440	и особенно	1	1
441	исходит от	1	1
442	и потому	1	1
443	совершенно в	2	1
444	не из	1	1
445	мы опять	1	1
446	если так	2	1
447	сравнению с	1	1
448	наряду с	3	1
449	в той	5	1
450	смысле этого	2	1
451	применении к	1	1
452	по плечу	1	1
453	для понимания	1	1
454	который он	1	1
455	нам еще	1	1
456	этого слова	2	1
457	с этой	2	1
458	так ли	2	1
459	перед смертью	1	1
460	не является	1	1
461	он сказал	1	1
462	тем и	1	1
463	при таком	2	1
464	в результате	1	1
465	тот кто	1	1
466	в двух	9	1
467	это часто	1	1
468	характеры и	1	1
469	бы в	3	1
470	и совершенно	4	1
471	случае и	1	1
472	хотя бы	2	1
473	только что	2	1
474	в стихах	3	1
475	гораздо больше	1	1
476	необходимое условие	1	1
477	совершенно не	5	1
478	ко всему	1	1
479	что под	3	1
480	и жизнь	1	1
481	есть и	1	1
482	несколько времени	1	1
483	но еще	1	1
484	к этой	2	1
485	разговоре с	1	1
486	и эта	1	1
487	это в	1	1
488	во всяком	2	1
