N	2gram	Tiupa_Lite_3	Marksizm
401	что было	1	1
402	в устах	1	1
403	бы быть	1	1
404	чистом виде	1	1
405	без участия	1	1
406	мы были	2	1
407	тем самым	7	1
408	мышления и	1	1
409	тогда когда	1	1
410	не по	1	1
411	чтобы стать	1	1
412	он с	1	1
413	природы в	1	1
414	по своей	3	1
415	сознанием и	1	1
416	потому что	3	1
417	бы по	1	1
418	соотносится с	1	1
419	стороны и	2	1
420	является той	1	1
421	еще одна	1	1
422	и всех	1	1
423	как только	1	1
424	всё что	1	1
425	быть уже	1	1
426	той или	2	1
427	людей в	1	1
428	то она	2	1
429	от друга	1	1
430	своей индивидуальности	1	1
431	с эстетикой	1	1
432	только не	1	1
433	рода деятельности	1	1
434	котором мы	1	1
435	природе своей	1	1
436	из двух	1	1
437	на нее	1	1
438	времени и	1	1
439	здесь нет	1	1
440	можно только	1	1
441	рода эти	1	1
442	имеется в	1	1
443	в осуществлении	1	1
444	для этого	1	1
445	лишь то	1	1
446	ответственного и	1	1
447	о нем	2	1
448	познания и	1	1
449	быть выражено	1	1
450	пришли к	1	1
451	не означает	2	1
452	на страницах	2	1
453	идет о	1	1
454	аналогии с	1	1
455	в значительной	1	1
456	второй половины	1	1
457	субъекта но	1	1
458	сознания к	1	1
459	к нему	1	1
460	и требует	1	1
461	лишь поскольку	1	1
462	выражения а	1	1
463	во всей	2	1
464	них в	1	1
465	в художественной	1	1
466	также в	1	1
467	в ту	2	1
468	в обеих	1	1
469	и мир	1	1
470	с ними	2	1
471	т.д но	1	1
472	сознания в	1	1
473	с одной	4	1
474	так что	1	1
475	уже не	3	1
476	уже в	1	1
477	и продукт	1	1
478	или даже	1	1
479	ту или	1	1
480	в одном	4	1
481	он один	1	1
482	лишь один	1	1
483	друг от	1	1
484	без того	1	1
485	так между	1	1
486	одной стороны	4	1
487	со стороны	7	1
488	внутренняя логика	1	1
489	на ее	1	1
490	этом как	1	1
491	само нуждается	1	1
492	все равно	1	1
493	на заре	1	1
494	и быть	1	1
495	еще и	2	1
496	тому как	3	1
497	в природе	4	1
498	определяется не	1	1
499	себя и	2	1
500	что для	1	1
501	к более	1	1
502	превращается в	1	1
503	при участии	1	1
504	как ни	1	1
505	о чем	3	1
506	него не	2	1
507	на слово	2	1
508	роль и	1	1
509	этой же	1	1
510	вообще индивидуальным	1	1
511	ко всем	1	1
512	как это	3	1
513	в рамках	4	1
514	но не	4	1
515	речь не	1	1
516	их к	1	1
517	в моей	1	1
518	к жизни	2	1
519	в той	1	1
520	и там	1	1
521	эстетической деятельности	2	1
522	быть только	2	1
523	по существу	4	1
524	это значит	1	1
525	никем не	2	1
526	быть не	2	1
527	не стирается	1	1
528	есть и	1	1
529	ли не	1	1
530	ценность и	1	1
531	эти два	1	1
532	на пути	1	1
533	его за	1	1
534	высказывания и	1	1
535	остается в	1	1
536	к другим	1	1
537	неба и	1	1
538	стороны или	1	1
539	опоры в	1	1
540	такого рода	10	1
541	человек и	1	1
542	лишь как	1	1
543	у них	1	1
544	не будучи	1	1
545	не должен	1	1
546	для современного	1	1
547	но вот	1	1
548	внутренний диалог	1	1
549	человека не	1	1
550	процессе своего	1	1
551	с ней	2	1
552	была бы	1	1
553	себе самому	3	1
554	в последнем	1	1
555	свою внутреннюю	1	1
556	это вечно	1	1
557	ее в	2	1
558	всем своим	1	1
559	нас не	1	1
560	этой точки	1	1
561	которая не	1	1
