N	2gram	Vygotskiy__2	KFilosof
162	не дает	2	3
163	был бы	1	3
164	тем что	2	3
165	от того	2	3
166	в данный	1	3
167	что не	1	3
168	до конца	1	3
169	ближе к	1	3
170	в момент	1	3
171	вступает в	1	3
172	сознания и	1	3
173	а все	1	3
174	от него	1	3
175	только с	1	3
176	но можно	1	3
177	себя как	1	2
178	и то	1	2
179	я и	1	2
180	это и	1	2
181	и принципиально	1	2
182	едва ли	7	2
183	на первом	1	2
184	ни у	1	2
185	вопрос о	5	2
186	только это	1	2
187	а для	1	2
188	этот факт	1	2
189	и ценность	1	2
190	с его	4	2
191	мышления как	5	2
192	в данном	3	2
193	к которой	1	2
194	один и	1	2
195	стал бы	1	2
196	становится действительно	1	2
197	как в	4	2
198	сознания в	1	2
199	и как	2	2
200	от этого	2	2
201	истины и	1	2
202	та же	1	2
203	думать что	1	2
204	в этой	6	2
205	нами в	1	2
206	и тот	1	2
207	имеем в	1	2
208	всей его	2	2
209	в виде	1	2
210	так и	8	2
211	смысле в	1	2
212	то ни	1	2
213	и может	1	2
214	а по	1	2
215	и мы	2	2
216	в жизни	1	2
217	с тем	1	2
218	и само	2	2
219	должен стать	1	2
220	что значит	1	2
221	эти момента	1	2
222	где она	1	2
223	есть его	1	2
224	по себе	7	2
225	случае мы	1	2
226	тому что	1	2
227	что есть	1	2
228	и развивается	1	2
229	что эта	6	2
230	и время	1	2
231	дело не	1	2
232	мышления и	16	2
233	дело в	1	2
234	а единственным	1	2
235	в процессе	11	2
236	того чтобы	12	2
237	вытекает из	3	2
238	целом как	1	2
239	в сознании	1	2
240	в области	1	2
241	не потому	2	2
242	к себе	2	2
243	пространство и	1	2
244	его с	2	2
245	бы он	1	2
246	той или	2	2
247	оно не	1	2
248	ничего общего	1	2
249	познания т.е	1	2
250	чтобы быть	1	2
251	всей своей	1	2
252	говорить о	2	2
253	чтобы дать	1	2
254	постольку поскольку	1	2
255	в контекст	1	2
256	сводится к	1	2
257	может не	1	2
258	бы то	1	2
259	мысль не	1	2
260	или как	2	2
261	однако что	1	2
262	которой все	1	2
263	мышление и	3	2
264	мысль и	2	2
265	научного мышления	2	2
266	что только	1	2
267	тот же	7	2
268	что он	12	2
269	а с	4	2
270	именно на	1	2
271	в качестве	4	2
272	и других	2	2
273	лишь постольку	1	2
274	слова в	1	2
275	содержания и	1	2
276	это значило	1	2
277	были бы	2	2
278	или иной	2	2
279	познания но	2	2
280	для этого	3	2
281	прежде всего	4	2
282	только по	1	2
283	для этой	1	2
284	и потому	1	2
285	его на	1	2
286	разве не	1	2
287	это есть	2	2
288	этого слова	3	2
289	все остальные	1	2
290	но для	2	2
291	которой он	1	2
292	отсюда следует	1	2
293	значило бы	1	2
294	еще более	1	2
295	потому что	7	2
296	его к	2	2
297	но этот	1	2
298	но ни	1	2
299	и эта	2	2
300	к этому	4	2
301	смысле слова	5	1
302	ту же	2	1
303	говоря о	1	1
304	переведено на	1	1
305	также и	2	1
306	человека и	3	1
307	проблемы в	1	1
308	в стороне	2	1
309	показать что	5	1
310	здесь и	3	1
311	и до	3	1
312	можно в	1	1
313	что эти	1	1
314	не имеют	1	1
315	видеть в	1	1
316	действительности и	3	1
317	мышления но	2	1
318	в зависимости	6	1
319	мы уже	6	1
320	той же	2	1
321	из всех	2	1
322	ряда это	1	1
323	что между	2	1
324	это что	1	1
325	бы что	2	1
326	что уже	1	1
327	единство и	1	1
328	и формальной	1	1
329	он как	2	1
330	оба эти	2	1
331	теория познания	1	1
332	вывод о	1	1
333	бы ни	2	1
334	эта функция	2	1
335	и ее	3	1
336	так называемые	1	1
337	и он	1	1
338	быть понято	1	1
339	мысли и	1	1
340	столь же	2	1
341	и мира	1	1
342	связи между	1	1
343	в нашем	1	1
344	как если	1	1
345	мы будем	3	1
346	вообще как	1	1
347	субъективного и	1	1
348	действительности а	1	1
349	теоретически в	1	1
350	в истории	6	1
351	более чем	1	1
352	мышление но	1	1
353	с этим	3	1
354	оторванное от	1	1
355	нам остается	1	1
356	факторов и	1	1
357	относятся к	2	1
358	и наконец	1	1
359	не являются	1	1
360	он находится	2	1
361	и к	6	1
362	в непосредственной	1	1
363	и свою	1	1
364	за собой	2	1
365	в самом	11	1
366	в которой	4	1
367	эти положения	1	1
368	ни один	1	1
369	это открытие	1	1
370	т.п но	1	1
371	в известном	2	1
372	как основной	2	1
373	бы только	1	1
374	предметов и	1	1
375	в мышлении	2	1
376	на то	6	1
377	отвлеченной точки	1	1
378	их развития	1	1
379	эту мысль	1	1
380	с чем	1	1
381	к выводу	6	1
382	что она	3	1
383	не следует	2	1
384	по самому	1	1
385	она становится	1	1
386	и логическое	1	1
387	момента в	1	1
388	не к	1	1
389	образом и	1	1
390	их в	4	1
391	быть представлен	1	1
392	я с	1	1
393	и по	3	1
394	на этом	1	1
395	эта же	1	1
396	следует конечно	1	1
397	этом последнем	1	1
398	том же	2	1
399	подход к	2	1
400	этим самым	1	1
401	а затем	1	1
402	этом ее	2	1
403	том случае	1	1
404	об этом	3	1
405	и с	4	1
406	предположение что	1	1
407	с целью	2	1
408	это было	1	1
409	т.е из	1	1
410	всеми своими	1	1
411	а есть	1	1
412	полноте и	1	1
413	должен был	1	1
414	ней но	1	1
415	при данных	1	1
416	ведь если	1	1
417	который по	1	1
418	это положение	1	1
419	все равно	2	1
420	и теоретической	1	1
421	всю жизнь	1	1
422	несмотря на	4	1
423	значит не	1	1
424	чем в	2	1
425	такой же	1	1
426	в один	2	1
427	эта ошибка	1	1
428	власти его	1	1
429	в этих	2	1
430	нельзя их	1	1
431	он должен	2	1
432	к действительному	1	1
433	всяком случае	6	1
434	может казаться	1	1
435	она в	1	1
436	цели и	1	1
437	он принимает	1	1
438	не от	1	1
439	признать что	4	1
440	значение для	4	1
441	однако он	1	1
442	отрыв от	1	1
443	не будем	1	1
444	находится на	1	1
445	имеет смысл	1	1
446	есть еще	1	1
447	приспособиться к	2	1
448	действием и	1	1
449	на один	1	1
450	вообще невозможно	1	1
451	начинает служить	1	1
452	в отношении	6	1
453	с которой	2	1
454	она не	1	1
455	как о	1	1
456	мысли в	1	1
457	мышление в	1	1
458	одна из	1	1
459	здесь на	1	1
460	так чтобы	1	1
461	к другим	1	1
462	не могло	2	1
463	при установлении	1	1
464	для всего	2	1
465	а тот	1	1
466	только не	1	1
467	нет места	1	1
468	он пытается	1	1
469	в противоречие	1	1
470	действительно в	1	1
471	по своей	6	1
472	самому своему	1	1
473	вместо того	1	1
474	к этим	1	1
475	и теперь	2	1
476	здесь же	1	1
477	следует что	2	1
478	уже и	2	1
479	не является	9	1
480	факта что	1	1
481	в движении	1	1
482	к таким	1	1
483	только от	1	1
484	в живой	1	1
485	не задает	1	1
486	которых он	3	1
487	исходить из	1	1
488	и должно	1	1
489	во все	2	1
490	основных моментов	1	1
491	и другой	2	1
492	зависимости от	6	1
493	отличается от	1	1
494	всего в	1	1
495	этой книги	1	1
496	к тому	7	1
497	т.е к	1	1
498	всего что	1	1
499	котором говорит	1	1
500	но сама	1	1
501	существенный момент	1	1
502	правда не	1	1
503	если мы	6	1
504	и о	1	1
505	с ее	2	1
506	что все	4	1
507	и от	1	1
508	данных условиях	1	1
509	существует все	1	1
510	но мы	3	1
511	приводит к	5	1
512	на том	2	1
513	своей мысли	1	1
514	с собой	3	1
515	не за	1	1
516	теряет все	1	1
517	особенно в	1	1
518	живет в	2	1
519	основных линий	1	1
520	не падает	2	1
521	и социальные	1	1
522	основана на	1	1
523	т.е все	1	1
524	поэтому в	1	1
525	приводит его	1	1
526	и даже	5	1
527	являются здесь	1	1
528	находится в	2	1
529	путем чисто	1	1
530	на все	2	1
531	на закон	1	1
532	другими словами	1	1
533	к действительности	8	1
534	можно сказать	2	1
535	его активности	1	1
536	и во	1	1
537	в конечном	4	1
538	связь между	5	1
539	или более	1	1
540	которой мы	2	1
541	и психологического	2	1
542	что теоретически	1	1
543	момента и	1	1
544	переходит в	1	1
545	себя но	1	1
546	и можно	2	1
547	философских построений	1	1
548	вообще и	1	1
549	к ней	2	1
550	по количеству	1	1
551	для самого	1	1
552	в жизнь	1	1
553	это приводит	1	1
554	предмета и	1	1
555	известном смысле	1	1
556	один из	1	1
557	или нет	1	1
558	но с	2	1
559	мы видим	4	1
560	и желания	1	1
561	согласиться с	1	1
562	одной из	3	1
563	и так	1	1
564	биологический и	1	1
565	бы один	1	1
566	же и	1	1
567	не можем	3	1
568	только на	1	1
569	но достаточно	1	1
570	желания и	1	1
571	доказать свое	1	1
572	только тогда	2	1
573	время является	1	1
574	и чисто	1	1
575	мир и	1	1
576	основе его	1	1
577	познания не	1	1
578	в данной	1	1
579	конечном счете	4	1
580	только к	1	1
581	возможности для	1	1
582	ибо он	2	1
583	одно из	1	1
584	никто не	1	1
585	ведь это	1	1
586	не для	1	1
587	смысле этого	3	1
588	так как	4	1
589	друг друга	5	1
590	если оно	1	1
591	мы можем	10	1
592	само по	2	1
593	как раз	4	1
594	из только	1	1
595	с действительностью	2	1
596	другой и	1	1
597	которые как	1	1
598	и также	1	1
599	во власти	3	1
600	к совершенно	1	1
601	и теоретически	1	1
602	точек зрения	1	1
603	и т.п	7	1
604	и из	2	1
605	в соответствующих	1	1
606	здесь в	1	1
607	а именно	1	1
608	и др	5	1
609	ничем не	3	1
610	зависит от	1	1
611	с которым	1	1
612	развивается по	1	1
613	понятие о	2	1
614	здесь этот	1	1
615	что мы	9	1
616	это дело	1	1
617	стороны в	1	1
618	мышлением и	7	1
619	связь с	2	1
620	нашей мысли	1	1
621	него в	1	1
622	действие которое	1	1
623	эти слова	1	1
624	вместе с	6	1
625	к его	2	1
626	противоречие с	1	1
627	часть нашего	1	1
628	мы говорим	1	1
629	его содержание	1	1
630	что именно	3	1
631	этого момента	1	1
632	о возможности	1	1
633	из которых	3	1
634	какого бы	1	1
635	еще на	1	1
636	себя из	1	1
637	основных чертах	1	1
638	но сам	1	1
639	когда мы	1	1
640	им с	1	1
641	самого себя	1	1
642	в первой	2	1
643	нельзя быть	1	1
644	оставить в	1	1
645	лежит в	3	1
646	том смысле	1	1
647	системы поэтому	1	1
648	к следующему	1	1
649	он начинает	1	1
650	с отвлеченной	1	1
651	и каждая	1	1
652	своей жизни	2	1
653	он вступает	1	1
654	только для	3	1
655	же самое	2	1
656	мысли но	1	1
657	остается в	2	1
658	должны быть	1	1
659	нечто подобное	1	1
660	сведено к	1	1
661	относиться к	1	1
662	к пониманию	1	1
663	его никогда	1	1
664	не существует	3	1
665	или в	3	1
666	по принципу	1	1
667	мы пытаемся	1	1
668	а к	1	1
669	когда он	3	1
670	совершенно иной	1	1
671	представление что	1	1
672	это может	1	1
673	в эту	4	1
674	в третьем	1	1
675	это позволяет	1	1
676	к признанию	2	1
677	мы должны	6	1
678	мысль в	1	1
679	только что	3	1
680	здесь-то и	1	1
681	или не	1	1
682	не придавая	1	1
683	между ними	1	1
684	с ней	2	1
685	того же	3	1
686	человек это	1	1
687	жизни а	1	1
688	не способны	1	1
689	самое что	2	1
690	ней в	2	1
691	включает в	1	1
692	ее в	2	1
693	т.е как	1	1
694	по поводу	4	1
695	который не	1	1
696	гораздо более	1	1
697	во всяком	7	1
698	все что	5	1
699	они не	3	1
