N	2gram	Tiupa_Lite_2	RusskieA
186	и потому	1	2
187	на колени	1	2
188	и для	3	2
189	когда он	1	2
190	у которых	1	2
191	в своих	2	2
192	ту же	2	1
193	же как	2	1
194	ныне и	1	1
195	самом деле	1	1
196	многих отношениях	1	1
197	носить и	1	1
198	в первом	1	1
199	по которым	1	1
200	по преимуществу	2	1
201	советского союза	1	1
202	должна быть	1	1
203	над ней	1	1
204	и за	2	1
205	приходит к	1	1
206	поэзии и	2	1
207	из всех	1	1
208	на место	1	1
209	из своих	2	1
210	время от	1	1
211	не вполне	2	1
212	ему в	1	1
213	а далее	1	1
214	того же	4	1
215	и он	3	1
216	в каждой	2	1
217	революции в	1	1
218	я рад	1	1
219	в отличие	1	1
220	в чем	1	1
221	истории в	1	1
222	на основе	1	1
223	целом ряде	1	1
224	бою и	1	1
225	не все	1	1
226	ответ на	1	1
227	по отношению	4	1
228	не путем	1	1
229	очевидно что	2	1
230	себе и	3	1
231	он пишет	1	1
232	отличие от	1	1
233	и свои	1	1
234	относится к	1	1
235	в истории	2	1
236	общего с	1	1
237	она как	1	1
238	однако не	1	1
239	и наконец	2	1
240	тем же	3	1
241	он на	2	1
242	от этого	1	1
243	за это	1	1
244	не оставляет	1	1
245	идут в	2	1
246	то и	3	1
247	в себе	6	1
248	на то	1	1
249	в случае	1	1
250	что было	2	1
251	он не	5	1
252	потребности в	1	1
253	с нашим	1	1
254	он должен	1	1
255	не к	2	1
256	в начале	3	1
257	подобно тому	2	1
258	не бывает	2	1
259	а затем	2	1
260	здесь мы	1	1
261	случае идет	1	1
262	в кремле	1	1
263	его в	1	1
264	должен был	1	1
265	нет в	2	1
266	в этой	3	1
267	не всегда	1	1
268	он и	2	1
269	мы видели	1	1
270	в развитии	1	1
271	никак не	1	1
272	и без	2	1
273	поэзию не	1	1
274	место в	1	1
275	не столько	3	1
276	что до	1	1
277	что я	2	1
278	них будет	1	1
279	одном из	2	1
280	ее на	1	1
281	но эта	1	1
282	такую же	2	1
283	при рассмотрении	1	1
284	первым из	1	1
285	что есть	1	1
286	дня и	1	1
287	в то	9	1
288	не по	2	1
289	в основе	2	1
290	от жизни	1	1
291	каждый из	4	1
292	и всегда	1	1
293	явление в	1	1
294	в тексте	1	1
295	и его	3	1
296	и теперь	1	1
297	этом отношении	3	1
298	смысла по	1	1
299	от общего	1	1
300	сам но	1	1
301	в своего	1	1
302	обращение к	1	1
303	для себя	2	1
304	и о	1	1
305	в виду	2	1
306	данном случае	3	1
307	в собственном	1	1
308	идет не	1	1
309	всей своей	3	1
310	на свой	1	1
311	слова а	1	1
312	на том	1	1
313	работ и	1	1
314	и сам	2	1
315	можно было	1	1
316	каждого из	1	1
317	и каждый	2	1
318	и этого	1	1
319	и мы	1	1
320	во второй	1	1
321	жизнь и	1	1
322	основана на	1	1
323	быть может	3	1
324	свидетельствует о	2	1
325	их но	1	1
326	вот почему	1	1
327	при котором	1	1
328	но мы	1	1
329	ли не	4	1
330	даже у	1	1
331	и просто	1	1
332	можно сказать	1	1
333	из зерна	1	1
334	первого дня	1	1
335	все на	1	1
336	не могло	1	1
337	во втором	1	1
338	в третьем	2	1
339	во всей	1	1
340	наконец в	2	1
341	и менее	1	1
342	в слово	1	1
343	было бы	2	1
344	не так	2	1
345	землю и	1	1
346	несколько примеров	1	1
347	иной художественной	2	1
348	тот же	2	1
349	что он	3	1
350	который в	1	1
351	что нам	2	1
352	жизни как	2	1
353	том чтобы	3	1
354	есть в	1	1
355	с живыми	1	1
356	уже в	2	1
357	же от	1	1
358	же в	2	1
359	который по	1	1
360	него нет	1	1
361	земли и	1	1
362	даже к	1	1
363	т п	2	1
364	чтобы она	1	1
365	дело и	1	1
366	не могут	1	1
367	люди не	1	1
368	следует признать	3	1
369	не противоречит	1	1
370	как у	1	1
371	к которому	1	1
372	на заре	1	1
373	когда по	1	1
374	еще и	1	1
375	тому как	2	1
376	по всей	1	1
377	что не	2	1
378	говорит о	1	1
379	по тем	1	1
380	и своего	1	1
381	однако и	1	1
382	над землей	1	1
383	в руках	2	1
384	подобного рода	1	1
385	нашего века	1	1
386	первые два	1	1
387	которой он	1	1
388	этой же	1	1
389	в цель	1	1
390	из которых	2	1
391	в пределах	1	1
392	в данном	3	1
393	наряду с	1	1
394	же можно	1	1
395	ко всему	2	1
396	и было	1	1
397	быть не	2	1
398	есть и	1	1
399	что мы	1	1
400	это как	2	1
401	под названием	2	1
402	не является	2	1
403	от имени	2	1
404	при таком	1	1
405	а к	2	1
406	от него	1	1
407	и все	1	1
408	не более	2	1
409	ты не	1	1
410	нам не	1	1
411	на поле	1	1
412	в ночь	1	1
413	не знает	2	1
414	только как	1	1
415	имеет ничего	1	1
416	отношению к	3	1
417	к числу	1	1
418	от слова	3	1
419	ней с	1	1
420	и состоит	1	1
421	я тебе	1	1
422	жизни и	4	1
423	в таком	1	1
424	также не	1	1
425	и вновь	2	1
426	они не	1	1
427	можно назвать	1	1
428	как на	3	1
429	все что	2	1
430	в роли	2	1
