N	2gram	Propp_Isto_3	Hudozhes
297	женщиной в	1	1
298	могло быть	3	1
299	к которой	1	1
300	ее бы	1	1
301	в сторону	2	1
302	этого мотива	4	1
303	к богу	1	1
304	с отцом	1	1
305	а он	5	1
306	иногда и	1	1
307	себе и	2	1
308	не просто	1	1
309	друг от	1	1
310	нет и	1	1
311	ему нужны	1	1
312	ни одна	1	1
313	в течение	6	1
314	не видно	3	1
315	в одной	3	1
316	уже знакомый	1	1
317	ней в	2	1
318	такова же	1	1
319	остановиться на	1	1
320	появлением в	1	1
321	он себе	1	1
322	хотя и	2	1
323	но для	1	1
324	его к	1	1
325	напомним что	1	1
326	однако напомним	1	1
327	и говорит	9	1
328	своих мужей	1	1
329	ни один	2	1
330	так или	1	1
331	представляет собой	3	1
332	он в	1	1
333	все эти	4	1
334	свою корову	1	1
335	и тот	1	1
336	говорить с	1	1
337	человек не	1	1
338	или нескольких	1	1
339	он все	3	1
340	из этой	2	1
341	мать и	2	1
342	с тобой	2	1
343	нее и	2	1
344	них нет	1	1
345	в силу	2	1
346	в корне	1	1
347	том чтобы	1	1
348	их в	3	1
349	так часто	2	1
350	дом и	4	1
351	в большой	4	1
352	смерти все	1	1
353	но все	2	1
354	не следует	1	1
355	встречаются и	1	1
356	здесь мы	5	1
357	а когда	1	1
358	дома и	3	1
359	и стала	1	1
360	эти два	3	1
361	и тем	1	1
362	даже в	2	1
363	видеть и	1	1
364	только одно	1	1
365	тенденция к	1	1
366	она и	1	1
367	этой комнате	1	1
368	голову от	1	1
369	берет на	1	1
370	этого персонажа	1	1
371	всю жизнь	2	1
372	не всегда	4	1
373	которой он	1	1
374	он и	3	1
375	для чего	1	1
376	выйти за	2	1
377	ним же	1	1
378	в один	1	1
379	не мог	2	1
380	старуха мать	1	1
381	во время	6	1
382	на мысль	1	1
383	никак не	1	1
384	женщин и	1	1
385	человек и	1	1
386	в лесном	4	1
387	в следующем	1	1
388	где мы	1	1
389	означало бы	2	1
390	на месте	2	1
391	в город	1	1
392	и цель	1	1
393	знаем что	2	1
394	свое существование	1	1
395	одном из	3	1
396	с дочерью	1	1
397	образом и	2	1
398	но он	4	1
399	видно что	2	1
400	и более	2	1
401	не могли	1	1
402	теперь я	1	1
403	же мы	1	1
404	случае мы	1	1
405	с миром	2	1
406	на кладбище	2	1
407	то чего	1	1
408	самого начала	1	1
409	ее с	1	1
410	на себе	1	1
411	и остается	1	1
412	в сад	1	1
413	для всего	1	1
414	а кто	1	1
415	например не	1	1
416	это то	1	1
417	имеем дело	1	1
418	о ней	2	1
419	тогда она	1	1
420	стороны жизнь	1	1
421	как она	1	1
422	такая же	1	1
423	он тогда	1	1
424	них нельзя	1	1
425	про свою	3	1
426	дом на	3	1
427	однако это	3	1
428	ей так	1	1
429	дом но	1	1
430	встречается в	2	1
431	есть только	2	1
432	во все	2	1
433	отличается от	1	1
434	об одном	1	1
435	еще яснее	1	1
436	с тайной	1	1
437	большой дом	7	1
438	от нее	1	1
439	с маской	1	1
440	все еще	6	1
441	для героя	1	1
442	тот и	1	1
443	возвращается домой	3	1
444	на это	2	1
445	платье с	1	1
446	я тебя	2	1
447	но по	3	1
448	а затем	3	1
449	от друга	1	1
450	не существует	1	1
451	ухода из	1	1
452	амуре и	2	1
453	смерти в	3	1
454	в себя	1	1
455	с самого	1	1
456	в дальнейшем	4	1
457	отдельные черточки	1	1
458	только через	1	1
459	на нее	3	1
460	каждого из	1	1
461	когда его	2	1
462	является в	1	1
463	этой жизни	1	1
464	но иногда	1	1
465	он к	3	1
466	и всякого	1	1
467	по себе	1	1
468	смысле и	1	1
469	в разных	1	1
470	образом в	2	1
471	я теперь	2	1
472	чтобы заставить	1	1
473	и здесь	7	1
474	и что	2	1
475	после того	2	1
476	времени в	1	1
477	нас в	1	1
478	заключается в	1	1
479	жили в	2	1
480	или иначе	1	1
481	нечто иное	1	1
482	должно было	2	1
483	ко всей	1	1
484	бы она	2	1
485	из своего	1	1
486	в другой	4	1
487	по разным	1	1
488	еще более	2	1
489	сад и	1	1
490	не знаю	8	1
491	того что	5	1
492	уходит в	3	1
493	быть и	3	1
494	оно и	1	1
495	а если	3	1
496	ее то	1	1
497	меня и	1	1
498	и толстым	1	1
499	и потому	2	1
500	бы его	1	1
501	к отцу	2	1
502	но как	1	1
503	важный для	1	1
504	говорит только	1	1
505	похожими на	1	1
506	он слышит	1	1
507	братьев и	1	1
508	со всеми	1	1
509	так что	5	1
510	уже в	1	1
511	толстой в	1	1
512	же из	1	1
513	с крылатыми	1	1
514	героя с	2	1
515	вернуться к	1	1
516	в нашей	1	1
517	вопрос и	1	1
518	в дом	12	1
519	в начале	1	1
520	еще одну	2	1
521	него и	2	1
522	собой на	1	1
523	за ним	3	1
524	превращаются в	1	1
525	к своим	1	1
526	дом в	7	1
527	что происходило	1	1
528	над ними	2	1
529	искать в	1	1
530	или даже	1	1
531	могло бы	1	1
532	ты меня	1	1
533	объяснения в	1	1
534	так как	7	1
535	то время	2	1
536	независимо от	2	1
537	говорит вот	1	1
538	от того	1	1
539	на том	3	1
540	это по	1	1
541	бы это	1	1
542	где живет	1	1
543	соединении с	1	1
544	были бы	1	1
545	ней и	1	1
546	и даже	2	1
547	живой и	1	1
548	что человек	1	1
549	а именно	4	1
550	в соединении	1	1
551	такое же	1	1
552	перед ним	1	1
553	корову и	1	1
554	когда герой	2	1
555	на смену	4	1
556	что бы	1	1
557	а на	1	1
558	она пошла	1	1
559	которых мы	1	1
560	у меня	5	1
561	на которых	1	1
562	не означает	1	1
563	долгое время	1	1
564	имеет своей	2	1
565	а так	1	1
566	не то	1	1
567	там где	7	1
568	сложен и	1	1
569	которого она	1	1
570	не видит	2	1
571	уже давно	2	1
572	ребенка в	1	1
573	живущих в	2	1
574	вступает в	3	1
575	и она	3	1
576	какая же	1	1
577	в лесу	26	1
578	власть над	4	1
579	в пределах	4	1
580	жизнь ее	1	1
581	к жизни	2	1
582	что за	1	1
583	это были	1	1
584	чем в	1	1
585	это почти	1	1
586	какой-нибудь одной	1	1
587	думать о	1	1
588	человек с	1	1
589	исходя из	1	1
590	возможность такого	1	1
591	лежит в	1	1
592	дело здесь	1	1
593	с этой	1	1
594	на другое	1	1
595	умирать и	1	1
596	про то	1	1
597	этом случае	5	1
598	но это	3	1
599	к двум	1	1
600	дом с	2	1
601	он видел	1	1
602	жизнью в	1	1
603	жениха и	1	1
604	с возвращением	1	1
605	уже известно	2	1
606	каждый год	1	1
607	она уже	1	1
608	то не	2	1
609	его тело	1	1
610	всего что	1	1
611	у истоков	1	1
612	мы ничего	1	1
613	по ходу	1	1
614	и дело	1	1
615	же в	2	1
616	обстоит дело	1	1
617	чем же	1	1
618	и умер	1	1
619	с сыном	1	1
620	с ней	6	1
621	не знает	1	1
622	другой стороны	7	1
623	совершенно не	2	1
624	от матери	1	1
625	матерью а	1	1
626	но когда	1	1
627	точно так	2	1
628	за столом	1	1
629	здесь каждый	1	1
630	из этого	1	1
631	перед нею	1	1
632	здесь кроется	1	1
633	принимает на	1	1
634	героя в	1	1
635	на лице	1	1
636	это так	1	1
637	к этой	1	1
638	а я	2	1
639	том числе	1	1
640	это в	1	1
641	к этому	7	1
642	которая не	1	1
643	в таком	1	1
644	и вновь	2	1
645	об амуре	1	1
