N	2gram	Tiupa_Lite_2	StatiiOP
260	и перед	1	2
261	в этих	1	2
262	в равной	3	2
263	что этот	1	2
264	дело с	1	2
265	не знает	2	2
266	сам в	1	2
267	занимает в	1	2
268	в своих	2	2
269	можно назвать	1	2
270	том числе	2	2
271	литературы а	1	1
272	даже более	1	1
273	если б	1	1
274	так я	1	1
275	многих отношениях	1	1
276	на деле	1	1
277	здесь и	1	1
278	сказано что	1	1
279	исходит из	1	1
280	едва ли	4	1
281	поэзии и	2	1
282	его не	1	1
283	что писал	1	1
284	не личная	1	1
285	как я	3	1
286	но даже	1	1
287	широкого и	1	1
288	революции в	1	1
289	москве с	1	1
290	пребывания в	1	1
291	на нем	1	1
292	и на	6	1
293	же мере	1	1
294	этот текст	1	1
295	бы то	1	1
296	при жизни	1	1
297	б с	1	1
298	но как	2	1
299	за ту	1	1
300	рода этот	1	1
301	очевидно что	2	1
302	стих не	1	1
303	нет и	1	1
304	это самое	1	1
305	стороны и	1	1
306	на память	1	1
307	что по	1	1
308	я должен	1	1
309	работает в	1	1
310	это тоже	1	1
311	душой за	1	1
312	и к	2	1
313	писал что	1	1
314	и конечно	1	1
315	себе как	1	1
316	лежит на	1	1
317	за это	1	1
318	в нашем	2	1
319	у каждого	1	1
320	не оставляет	1	1
321	так в	5	1
322	право на	3	1
323	в известном	1	1
324	и до	2	1
325	было видно	1	1
326	как он	2	1
327	не проще	1	1
328	этой книге	1	1
329	и вот	1	1
330	а целых	1	1
331	без исключения	1	1
332	ни был	1	1
333	например мы	1	1
334	в школе	1	1
335	что никакого	1	1
336	а по	1	1
337	второй половины	1	1
338	те или	1	1
339	на протяжении	1	1
340	в глазах	3	1
341	с неба	1	1
342	что лучше	1	1
343	в них	2	1
344	соответствии с	2	1
345	далеко не	1	1
346	с тем	2	1
347	всю жизнь	1	1
348	с дороги	1	1
349	и следовало	1	1
350	которой он	1	1
351	эпохи с	1	1
352	в развитии	1	1
353	и было	1	1
354	иначе говоря	1	1
355	и некоторые	1	1
356	на себя	2	1
357	со всей	1	1
358	которую он	1	1
359	от своего	1	1
360	место в	1	1
361	мы в	1	1
362	не столько	3	1
363	оказывается что	1	1
364	от себя	1	1
365	что я	2	1
366	особую остроту	1	1
367	несомненно что	1	1
368	одном из	2	1
369	том чтобы	3	1
370	предъявлять к	1	1
371	что было	2	1
372	не его	1	1
373	чтобы она	1	1
374	однако в	6	1
375	быть не	2	1
376	пока в	1	1
377	общего дела	4	1
378	но они	1	1
379	на работу	1	1
380	текста является	1	1
381	из нас	2	1
382	в русской	4	1
383	одна из	5	1
384	и притом	1	1
385	я буду	1	1
386	что ей	1	1
387	для кого	2	1
388	но только	2	1
389	не могло	1	1
390	казалось бы	1	1
391	того как	1	1
392	только и	1	1
393	неприемлемый для	1	1
394	явление в	1	1
395	с этих	1	1
396	не нужен	1	1
397	сделать в	1	1
398	не станет	1	1
399	которых он	1	1
400	не могут	1	1
401	и другим	1	1
402	к тому	1	1
403	которым в	1	1
404	в наши	1	1
405	обращение к	1	1
406	то ни	1	1
407	как мы	1	1
408	и о	1	1
409	в виду	2	1
410	ни одно	1	1
411	говоря уже	2	1
412	не могу	2	1
413	некоторые другие	1	1
414	на основе	1	1
415	как по	1	1
416	литературного письма	1	1
417	мысль о	1	1
418	и говорит	1	1
419	только то	1	1
420	читателя в	1	1
421	на том	1	1
422	и когда	1	1
423	то как	2	1
424	читателя нужно	1	1
425	нам от	1	1
426	мог бы	1	1
427	он писал	1	1
428	еще в	4	1
429	бы показаться	1	1
430	является в	1	1
431	лишь при	1	1
432	быть ни	1	1
433	при котором	1	1
434	притом в	1	1
435	после того	1	1
436	и просто	1	1
437	можно сказать	1	1
438	не просто	1	1
439	времени в	1	1
440	однако с	1	1
441	его личности	1	1
442	даже по	1	1
443	данного текста	1	1
444	во всей	1	1
445	стихи и	1	1
446	еще только	1	1
447	же можно	1	1
448	еще несколько	1	1
449	по собственному	1	1
450	что только	1	1
451	убежден что	1	1
452	тот же	2	1
453	всю свою	1	1
454	который в	1	1
455	быть вообще	1	1
456	и разумеется	1	1
457	но то	1	1
458	себя в	6	1
459	этой системе	1	1
460	уже не	2	1
461	слова не	1	1
462	и других	4	1
463	если судить	1	1
464	был бы	2	1
465	не так	2	1
466	себе в	1	1
467	как справедливо	1	1
468	тогда он	1	1
469	ведь это	2	1
470	слова в	1	1
471	в одном	2	1
472	дело и	1	1
473	каждый из	4	1
474	на долю	1	1
475	где в	2	1
476	русской поэзии	3	1
477	никого не	1	1
478	или иной	1	1
479	же поэта	1	1
480	с другим	2	1
481	говорит я	2	1
482	текст в	1	1
483	из таких	1	1
484	после прочтения	1	1
485	и др	3	1
486	этом у	1	1
487	в соответствии	1	1
488	системе и	1	1
489	до конца	2	1
490	более того	1	1
491	именно так	1	1
492	в руках	2	1
493	по тем	1	1
494	именно такой	1	1
495	подобного рода	1	1
496	ср у	1	1
497	него не	2	1
498	для этой	1	1
499	поэта в	1	1
500	и вовсе	1	1
501	не видит	2	1
502	по мысли	1	1
503	по праву	1	1
504	вместе с	5	1
505	усомниться в	1	1
506	в перспективе	1	1
507	мы говорим	1	1
508	из которых	2	1
509	какого бы	1	1
510	к своему	2	1
511	целом ряде	1	1
512	с некоторыми	1	1
513	пример в	1	1
514	это его	2	1
515	не заметил	1	1
516	текста как	1	1
517	путь в	1	1
518	в последнем	1	1
519	в это	1	1
520	него в	1	1
521	от условностей	1	1
522	в культуре	3	1
523	этого рода	1	1
524	и от	1	1
525	пушкин и	1	1
526	которая в	1	1
527	обращается к	3	1
528	всего что	1	1
529	той или	1	1
530	в третьем	2	1
531	бы в	1	1
532	конце концов	1	1
533	но зато	1	1
534	исключительно в	1	1
535	я в	7	1
536	отношении к	1	1
537	в стихах	8	1
538	одной из	2	1
539	но эта	1	1
540	не говоря	2	1
541	от всех	1	1
542	то здесь	1	1
543	именно не	1	1
544	начать с	1	1
545	к его	1	1
546	из этого	1	1
547	время не	1	1
548	основана на	1	1
549	к этому	1	1
550	как на	3	1
551	в роли	2	1
552	они не	1	1
