N	2gram	Tiupa_Hudo_2	Literetu
228	в конце	1	2
229	что и	4	2
230	вовсе не	2	2
231	при всей	1	2
232	у него	5	2
233	как раз	4	2
234	где в	1	2
235	субъекта жизни	1	2
236	наконец в	1	2
237	в облике	1	2
238	себя и	2	2
239	что не	2	2
240	не было	6	2
241	до конца	1	2
242	не видит	1	2
243	как это	7	2
244	жизни а	1	2
245	к жизни	1	2
246	а если	1	2
247	художественного видения	1	2
248	тому как	4	2
249	это его	1	2
250	на свете	1	2
251	этом случае	1	2
252	и нет	1	2
253	не является	2	2
254	в третьем	1	2
255	личной ответственности	1	2
256	хотя бы	2	2
257	с ним	7	2
258	же в	1	2
259	первый раз	1	2
260	не знает	1	2
261	присутствия в	1	2
262	я это	2	2
263	героя в	1	2
264	себе не	1	2
265	к этой	1	2
266	разговоре с	2	2
267	в роли	2	2
268	в своих	1	2
269	все что	3	2
270	том числе	1	2
271	и вновь	1	2
272	этом свете	1	1
273	эта новая	1	1
274	отношения к	1	1
275	которого в	1	1
276	это и	1	1
277	случайно в	2	1
278	перед лицом	1	1
279	здесь и	1	1
280	от своей	1	1
281	в первом	2	1
282	отношения между	1	1
283	в строгом	2	1
284	к мальчику	1	1
285	могу обойтись	1	1
286	обойтись без	1	1
287	диаметрально противоположна	1	1
288	для общего	1	1
289	в предсмертном	1	1
290	мы имеем	1	1
291	он знает	2	1
292	как мы	2	1
293	это персоналистическая	1	1
294	а для	2	1
295	вас не	1	1
296	ему в	2	1
297	в будущем	1	1
298	личности с	2	1
299	нам о	1	1
300	субъектов жизни	1	1
301	и этого	1	1
302	он был	1	1
303	он сам	2	1
304	себя а	1	1
305	и личность	1	1
306	установки на	1	1
307	бы то	1	1
308	взгляде на	1	1
309	по воле	1	1
310	самом деле	3	1
311	то он	1	1
312	с сыном	1	1
313	перед глазами	3	1
314	свою жизнь	1	1
315	а он	1	1
316	автора но	1	1
317	во взгляде	1	1
318	иной эстетической	1	1
319	за пределы	1	1
320	писателя в	2	1
321	более чем	2	1
322	как в	5	1
323	писал а	1	1
324	она как	1	1
325	как нам	1	1
326	личностного я	1	1
327	в полном	1	1
328	когда он	1	1
329	я должен	1	1
330	самом начале	1	1
331	к числу	2	1
332	в действительности	1	1
333	от этого	1	1
334	наиболее же	1	1
335	за собой	1	1
336	для которого	1	1
337	в самом	5	1
338	героя и	3	1
339	себе как	1	1
340	что это	5	1
341	ни один	1	1
342	все эти	1	1
343	не оставляет	1	1
344	приобретает характер	1	1
345	быть живым	1	1
346	но он	1	1
347	было видно	2	1
348	жизни ее	1	1
349	с чем	1	1
350	не следует	1	1
351	но именно	2	1
352	модус художественности	1	1
353	эстетическая доминанта	2	1
354	же это	1	1
355	вполне принадлежит	1	1
356	никак не	1	1
357	на земле	1	1
358	обстоит дело	1	1
359	ни был	1	1
360	здесь мы	1	1
361	то ни	1	1
362	в духовной	1	1
363	им как	1	1
364	со всеми	1	1
365	только не	2	1
366	жизни для	1	1
367	а по	2	1
368	по выражению	1	1
369	с другими	3	1
370	его личности	1	1
371	искусства в	1	1
372	это не	6	1
373	с неба	1	1
374	к ролевой	1	1
375	всю свою	1	1
376	например с	1	1
377	который по	1	1
378	она и	1	1
379	в соединении	1	1
380	всю жизнь	1	1
381	в слове	1	1
382	начала века	1	1
383	и было	2	1
384	иначе говоря	1	1
385	со всей	2	1
386	в этих	3	1
387	а вот	2	1
388	мы стремились	1	1
389	о людях	1	1
390	в своей	6	1
391	поэтической традиции	1	1
392	где мы	1	1
393	общего блага	1	1
394	с позиции	1	1
395	знает и	2	1
396	место в	2	1
397	призвания и	1	1
398	от себя	1	1
399	таковы у	1	1
400	от его	1	1
401	является в	1	1
402	духовного пространства	1	1
403	для многих	1	1
404	обращение к	1	1
405	далека от	1	1
406	их в	1	1
407	этих и	1	1
408	с меня	1	1
409	случае мы	1	1
410	тому что	4	1
411	что ему	1	1
412	все мы	1	1
413	например не	1	1
414	не берет	1	1
415	того как	2	1
416	даже его	1	1
417	и притом	1	1
418	предстает в	1	1
419	от жизни	1	1
420	что ей	2	1
421	которых и	1	1
422	не могло	1	1
423	земли в	1	1
424	и всегда	1	1
425	казалось бы	6	1
426	в отношениях	1	1
427	этого сознания	1	1
428	имеем дело	1	1
429	этих двух	1	1
430	по своей	1	1
431	на себе	1	1
432	себе во	1	1
433	и теперь	1	1
434	со своим	3	1
435	и оказывается	1	1
436	не человека	1	1
437	что на	3	1
438	однако это	1	1
439	найдя другого	1	1
440	бытия как	2	1
441	становится для	1	1
442	самоактуализация личности	1	1
443	которых он	1	1
444	места для	1	1
445	с легкостью	1	1
446	в любви	2	1
447	в других	4	1
448	же самое	3	1
449	числе и	1	1
450	в своего	1	1
451	это начало	1	1
452	к тому	7	1
453	на своей	1	1
454	у истоков	1	1
455	духовное содержание	1	1
456	все быть	1	1
457	говоря словами	1	1
458	время он	1	1
459	и своя	1	1
460	то внешнее	1	1
461	приходит к	2	1
462	и о	4	1
463	но по	1	1
464	того чтобы	4	1
465	здесь не	2	1
466	самим собою	2	1
467	над людьми	1	1
468	ему быть	2	1
469	что делает	1	1
470	по сути	1	1
471	мысль о	2	1
472	и говорит	1	1
473	н толстой	1	1
474	в пределах	1	1
475	приводит к	2	1
476	на свой	2	1
477	личного бытия	3	1
478	читателя в	1	1
479	на том	1	1
480	и когда	1	1
481	в личной	1	1
482	которого нет	1	1
483	можно было	3	1
484	на нее	1	1
485	произведение искусства	1	1
486	каждого из	1	1
487	во второй	2	1
488	жизнь и	1	1
489	мы в	1	1
490	не лучше	1	1
491	с этого	1	1
492	в словах	1	1
493	и внешней	2	1
494	в таком	1	1
495	сводится к	6	1
496	не ведает	1	1
497	для личной	1	1
498	это я	1	1
499	вот и	5	1
500	во взаимоприятии	1	1
501	но мы	1	1
502	на что	1	1
503	после того	1	1
504	и просто	2	1
505	можно сказать	6	1
506	любви к	2	1
507	времени в	1	1
508	де шардена	1	1
509	второй половины	1	1
510	в эстетической	1	1
511	должно было	1	1
512	нет у	1	1
513	я а	2	1
514	во втором	2	1
515	и хорошо	1	1
516	по случаю	1	1
517	иного рода	1	1
518	бы в	1	1
519	время здесь	1	1
520	чем и	1	1
521	соединении с	1	1
522	что вот	1	1
523	индивидуального бытия	1	1
524	другом найдя	1	1
525	его собственная	1	1
526	в новой	1	1
527	такая же	1	1
528	идет по	2	1
529	но зато	1	1
530	дело с	2	1
531	в миропорядке	4	1
532	субъекта в	1	1
533	всей жизни	1	1
534	но то	1	1
535	за ней	1	1
536	меня самого	1	1
537	личностью своего	1	1
538	только на	5	1
539	других в	2	1
540	не все	3	1
541	слова не	1	1
542	таится в	1	1
543	мышления и	1	1
544	где бы	1	1
545	ответ на	2	1
546	с какой	2	1
547	ни с	2	1
548	себе в	2	1
549	личности и	2	1
550	так о	1	1
551	в прозе	1	1
552	эту силу	1	1
553	не для	1	1
554	собственного я	1	1
555	как было	1	1
556	образом не	1	1
557	к той	2	1
558	ее на	2	1
559	на деле	1	1
560	могу стать	1	1
561	лишь для	1	1
562	рядом с	5	1
563	отрекается от	1	1
564	нет и	1	1
565	один в	1	1
566	в финале	2	1
567	никого не	2	1
568	в.т и	1	1
569	и стал	1	1
570	или иной	2	1
571	живой и	1	1
572	как сам	1	1
573	как у	2	1
574	таков что	1	1
575	что человек	1	1
576	этом как	1	1
577	не просто	1	1
578	именно в	2	1
579	человека а	1	1
580	к которому	1	1
581	как же	2	1
582	еще и	2	1
583	а с	3	1
584	героя о	1	1
585	по всей	1	1
586	говорит о	4	1
587	в соответствии	3	1
588	только по	1	1
589	такой стратегии	1	1
590	воспринимающего сознания	2	1
591	более того	1	1
592	однако и	2	1
593	легко и	1	1
594	именно так	2	1
595	человек в	3	1
596	все время	3	1
597	своего я	3	1
598	а так	1	1
599	когда же	2	1
600	в ряду	2	1
601	оборотная сторона	1	1
602	не всегда	1	1
603	тейяра де	1	1
604	которой он	1	1
605	художественного целого	5	1
606	по нашему	1	1
607	все более	1	1
608	это произвол	1	1
609	в творчестве	1	1
610	него в	1	1
611	одно слово	1	1
612	время она	1	1
613	эти слова	1	1
614	так же	3	1
615	который бы	1	1
616	и потому	1	1
617	он внутренне	1	1
618	для искусства	1	1
619	своей души	1	1
620	другого я	1	1
621	наряду с	5	1
622	с миром	1	1
623	во взаимоотражении	1	1
624	что же	2	1
625	трактуется как	1	1
626	в тот	1	1
627	в тексте	5	1
628	себя во	2	1
629	в своем	5	1
630	в это	3	1
631	в контексте	2	1
632	лет назад	1	1
633	приобретает в	1	1
634	его в	2	1
635	и от	2	1
636	в ранг	1	1
637	своей жизни	4	1
638	до сего	1	1
639	автора и	2	1
640	стать самим	1	1
641	как некий	1	1
642	я с	2	1
643	пока еще	3	1
644	не мог	1	1
645	всего в	1	1
646	оглядка на	1	1
647	за его	1	1
648	еще одна	2	1
649	практики в	1	1
650	в пределе	1	1
651	он чувствовал	1	1
652	мира и	1	1
653	не свидетельствует	1	1
654	другого не	1	1
655	она уже	1	1
656	об одном	1	1
657	ее и	1	1
658	всего что	1	1
659	и все	7	1
660	как теперь	1	1
661	той или	1	1
662	еще более	1	1
663	должен найти	1	1
664	ключом к	1	1
665	теперь же	3	1
666	в ходе	1	1
667	отношении к	1	1
668	не предполагает	1	1
669	нам не	1	1
670	собою без	1	1
671	нет ничего	2	1
672	такова что	2	1
673	о своем	4	1
674	имя и	1	1
675	от своего	2	1
676	только как	1	1
677	а во	1	1
678	найти себя	1	1
679	для художественной	1	1
680	от личной	1	1
681	чувствовать и	1	1
682	взаимоотражении во	1	1
683	из этого	1	1
684	есть и	3	1
685	который в	2	1
686	и состоит	3	1
687	а я	1	1
688	и эта	2	1
689	собой некую	1	1
690	каждое слово	1	1
691	который не	1	1
692	к этому	1	1
693	можно назвать	1	1
694	гораздо более	2	1
