N	2gram	Tiupa_Hudo_2	slovoVRo
247	произведения и	1	2
248	для того	4	2
249	в другой	1	2
250	до сих	2	2
251	а с	3	2
252	системы и	1	2
253	а на	1	2
254	с которым	1	2
255	жизнь в	2	2
256	совершенно не	1	2
257	что все	3	2
258	в частности	7	2
259	эти слова	1	2
260	так же	3	2
261	такого рода	1	2
262	быть только	1	2
263	рассказ в	1	2
264	в контексте	2	2
265	автором и	2	2
266	этом случае	1	2
267	не предполагает	1	2
268	в условиях	1	2
269	того или	2	2
270	как раз	4	2
271	не является	2	2
272	одна из	2	2
273	всего произведения	1	2
274	интерес к	1	2
275	потому что	2	2
276	обстоит дело	1	2
277	между ними	2	2
278	с ней	1	2
279	сказать что	2	2
280	или иного	2	2
281	первом случае	1	2
282	бы его	1	2
283	и эта	2	2
284	к этому	1	2
285	к людям	2	1
286	и через	1	1
287	которого в	1	1
288	не остается	1	1
289	не находя	1	1
290	тех же	1	1
291	в чужой	2	1
292	бы для	1	1
293	чего не	2	1
294	и внешне	1	1
295	в мыслях	2	1
296	которыми он	1	1
297	понимается в	1	1
298	мы имеем	1	1
299	при анализе	1	1
300	что между	1	1
301	место в	2	1
302	препятствие в	1	1
303	на чужое	1	1
304	и он	3	1
305	героев в	1	1
306	не нужно	1	1
307	он был	1	1
308	мы читаем	2	1
309	бы то	1	1
310	оглядки на	1	1
311	могло быть	1	1
312	но как	1	1
313	в сторону	1	1
314	со всеми	1	1
315	свою жизнь	1	1
316	не все	3	1
317	в общем	1	1
318	автора но	1	1
319	иногда и	1	1
320	произведение не	1	1
321	или иное	1	1
322	в свои	1	1
323	эти внешние	1	1
324	в настоящем	1	1
325	один и	1	1
326	из комнаты	1	1
327	характер и	2	1
328	в одной	1	1
329	в значительной	1	1
330	в течение	1	1
331	то или	1	1
332	сознания в	1	1
333	его к	1	1
334	один ряд	1	1
335	в действительности	1	1
336	в герое	1	1
337	о самом	1	1
338	за все	1	1
339	в себя	1	1
340	себе как	1	1
341	к другому	1	1
342	сам рассказчик	2	1
343	так или	1	1
344	бы не	3	1
345	между настоящим	1	1
346	в этой	5	1
347	вне пределов	1	1
348	чужое слово	1	1
349	и тот	1	1
350	лица и	1	1
351	все ее	1	1
352	с чем	1	1
353	что она	7	1
354	только себя	1	1
355	к миру	1	1
356	от которого	2	1
357	которой на	1	1
358	пределах одного	1	1
359	жизнью и	1	1
360	и было	2	1
361	характерное для	1	1
362	какой бы	1	1
363	не бывает	1	1
364	ни был	1	1
365	человека в	4	1
366	значительной степени	1	1
367	и ответ	1	1
368	то ни	1	1
369	а затем	1	1
370	в состоянии	3	1
371	как автор	1	1
372	заключается в	1	1
373	не умеет	1	1
374	особенно в	1	1
375	в жизни	8	1
376	активную и	1	1
377	только одно	1	1
378	о которых	2	1
379	этого не	1	1
380	и уже	4	1
381	несмотря на	3	1
382	чем в	1	1
383	в один	1	1
384	и становится	2	1
385	от своего	2	1
386	таким же	1	1
387	это ощущение	1	1
388	наших дней	1	1
389	не столько	2	1
390	прибегает к	1	1
391	его установкой	1	1
392	что говорит	2	1
393	могла бы	2	1
394	одном из	1	1
395	нем он	1	1
396	мнения и	1	1
397	обращение к	1	1
398	тем не	4	1
399	и более	1	1
400	однако в	2	1
401	рассказчика за	1	1
402	сама она	1	1
403	же мы	1	1
404	то с	1	1
405	весь в	1	1
406	не менее	5	1
407	жизни между	1	1
408	свое время	1	1
409	самого начала	1	1
410	здесь лишь	1	1
411	мышления и	1	1
412	с живым	1	1
413	ее с	1	1
414	во всякой	1	1
415	того чтобы	4	1
416	только не	2	1
417	дело в	1	1
418	сознания это	1	1
419	в самой	1	1
420	сказать на	1	1
421	и лишь	1	1
422	к концу	1	1
423	по своей	1	1
424	людей и	1	1
425	на себе	1	1
426	рождается в	1	1
427	и света	1	1
428	для осуществления	1	1
429	которого на	1	1
430	не столь	1	1
431	этом отношении	1	1
432	к той	2	1
433	в направлении	1	1
434	есть только	1	1
435	во все	1	1
436	отличается от	1	1
437	глубокое и	1	1
438	всего в	1	1
439	с авторской	1	1
440	его с	1	1
441	не дано	1	1
442	встречаются и	1	1
443	на это	1	1
444	время он	1	1
445	но сама	1	1
446	и своя	1	1
447	композиционный прием	1	1
448	и это	3	1
449	в безличной	1	1
450	находя в	1	1
451	себя до	1	1
452	же не	2	1
453	с каким	1	1
454	для всего	1	1
455	нет никакой	1	1
456	смерти в	1	1
457	с самого	1	1
458	приводит к	2	1
459	на свой	2	1
460	чуждо и	1	1
461	каждого из	1	1
462	и среди	1	1
463	в плоскости	1	1
464	как два	1	1
465	это только	1	1
466	наше внимание	1	1
467	но у	1	1
468	жизнь и	1	1
469	является в	1	1
470	он к	1	1
471	был не	1	1
472	если бы	6	1
473	со стороны	3	1
474	смысле и	1	1
475	установку на	1	1
476	сводится к	6	1
477	именно потому	1	1
478	и что	1	1
479	его жизни	5	1
480	в различных	1	1
481	казаться что	1	1
482	как у	2	1
483	в эстетической	1	1
484	это было	2	1
485	на всех	1	1
486	нее нет	1	1
487	что самое	1	1
488	возникает и	1	1
489	во втором	2	1
490	нуждается в	2	1
491	на одном	1	1
492	что и	4	1
493	этом как	1	1
494	и только	2	1
495	а его	1	1
496	и она	1	1
497	на будущее	1	1
498	от влияния	1	1
499	рассказа так	1	1
500	ибо в	2	1
501	в двух	2	1
502	дело с	2	1
503	и так	1	1
504	а лишь	1	1
505	в самое	1	1
506	не мешает	1	1
507	тургенева и	1	1
508	мы ничего	1	1
509	жизни каждое	1	1
510	именно на	2	1
511	вернуться к	1	1
512	в начале	1	1
513	не принимает	1	1
514	слова не	1	1
515	в душе	8	1
516	к своим	1	1
517	ни с	2	1
518	сам он	2	1
519	в прозе	1	1
520	у нее	10	1
521	среди которых	1	1
522	этими словами	2	1
523	чтобы не	3	1
524	не просто	1	1
525	от того	1	1
526	это движение	1	1
527	где в	1	1
528	нет и	1	1
529	или иначе	1	1
530	уходит в	1	1
531	о своем	4	1
532	же о	1	1
533	себя и	2	1
534	что не	2	1
535	только по	1	1
536	на смену	1	1
537	то и	4	1
538	бы друг	1	1
539	был в	1	1
540	которых мы	1	1
541	однако и	2	1
542	легко и	1	1
543	долгое время	1	1
544	о чем	8	1
545	он и	1	1
546	и ему	3	1
547	этот рассказ	1	1
548	бы оно	1	1
549	вступает в	1	1
550	нет ничего	2	1
551	слова от	1	1
552	о себе	3	1
553	шире его	1	1
554	вместе с	2	1
555	этом из	1	1
556	как одно	1	1
557	этого момента	1	1
558	установкой на	1	1
559	определяется тем	1	1
560	это его	1	1
561	да и	5	1
562	возможность такого	1	1
563	проходит мимо	1	1
564	в это	3	1
565	эти два	1	1
566	и нет	1	1
567	лишь дублирует	1	1
568	предметы и	1	1
569	но это	1	1
570	на вопросы	1	1
571	но с	1	1
572	оглядка на	1	1
573	за его	1	1
574	которых он	1	1
575	слова но	1	1
576	потому не	1	1
577	жизнью в	1	1
578	лицо и	2	1
579	души в	1	1
580	бы в	1	1
581	на языке	1	1
582	эта характеристика	1	1
583	же в	1	1
584	потребность в	2	1
585	личности и	2	1
586	первый раз	1	1
587	героя и	3	1
588	не знает	1	1
589	только как	1	1
590	очень велика	1	1
591	себе самому	1	1
592	есть и	3	1
593	та же	2	1
594	жизни и	6	1
595	и другие	5	1
596	героя как	1	1
597	по причине	2	1
598	который не	1	1
599	как на	2	1
600	в таком	1	1
601	все что	3	1
