N	2gram	Propp_Isto_4	Tragedij
157	дальнейшем он	1	1
158	века в	1	1
159	и могут	1	1
160	той же	1	1
161	то для	1	1
162	поле в	1	1
163	не вполне	1	1
164	на себя	4	1
165	ему в	2	1
166	в виду	1	1
167	есть необходимость	1	1
168	затем он	1	1
169	и сыном	1	1
170	в ней	1	1
171	было до	1	1
172	представляет собой	2	1
173	между собой	1	1
174	или от	2	1
175	и служит	1	1
176	это же	2	1
177	в чем	1	1
178	во всех	1	1
179	на другой	1	1
180	но не	5	1
181	могло быть	1	1
182	но как	1	1
183	а он	1	1
184	тогда как	4	1
185	тебе и	1	1
186	в истории	2	1
187	в центре	1	1
188	что именно	1	1
189	вот как	2	1
190	и наконец	1	1
191	дается в	1	1
192	и хотя	1	1
193	оттого что	1	1
194	роль его	1	1
195	сливается с	2	1
196	он в	4	1
197	все по	1	1
198	право на	2	1
199	имеет своих	1	1
200	да мне	1	1
201	как он	6	1
202	не могла	1	1
203	чтобы установить	1	1
204	и если	3	1
205	вообще не	1	1
206	три года	4	1
207	одному из	1	1
208	перестает быть	1	1
209	которой не	1	1
210	так вдруг	1	1
211	не к	2	1
212	не как	1	1
213	содержит в	2	1
214	так часто	1	1
215	никому не	1	1
216	и по	5	1
217	на этом	2	1
218	таким образом	10	1
219	здесь мы	2	1
220	а затем	3	1
221	за то	1	1
222	им как	1	1
223	является необходимой	1	1
224	в другом	5	1
225	в ход	1	1
226	на ту	1	1
227	на все	1	1
228	лишь в	2	1
229	известно что	2	1
230	ты мне	1	1
231	этом мы	1	1
232	но уже	1	1
233	в них	1	1
234	он же	2	1
235	этого персонажа	1	1
236	этого не	2	1
237	со своими	1	1
238	которой он	2	1
239	для чего	1	1
240	с такой	1	1
241	в развитии	1	1
242	все как	1	1
243	но я	1	1
244	или вообще	1	1
245	одной стороне	1	1
246	но если	1	1
247	и при	3	1
248	в своей	4	1
249	этой связи	1	1
250	почти не	1	1
251	в котором	1	1
252	человеком и	2	1
253	знает и	2	1
254	вступил в	1	1
255	представление о	1	1
256	должны были	1	1
257	и вот	2	1
258	но он	4	1
259	и один	1	1
260	тем не	2	1
261	того кто	1	1
262	iii и	1	1
263	по себе	2	1
264	тому что	1	1
265	так он	1	1
266	не менее	2	1
267	вплоть до	1	1
268	с особой	1	1
269	что эта	3	1
270	она не	3	1
271	на земле	3	1
272	на котором	3	1
273	того как	4	1
274	виду не	1	1
275	облекается в	1	1
276	ранней стадии	1	1
277	это мы	2	1
278	только нет	1	1
279	новой формации	1	1
280	к ней	1	1
281	по своей	2	1
282	камень и	1	1
283	для нас	3	1
284	особое значение	1	1
285	связи с	3	1
286	сел на	1	1
287	что на	2	1
288	в области	2	1
289	один раз	1	1
290	в момент	1	1
291	зеленый листок	1	1
292	к себе	3	1
293	могут быть	6	1
294	его с	2	1
295	указывает на	4	1
296	не случайное	1	1
297	не есть	2	1
298	что при	1	1
299	утверждать что	1	1
300	где он	1	1
301	с образом	1	1
302	как мы	5	1
303	отца он	1	1
304	роль в	1	1
305	человека с	3	1
306	ли есть	1	1
307	по спине	1	1
308	с собой	5	1
309	на нее	1	1
310	в борьбе	1	1
311	отождествляется с	1	1
312	по сравнению	3	1
313	в последней	1	1
314	на них	1	1
315	в эпоху	1	1
316	входит и	1	1
317	а по	4	1
318	вот почему	1	1
319	это происходит	2	1
320	на вопрос	3	1
321	но мы	3	1
322	после того	2	1
323	с того	3	1
324	а также	3	1
325	кто он	1	1
326	это желание	1	1
327	от него	2	1
328	связь между	2	1
329	доходит до	1	1
330	говорит он	1	1
331	в форме	2	1
332	и она	1	1
333	того что	2	1
334	он есть	1	1
335	один по	1	1
336	оказалось что	1	1
337	он стал	2	1
338	мы видим	6	1
339	с ними	5	1
340	что даже	1	1
341	только в	3	1
342	во всем	3	1
343	как нечто	3	1
344	в руку	1	1
345	у ней	1	1
346	есть в	2	1
347	этого мотива	3	1
348	и глаза	1	1
349	эти черты	1	1
350	мы бы	1	1
351	только на	1	1
352	чтобы он	2	1
353	которых можно	4	1
354	одно из	1	1
355	и их	2	1
356	могло бы	2	1
357	не для	1	1
358	с этими	2	1
359	к ним	2	1
360	жизни на	1	1
361	и вместе	1	1
362	в особенности	2	1
363	и эту	1	1
364	именно в	1	1
365	близок к	1	1
366	и знает	1	1
367	что не	1	1
368	социальной жизни	1	1
369	объясняется тем	1	1
370	обратиться к	1	1
371	только по	1	1
372	не было	1	1
373	а на	4	1
374	в образах	1	1
375	на этот	2	1
376	не верит	1	1
377	а не	6	1
378	власти и	1	1
379	с которым	1	1
380	он просит	2	1
381	именно так	1	1
382	его как	2	1
383	чтобы убить	1	1
384	точности соответствует	2	1
385	этом случае	3	1
386	в связи	2	1
387	виде в	1	1
388	с помощью	2	1
389	старика с	1	1
390	вместе с	6	1
391	до этого	1	1
392	эта связь	5	1
393	не из	1	1
394	над ним	1	1
395	не знал	1	1
396	мы опять	2	1
397	сравнению с	3	1
398	наряду с	3	1
399	смысле этого	2	1
400	к образу	1	1
401	это его	1	1
402	матери и	1	1
403	понял что	1	1
404	него есть	1	1
405	который он	1	1
406	так создается	3	1
407	этого слова	2	1
408	с этой	2	1
409	перед смертью	1	1
410	же являются	1	1
411	из трех	3	1
412	на одной	1	1
413	его имя	1	1
414	из дома	1	1
415	только теперь	2	1
416	за свое	1	1
417	в результате	1	1
418	а к	1	1
419	о нем	1	1
420	видим уже	1	1
421	бы в	1	1
422	мог быть	1	1
423	хотя бы	2	1
424	что ты	1	1
425	превратился в	2	1
426	только что	3	1
427	к ее	1	1
428	гораздо больше	1	1
429	в точности	5	1
430	в иной	6	1
431	но этот	2	1
432	эти же	1	1
433	т е	18	1
434	есть и	2	1
435	в голову	1	1
436	к этой	3	1
437	в сибири	1	1
438	это в	1	1
