N	2gram	Tiupa_Narr_2	formyVre
582	же самой	1	1
583	мир но	1	1
584	одновременно и	1	1
585	своей матери	1	1
586	частности в	1	1
587	и стало	1	1
588	по поводу	2	1
589	в таком	3	1
590	этой точки	1	1
591	они не	2	1
