N	2gram	Vinokur_St_2	Vladivir
334	к его	1	2
335	и потому	2	2
336	отрывок из	2	2
337	в той	5	2
338	такого рода	2	2
339	бы его	1	2
340	с очень	1	2
341	в трех	1	2
342	можно было	1	2
343	в более	1	2
344	и от	1	2
345	в двух	1	2
346	к этой	1	2
347	петра i	1	2
348	же в	1	2
349	жизни в	1	2
350	можно назвать	1	2
351	не говорится	1	2
352	в своих	1	2
353	была для	1	2
354	гораздо более	1	2
355	смысле слова	1	1
356	как известно	2	1
357	если б	4	1
358	и т	9	1
359	одним из	6	1
360	например в	3	1
361	в тех	2	1
362	и др	2	1
363	была лишена	1	1
364	мере в	2	1
365	основан на	1	1
366	думал о	2	1
367	отношения между	1	1
368	по преимуществу	1	1
369	отвечал на	1	1
370	а об	1	1
371	но кажется	1	1
372	высшей степени	1	1
373	действительности и	1	1
374	пишет о	1	1
375	по его	3	1
376	поэзии и	2	1
377	в несколько	1	1
378	чем он	2	1
379	в апреле	1	1
380	характер его	1	1
381	до него	2	1
382	что свое	1	1
383	ответить на	1	1
384	говорить о	1	1
385	на тему	1	1
386	в полной	2	1
387	представление о	1	1
388	думаю что	1	1
389	литературы и	1	1
390	стороны но	1	1
391	которые он	1	1
392	верить в	1	1
393	полученное им	1	1
394	бы то	2	1
395	этим не	1	1
396	в создании	1	1
397	за него	2	1
398	не признавал	1	1
399	самом деле	3	1
400	других источников	1	1
401	важно отметить	1	1
402	своей работе	1	1
403	б с	1	1
404	но как	1	1
405	не просто	1	1
406	бы что	1	1
407	нет и	2	1
408	никаких иллюзий	1	1
409	что они	2	1
410	лет с	1	1
411	меньше всего	3	1
412	о необходимости	1	1
413	чем же	1	1
414	как говорит	2	1
415	более чем	1	1
416	независимо от	1	1
417	общего с	1	1
418	что именно	2	1
419	самостоятельного и	1	1
420	до его	1	1
421	как нам	1	1
422	еще больше	1	1
423	когда он	1	1
424	целый ряд	1	1
425	по пути	2	1
426	это просто	1	1
427	как результат	1	1
428	о самом	1	1
429	за собой	1	1
430	два обстоятельства	1	1
431	не имею	1	1
432	очень важно	1	1
433	выражение в	2	1
434	времени не	2	1
435	будто и	1	1
436	о ее	1	1
437	тому же	3	1
438	есть но	1	1
439	к выводу	1	1
440	что она	1	1
441	больше всего	2	1
442	в свет	5	1
443	т д	6	1
444	одному из	1	1
445	пушкина и	9	1
446	нужно не	1	1
447	и еще	1	1
448	в первую	1	1
449	на том	1	1
450	xix века	3	1
451	свою собственную	1	1
452	и совершенно	1	1
453	к одному	1	1
454	них нет	1	1
455	не к	2	1
456	ими в	1	1
457	борьбу с	2	1
458	свое время	1	1
459	но вместе	1	1
460	его от	1	1
461	около двух	1	1
462	отрывок в	1	1
463	прежде чем	1	1
464	так например	7	1
465	то ни	2	1
466	что все	1	1
467	об этой	1	1
468	связанных с	1	1
469	говорил что	1	1
470	а по	1	1
471	для своей	2	1
472	а как	4	1
473	первую очередь	1	1
474	не имела	1	1
475	в свое	1	1
476	и отдельные	1	1
477	неподалеку от	1	1
478	по истории	1	1
479	известная книга	1	1
480	остановиться на	1	1
481	которая была	2	1
482	я считаю	1	1
483	основания для	1	1
484	для них	1	1
485	из нее	3	1
486	на которую	1	1
487	в высшей	1	1
488	к которым	1	1
489	вполне самостоятельного	1	1
490	для своего	2	1
491	на основании	1	1
492	во внимание	2	1
493	ее совершенства	1	1
494	отдавать себе	1	1
495	к вопросам	1	1
496	никакого смысла	1	1
497	концу этого	1	1
498	рецензию на	1	1
499	этом в	1	1
500	м т	1	1
501	со времени	1	1
502	такой же	1	1
503	но я	1	1
504	не так	1	1
505	в г	7	1
506	во время	2	1
507	вещей может	1	1
508	но если	1	1
509	от своего	1	1
510	можно найти	1	1
511	ли можно	1	1
512	в №	2	1
513	к истории	2	1
514	и без	1	1
515	это делает	1	1
516	был склонен	2	1
517	то для	1	1
518	место в	1	1
519	ни малейшего	1	1
520	что до	1	1
521	далее в	2	1
522	своего рода	5	1
523	нельзя было	1	1
524	не раз	2	1
525	не будем	1	1
526	основании анализа	1	1
527	если бы	2	1
528	была не	2	1
529	есть еще	2	1
530	что этот	2	1
531	могли быть	1	1
532	своем отношении	1	1
533	ноября года	1	1
534	я более	1	1
535	при всех	1	1
536	на рубеже	3	1
537	опасность для	1	1
538	но они	2	1
539	что с	2	1
540	с теми	1	1
541	самого начала	3	1
542	в русской	5	1
543	дело не	2	1
544	л и	1	1
545	пушкина но	4	1
546	что такое	2	1
547	на него	1	1
548	читаем что	1	1
549	возвращении в	1	1
550	но только	1	1
551	не могло	3	1
552	только не	2	1
553	и всегда	2	1
554	связанное с	1	1
555	критических статей	1	1
556	всего и	1	1
557	этих двух	1	1
558	и лишь	1	1
559	время к	1	1
560	под старость	1	1
561	очень мало	2	1
562	не читал	1	1
563	также все	1	1
564	в изложении	1	1
565	вернее сказать	1	1
566	не нам	1	1
567	свидетельствуют о	2	1
568	был так	1	1
569	из истории	1	1
570	было не	1	1
571	только с	2	1
572	в каком	2	1
573	ему не	2	1
574	у меня	3	1
575	свое собственное	1	1
576	и здесь	3	1
577	в дружеских	1	1
578	имел возможность	1	1
579	сравнении с	2	1
580	заметил что	1	1
581	должны быть	1	1
582	года у	1	1
583	что является	1	1
584	в московских	1	1
585	отказаться от	1	1
586	утверждать что	2	1
587	ничего общего	1	1
588	которое принадлежит	1	1
589	тогда я	1	1
590	и которая	1	1
591	у себя	1	1
592	не будет	1	1
593	но вообще	1	1
594	в кавказском	2	1
595	из москвы	2	1
596	не успел	1	1
597	в в	1	1
598	только при	1	1
599	уже потому	1	1
600	о появлении	1	1
601	характер и	1	1
602	него самого	2	1
603	с самого	3	1
604	так в	1	1
605	слова а	1	1
606	с собой	1	1
607	на нее	3	1
608	за то	3	1
609	времени и	4	1
610	особенно в	2	1
611	с самим	1	1
612	столько же	3	1
613	здесь нет	1	1
614	во многом	2	1
615	еще не	1	1
616	был напечатан	1	1
617	он писал	3	1
618	письмо от	1	1
619	пишет следующее	1	1
620	поэтому в	1	1
621	этом месте	2	1
622	отрицать что	1	1
623	выводу что	1	1
624	лет не	1	1
625	на вопрос	3	1
626	разумеется в	2	1
627	сам а	1	1
628	и который	2	1
629	в пользу	3	1
630	кажутся мне	1	1
631	не дал	1	1
632	обходилось без	1	1
633	лет спустя	1	1
634	раньше чем	4	1
635	во втором	1	1
636	то место	1	1
637	частью в	1	1
638	году как	1	1
639	друзей и	1	1
640	и об	1	1
641	в лице	1	1
642	говорит в	1	1
643	не зная	1	1
644	неопределенное время	1	1
645	нашел в	1	1
646	у своего	1	1
647	критики в	1	1
648	прочим следующее	1	1
649	но с	4	1
650	что только	1	1
651	мне кажется	3	1
652	более резко	1	1
653	можно считать	1	1
654	этот вопрос	2	1
655	на неопределенное	1	1
656	в какой	2	1
657	пять лет	3	1
658	два года	2	1
659	это очень	2	1
660	до нас	1	1
661	поэтому и	1	1
662	напечатан в	1	1
663	неудивительно что	3	1
664	на смертном	1	1
665	на л	2	1
666	и тем	1	1
667	по этому	2	1
668	в качестве	5	1
669	с какой	1	1
670	сколько в	3	1
671	этому поводу	2	1
672	с нею	3	1
673	только на	1	1
674	в журнале	1	1
675	ни одного	3	1
676	больше не	1	1
677	что писал	2	1
678	при помощи	4	1
679	из них	3	1
680	конце года	1	1
681	так писал	1	1
682	совершенно новой	1	1
683	и их	1	1
684	точка зрения	1	1
685	в одном	6	1
686	т п	3	1
687	написанное в	1	1
688	это нужно	1	1
689	заметить что	1	1
690	как раз	8	1
691	тем что	3	1
692	этом отношении	9	1
693	без внимания	1	1
694	полемики в	1	1
695	предисловие к	1	1
696	себе отчет	1	1
697	не понял	1	1
698	ссылается на	1	1
699	не были	1	1
700	даже не	1	1
701	и едва	1	1
702	о своей	2	1
703	в трезвом	1	1
704	до сих	6	1
705	что человек	1	1
706	и русская	1	1
707	бы эти	1	1
708	и быть	1	1
709	при чем	1	1
710	молиться за	1	1
711	нужно сказать	1	1
712	то и	1	1
713	и стал	1	1
714	а на	1	1
715	г №	1	1
716	в поисках	1	1
717	ничем не	1	1
718	мы и	1	1
719	ниже в	2	1
720	из последних	1	1
721	ни о	1	1
722	iii отделения	3	1
723	обычно не	1	1
724	что из	1	1
725	своего друга	1	1
726	не обходилось	1	1
727	и м	1	1
728	о русских	1	1
729	ни на	1	1
730	время с	1	1
731	что во	1	1
732	года но	1	1
733	его как	2	1
734	шесть лет	2	1
735	если она	1	1
736	характера и	1	1
737	над ним	1	1
738	к своему	2	1
739	вас в	1	1
740	не могут	1	1
741	ли ты	1	1
742	пишет в	1	1
743	проще чем	1	1
744	и всей	1	1
745	для понимания	1	1
746	действительно ли	1	1
747	к л	1	1
748	который он	1	1
749	тех пор	1	1
750	что роман	1	1
751	не испытывал	1	1
752	как например	2	1
753	этом случае	1	1
754	февраля года	1	1
755	казалось что	1	1
756	сих пор	5	1
757	характера в	1	1
758	его отца	1	1
759	нужно отметить	1	1
760	имеет значение	1	1
761	имел в	1	1
762	я от	1	1
763	но для	1	1
764	в письмах	2	1
765	этом смысле	1	1
766	при всем	1	1
767	в книге	1	1
768	вопрос в	1	1
769	которых он	1	1
770	являются не	1	1
771	читаем на	1	1
772	котором он	1	1
773	что мои	1	1
774	i не	1	1
775	темы но	2	1
776	не с	1	1
777	от него	1	1
778	что значит	1	1
779	ни к	1	1
780	конечно нельзя	1	1
781	отношении к	3	1
782	та что	1	1
783	рецензий на	1	1
784	в период	2	1
785	между ними	1	1
786	хорошо было	1	1
787	была бы	5	1
788	уже после	2	1
789	по одному	1	1
790	характеризует его	1	1
791	эти слова	2	1
792	в трагедию	1	1
793	не сказал	1	1
794	всегда была	1	1
795	но эти	1	1
796	бы даже	1	1
797	ее в	2	1
798	и другие	2	1
799	с общим	1	1
800	те которые	1	1
801	том числе	1	1
802	они не	2	1
