N	2gram	Tiupa_Narr_2	Komedia
220	по содержанию	1	2
221	с ними	3	2
222	в какой	4	2
223	в уста	1	2
224	с одной	5	2
225	не знающего	1	2
226	и у	4	2
227	является не	1	2
228	одно из	2	2
229	интриги в	3	2
230	т п	2	2
231	не для	1	2
232	у нее	4	2
233	отношение к	1	2
234	в любви	1	2
235	в других	2	2
236	следует признать	4	2
237	со стороны	6	2
238	и к	6	2
239	до сих	1	2
240	с другой	5	2
241	нового времени	2	2
242	одной стороны	5	2
243	с которым	1	2
244	если не	2	2
245	по своему	2	2
246	в течение	2	2
247	в той	5	2
248	не удалось	1	2
249	в ответ	3	2
250	как бы	6	2
251	реакции на	1	2
252	сих пор	1	2
253	естественно не	1	2
254	каждой из	1	2
255	бы в	2	2
256	еще более	1	2
257	хотя бы	2	2
258	от ее	1	2
259	у предшественников	1	2
260	к его	3	2
261	из этого	1	2
262	частности в	1	2
263	во всяком	1	2
264	и шире	1	1
265	говоря о	1	1
266	отношения к	1	1
267	отделен от	1	1
268	с кем	1	1
269	о любви	2	1
270	самом деле	3	1
271	так у	1	1
272	говорилось выше	3	1
273	фон для	1	1
274	мере в	2	1
275	существования для	1	1
276	отношения между	2	1
277	под которым	1	1
278	внутренний мир	1	1
279	по его	2	1
280	не происходит	2	1
281	на первый	1	1
282	сравнению с	1	1
283	всех без	1	1
284	а для	1	1
285	в полной	1	1
286	вместо того	1	1
287	ему в	2	1
288	первого и	1	1
289	о роли	1	1
290	в каждой	2	1
291	и самого	1	1
292	собой в	1	1
293	как ему	1	1
294	между собой	3	1
295	все эти	3	1
296	нельзя недооценивать	1	1
297	время в	1	1
298	в чем	2	1
299	и мира	4	1
300	в юности	1	1
301	же она	2	1
302	свою жизнь	1	1
303	конечном счете	3	1
304	в общем	1	1
305	с совершенно	1	1
306	не просто	1	1
307	из таких	1	1
308	чем же	1	1
309	первый взгляд	1	1
310	в рамках	6	1
311	если она	1	1
312	опирается на	1	1
313	как к	3	1
314	и нет	1	1
315	это был	2	1
316	однако не	2	1
317	и понимаем	1	1
318	как уже	2	1
319	не являются	2	1
320	тем же	1	1
321	мертвых душ	2	1
322	более или	1	1
323	гораздо более	1	1
324	в герое	4	1
325	с нею	2	1
326	жизни в	6	1
327	для которого	1	1
328	шире и	1	1
329	представляет собой	16	1
330	его мать	1	1
331	только два	1	1
332	о матери	1	1
333	по форме	1	1
334	он то	1	1
335	в себе	8	1
336	поражение в	1	1
337	о ее	1	1
338	не могла	1	1
339	и стало	1	1
340	было сделано	1	1
341	видеть в	1	1
342	и более	2	1
343	не могли	1	1
344	пример из	1	1
345	в другом	4	1
346	его не	1	1
347	самим собой	3	1
348	полной мере	1	1
349	городской площади	1	1
350	входит в	1	1
351	в соответствии	3	1
352	жизненную позицию	1	1
353	за другой	1	1
354	всю свою	1	1
355	с радостью	1	1
356	выходя из	1	1
357	в жизни	6	1
358	поведения и	1	1
359	но уже	1	1
360	в разработке	1	1
361	соответствии с	3	1
362	со своими	2	1
363	и уже	4	1
364	которой он	3	1
365	с такой	1	1
366	автора и	1	1
367	не мог	1	1
368	является его	2	1
369	только тем	1	1
370	или менее	1	1
371	их самих	1	1
372	во второй	2	1
373	таким же	1	1
374	ни у	1	1
375	женщин и	1	1
376	своем роде	1	1
377	и без	1	1
378	за которым	2	1
379	между людьми	1	1
380	не столько	5	1
381	принимает участия	1	1
382	от его	2	1
383	в памяти	2	1
384	стало быть	2	1
385	другом и	1	1
386	нам в	3	1
387	тем не	5	1
388	их в	1	1
389	для нее	1	1
390	вместе со	1	1
391	освободиться от	1	1
392	и причина	1	1
393	с точки	2	1
394	случае в	1	1
395	на рубеже	1	1
396	но они	1	1
397	тем самым	5	1
398	с которой	1	1
399	из нас	1	1
400	легко представить	1	1
401	у кого	1	1
402	как о	2	1
403	в основе	1	1
404	и внутренней	2	1
405	иметь в	1	1
406	вытекает из	1	1
407	никогда не	6	1
408	ничего не	6	1
409	отнестись к	1	1
410	имеем дело	2	1
411	и по-видимому	1	1
412	только внешне	1	1
413	более что	1	1
414	и теперь	1	1
415	со своим	2	1
416	сводится к	9	1
417	эти три	1	1
418	тогда в	1	1
419	между детьми	3	1
420	в области	2	1
421	в каком	1	1
422	его дочь	1	1
423	к себе	7	1
424	и вполне	1	1
425	чтобы сделать	1	1
426	как для	1	1
427	той или	3	1
428	именно таким	1	1
429	для себя	3	1
430	и брак	1	1
431	опоры на	1	1
432	то она	1	1
433	и служит	2	1
434	его поступки	1	1
435	не легко	1	1
436	мысль о	2	1
437	в себя	4	1
438	приводит к	1	1
439	встреча с	1	1
440	на свой	2	1
441	если они	1	1
442	времени и	4	1
443	было в	1	1
444	каждого из	1	1
445	в споре	1	1
446	здесь нет	1	1
447	сюжетную схему	1	1
448	своему происхождению	1	1
449	в ноги	1	1
450	по сравнению	1	1
451	жизнь и	1	1
452	не имели	1	1
453	о котором	3	1
454	с ним	4	1
455	означает что	1	1
456	детьми и	3	1
457	а также	6	1
458	возможна только	1	1
459	тому и	1	1
460	зрения на	2	1
461	внимание на	3	1
462	за пределами	3	1
463	единственный в	1	1
464	но мы	1	1
465	никак не	3	1
466	его жизни	2	1
467	все его	4	1
468	автора нередко	1	1
469	при встрече	3	1
470	будто он	1	1
471	почти полное	1	1
472	во всей	1	1
473	что же	1	1
474	сюжетная схема	1	1
475	с матерью	3	1
476	них в	1	1
477	служит не	1	1
478	следовало бы	1	1
479	в литературе	4	1
480	к которому	2	1
481	по своей	3	1
482	о персонаже	1	1
483	взывает к	1	1
484	с каждым	1	1
485	даже если	1	1
486	очень много	1	1
487	дочь и	1	1
488	лиц не	1	1
489	приходит в	1	1
490	по мнению	1	1
491	делах и	1	1
492	за которую	1	1
493	и детей	1	1
494	ряде случаев	1	1
495	этих событий	1	1
496	в большинстве	1	1
497	только на	2	1
498	то и	3	1
499	самую суть	1	1
500	ни одного	1	1
501	сторож в	1	1
502	свидетельствует о	4	1
503	не все	2	1
504	в сознании	2	1
505	не принимает	1	1
506	большинстве случаев	1	1
507	был прав	1	1
508	в ситуацию	1	1
509	он имеет	1	1
510	соединяется с	1	1
511	мир в	1	1
512	для него	4	1
513	могло бы	2	1
514	содержание и	1	1
515	не о	1	1
516	иначе не	1	1
517	как раз	3	1
518	я вижу	1	1
519	к той	1	1
520	лет до	1	1
521	на стороне	2	1
522	где в	1	1
523	и даже	3	1
524	на второй	2	1
525	или иной	3	1
526	не ведая	1	1
527	однако что	1	1
528	если говорить	1	1
529	не обязательно	2	1
530	человека его	1	1
531	выступает в	1	1
532	человеческую жизнь	1	1
533	а с	2	1
534	по всей	1	1
535	что не	1	1
536	говорит о	2	1
537	как можно	1	1
538	к человеку	1	1
539	полное забвение	1	1
540	у нас	2	1
541	не на	1	1
542	не означает	1	1
543	а не	17	1
544	однако и	1	1
545	признать вполне	1	1
546	ни о	1	1
547	среди других	1	1
548	несмотря на	2	1
549	с помощью	1	1
550	более мягкие	1	1
551	текста в	1	1
552	за всю	1	1
553	к своему	2	1
554	в столь	1	1
555	предположить что	1	1
556	он говорит	1	1
557	видя в	2	1
558	такого рода	12	1
559	ведет к	2	1
560	второй план	2	1
561	текст а	1	1
562	именно в	2	1
563	поскольку он	1	1
564	исходя из	1	1
565	в современной	2	1
566	и собственного	1	1
567	xix в	2	1
568	еще раз	1	1
569	а то	2	1
570	может служить	2	1
571	ли в	1	1
572	из дома	1	1
573	было ясно	2	1
574	в результате	2	1
575	когда он	1	1
576	и родителями	1	1
577	не с	1	1
578	внимания заслуживает	1	1
579	ситуации а	1	1
580	но о	1	1
581	тем более	2	1
582	своих героев	2	1
583	не должен	2	1
584	и как	1	1
585	будто бы	1	1
586	в дом	1	1
587	обстоит дело	1	1
588	хотя в	1	1
589	человека не	1	1
590	за этим	1	1
591	в системе	1	1
592	к ее	1	1
593	на фоне	2	1
594	нам не	1	1
595	от первого	3	1
596	между ними	1	1
597	героя и	2	1
598	из общенародного	1	1
599	не знает	1	1
600	сказать что	3	1
601	в свою	2	1
602	того на	1	1
603	о себе	1	1
604	в последнем	1	1
605	или иного	3	1
606	по которой	1	1
607	бы его	1	1
608	жизни мы	2	1
609	это была	1	1
610	точно так	2	1
611	того или	3	1
612	xviii в	1	1
613	так же	2	1
614	как на	2	1
615	все что	4	1
