N	2gram	Tiupa_Disk_1	Myslijsy
176	можно сказать	5	3
177	это было	2	3
178	к нему	1	3
179	вслед за	1	3
180	коего мы	1	3
181	состоит не	1	3
182	есть в	2	3
183	только на	1	3
184	в начале	2	3
185	за ним	1	3
186	к содержанию	3	3
187	к мысли	2	3
188	прежде всего	11	3
189	друг друга	1	3
190	мы можем	1	3
191	до сих	1	3
192	именно в	3	3
193	одной стороны	9	3
194	в одно	1	3
195	в ряду	2	3
196	сих пор	1	3
197	и оно	1	3
198	говорящего и	2	3
199	не существует	1	3
200	а к	1	3
201	к одной	1	3
202	и все	2	3
203	здесь только	1	3
204	в свою	3	3
205	не говоря	2	3
206	не знает	1	3
207	в которой	1	3
208	к этому	2	3
209	в таком	1	3
210	таком случае	1	2
211	самом деле	1	2
212	это и	1	2
213	и до	1	2
214	в их	5	2
215	той же	1	2
216	не столько	1	2
217	которое не	1	2
218	ему в	2	2
219	предметом и	1	2
220	в новом	2	2
221	тогда как	19	2
222	отношение к	4	2
223	мы назвали	1	2
224	за пределы	2	2
225	что они	1	2
226	что хотя	1	2
227	все же	3	2
228	целый ряд	2	2
229	его к	1	2
230	со своей	1	2
231	в этой	2	2
232	а напротив	1	2
233	на то	1	2
234	человек не	1	2
235	так сказать	2	2
236	на его	4	2
237	в основании	3	2
238	не как	4	2
239	в понятии	1	2
240	из виду	1	2
241	подобно тому	2	2
242	что ни	1	2
243	но все	1	2
244	этом последнем	1	2
245	могла бы	2	2
246	бы быть	3	2
247	на все	1	2
248	время и	1	2
249	слово имеет	1	2
250	не всегда	2	2
251	несмотря на	1	2
252	во время	1	2
253	точки зрения	3	2
254	в своей	5	2
255	что такое	1	2
256	а как	1	2
257	в которых	4	2
258	мысли и	2	2
259	произведение есть	1	2
260	принадлежит ему	1	2
261	что с	2	2
262	и притом	1	2
263	но только	1	2
264	из того	1	2
265	этом отношении	1	2
266	когда мы	1	2
267	от этого	1	2
268	его с	1	2
269	в области	1	2
270	мысли о	2	2
271	отказаться от	1	2
272	так например	2	2
273	и о	4	2
274	в ее	3	2
275	только при	1	2
276	в буквальном	1	2
277	языка и	2	2
278	об этом	2	2
279	упускать из	1	2
280	о том	8	2
281	или на	3	2
282	не заключает	1	2
283	должно было	1	2
284	первобытный человек	1	2
285	в форме	2	2
286	может стать	1	2
287	к сознанию	1	2
288	и мы	1	2
289	по содержанию	1	2
290	которое было	1	2
291	одной из	4	2
292	в какой	2	2
293	которое мы	1	2
294	но как	2	2
295	том чтобы	2	2
296	связи с	4	2
297	в виде	1	2
298	слова не	1	2
299	в одном	2	2
300	и даже	3	2
301	развития в	1	2
302	что человек	1	2
303	тут же	1	2
304	а с	5	2
305	понятие о	3	2
306	всю совокупность	1	2
307	по своему	3	2
308	он говорит	1	2
309	что же	2	2
310	с этой	1	2
311	перед нами	3	2
312	на слово	1	2
313	в большей	1	2
314	с понятием	2	2
315	отношении к	1	2
316	в системе	1	2
317	в свое	1	2
318	это в	2	2
319	цель его	1	2
320	слова является	1	1
321	отношения к	2	1
322	одним из	2	1
323	в строгом	3	1
324	не остается	1	1
325	на самом	1	1
326	значении этого	3	1
327	и должны	1	1
328	чего не	1	1
329	по преимуществу	1	1
330	из его	1	1
331	противном случае	1	1
332	едва ли	2	1
333	слово же	1	1
334	он уже	1	1
335	было содержанием	1	1
336	в первый	1	1
337	вопрос о	1	1
338	из своих	1	1
339	из всякого	1	1
340	чтобы не	1	1
341	имеет свою	3	1
342	мы называем	1	1
343	в сущности	2	1
344	но она	1	1
345	их имена	1	1
346	не вполне	1	1
347	этого к	1	1
348	того же	3	1
349	и он	2	1
350	чем то	1	1
351	и подавляющего	1	1
352	на них	1	1
353	он сам	1	1
354	с двумя	1	1
355	без которой	1	1
356	говоря уже	2	1
357	здесь не	1	1
358	с его	4	1
359	от его	1	1
360	данном случае	2	1
361	но язык	1	1
362	если в	1	1
363	себе и	1	1
364	отличие от	5	1
365	нет и	1	1
366	и чем	1	1
367	каждый в	2	1
368	и читатель	1	1
369	в истории	4	1
370	приходит на	1	1
371	вследствие чего	1	1
372	его на	1	1
373	из уст	2	1
374	стороны и	2	1
375	о жизни	1	1
376	что касается	2	1
377	еще и	1	1
378	в противном	1	1
379	хотя и	2	1
380	когда он	2	1
381	в образовании	1	1
382	однако на	2	1
383	вследствие своей	1	1
384	но в	8	1
385	следует сказать	1	1
386	к чему	1	1
387	из жизни	3	1
388	действительности а	1	1
389	право на	1	1
390	что к	1	1
391	в словаре	1	1
392	говорит не	1	1
393	о ее	1	1
394	тому же	5	1
395	в понимании	1	1
396	которым человек	1	1
397	нам только	1	1
398	свое время	1	1
399	не отделен	1	1
400	которое может	1	1
401	которой нет	1	1
402	каком находится	1	1
403	положения что	1	1
404	мы его	1	1
405	как одного	1	1
406	где нет	1	1
407	в мире	1	1
408	том случае	1	1
409	слова или	1	1
410	в нераздельное	1	1
411	необходимой для	1	1
412	лишь в	4	1
413	заключается в	3	1
414	искусства в	1	1
415	это не	3	1
416	человека только	1	1
417	то все	1	1
418	приходит в	1	1
419	в жизни	1	1
420	сказать и	2	1
421	которой он	1	1
422	и вне	1	1
423	не знание	1	1
424	что всякое	1	1
425	представляет себе	2	1
426	строгом смысле	1	1
427	в первые	1	1
428	и было	2	1
429	потому и	1	1
430	в этих	1	1
431	о ком	1	1
432	сводятся к	1	1
433	или точнее	1	1
434	таким же	1	1
435	заключать в	1	1
436	с точки	1	1
437	что до	1	1
438	в сказке	3	1
439	это справедливо	1	1
440	для многих	1	1
441	которые в	1	1
442	говорящего это	1	1
443	и более	1	1
444	и относительно	2	1
445	в современном	2	1
446	действие или	1	1
447	однако в	3	1
448	не должно	1	1
449	лично для	1	1
450	их отношении	1	1
451	образ не	1	1
452	совокупность этих	1	1
453	тем слово	1	1
454	себя не	1	1
455	виду что	1	1
456	и должен	1	1
457	в процессе	5	1
458	достигает своего	1	1
459	чем не	1	1
460	принадлежит к	1	1
461	не могло	2	1
462	принадлежат к	3	1
463	сложившиеся в	1	1
464	речи не	1	1
465	понимание которое	1	1
466	своей природе	2	1
467	во всем	1	1
468	к работе	2	1
469	здесь же	1	1
470	быть в	1	1
471	что на	1	1
472	настоящего времени	1	1
473	уже о	2	1
474	того о	1	1
475	встречается в	1	1
476	сомнение в	2	1
477	про себя	1	1
478	отличается от	2	1
479	же самое	2	1
480	глубокое и	1	1
481	в памяти	1	1
482	анализа в	1	1
483	говоря словами	1	1
484	самом общем	2	1
485	однако по	1	1
486	не ограничивается	2	1
487	своего развития	1	1
488	значения и	1	1
489	в виду	2	1
490	только то	1	1
491	с самого	1	1
492	с языком	1	1
493	на том	2	1
494	только через	1	1
495	котором нет	1	1
496	времени и	3	1
497	не с	3	1
498	было в	2	1
499	особенно в	1	1
500	мог бы	1	1
501	в результате	1	1
502	понятно что	1	1
503	не за	1	1
504	из одного	1	1
505	действия не	1	1
506	но здесь	1	1
507	сводится к	5	1
508	и т.д	4	1
509	и т.п	12	1
510	развития как	1	1
511	говорить не	1	1
512	при котором	1	1
513	одного из	2	1
514	теперь и	1	1
515	которые однако	1	1
516	понятие и	1	1
517	нас в	1	1
518	раз и	1	1
519	по слову	3	1
520	во всех	5	1
521	с миром	1	1
522	творчества в	1	1
523	от одного	1	1
524	следовало бы	1	1
525	места и	1	1
526	при самом	1	1
527	что здесь	1	1
528	и представляет	2	1
529	для понятия	1	1
530	уже одно	1	1
531	известного рода	1	1
532	как нечто	1	1
533	самого говорящего	1	1
534	и ее	2	1
535	имеет своим	1	1
536	произведения при	1	1
537	оно объединяет	1	1
538	себя в	2	1
539	события и	1	1
540	показать на	1	1
541	принадлежащих к	2	1
542	другим что	1	1
543	или даже	2	1
544	при помощи	1	1
545	первобытного человека	3	1
546	его и	1	1
547	в известной	1	1
548	целом и	1	1
549	сами по	2	1
550	в прошлом	1	1
551	очевидно не	1	1
552	содержания а	1	1
553	к ним	3	1
554	при всей	3	1
555	как его	2	1
556	каждый из	1	1
557	предмет о	1	1
558	не является	4	1
559	значение чем	1	1
560	жизни в	2	1
561	природу то	1	1
562	на я	1	1
563	даже не	1	1
564	предполагает в	1	1
565	на ее	2	1
566	этим путем	1	1
567	них в	2	1
568	по своим	4	1
569	чем он	2	1
570	своей личной	1	1
571	к более	1	1
572	от сознания	1	1
573	может ли	1	1
574	стремится к	1	1
575	бы назвать	1	1
576	не на	1	1
577	же речь	1	1
578	от мира	1	1
579	его как	2	1
580	его собственной	1	1
581	должно происходить	1	1
582	еще только	1	1
583	эстетическом значении	1	1
584	не об	1	1
585	на который	1	1
586	природу и	1	1
587	как представляется	1	1
588	в одной	3	1
589	человека к	1	1
590	речь только	1	1
591	которое по	1	1
592	в область	1	1
593	в данном	5	1
594	оно существует	1	1
595	если оно	1	1
596	чем теперь	1	1
597	научной мысли	1	1
598	своими глазами	1	1
599	всяком новом	1	1
600	образуют для	1	1
601	да и	1	1
602	исходя из	2	1
603	на разных	1	1
604	и другим	1	1
605	впрочем не	1	1
606	деятельности на	2	1
607	как предмет	1	1
608	читателя или	1	1
609	еще для	1	1
610	или не	1	1
611	о котором	2	1
612	которая в	1	1
613	развития и	1	1
614	поэзии в	1	1
615	словесного выражения	1	1
616	или нет	1	1
617	другими и	1	1
618	вообще в	1	1
619	на языке	1	1
620	нераздельное единство	1	1
621	я в	1	1
622	хотя в	2	1
623	человеческой деятельности	1	1
624	имея в	3	1
625	читатель может	1	1
626	актом мышления	1	1
627	может и	2	1
628	что эту	1	1
629	быть признано	1	1
630	с ними	1	1
631	в голову	1	1
632	но эти	1	1
633	вполне определенного	1	1
634	случае если	1	1
635	во всяком	2	1
