N	2gram	Tiupa_Lite_3	Problemy
245	оно должно	1	2
246	с таким	1	2
247	такого же	1	2
248	бы они	1	2
249	а затем	3	2
250	той же	3	2
251	было в	1	2
252	с другими	1	2
253	он все	2	2
254	кажется что	1	2
255	но уже	3	2
256	все равно	1	2
257	мы с	2	2
258	и того	1	2
259	же я	1	2
260	в этих	1	2
261	с точки	3	2
262	в отличие	5	2
263	своего рода	10	2
264	и другого	2	2
265	что сам	1	2
266	между двумя	1	2
267	тому что	1	2
268	вопрос о	2	2
269	его внутреннего	1	2
270	не менее	2	2
271	мысли в	1	2
272	к другим	1	2
273	подобно тому	2	2
274	по своей	3	2
275	мире и	1	2
276	на суде	1	2
277	есть только	1	2
278	для его	3	2
279	слова с	1	2
280	и он	1	2
281	что вы	1	2
282	да что	1	2
283	так в	1	2
284	с собой	1	2
285	на нее	1	2
286	времени и	1	2
287	жизнь и	1	2
288	для этого	1	2
289	о нем	2	2
290	на другого	1	2
291	о том	6	2
292	на вопрос	1	2
293	переходит в	1	2
294	не знаю	2	2
295	и об	2	2
296	нет на	1	2
297	и мир	1	2
298	в самый	2	2
299	вне себя	2	2
300	среди других	1	2
301	за исключением	1	2
302	одной из	1	2
303	то в	3	2
304	в эти	1	2
305	себя в	7	2
306	в сторону	3	2
307	конечно не	1	2
308	в жизни	8	2
309	за ним	2	2
310	друг друга	1	2
311	не случайно	3	2
312	уже и	1	2
313	ними а	1	2
314	один в	2	2
315	совпадает с	1	2
316	на этот	1	2
317	они лишь	1	2
318	становится для	1	2
319	человека как	1	2
320	вместе с	5	2
321	нет ни	1	2
322	тому как	3	2
323	с тобой	1	2
324	из этого	1	2
325	материал для	1	2
326	с этой	2	2
327	это уже	1	2
328	я хотел	1	2
329	хотя бы	1	2
330	будто бы	1	2
331	найти себя	2	2
332	в последнем	1	2
333	себе но	1	2
334	того времени	1	2
335	от этой	1	1
336	одним из	4	1
337	начинается с	1	1
338	к духовной	1	1
339	с кем	1	1
340	в сердце	1	1
341	в стороне	1	1
342	сама себя	1	1
343	в приведенном	1	1
344	такого слова	1	1
345	по преимуществу	1	1
346	и до	1	1
347	что эти	1	1
348	все те	1	1
349	где я	1	1
350	отношения к	3	1
351	в их	1	1
352	по его	1	1
353	есть не	1	1
354	сильное впечатление	1	1
355	в каждый	1	1
356	как я	1	1
357	то это	2	1
358	и цельный	1	1
359	того же	2	1
360	становясь на	1	1
361	проявляется в	1	1
362	свою очередь	1	1
363	на другом	1	1
364	разумеется не	3	1
365	он был	1	1
366	сказать и	2	1
367	отказ от	2	1
368	к которой	1	1
369	я я	2	1
370	тех же	1	1
371	к богу	1	1
372	чтоб не	1	1
373	в качестве	5	1
374	я что	1	1
375	друг от	1	1
376	когда например	1	1
377	сама по	1	1
378	отнюдь не	3	1
379	в центре	1	1
380	независимо от	1	1
381	без другого	2	1
382	встречи с	1	1
383	ней в	1	1
384	некоторые из	1	1
385	что касается	1	1
386	перед нами	1	1
387	свою внутреннюю	1	1
388	могли бы	2	1
389	что по	1	1
390	жизни нет	1	1
391	с тобою	2	1
392	в точке	1	1
393	о тебе	1	1
394	романа это	1	1
395	у каждого	1	1
396	чем бы	1	1
397	в этой	8	1
398	особое место	2	1
399	мы чувствуем	1	1
400	жизнь как	2	1
401	вследствие этого	2	1
402	в общении	1	1
403	к героям	1	1
404	поэтому ее	1	1
405	и если	4	1
406	не друг	1	1
407	на жизнь	2	1
408	чтобы в	1	1
409	не бывает	1	1
410	о таком	1	1
411	человека в	2	1
412	больше всего	1	1
413	здесь мы	1	1
414	что почти	1	1
415	выражение и	1	1
416	в глубине	2	1
417	момент и	1	1
418	на все	1	1
419	о в	1	1
420	входит в	4	1
421	его личности	1	1
422	звучат не	1	1
423	как другого	1	1
424	в итоге	1	1
425	здесь это	2	1
426	только одно	1	1
427	для тебя	1	1
428	она и	2	1
429	далеко не	2	1
430	враждебности к	1	1
431	и было	1	1
432	в точку	1	1
433	нисколько не	1	1
434	в г	3	1
435	с ума	1	1
436	себе с	1	1
437	том как	1	1
438	что такое	1	1
439	затем и	1	1
440	и ее	2	1
441	самого в	1	1
442	с первой	2	1
443	мысли и	1	1
444	в зеркало	1	1
445	все мое	2	1
446	другом и	1	1
447	отцом и	1	1
448	тем не	1	1
449	и эти	1	1
450	уезжает в	1	1
451	что никакой	1	1
452	и более	1	1
453	в устах	1	1
454	бы быть	1	1
455	ты шел	1	1
456	нас к	2	1
457	натуральную школу	1	1
458	приводят к	1	1
459	пять лет	1	1
460	мир он	1	1
461	общего дела	1	1
462	взглянула на	1	1
463	характерные для	1	1
464	в таких	1	1
465	она не	1	1
466	почти никогда	1	1
467	на два	1	1
468	в процессе	1	1
469	в основе	5	1
470	того чтобы	2	1
471	для всего	1	1
472	только не	1	1
473	к тебе	1	1
474	не лучше	1	1
475	котором не	1	1
476	слова как	1	1
477	на уме	1	1
478	ему и	1	1
479	а лишь	2	1
480	с читателем	1	1
481	связи с	2	1
482	и при	2	1
483	возвращает нас	1	1
484	человек существует	1	1
485	входят в	1	1
486	этом отношении	5	1
487	вот в	2	1
488	материала но	1	1
489	свое собственное	1	1
490	но кто	1	1
491	когда мы	1	1
492	же самое	2	1
493	значительной степени	1	1
494	и мне	1	1
495	тот другой	1	1
496	для того	2	1
497	оно не	2	1
498	которой она	2	1
499	я тебя	1	1
500	стояли у	1	1
501	приходит к	1	1
502	говорит сам	1	1
503	но по	1	1
504	от друга	1	1
505	здесь не	2	1
506	данном случае	4	1
507	такого события	1	1
508	сознания то	1	1
509	но мы	1	1
510	обращаясь к	1	1
511	котором мы	1	1
512	и себе	1	1
513	так чтоб	1	1
514	себя что	1	1
515	здесь как	2	1
516	участия в	1	1
517	она была	1	1
518	в диалог	1	1
519	очень существенная	1	1
520	был не	1	1
521	если бы	2	1
522	передо мною	1	1
523	объекта есть	1	1
524	тех кто	1	1
525	каждом своем	1	1
526	в значительной	1	1
527	нас в	1	1
528	не вмешивается	1	1
529	нет у	1	1
530	путь из	1	1
531	и требует	1	1
532	во втором	2	1
533	ним и	1	1
534	его герой	1	1
535	других но	2	1
536	во всей	2	1
537	и только	2	1
538	боже мой	1	1
539	частей романа	1	1
540	в середине	1	1
541	в ту	2	1
542	которой в	1	1
543	и она	1	1
544	была не	1	1
545	все выше	1	1
546	что здесь	1	1
547	как например	2	1
548	один из	2	1
549	но с	2	1
550	его уже	1	1
551	значение в	1	1
552	поэтому для	1	1
553	будь то	1	1
554	самому как	1	1
555	т.д но	1	1
556	и действительно	1	1
557	еще и	2	1
558	цельный образ	1	1
559	одних и	1	1
560	но между	1	1
561	с одной	4	1
562	для всех	1	1
563	есть в	1	1
564	точно и	1	1
565	я только	2	1
566	то и	1	1
567	чтобы он	2	1
568	оно в	1	1
569	на свое	2	1
570	а то	1	1
571	или даже	1	1
572	и других	1	1
573	свой собственный	1	1
574	там на	1	1
575	руки и	1	1
576	слово как	1	1
577	на душу	1	1
578	для меня	2	1
579	случае не	1	1
580	говорил он	1	1
581	он мог	1	1
582	именно этой	1	1
583	к той	1	1
584	и вместе	2	1
585	лишь один	1	1
586	но из	1	1
587	только мне	1	1
588	момент в	1	1
589	не были	1	1
590	и тех	1	1
591	по своим	1	1
592	а именно	5	1
593	чем он	1	1
594	при всей	1	1
595	и быть	1	1
596	к его	1	1
597	борьба за	1	1
598	предмет и	1	1
599	обратиться к	1	1
600	а прежде	1	1
601	внутренний диалогизм	1	1
602	и их	1	1
603	превращается в	1	1
604	я пишу	1	1
605	выше и	2	1
606	не на	1	1
607	власти и	1	1
608	сам себе	1	1
609	он отвечает	1	1
610	и взаимоотношение	1	1
611	о чем	3	1
612	произведение в	1	1
613	него не	2	1
614	если не	2	1
615	себя на	1	1
616	именно поэтому	1	1
617	все более	2	1
618	ведет и	1	1
619	нет ничего	1	1
620	чувствуем что	1	1
621	третьем лице	2	1
622	ко всем	1	1
623	и потому	2	1
624	в москве	1	1
625	речь не	1	1
626	в человеке	1	1
627	какого бы	2	1
628	над ним	1	1
629	в данном	4	1
630	самого себя	1	1
631	художественного мира	1	1
632	в первой	2	1
633	как средство	1	1
634	плачут и	1	1
635	черты и	1	1
636	еще раз	2	1
637	его из	1	1
638	художественное произведение	2	1
639	человека который	1	1
640	можно сказать	2	1
641	это противостояние	1	1
642	только для	3	1
643	ему он	1	1
644	обращения к	1	1
645	это последнее	2	1
646	остается в	1	1
647	под названием	1	1
648	глубине души	1	1
649	еще одна	1	1
650	всего произведения	1	1
651	совершается в	1	1
652	и человек	1	1
653	я всегда	1	1
654	которая в	1	1
655	в двух	1	1
656	в те	1	1
657	лишь как	1	1
658	в третьем	3	1
659	в романе	3	1
660	еще более	1	1
661	не должен	1	1
662	диалога но	1	1
663	вот этот	1	1
664	же в	2	1
665	не я	2	1
666	но вот	1	1
667	ты но	1	1
668	себе как	1	1
669	над собою	1	1
670	на фоне	1	1
671	может и	1	1
672	в свою	2	1
673	это все	1	1
674	с ней	2	1
675	из тех	1	1
676	и жизнь	1	1
677	не сказал	1	1
678	в своих	2	1
679	который не	1	1
680	к этому	2	1
681	как на	3	1
