N	2gram	Propp_Russ_1	Komedia
113	во второй	1	3
114	вероятно что	1	3
115	после того	2	3
116	там же	5	3
117	судить по	2	3
118	по содержанию	3	3
119	в частности	2	3
120	как из	1	3
121	в образе	2	3
122	тот же	1	3
123	только в	4	3
124	комедии и	1	3
125	и у	5	3
126	в виде	6	3
127	в начале	1	3
128	за счет	2	3
129	у него	2	3
130	каждый из	1	3
131	после смерти	1	3
132	к которому	1	3
133	в честь	3	3
134	так же	3	3
135	как это	8	3
136	их к	2	3
137	по своему	1	3
138	в течение	5	3
139	первое место	1	3
140	в более	2	3
141	и все	1	3
142	отношению к	1	3
143	как известно	2	2
144	того же	1	2
145	тех же	1	2
146	можем судить	1	2
147	ту же	1	2
148	на две	1	2
149	видеть в	1	2
150	в доме	2	2
151	из всех	1	2
152	в и	17	2
153	на себя	2	2
154	это время	2	2
155	большей частью	1	2
156	которую можно	1	2
157	он был	2	2
158	совсем не	1	2
159	отличие от	1	2
160	относится к	1	2
161	наряду с	1	2
162	независимо от	2	2
163	от до	1	2
164	что касается	1	2
165	что по	4	2
166	к числу	1	2
167	полагают что	1	2
168	меньшей мере	1	2
169	в себе	1	2
170	в первой	1	2
171	если они	1	2
172	не к	1	2
173	в силу	2	2
174	на этом	3	2
175	связанные с	3	2
176	на все	2	2
177	в уже	3	2
178	было бы	1	2
179	и тем	1	2
180	для них	3	2
181	как видно	1	2
182	мы видели	1	2
183	такой же	2	2
184	и без	1	2
185	всяком случае	1	2
186	тем не	3	2
187	в древней	2	2
188	одна из	4	2
189	по меньшей	1	2
190	судя по	2	2
191	к ней	2	2
192	и теперь	1	2
193	ссылаясь на	1	2
194	как будто	5	2
195	в области	3	2
196	а мы	2	2
197	в городе	1	2
198	для себя	1	2
199	вывод что	3	2
200	всего этого	1	2
201	второй половине	1	2
202	только при	1	2
203	как по	2	2
204	первой половине	1	2
205	что у	2	2
206	даже самых	1	2
207	из всего	1	2
208	для этого	2	2
209	собой и	1	2
210	из других	1	2
211	находится в	2	2
212	и здесь	2	2
213	нас в	1	2
214	и во	1	2
215	от них	3	2
216	в форме	1	2
217	также в	3	2
218	или может	1	2
219	еще не	4	2
220	по свидетельству	1	2
221	см например	1	2
222	даже если	1	2
223	который в	1	2
224	в эти	4	2
225	в до	1	2
226	из которых	1	2
227	мы знаем	1	2
228	они с	1	2
229	в других	11	2
230	точек зрения	1	2
231	и из	3	2
232	в период	1	2
233	еще и	1	2
234	то и	1	2
235	которых мы	1	2
236	до конца	2	2
237	у других	1	2
238	должна была	2	2
239	этой же	1	2
240	не может	4	2
241	вместе с	10	2
242	или по	1	2
243	но не	2	2
244	в первые	2	2
245	к нему	1	2
246	но это	4	2
247	между прочим	2	2
248	или в	2	2
249	видно из	1	2
250	а к	1	2
251	будто бы	6	2
252	то что	6	2
253	е в	8	2
254	в свою	3	2
255	из своей	1	2
256	в своих	2	2
257	во всяком	1	2
258	все что	1	2
259	можно говорить	2	1
260	также и	1	1
261	обычно в	1	1
262	чтобы не	1	1
263	в этот	10	1
264	переходит к	1	1
265	на самом	2	1
266	не что	2	1
267	женщины на	1	1
268	такое же	2	1
269	тем же	1	1
270	между двумя	2	1
271	из самых	1	1
272	сюжеты и	1	1
273	и за	1	1
274	по его	1	1
275	мы уже	1	1
276	землей и	1	1
277	из своих	1	1
278	что иное	2	1
279	ему в	1	1
280	похожи на	1	1
281	зависимости от	1	1
282	мы здесь	1	1
283	и он	1	1
284	в ней	2	1
285	при сравнении	1	1
286	иное как	2	1
287	а только	1	1
288	i так	1	1
289	во всех	4	1
290	как у	1	1
291	это видно	1	1
292	же она	1	1
293	не все	1	1
294	ответ на	1	1
295	очевидно что	1	1
296	а и	5	1
297	отнюдь не	2	1
298	в м	1	1
299	что во	1	1
300	с этим	2	1
301	так называемая	1	1
302	с собой	4	1
303	в своем	3	1
304	тех случаях	1	1
305	когда он	2	1
306	целый ряд	1	1
307	его к	2	1
308	и к	3	1
309	говорится в	1	1
310	за все	2	1
311	заимствован из	1	1
312	не приходится	1	1
313	из жизни	1	1
314	что это	3	1
315	с места	1	1
316	представляет собой	4	1
317	из этих	4	1
318	где под	1	1
319	перед домом	1	1
320	приводит к	3	1
321	только на	3	1
322	почти целиком	2	1
323	и те	3	1
324	сохранилась и	1	1
325	как он	2	1
326	для защиты	1	1
327	что эти	1	1
328	века к	1	1
329	к выводу	2	1
330	первым из	1	1
331	оно в	1	1
332	состоит в	8	1
333	по существу	4	1
334	празднеств в	1	1
335	не могли	1	1
336	в городах	2	1
337	его от	2	1
338	подобно тому	1	1
339	на содержании	1	1
340	что она	2	1
341	заимствованные из	1	1
342	но все	3	1
343	что все	1	1
344	же не	2	1
345	они должны	1	1
346	в совершенно	1	1
347	об этом	9	1
348	люди по	1	1
349	то есть	3	1
350	к заключению	1	1
351	на этой	2	1
352	творчества из	1	1
353	и иногда	1	1
354	на путь	1	1
355	и под	1	1
356	уже знаем	1	1
357	перед нами	1	1
358	должен был	1	1
359	после этого	4	1
360	в жизни	2	1
361	и каждый	1	1
362	прибегают к	1	1
363	не сохранилось	1	1
364	нет в	1	1
365	по домам	3	1
366	а с	4	1
367	выступать в	1	1
368	с тем	8	1
369	которой он	1	1
370	появляются на	1	1
371	года и	1	1
372	обрядам и	1	1
373	в этих	3	1
374	не так	1	1
375	себя внимание	1	1
376	но если	1	1
377	нас не	2	1
378	во времена	1	1
379	народ и	2	1
380	по три	1	1
381	этому же	2	1
382	время сатурналий	1	1
383	однако еще	1	1
384	от времени	1	1
385	в отличие	1	1
386	в которых	5	1
387	которые в	1	1
388	свет на	1	1
389	такой способ	1	1
390	теми же	1	1
391	однако не	1	1
392	и один	1	1
393	и эти	1	1
394	видно что	6	1
395	на небо	3	1
396	и более	2	1
397	с такими	1	1
398	том же	2	1
399	пришли на	1	1
400	iii и	1	1
401	тому что	4	1
402	от своих	1	1
403	при всех	1	1
404	вплоть до	4	1
405	но они	3	1
406	для каждого	1	1
407	если в	3	1
408	что их	1	1
409	и сама	1	1
410	не по	1	1
411	совершает над	1	1
412	подобное же	1	1
413	в самых	1	1
414	i ii	1	1
415	следовательно и	1	1
416	которые и	1	1
417	в тексте	1	1
418	п в	13	1
419	так например	6	1
420	можно рассматривать	1	1
421	до того	2	1
422	обращает на	1	1
423	что на	4	1
424	ему не	1	1
425	этого к	1	1
426	и для	2	1
427	не могут	1	1
428	мало чем	1	1
429	и другим	2	1
430	его с	4	1
431	в поле	3	1
432	например на	1	1
433	уже на	1	1
434	слова с	1	1
435	в каждом	2	1
436	наши сведения	1	1
437	и это	1	1
438	сцены из	2	1
439	трудно в	1	1
440	vii в	2	1
441	отсюда же	1	1
442	данном случае	1	1
443	только молодежь	1	1
444	говорить о	1	1
445	в дальнейшем	2	1
446	у народа	1	1
447	лучше понять	2	1
448	можно было	1	1
449	те же	1	1
450	чем объяснить	1	1
451	каждого из	1	1
452	и ненависть	1	1
453	иногда в	2	1
454	подойти к	2	1
455	своему происхождению	1	1
456	жизнь и	1	1
457	имеется довольно	1	1
458	предположить что	2	1
459	с ним	2	1
460	означает что	2	1
461	в каждой	1	1
462	одно это	1	1
463	еду на	1	1
464	именно с	2	1
465	не означает	2	1
466	и что	4	1
467	в глаза	1	1
468	чтобы с	1	1
469	из составных	1	1
470	с целью	2	1
471	в отрыве	1	1
472	борьбе с	1	1
473	представления и	2	1
474	наиболее яркий	1	1
475	наконец в	1	1
476	в середине	3	1
477	что указывает	1	1
478	е а	2	1
479	и следовательно	1	1
480	разницы между	1	1
481	дома в	1	1
482	голода и	1	1
483	три направления	1	1
484	того что	4	1
485	год и	5	1
486	сразу же	1	1
487	в двух	1	1
488	и оставляют	1	1
489	всего не	1	1
490	для современного	1	1
491	нуждается в	1	1
492	за столом	2	1
493	но ни	2	1
494	к их	1	1
495	представления в	1	1
496	поэтому и	1	1
497	самые разнообразные	1	1
498	бы ни	1	1
499	так что	2	1
500	времени когда	1	1
501	театр был	1	1
502	в большинстве	2	1
503	над землей	1	1
504	с трудом	1	1
505	каким образом	1	1
506	не дает	1	1
507	к своим	1	1
508	представить себе	1	1
509	как продолжение	1	1
510	было привилегией	1	1
511	может служить	1	1
512	составных частей	1	1
513	не случайно	2	1
514	заметить что	1	1
515	от того	1	1
516	перед ними	1	1
517	на том	1	1
518	ее на	1	1
519	не противоречит	1	1
520	тогда же	1	1
521	в особенности	2	1
522	представление о	3	1
523	ты не	1	1
524	возможно что	1	1
525	нам не	1	1
526	на этот	3	1
527	далеко не	3	1
528	имело место	2	1
529	он считал	1	1
530	в год	1	1
531	и др	4	1
532	этой роли	1	1
533	воспоминания о	2	1
534	на которых	1	1
535	этому времени	1	1
536	что им	1	1
537	на весь	2	1
538	с наступлением	1	1
539	его как	2	1
540	по тем	1	1
541	долгое время	1	1
542	г где	1	1
543	совершенно разнородных	1	1
544	о чем	3	1
545	впрочем в	1	1
546	большинстве случаев	2	1
547	первые два	1	1
548	совершенно очевидно	1	1
549	ближе к	1	1
550	так называемых	1	1
551	нет никаких	1	1
552	и а	4	1
553	и потому	2	1
554	их за	1	1
555	первые годы	1	1
556	входившие в	1	1
557	что именно	2	1
558	только часть	2	1
559	в данном	1	1
560	к жизни	3	1
561	который мы	1	1
562	в той	1	1
563	тому как	1	1
564	как бы	5	1
565	думается что	1	1
566	бросается в	1	1
567	в это	3	1
568	этого слова	3	1
569	в основном	3	1
570	показывают что	2	1
571	или совсем	1	1
572	не допускать	1	1
573	происхождению не	1	1
574	этих строк	1	1
575	из чего	1	1
576	рассматривать как	1	1
577	обрядах в	1	1
578	противоречит как	1	1
579	очень интересный	1	1
580	только одна	1	1
581	случаях когда	1	1
582	обычно не	2	1
583	от имени	1	1
584	которого они	1	1
585	совершенно ясна	1	1
586	от него	1	1
587	на такой	1	1
588	в духе	1	1
589	или нет	1	1
590	в третьем	1	1
591	года в	2	1
592	с понятием	1	1
593	зрения в	1	1
594	которым можно	1	1
595	сделать вывод	1	1
596	быть использованы	2	1
597	в общем	1	1
598	были для	1	1
599	на поле	1	1
600	слово в	1	1
601	с ней	2	1
602	не знает	1	1
603	сказать что	1	1
604	ко всему	1	1
605	этим объясняется	1	1
606	жизни и	1	1
607	указывают на	1	1
608	земледелец не	2	1
609	и другие	13	1
610	того времени	1	1
611	дает основание	1	1
612	именно здесь	1	1
613	каждого праздника	1	1
614	как на	1	1
615	в таком	1	1
616	земли и	1	1
617	в роли	1	1
618	они не	1	1
