N	2gram	Propp_Isto_1	Vladivir
427	для объяснения	2	1
428	вплоть до	1	1
429	нам в	1	1
430	их в	5	1
431	ни было	2	1
432	этом а	1	1
433	с такими	1	1
434	и вся	1	1
435	он непременно	1	1
436	она не	1	1
437	приводят к	1	1
438	пять лет	2	1
439	таких случаях	2	1
440	в таких	2	1
441	с которой	1	1
442	вполне естественно	1	1
443	с теми	1	1
444	как о	2	1
445	что их	2	1
446	на себе	1	1
447	о них	1	1
448	что иное	1	1
449	нам и	1	1
450	то чего	1	1
451	его от	1	1
452	эта сторона	1	1
453	для всех	2	1
454	одна из	2	1
455	имеем дело	1	1
456	как весьма	1	1
457	не выходя	1	1
458	связи с	4	1
459	хорошо что	1	1
460	весь этот	1	1
461	только с	2	1
462	этом отношении	1	1
463	в области	2	1
464	многие из	1	1
465	здесь стала	1	1
466	детей в	3	1
467	очень часто	3	1
468	уже о	1	1
469	не могут	2	1
470	относиться к	1	1
471	есть только	3	1
472	же самое	3	1
473	этого и	1	1
474	а что	1	1
475	раз навсегда	1	1
476	при постановке	1	1
477	на с	1	1
478	мы привели	2	1
479	то ни	2	1
480	исторических материалов	1	1
481	из всего	1	1
482	дать не	1	1
483	говоря уже	1	1
484	только со	1	1
485	сил не	1	1
486	только то	1	1
487	с самого	2	1
488	так в	4	1
489	этими представлениями	1	1
490	как с	1	1
491	и когда	2	1
492	за то	2	1
493	эти факты	2	1
494	очень долго	1	1
495	не с	3	1
496	которая была	1	1
497	в строгой	1	1
498	найти в	1	1
499	можно только	1	1
500	а все	1	1
501	строго говоря	1	1
502	поэтому в	2	1
503	семь лет	2	1
504	помочь ему	1	1
505	если бы	8	1
506	в эпоху	2	1
507	наконец еще	1	1
508	уже сейчас	1	1
509	о ней	1	1
510	все дело	1	1
511	сводится к	1	1
512	все исследование	1	1
513	вот почему	1	1
514	другом месте	1	1
515	внимание на	1	1
516	не содержит	2	1
517	генетики и	1	1
518	этой работе	1	1
519	еще другие	1	1
520	в значительной	1	1
521	нас в	2	1
522	весьма важным	1	1
523	он с	1	1
524	все в	1	1
525	связь между	3	1
526	для изучения	6	1
527	во всей	2	1
528	в историческом	1	1
529	в другой	1	1
530	которые он	1	1
531	если это	1	1
532	будем называть	2	1
533	о своих	1	1
534	говорит в	2	1
535	еще несколько	1	1
536	тех пор	1	1
537	я обязан	1	1
538	в формах	1	1
539	на которой	1	1
540	можно отметить	1	1
541	но с	1	1
542	если сравнить	1	1
543	можно ограничиться	1	1
544	не как	3	1
545	приведенных выше	1	1
546	убежден что	1	1
547	ли он	3	1
548	вот они	1	1
549	который в	1	1
550	самые разнообразные	1	1
551	не мешает	1	1
552	ним но	1	1
553	с одной	4	1
554	к которой	1	1
555	по другим	1	1
556	с какой	1	1
557	этому поводу	2	1
558	он их	1	1
559	в сторону	1	1
560	или не	1	1
561	текстов из	1	1
562	что не	2	1
563	от других	1	1
564	и хорошо	1	1
565	одно из	1	1
566	ту же	1	1
567	представлений о	3	1
568	в одном	5	1
569	у нее	1	1
570	выступает в	1	1
571	друг друга	1	1
572	мы можем	1	1
573	как его	1	1
574	почему это	1	1
575	них мы	1	1
576	заметить что	1	1
577	не просто	3	1
578	ее на	1	1
579	такого крупного	1	1
580	и только	2	1
581	же деле	1	1
582	его доме	1	1
583	считаем необходимым	1	1
584	мне не	1	1
585	которые можно	2	1
586	именно в	3	1
587	которых мы	1	1
588	с той	2	1
589	он скрывал	1	1
590	мы еще	3	1
591	только через	3	1
592	итоге все	1	1
593	говорит о	2	1
594	путешествия в	1	1
595	от другого	1	1
596	прежде всего	10	1
597	и пр	4	1
598	самом же	1	1
599	часто весьма	1	1
600	одной стороны	4	1
601	а наоборот	1	1
602	еще достаточно	1	1
603	а не	15	1
604	отправился в	1	1
605	его слишком	1	1
606	подобного рода	1	1
607	вопросе о	1	1
608	на эту	3	1
609	когда она	1	1
610	в изучении	1	1
611	его как	2	1
612	где уже	1	1
613	уже давно	1	1
614	в точности	2	1
615	этой же	1	1
616	на который	1	1
617	так же	7	1
618	например когда	1	1
619	так мы	1	1
620	из которых	3	1
621	в брак	2	1
622	редко и	1	1
623	без другого	2	1
624	указывал на	1	1
625	не видел	1	1
626	смысле этого	1	1
627	религиозного характера	1	1
628	о человеке	1	1
629	я с	1	1
630	ко мне	2	1
631	с изучением	2	1
632	и более	1	1
633	быть не	1	1
634	указанием на	1	1
635	этого слова	1	1
636	с некоторым	1	1
637	что здесь	5	1
638	сейчас же	1	1
639	на пути	1	1
640	в основном	2	1
641	в который	1	1
642	одно без	1	1
643	длинные волосы	3	1
644	с большой	1	1
645	в более	1	1
646	известной степени	1	1
647	в немецкой	2	1
648	и часто	2	1
649	еще одна	2	1
650	куда ты	2	1
651	уже на	1	1
652	она знает	1	1
653	не существует	2	1
654	об отношении	1	1
655	котором он	1	1
656	видно по	2	1
657	или в	5	1
658	которая в	1	1
659	мысль о	2	1
660	со второй	1	1
661	у них	1	1
662	бы в	2	1
663	ни к	2	1
664	ее в	5	1
665	хотя в	1	1
666	не есть	2	1
667	никого и	1	1
668	связь с	4	1
669	нами не	1	1
670	до тех	1	1
671	это все	1	1
672	но если	2	1
673	между ними	2	1
674	с ней	2	1
675	не говоря	1	1
676	скажем только	1	1
677	то здесь	2	1
678	дело с	2	1
679	своего отца	2	1
680	по одному	1	1
681	жизни а	1	1
682	не что	1	1
683	были и	1	1
684	огромное значение	1	1
685	к другим	1	1
686	уже есть	1	1
687	и другие	4	1
688	которые в	2	1
689	именно здесь	1	1
690	как себя	3	1
691	приведем еще	1	1
692	он часто	1	1
