N	2gram	Propp_Isto_5	Otkroven
160	один человек	1	1
161	потому ли	2	1
162	находится в	2	1
163	не вполне	1	1
164	о нем	3	1
165	в ней	5	1
166	и что	8	1
167	после того	3	1
168	все его	2	1
169	нет у	1	1
170	одним словом	1	1
171	самом деле	2	1
172	в которую	2	1
173	доходит до	1	1
174	но не	5	1
175	то он	1	1
176	и всякий	1	1
177	очень ясно	2	1
178	но нет	1	1
179	иногда и	1	1
180	себе и	1	1
181	говорит он	1	1
182	в форме	3	1
183	это лишь	1	1
184	человек может	1	1
185	у одного	1	1
186	и я	1	1
187	что во	2	1
188	в одной	1	1
189	как в	6	1
190	что как	1	1
191	бросается в	2	1
192	в частности	7	1
193	один из	2	1
194	и как	3	1
195	природой и	1	1
196	ли он	2	1
197	проникнуть в	1	1
198	от этого	4	1
199	то в	2	1
200	за собой	1	1
201	этот случай	3	1
202	и раньше	1	1
203	что это	5	1
204	представляет собой	7	1
205	за это	1	1
206	его а	1	1
207	в эти	1	1
208	одно время	1	1
209	думать что	1	1
210	же и	1	1
211	есть уже	1	1
212	только один	3	1
213	уже не	11	1
214	на то	2	1
215	что она	1	1
216	и других	2	1
217	из них	2	1
218	после этого	2	1
219	его и	2	1
220	видел в	1	1
221	к каким	1	1
222	ключ к	1	1
223	они в	1	1
224	он должен	1	1
225	в силу	1	1
226	есть один	1	1
227	в одном	1	1
228	вовсе не	2	1
229	и сам	2	1
230	не теряет	1	1
231	само по	1	1
232	из него	2	1
233	человек а	1	1
234	и характер	1	1
235	к солнцу	1	1
236	и даже	1	1
237	со стороны	2	1
238	как у	2	1
239	его изнутри	2	1
240	понял что	2	1
241	а именно	4	1
242	он ни	1	1
243	а это	1	1
244	бог в	2	1
245	в жизни	1	1
246	в это	2	1
247	говорит о	2	1
248	и пр	3	1
249	она и	1	1
250	а с	1	1
251	попал в	2	1
252	попадает в	2	1
253	человек в	1	1
254	о чем	2	1
255	изнутри а	2	1
256	стороны с	1	1
257	и тогда	1	1
258	народа и	1	1
259	посвящения в	1	1
260	под влиянием	2	1
261	в царстве	1	1
262	в одно	2	1
263	не так	1	1
264	места в	1	1
265	связь с	8	1
266	видели в	1	1
267	художественного творчества	1	1
268	исходит от	1	1
269	и бессмертие	1	1
270	как это	1	1
271	в котором	1	1
272	оказывается что	2	1
273	в поэме	1	1
274	есть на	2	1
275	говорит с	1	1
276	героя из	1	1
277	азии и	1	1
278	знания в	1	1
279	он ставит	1	1
280	всяком случае	1	1
281	и более	1	1
282	в конце	1	1
283	друг с	2	1
284	ней не	1	1
285	единственный путь	1	1
286	которым он	1	1
287	быть не	1	1
288	и здесь	7	1
289	но это	7	1
290	а иногда	1	1
291	она не	2	1
292	того как	4	1
293	одна из	2	1
294	в науке	1	1
295	этими двумя	1	1
296	в процессе	1	1
297	не по	1	1
298	он еще	1	1
299	отец его	1	1
300	подошел к	1	1
301	а что	1	1
302	ее и	3	1
303	особого рода	1	1
304	которой связан	1	1
305	бы в	1	1
306	в русском	1	1
307	во всем	2	1
308	в сознании	1	1
309	как будто	1	1
310	еще ничего	1	1
311	но есть	2	1
312	и начинается	1	1
313	не потому	2	1
314	с другом	2	1
315	перед ним	1	1
316	всего мира	1	1
317	состоит из	3	1
318	совершенно не	2	1
319	к его	2	1
320	чтобы сделать	1	1
321	у которых	2	1
322	но оно	3	1
323	та же	1	1
324	в свое	2	1
325	особенно в	2	1
326	его с	1	1
327	жизни и	2	1
328	во всяком	1	1
329	указывает на	1	1
330	они и	1	1
331	он видит	4	1
332	от образа	1	1
