N	2gram	Nazirov_Vr_1	KulturaY
220	столь же	2	1
221	с его	3	1
222	мне все	1	1
223	как правило	1	1
224	предположить что	1	1
225	но как	2	1
226	же на	1	1
227	есть по	1	1
228	говорилось выше	1	1
229	к сожалению	1	1
230	идет о	1	1
231	независимо от	1	1
232	как к	1	1
233	что как	1	1
234	два дня	1	1
235	и как	3	1
236	ясно почему	1	1
237	несравненно более	1	1
238	каким-то образом	1	1
239	то в	1	1
240	мы получаем	1	1
241	в целом	1	1
242	за это	1	1
243	во многих	1	1
244	еще один	1	1
245	в известном	2	1
246	что к	2	1
247	в себе	2	1
248	но он	3	1
249	тому же	1	1
250	но ведь	1	1
251	превращен в	1	1
252	не могла	1	1
253	этот процесс	1	1
254	от которого	1	1
255	ведь не	1	1
256	через несколько	1	1
257	эры и	1	1
258	не будет	1	1
259	из всех	1	1
260	этой традиции	1	1
261	одному из	1	1
262	далеко не	3	1
263	и уже	3	1
264	другого известного	1	1
265	пишущий эти	1	1
266	такой же	1	1
267	ни другой	1	1
268	но я	1	1
269	можно найти	1	1
270	в №	1	1
271	же это	1	1
272	что о	1	1
273	этому же	1	1
274	вторая часть	1	1
275	место в	2	1
276	далее в	1	1
277	он тоже	2	1
278	и уж	1	1
279	в поэме	1	1
280	в одном	1	1
281	быть может	1	1
282	их в	2	1
283	однако в	1	1
284	с такими	1	1
285	том же	2	1
286	что этот	1	1
287	а вот	1	1
288	константин леонтьев	1	1
289	у вас	1	1
290	что есть	3	1
291	одна из	2	1
292	до сих	1	1
293	письме к	4	1
294	первая часть	1	1
295	к книге	1	1
296	б в	1	1
297	во всем	1	1
298	ему и	1	1
299	хочет быть	1	1
300	не знали	1	1
301	в стиле	1	1
302	такие же	1	1
303	среди них	1	1
304	тем это	1	1
305	что поэзия	1	1
306	за что	1	1
307	не есть	1	1
308	ничего общего	1	1
309	году в	2	1
310	не забудем	1	1
311	у достоевского	4	1
312	это время	1	1
313	с ее	1	1
314	в ее	1	1
315	на основе	2	1
316	то время	1	1
317	способности к	1	1
318	не с	1	1
319	связан с	1	1
320	во многом	4	1
321	не дают	1	1
322	без преувеличения	1	1
323	внимание к	1	1
324	отличие между	1	1
325	можно объяснить	1	1
326	это влияние	1	1
327	о том	4	1
328	не стоит	1	1
329	в чем	3	1
330	нас в	1	1
331	к источнику	1	1
332	русской литературе	3	1
333	от них	1	1
334	этот блестящий	1	1
335	я думаю	1	1
336	можно проследить	1	1
337	вслед за	1	1
338	партия в	1	1
339	в него	2	1
340	действительно были	1	1
341	бы больше	1	1
342	известном смысле	1	1
343	но с	1	1
344	то он	1	1
345	по мнению	2	1
346	и раньше	1	1
347	своем дневнике	1	1
348	внимание в	1	1
349	которым не	1	1
350	его и	2	1
351	забудем что	1	1
352	для него	2	1
353	и их	1	1
354	говорить об	1	1
355	мы находим	1	1
356	тургенева и	18	1
357	отношение к	2	1
358	ее не	1	1
359	к ним	2	1
360	и никогда	1	1
361	не хотел	1	1
362	нужно было	1	1
363	так не	1	1
364	в предисловии	1	1
365	человек в	1	1
366	и я	1	1
367	только от	1	1
368	во внимание	1	1
369	с которым	2	1
370	позволяет нам	1	1
371	за тем	1	1
372	и гораздо	1	1
373	в ноябре	2	1
374	что первая	1	1
375	по своему	1	1
376	не был	1	1
377	наряду с	3	1
378	эти слова	3	1
379	надеюсь что	1	1
380	с тех	1	1
381	в это	2	1
382	эти строки	1	1
383	еще раз	1	1
384	быть и	1	1
385	сих пор	1	1
386	ни тот	1	1
387	не мог	2	1
388	более того	1	1
389	уже на	1	1
390	это как	1	1
391	и перед	1	1
392	что только	1	1
393	давно уже	3	1
394	как эта	1	1
395	бы в	1	1
396	в литературной	1	1
397	тем более	2	1
398	в свете	1	1
399	только что	1	1
400	в этих	1	1
401	в период	2	1
402	о своем	1	1
403	следует искать	1	1
404	тот ни	1	1
405	который не	1	1
406	д в	1	1
407	как на	1	1
408	они не	1	1
