N	2gram	Trubetskoy_1	VelikijI
137	будут считать	1	2
138	человечество не	1	2
139	одна из	2	2
140	что их	3	2
141	основанную на	2	2
142	том что	19	2
143	а к	2	2
144	для нас	3	2
145	от него	3	2
146	они и	1	2
147	ее в	1	2
148	людей и	1	2
149	давно уже	2	2
150	это все	1	2
151	не создает	1	2
152	а в	3	2
153	но не	2	2
154	человечества на	1	2
155	могут быть	1	2
156	всего в	1	2
157	во всяком	2	2
158	всегда в	1	1
159	от этой	1	1
160	эта идея	1	1
161	как мы	2	1
162	быть может	1	1
163	в виду	2	1
164	для себя	2	1
165	на вершине	3	1
166	же теперь	1	1
167	всего дорожил	1	1
168	жизни во	1	1
169	так значительны	1	1
170	и до	3	1
171	роль в	1	1
172	и которую	1	1
173	мы будем	3	1
174	если они	1	1
175	то же	4	1
176	на путь	1	1
177	всех частей	1	1
178	из всего	1	1
179	в результате	9	1
180	и тут	1	1
181	по сравнению	5	1
182	которого они	1	1
183	сами же	1	1
184	вопрос о	3	1
185	основана на	1	1
186	составные части	1	1
187	и вообще	3	1
188	как подчинение	1	1
189	находится в	1	1
190	говорят что	1	1
191	о возможности	1	1
192	признают себя	1	1
193	я не	2	1
194	и начало	1	1
195	и ее	2	1
196	человечество в	1	1
197	нас но	1	1
198	возможна лишь	1	1
199	же что	2	1
200	зависимости от	1	1
201	забота о	1	1
202	как сам	1	1
203	в их	4	1
204	и на	6	1
205	бы то	2	1
206	других людей	1	1
207	жизни с	1	1
208	это имеет	1	1
209	все в	2	1
210	что оно	3	1
211	к нему	2	1
212	но как	2	1
213	ее от	1	1
214	от них	1	1
215	мы указывали	1	1
216	если в	1	1
217	с которыми	2	1
218	а потому	5	1
219	тогда как	6	1
220	себе и	1	1
221	бы в	3	1
222	крайней мере	1	1
223	и нам	1	1
224	человечество и	1	1
225	мы дадим	1	1
226	человечества не	1	1
227	как в	1	1
228	людей с	1	1
229	в своем	10	1
230	самого факта	2	1
231	все же	13	1
232	но с	2	1
233	себя с	1	1
234	еще больше	3	1
235	идет по	1	1
236	мы видим	1	1
237	с ними	2	1
238	утверждают что	1	1
239	и свою	1	1
240	и хотя	1	1
241	в разные	1	1
242	и так	2	1
243	со своей	1	1
244	в самом	8	1
245	у них	6	1
246	в которой	5	1
247	что это	5	1
248	бы ни	1	1
249	в целом	5	1
250	современной культуры	1	1
251	быте и	1	1
252	в этой	6	1
253	же и	1	1
254	я в	2	1
255	уже в	1	1
256	то и	2	1
257	в религиозном	1	1
258	тем чтобы	2	1
259	в виде	4	1
260	и если	6	1
261	о которой	2	1
262	перестает быть	1	1
263	одно целое	1	1
264	не будут	2	1
265	искать в	1	1
266	же они	1	1
267	чем у	8	1
268	его если	1	1
269	и вот	1	1
270	вовсе не	2	1
271	себя от	1	1
272	отношение к	4	1
273	у него	5	1
274	не случайно	1	1
275	и по	3	1
276	на этом	2	1
277	бы все	1	1
278	ее на	1	1
279	наука не	1	1
280	тут не	1	1
281	на нее	2	1
282	бы это	1	1
283	для того	8	1
284	то ни	3	1
285	в состоянии	4	1
286	конечно в	2	1
287	она к	1	1
288	не были	1	1
289	и с	5	1
290	ней и	1	1
291	а его	1	1
292	этой новой	1	1
293	не надо	1	1
294	с другой	6	1
295	есть не	1	1
296	в глазах	2	1
297	же часто	1	1
298	тот который	1	1
299	лишь на	1	1
300	еще и	1	1
301	и тем	1	1
302	люди что	1	1
303	даже что	1	1
304	быть на	1	1
305	она и	1	1
306	может ли	1	1
307	на которых	1	1
308	ничем не	4	1
309	их было	1	1
310	и уже	2	1
311	между собою	5	1
312	хотят сами	1	1
313	свободны от	1	1
314	выше всех	1	1
315	их на	1	1
316	в одно	2	1
317	только мы	2	1
318	него в	2	1
319	таким же	3	1
320	вместе с	6	1
321	так же	8	1
322	ко всем	3	1
323	то есть	2	1
324	сказываются в	1	1
325	вот к	1	1
326	в человеке	1	1
327	у нас	3	1
328	в которых	2	1
329	сравнению с	5	1
330	для всякого	1	1
331	с такой	1	1
332	что тот	1	1
333	эта не	1	1
334	почему мы	1	1
335	а потом	1	1
336	в тот	1	1
337	по крайней	1	1
338	человек с	1	1
339	у таких	1	1
340	и всех	1	1
341	этого слова	2	1
342	освободиться от	2	1
343	с этой	3	1
344	пути на	1	1
345	видеть во	1	1
346	на пути	1	1
347	на разных	1	1
348	можно ли	2	1
349	ни для	2	1
350	из нас	1	1
351	чтобы заставить	1	1
352	к ним	2	1
353	и другое	1	1
354	на котором	1	1
355	на два	1	1
356	роковым образом	1	1
357	не по	1	1
358	мы все	2	1
359	образом по	1	1
360	в быте	1	1
361	и от	5	1
362	нельзя не	1	1
363	ничего не	1	1
364	в разных	3	1
365	того как	1	1
366	обман и	1	1
367	всего можно	1	1
368	может быть	16	1
369	конце концов	4	1
370	видим что	1	1
371	более всего	2	1
372	основанное на	1	1
373	во всем	3	1
374	будто бы	1	1
375	это слово	1	1
376	шло по	1	1
377	основанной на	1	1
378	на него	2	1
379	в сознании	6	1
380	к жизни	1	1
381	есть продукт	1	1
382	человечества мы	1	1
383	уже и	3	1
384	жизни в	1	1
385	что на	1	1
386	наконец не	1	1
387	этих черт	2	1
388	другой стороны	5	1
389	не быть	1	1
390	но все	5	1
391	к этому	5	1
392	ли они	1	1
393	всего что	1	1
394	всем мире	1	1
395	и другие	1	1
396	в своих	2	1
397	нет что	1	1
398	в процессе	2	1
399	и эта	1	1
400	силы на	1	1
401	себя и	2	1
402	она не	2	1
403	они не	2	1
