N	2gram	Vinokur_Ku_1	Problemy
709	конечно и	1	1
710	действительно как	1	1
711	мы сказали	1	1
712	тенденцию к	1	1
713	сейчас же	1	1
714	сплошь да	1	1
715	в основном	1	1
716	только для	1	1
717	внимания на	1	1
718	бы гораздо	1	1
719	является как	1	1
720	что касается	2	1
721	так ли	1	1
722	самого и	1	1
723	при том	2	1
724	того каждый	1	1
725	и позволяет	1	1
726	речь лишь	1	1
727	отношениях к	1	1
728	сюжета и	1	1
729	слова но	2	1
730	ли в	2	1
731	или в	2	1
732	может но	1	1
733	между ними	2	1
734	еще раз	1	1
735	которая в	1	1
736	нашей современности	2	1
737	уже совсем	1	1
738	лишь как	2	1
739	с известными	1	1
740	тут мы	1	1
741	этих внутренних	1	1
742	несмотря на	3	1
743	давно уже	1	1
744	к лицу	1	1
745	от всякого	1	1
746	лишая его	1	1
747	здесь только	2	1
748	может и	1	1
749	всюду где	1	1
750	в свою	3	1
751	и свое	1	1
752	не сказал	1	1
753	речи как	1	1
754	в критике	1	1
755	в своих	1	1
756	я могу	1	1
