N	2gram	Savitsky_E_1	Vladivir
108	о том	3	4
109	с которыми	1	4
110	конечно не	1	4
111	вовсе не	6	4
112	со стороны	5	4
113	именно в	4	4
114	так же	9	4
115	с этой	6	4
116	но это	1	4
117	в начале	1	4
118	и наконец	2	4
119	на этот	2	4
120	ко всему	2	4
121	нам кажется	7	3
122	этого времени	1	3
123	именно к	2	3
124	быть в	1	3
125	во всех	6	3
126	но не	5	3
127	отличие от	1	3
128	его на	2	3
129	как в	3	3
130	и как	2	3
131	более или	1	3
132	поскольку в	1	3
133	всех этих	1	3
134	таким образом	2	3
135	те же	1	3
136	только одно	2	3
137	в них	3	3
138	должно быть	1	3
139	или менее	1	3
140	в отношении	32	3
141	с точки	17	3
142	в отличие	1	3
143	в россии	5	3
144	том же	1	3
145	вплоть до	1	3
146	только и	1	3
147	же время	14	3
148	к ней	4	3
149	в области	11	3
150	он называет	1	3
151	когда мы	1	3
152	и это	1	3
153	что и	3	3
154	мы будем	1	3
155	никак нельзя	1	3
156	уже не	1	3
157	уже в	1	3
158	в виде	5	3
159	этот раз	1	3
160	последние годы	3	3
161	или иначе	1	3
162	дело в	3	3
163	не говоря	2	3
164	нет ничего	1	3
165	в данном	3	3
166	и для	3	3
167	еще более	2	3
168	тем более	4	3
169	хотя бы	15	3
170	в свою	3	3
171	в таком	3	3
172	это в	1	3
173	также что	1	2
174	но тем	1	2
175	в чисто	1	2
176	и до	1	2
177	что эти	2	2
178	приходит к	1	2
179	что если	2	2
180	есть нечто	1	2
181	время как	1	2
182	в будущем	3	2
183	а другие	1	2
184	по своему	7	2
185	россии и	3	2
186	только тогда	1	2
187	в общем	3	2
188	но кроме	1	2
189	с западной	1	2
190	к числу	1	2
191	он на	1	2
192	в самом	4	2
193	бы с	1	2
194	в последнее	1	2
195	но его	1	2
196	во многих	4	2
197	на то	6	2
198	а к	1	2
199	прочим и	2	2
200	и сам	1	2
201	на земле	1	2
202	и по	5	2
203	на этом	1	2
204	но все	1	2
205	это значит	2	2
206	заключается в	2	2
207	кажется что	2	2
208	с тем	3	2
209	мы видели	3	2
210	мы не	4	2
211	еще в	1	2
212	народа и	1	2
213	ли он	1	2
214	оставаться в	1	2
215	в их	11	2
216	то его	1	2
217	к той	2	2
218	даже в	4	2
219	она не	2	2
220	не имеет	4	2
221	тогда когда	2	2
222	правда в	1	2
223	и притом	4	2
224	с и	10	2
225	было у	1	2
226	само по	4	2
227	того чтобы	6	2
228	казалось бы	1	2
229	не о	1	2
230	в русском	1	2
231	уже и	3	2
232	как будто	2	2
233	уже о	1	2
234	начиная с	2	2
235	которое в	2	2
236	относиться к	1	2
237	к тому	8	2
238	не дала	1	2
239	но по	2	2
240	свою очередь	2	2
241	людей в	1	2
242	говоря уже	2	2
243	данном случае	2	2
244	в последние	6	2
245	последнее время	1	2
246	и ту	2	2
247	нам представляется	1	2
248	второй половине	2	2
249	и во	2	2
250	нас в	1	2
251	к нему	2	2
252	и всякая	1	2
253	и можно	2	2
254	в каких	1	2
255	и всего	1	2
256	нужно понимать	1	2
257	в указанном	1	2
258	он сам	2	2
259	себе в	3	2
260	в новом	1	2
261	мы находим	1	2
262	бытия и	1	2
263	но из	1	2
264	для того	6	2
265	и прежде	3	2
266	во второй	3	2
267	что не	1	2
268	что для	1	2
269	те кто	1	2
270	не на	4	2
271	с которым	1	2
272	та часть	1	2
273	если не	1	2
274	в частности	5	2
275	здесь можно	1	2
276	эта идея	1	2
277	и потому	5	2
278	или по	2	2
279	наряду с	2	2
280	в той	5	2
281	мы сказали	1	2
282	можно было	3	2
283	в более	1	2
284	и от	3	2
285	в двух	1	2
286	к этой	1	2
287	же в	2	2
288	жизни в	3	2
289	с ней	1	2
290	этот период	1	2
291	можно назвать	1	2
292	ii с	1	2
293	в своих	2	2
294	гораздо более	1	2
295	как известно	1	1
296	но более	1	1
297	и т	1	1
298	напомнить о	1	1
299	например в	1	1
300	в этот	1	1
301	в тех	1	1
302	в крови	1	1
303	тех же	1	1
304	по преимуществу	2	1
305	с таким	1	1
306	каком они	1	1
307	поэзии и	1	1
308	есть не	2	1
309	что между	1	1
310	до него	1	1
311	жизни которое	1	1
312	ответить на	1	1
313	за несколько	1	1
314	говорить о	1	1
315	а для	1	1
316	в полной	4	1
317	представление о	2	1
318	которое не	1	1
319	но даже	4	1
320	что начиная	1	1
321	мы здесь	1	1
322	литературы и	1	1
323	в которых	3	1
324	бы то	4	1
325	истории в	1	1
326	чуть ли	1	1
327	но как	2	1
328	если в	2	1
329	а через	1	1
330	теперь не	1	1
331	и небольшой	1	1
332	более чем	2	1
333	независимо от	4	1
334	человеческого бытия	1	1
335	некоторое время	1	1
336	на минуту	1	1
337	как нам	5	1
338	что нет	1	1
339	когда он	3	1
340	целый ряд	2	1
341	что по	1	1
342	его к	1	1
343	себе не	3	1
344	с г	1	1
345	и отчасти	2	1
346	время нужно	1	1
347	та же	1	1
348	бы и	3	1
349	он в	1	1
350	в нашем	1	1
351	близости к	1	1
352	думать что	8	1
353	будущем и	1	1
354	тому же	1	1
355	данным то	1	1
356	все ее	1	1
357	к выводу	1	1
358	бы от	2	1
359	в свет	1	1
360	главным образом	2	1
361	т д	1	1
362	и еще	2	1
363	года по	1	1
364	не к	2	1
365	жизнью и	1	1
366	или вовсе	1	1
367	его можно	1	1
368	находим у	1	1
369	от нее	1	1
370	сделать из	1	1
371	то ни	4	1
372	что все	2	1
373	состояния в	1	1
374	она получила	1	1
375	лишь в	1	1
376	как тот	1	1
377	в свое	1	1
378	в свой	1	1
379	например с	2	1
380	ведь в	1	1
381	в жизни	1	1
382	к области	1	1
383	могут к	1	1
384	для них	2	1
385	к которым	5	1
386	далеко не	2	1
387	на основании	2	1
388	во внимание	1	1
389	ее совершенства	1	1
390	чем в	4	1
391	такой же	2	1
392	и того	2	1
393	но если	5	1
394	в такой	1	1
395	с к	1	1
396	на месте	2	1
397	место в	3	1
398	жизни тех	1	1
399	далее в	1	1
400	что имеет	1	1
401	выше мы	1	1
402	которые в	1	1
403	п с	1	1
404	если бы	2	1
405	иметь возможность	1	1
406	для нее	1	1
407	и необходимость	1	1
408	на рубеже	1	1
409	к такой	2	1
410	но они	1	1
411	с т	2	1
412	что с	1	1
413	почти никогда	1	1
414	с теми	1	1
415	своего существования	1	1
416	мы все	1	1
417	на путях	4	1
418	в отношениях	1	1
419	связанное с	1	1
420	в самой	1	1
421	того в	1	1
422	течение этого	1	1
423	во всем	1	1
424	имеют весьма	1	1
425	в сознании	1	1
426	следует отметить	2	1
427	жизни последних	1	1
428	вопрос не	2	1
429	в каком	4	1
430	только наиболее	1	1
431	свое собственное	1	1
432	в порядке	2	1
433	быть уверенным	1	1
434	во все	3	1
435	ли не	1	1
436	должны быть	1	1
437	все еще	1	1
438	также от	1	1
439	отказаться от	1	1
440	утверждать что	2	1
441	оно может	1	1
442	своего развития	1	1
443	связать с	1	1
444	не будет	3	1
445	которого мы	2	1
446	от того	1	1
447	как с	1	1
448	с собой	1	1
449	которыми мы	1	1
450	во многом	2	1
451	когда в	1	1
452	по ее	1	1
453	поэтому в	1	1
454	был не	1	1
455	быть может	1	1
456	для этого	1	1
457	человеческого развития	1	1
458	сводится к	1	1
459	в известных	2	1
460	тех кто	1	1
461	к проблемам	1	1
462	может не	1	1
463	на вопрос	1	1
464	и та	2	1
465	язык и	1	1
466	то как	1	1
467	притом в	2	1
468	влияние на	2	1
469	в вопросах	1	1
470	во втором	2	1
471	большее значение	1	1
472	современности и	1	1
473	также в	2	1
474	он рассматривает	1	1
475	для европы	2	1
476	насколько можно	1	1
477	значит что	1	1
478	при самом	1	1
479	но с	2	1
480	можно считать	3	1
481	этот вопрос	2	1
482	дело с	1	1
483	что даже	1	1
484	в какой	2	1
485	как нечто	1	1
486	осуществить на	1	1
487	знание в	1	1
488	которое мы	1	1
489	на несколько	1	1
490	и ее	1	1
491	и тем	3	1
492	по этому	1	1
493	в качестве	14	1
494	к которой	1	1
495	для всех	1	1
496	если мы	1	1
497	при помощи	2	1
498	в данной	3	1
499	и других	2	1
500	из них	3	1
501	и этот	2	1
502	несомненно в	1	1
503	следует что	1	1
504	и их	1	1
505	точка зрения	2	1
506	в одном	2	1
507	и творчества	2	1
508	в существе	2	1
509	в прошлом	3	1
510	к ним	3	1
511	заметить что	2	1
512	тем что	3	1
513	этом отношении	3	1
514	значение только	2	1
515	невозможно не	1	1
516	рядом с	1	1
517	его ни	1	1
518	даже не	1	1
519	которые можно	1	1
520	оно будет	1	1
521	на которые	1	1
522	обратиться к	1	1
523	то и	1	1
524	европы но	1	1
525	а на	1	1
526	которых мы	1	1
527	своем противопоставлении	1	1
528	человеческой жизни	1	1
529	него не	1	1
530	что из	1	1
531	что мы	1	1
532	этот принцип	1	1
533	то она	1	1
534	мысль кн	1	1
535	сказать даже	1	1
536	все более	9	1
537	нужно признать	1	1
538	можно утверждать	2	1
539	ни на	3	1
540	время с	1	1
541	и будущего	1	1
542	что во	1	1
543	многих случаях	1	1
544	поэтому если	1	1
545	чем то	1	1
546	не могут	2	1
547	в столь	1	1
548	с до	1	1
549	она есть	1	1
550	есть только	1	1
551	к человечеству	1	1
552	одновременно с	1	1
553	это есть	1	1
554	и всей	1	1
555	даже с	1	1
556	для понимания	2	1
557	думать не	1	1
558	действительно ли	1	1
559	этого следует	1	1
560	имеет значение	1	1
561	в смысле	9	1
562	чем та	1	1
563	или уже	1	1
564	этом смысле	3	1
565	вопрос в	1	1
566	известной степени	3	1
567	являются не	1	1
568	нельзя сказать	1	1
569	мира и	3	1
570	из себя	1	1
571	же к	2	1
572	пришлось бы	1	1
573	по самой	1	1
574	бы на	1	1
575	отношении к	15	1
576	быть и	1	1
577	постольку для	1	1
578	всего мира	1	1
579	между ними	2	1
580	существует в	1	1
581	что такие	1	1
582	но когда	1	1
583	любви к	1	1
584	религии и	1	1
585	мы увидим	1	1
586	время не	1	1
587	строе мыслей	1	1
588	будучи в	1	1
589	наряду со	1	1
590	ее в	3	1
591	и добросовестный	1	1
592	и другие	1	1
593	можно думать	3	1
594	том числе	1	1
