N	2gram	Tiupa_Lite_1	Myshleni
102	со всей	1	4
103	в эту	1	4
104	в своей	4	4
105	не удивительно	1	4
106	к этому	1	4
107	даже в	2	4
108	не имеет	1	4
109	и его	4	4
110	указание на	1	4
111	и с	1	4
112	в пользу	1	4
113	на вопрос	1	4
114	в конечном	5	4
115	так как	1	4
116	только в	8	4
117	который в	1	4
118	в качестве	17	4
119	для всех	1	4
120	в начале	1	4
121	как раз	4	4
122	а с	1	4
123	прежде всего	11	4
124	удивительно поэтому	1	4
125	поэтому что	1	4
126	для нас	1	4
127	а в	3	4
128	по поводу	2	4
129	человека и	2	3
130	на самом	1	3
131	идет о	1	3
132	отношения между	2	3
133	мы имеем	1	3
134	он сам	1	3
135	в общем	1	3
136	очевидно что	1	3
137	что они	1	3
138	он в	1	3
139	все эти	2	3
140	при этом	19	3
141	состоит в	11	3
142	и по	1	3
143	лишь в	4	3
144	во время	1	3
145	в которых	1	3
146	при рассмотрении	1	3
147	для этого	4	3
148	из которых	1	3
149	этом отношении	2	3
150	в основе	3	3
151	что при	1	3
152	для себя	5	3
153	к объективной	1	3
154	данном случае	4	3
155	и сам	6	3
156	с собой	4	3
157	из двух	1	3
158	этому поводу	1	3
159	и только	2	3
160	тем более	2	3
161	значение в	1	3
162	одной из	1	3
163	но не	4	3
164	в следующем	1	3
165	решающее значение	1	3
166	вернуться к	1	3
167	из них	4	3
168	для него	2	3
169	отличие от	5	3
170	во власти	1	3
171	со стороны	4	3
172	в отличие	5	3
173	что для	2	3
174	только что	1	3
175	а не	16	3
176	и особенно	1	3
177	он говорит	1	3
178	в данном	5	3
179	только для	1	3
180	или в	1	3
181	и все	1	3
182	того же	2	3
183	к этой	1	3
184	не можем	1	3
185	тем самым	5	3
186	том числе	1	3
187	они не	1	3
188	ту же	2	2
189	также и	3	2
190	же как	1	2
191	достаточно вспомнить	1	2
192	и есть	3	2
193	в котором	1	2
194	той же	3	2
195	и само	2	2
196	есть нечто	1	2
197	говорить о	1	2
198	в их	3	2
199	и самого	2	2
200	нечто в	1	2
201	столь же	4	2
202	во всех	1	2
203	то он	2	2
204	за пределы	2	2
205	отнюдь не	2	2
206	общего с	2	2
207	перед нами	1	2
208	целом но	2	2
209	целый ряд	1	2
210	как уже	1	2
211	и как	1	2
212	следующим образом	2	2
213	в противоположность	1	2
214	есть ли	1	2
215	за собой	1	2
216	представляет собой	4	2
217	с их	3	2
218	в себе	7	2
219	роли в	1	2
220	свою собственную	1	2
221	же это	2	2
222	в силу	4	2
223	и более	1	2
224	подобно тому	2	2
225	подход к	1	2
226	для всей	2	2
227	в другом	2	2
228	самого автора	1	2
229	и мы	1	2
230	жизни человека	1	2
231	с такой	1	2
232	должно быть	1	2
233	иначе говоря	1	2
234	в один	1	2
235	в этих	1	2
236	том же	3	2
237	когда ребенок	1	2
238	быть может	1	2
239	тому чтобы	1	2
240	от жизни	1	2
241	не могло	2	2
242	уже и	1	2
243	с другом	1	2
244	к себе	3	2
245	могут быть	2	2
246	но все	1	2
247	говоря словами	3	2
248	должен быть	2	2
249	с ее	1	2
250	в себя	2	2
251	на том	2	2
252	можно сказать	1	2
253	другом месте	1	2
254	а также	5	2
255	самому себе	1	2
256	в его	7	2
257	что и	1	2
258	к личности	1	2
259	как например	1	2
260	бы ни	1	2
261	и тем	4	2
262	и других	1	2
263	на одном	1	2
264	в одном	1	2
265	ту сторону	1	2
266	у него	3	2
267	тем что	2	2
268	с действительностью	2	2
269	или иной	2	2
270	именно в	1	2
271	с ней	1	2
272	в некоторых	1	2
273	по ту	1	2
274	понятие о	1	2
275	на эту	1	2
276	речь не	1	2
277	тому как	2	2
278	что же	1	2
279	в первой	1	2
280	с этой	5	2
281	общественной жизни	1	2
282	но для	1	2
283	однако и	1	2
284	так называемых	2	2
285	в отдельных	1	2
286	у них	1	2
287	бы они	1	2
288	же успехом	1	2
289	я и	7	1
290	этого в	1	1
291	говоря о	1	1
292	в сфере	3	1
293	переходит к	1	1
294	должно стать	2	1
295	тех же	3	1
296	может позволить	1	1
297	имеет в	1	1
298	но речь	1	1
299	по которым	1	1
300	по преимуществу	4	1
301	тот или	1	1
302	со своей	1	1
303	и этот	1	1
304	из ничего	1	1
305	с наукой	1	1
306	есть не	1	1
307	на первый	1	1
308	по аналогии	3	1
309	до него	1	1
310	и о	1	1
311	человека чем	1	1
312	оно вообще	1	1
313	а для	2	1
314	почти исключительно	1	1
315	я не	7	1
316	но даже	1	1
317	личности с	1	1
318	если говорить	1	1
319	и он	1	1
320	в целостности	1	1
321	и то	2	1
322	отсылает к	1	1
323	и на	1	1
324	он был	1	1
325	и мн	1	1
326	и нигде	1	1
327	бы то	1	1
328	в чем	1	1
329	во имя	2	1
330	как правило	2	1
331	в ее	1	1
332	имеет здесь	1	1
333	отказ от	7	1
334	осмысленной речи	1	1
335	но как	1	1
336	к которой	1	1
337	его сознания	2	1
338	ответ на	1	1
339	этой проблеме	1	1
340	один и	1	1
341	более чем	3	1
342	в той	1	1
343	его на	1	1
344	одном из	1	1
345	того не	1	1
346	но такова	1	1
347	нам нет	1	1
348	более и	1	1
349	однако не	1	1
350	сознания в	12	1
351	как таковое	1	1
352	от самого	2	1
353	с той	1	1
354	еще на	1	1
355	та же	2	1
356	говорил он	1	1
357	это открытие	1	1
358	в нашем	1	1
359	он целиком	1	1
360	тому же	2	1
361	не приводит	1	1
362	так сказать	1	1
363	и если	1	1
364	с чем	2	1
365	по словам	1	1
366	в нем	2	1
367	же именно	1	1
368	потребности в	1	1
369	и проб	1	1
370	главу угла	1	1
371	которой не	1	1
372	в понимании	1	1
373	не к	2	1
374	однако он	1	1
375	и вот	1	1
376	целом как	1	1
377	постольку поскольку	1	1
378	на этом	2	1
379	но дело	1	1
380	же пути	1	1
381	исходя из	3	1
382	этом последнем	1	1
383	то ни	1	1
384	в онтогенезе	1	1
385	а затем	1	1
386	как автор	1	1
387	из новых	1	1
388	а по	1	1
389	материала и	1	1
390	что перед	1	1
391	его в	3	1
392	его личности	1	1
393	с самим	1	1
394	которая как	1	1
395	по мысли	2	1
396	с самого	1	1
397	в жизни	6	1
398	для них	2	1
399	на основании	1	1
400	что не	2	1
401	с тем	1	1
402	всю жизнь	1	1
403	не всегда	1	1
404	ребенок открывает	1	1
405	же следует	1	1
406	этом в	3	1
407	такой же	1	1
408	автора и	1	1
409	но до	1	1
410	в ходе	1	1
411	что такое	2	1
412	этому пути	1	1
413	явную и	1	1
414	не от	1	1
415	оставляя за	1	1
416	сама собой	1	1
417	мир и	2	1
418	представлений о	1	1
419	то это	2	1
420	ни было	1	1
421	однако в	2	1
422	на всю	1	1
423	бы быть	1	1
424	нам для	1	1
425	как проблема	1	1
426	она по	1	1
427	этой книге	2	1
428	на один	2	1
429	что есть	1	1
430	а от	1	1
431	мы вынуждены	1	1
432	от сознания	2	1
433	эта мысль	2	1
434	и начинает	1	1
435	самого начала	1	1
436	как о	1	1
437	которой находится	1	1
438	дело не	2	1
439	только из	1	1
440	на него	1	1
441	концепция личности	1	1
442	к изучению	1	1
443	когда они	1	1
444	в уме	4	1
445	в деятельности	1	1
446	иметь в	1	1
447	самой жизни	1	1
448	с материалом	1	1
449	это проблема	1	1
450	всего построения	1	1
451	эпохи в	1	1
452	спрашивает он	1	1
453	его связи	1	1
454	у кого	1	1
455	с новой	1	1
456	раннего детства	1	1
457	только с	1	1
458	в области	3	1
459	может показаться	1	1
460	перед ним	1	1
461	личности в	1	1
462	только от	1	1
463	в момент	1	1
464	которое в	1	1
465	в среде	1	1
466	отличается от	1	1
467	всего в	3	1
468	не есть	2	1
469	так просто	1	1
470	на это	2	1
471	для автора	1	1
472	ничего общего	1	1
473	на предмет	1	1
474	но по	1	1
475	по сути	1	1
476	появление и	1	1
477	и говорит	1	1
478	только то	2	1
479	существенный момент	1	1
480	в пределах	3	1
481	в дальнейшем	1	1
482	т.е как	1	1
483	и взаимодействие	1	1
484	цели с	1	1
485	действительности это	1	1
486	в борьбе	1	1
487	ним сохраняется	1	1
488	сознания и	1	1
489	он играет	1	1
490	не исчерпывается	1	1
491	это как	2	1
492	в словах	1	1
493	во главу	1	1
494	из величайших	1	1
495	другой для	1	1
496	мн др	1	1
497	а к	1	1
498	сводится к	3	1
499	является по	2	1
500	и здесь	1	1
501	не позволяет	1	1
502	на позицию	1	1
503	одного из	3	1
504	до сих	1	1
505	означает не	1	1
506	и который	1	1
507	аналогии с	3	1
508	все та	2	1
509	она не	1	1
510	других людей	1	1
511	автора на	1	1
512	как теперь	1	1
513	это может	1	1
514	к нему	1	1
515	воздействия на	2	1
516	и во	1	1
517	а потому	2	1
518	ним и	1	1
519	вслед за	1	1
520	и вполне	2	1
521	бы вполне	1	1
522	у которого	1	1
523	места и	1	1
524	это приводит	1	1
525	в сферу	2	1
526	но следует	1	1
527	один из	3	1
528	каждой новой	1	1
529	направленной на	2	1
530	среди других	1	1
531	будь то	2	1
532	не ставит	1	1
533	что даже	1	1
534	и является	2	1
535	положение в	1	1
536	между тем	2	1
537	которых в	1	1
538	между этими	1	1
539	же и	3	1
540	это ни	1	1
541	пользу такого	1	1
542	оказывается в	1	1
543	что осталось	1	1
544	только на	2	1
545	то и	2	1
546	всем его	1	1
547	в итоге	1	1
548	слова в	1	1
549	в нашей	2	1
550	в виде	1	1
551	свидетельствует о	1	1
552	в сознании	2	1
553	по выражению	2	1
554	за ним	1	1
555	где бы	1	1
556	мир в	4	1
557	одно из	3	1
558	к мысли	1	1
559	никто не	1	1
560	в современном	1	1
561	не для	1	1
562	от тех	2	1
563	при всей	3	1
564	бы это	1	1
565	в особенности	1	1
566	со всем	1	1
567	на второй	2	1
568	как субъект	1	1
569	дело в	3	1
570	чем он	1	1
571	еще и	3	1
572	окружающей его	2	1
573	качестве таких	1	1
574	в воображении	1	1
575	рода не	1	1
576	по тем	1	1
577	до конца	1	1
578	этой точки	3	1
579	величайших открытий	1	1
580	для этой	1	1
581	все более	2	1
582	нашей мысли	1	1
583	совпадают в	1	1
584	нами как	1	1
585	эти слова	1	1
586	согласно этой	1	1
587	в филогенезе	1	1
588	к своему	1	1
589	в жизнь	1	1
590	если оно	2	1
591	это были	1	1
592	тенденцию к	1	1
593	но сам	1	1
594	одновременно с	1	1
595	самого себя	3	1
596	впрочем это	1	1
597	эту мысль	1	1
598	а отнюдь	1	1
599	да и	3	1
600	многих других	1	1
601	мыслится как	3	1
602	решения однако	1	1
603	эту личность	1	1
604	и от	1	1
605	сих пор	1	1
606	над языком	1	1
607	от всего	1	1
608	и ты	1	1
609	ничего кроме	2	1
610	при всем	3	1
611	себя с	1	1
612	играет с	1	1
613	более того	1	1
614	одна из	3	1
615	уже на	1	1
616	а все	1	1
617	новой стороны	1	1
618	от него	1	1
619	в третьем	1	1
620	мысль в	2	1
621	действительной жизни	1	1
622	или не	1	1
623	сверх того	1	1
624	ее развития	1	1
625	не обладает	2	1
626	жизни в	1	1
627	нашей стране	1	1
628	между ними	1	1
629	не знает	1	1
630	другой стороны	1	1
631	него в	1	1
632	из этого	1	1
633	сам того	1	1
634	и духовных	1	1
635	это было	1	1
636	в своих	4	1
637	в роли	1	1
638	гораздо более	1	1
