N	2gram	Berdyaev_N_1	Dialekti
186	не должно	1	2
187	личность в	2	2
188	нет никакого	1	2
189	в сущности	1	2
190	не по	1	2
191	того и	1	2
192	или иная	1	2
193	своей природе	1	2
194	это уже	1	2
195	в области	1	2
196	во все	1	2
197	сама жизнь	2	2
198	к тому	3	2
199	воля к	6	2
200	всегда есть	1	2
201	в конце	1	2
202	с ее	5	2
203	та или	1	2
204	культуры и	7	2
205	мы в	1	2
206	совершенно невозможно	1	2
207	и должно	2	2
208	это я	1	2
209	времени в	2	2
210	все в	1	2
211	всяком случае	1	2
212	и она	1	2
213	мы должны	1	2
214	в каких	1	2
215	с одной	2	2
216	себя в	2	2
217	есть в	2	2
218	тем что	1	2
219	до сих	1	2
220	был в	1	2
221	не на	1	2
222	зависит от	2	2
223	человеческой жизни	1	2
224	жизнь в	1	2
225	как ни	1	2
226	и вечное	1	2
227	что мы	1	2
228	вместе с	2	2
229	так же	2	2
230	я уже	2	2
231	быть только	1	2
232	в состоянии	1	2
233	сих пор	1	2
234	тут мы	1	2
235	или не	1	2
236	есть уже	1	2
237	не быть	1	2
238	во всяком	1	2
239	я ни	1	1
240	смысле слова	3	1
241	от этой	1	1
242	он также	1	1
243	должно стать	2	1
244	того же	1	1
245	не через	1	1
246	перед лицом	1	1
247	по преимуществу	1	1
248	и до	1	1
249	ведь и	2	1
250	но она	2	1
251	но под	1	1
252	личности с	1	1
253	из глубины	2	1
254	из ее	2	1
255	всех сторон	4	1
256	на них	1	1
257	в покое	1	1
258	тоски невыразимой	1	1
259	есть своя	1	1
260	есть по	1	1
261	в новом	2	1
262	нужно быть	1	1
263	часто совершенно	1	1
264	отличие от	1	1
265	не человек	2	1
266	нет и	2	1
267	не хотел	1	1
268	нет надобности	1	1
269	к новому	7	1
270	несомненный факт	1	1
271	и социализм	2	1
272	понят как	2	1
273	духа есть	1	1
274	весь мир	1	1
275	духа и	3	1
276	то нет	1	1
277	духа в	2	1
278	к чему	1	1
279	личность человека	1	1
280	и воли	1	1
281	он в	1	1
282	из этих	1	1
283	с их	2	1
284	если есть	1	1
285	не могла	2	1
286	вообще не	1	1
287	религия и	1	1
288	сами эти	1	1
289	одному из	1	1
290	и еще	1	1
291	час тоски	2	1
292	не к	2	1
293	не ставится	1	1
294	ни иудея	1	1
295	вот отчего	1	1
296	всех своих	1	1
297	в основу	1	1
298	жить в	1	1
299	от нее	1	1
300	что все	2	1
301	значение в	1	1
302	в глубине	1	1
303	теми которые	1	1
304	знает что	1	1
305	общества в	1	1
306	со всех	4	1
307	этом смысле	2	1
308	лишь на	1	1
309	истории и	9	1
310	во многом	1	1
311	и творчества	2	1
312	в них	4	1
313	держится не	1	1
314	нас к	1	1
315	всю жизнь	1	1
316	не всегда	1	1
317	нельзя будет	1	1
318	была уже	1	1
319	ее судьбы	1	1
320	оказывается совершенно	1	1
321	одного и	1	1
322	в эту	1	1
323	но до	1	1
324	но если	1	1
325	и сейчас	1	1
326	в недра	1	1
327	начинается в	1	1
328	этот конец	1	1
329	в котором	1	1
330	времени не	1	1
331	творчества и	1	1
332	том и	2	1
333	если нет	2	1
334	и очень	1	1
335	и истории	1	1
336	есть прежде	1	1
337	временному и	1	1
338	в основе	3	1
339	бытия и	1	1
340	из их	1	1
341	подобно тому	3	1
342	одна из	2	1
343	и тьмой	1	1
344	приближаемся к	2	1
345	смысле как	1	1
346	не утверждение	1	1
347	реакция в	1	1
348	ли это	2	1
349	ему не	1	1
350	и оно	1	1
351	воспринимаются как	1	1
352	истории не	3	1
353	оно не	1	1
354	вечности но	1	1
355	должен быть	5	1
356	к жизни	3	1
357	оно может	1	1
358	более не	2	1
359	не существует	3	1
360	всей жизнью	1	1
361	чтобы быть	1	1
362	приводит к	1	1
363	слова а	1	1
364	стремиться к	2	1
365	в образе	1	1
366	на нее	1	1
367	и извне	1	1
368	и которые	1	1
369	еще в	1	1
370	пустоте и	1	1
371	и на	2	1
372	быть может	4	1
373	смысле и	1	1
374	мы всегда	1	1
375	познания и	2	1
376	только так	1	1
377	не был	1	1
378	вот почему	2	1
379	мы приближаемся	1	1
380	это была	1	1
381	и во	1	1
382	нет у	1	1
383	на всех	1	1
384	в которую	1	1
385	нем не	1	1
386	я думаю	1	1
387	ему все	1	1
388	времени которое	1	1
389	совсем не	12	1
390	речи о	1	1
391	не имеет	4	1
392	во всем	1	1
393	началом нового	1	1
394	их не	1	1
395	когда само	1	1
396	культуры религия	1	1
397	в эти	1	1
398	и хочет	1	1
399	это показывает	1	1
400	времена которые	1	1
401	существу своему	1	1
402	не знал	2	1
403	а это	1	1
404	при нем	1	1
405	в прошлом	3	1
406	привела к	1	1
407	к ним	3	1
408	друг друга	1	1
409	у него	2	1
410	которые могут	1	1
411	и вместе	1	1
412	ее на	1	1
413	говорим о	1	1
414	нашей жизни	1	1
415	и начинается	2	1
416	кончается и	1	1
417	к которому	1	1
418	сам себя	1	1
419	было и	1	1
420	себя и	1	1
421	что будет	1	1
422	связано с	1	1
423	но личность	1	1
424	превращается в	1	1
425	одной стороны	2	1
426	ничем не	1	1
427	единого центра	1	1
428	философской мысли	1	1
429	в боге	1	1
430	и ему	1	1
431	я хочу	1	1
432	имея в	1	1
433	все более	1	1
434	вступает в	1	1
435	нет ничего	1	1
436	каком-то новом	1	1
437	тому как	3	1
438	по существу	2	1
439	и всех	1	1
440	только для	1	1
441	оба они	1	1
442	глубины и	2	1
443	но для	2	1
444	и энергии	1	1
445	окончательно и	1	1
446	времени его	1	1
447	говорим что	1	1
448	в его	1	1
449	мира и	2	1
450	а к	1	1
451	пр в	1	1
452	к достижению	1	1
453	которые будут	1	1
454	мы не	2	1
455	пора перестать	1	1
456	все они	2	1
457	уже давно	1	1
458	не знает	6	1
459	существования и	1	1
460	равно как	2	1
461	бытия а	1	1
462	который не	1	1
463	ли он	1	1
464	уже говорил	1	1
465	можно назвать	2	1
466	например во	1	1
467	событиях и	1	1
468	иному принципу	1	1
469	как на	1	1
470	и личности	1	1
471	все что	1	1
