N	2gram	Tiupa_Narr_1	Problema
224	ни было	3	3
225	же в	4	3
226	есть уже	1	3
227	понимать как	1	3
228	или иного	2	3
229	есть то	1	3
230	точно так	2	3
231	к тому	7	3
232	к их	1	2
233	того же	1	2
234	столько же	1	2
235	только потому	1	2
236	говорилось выше	1	2
237	что смысл	1	2
238	и до	2	2
239	поэтому и	1	2
240	и могут	1	2
241	однако для	1	2
242	мы имеем	2	2
243	только благодаря	1	2
244	в некотором	1	2
245	мы и	1	2
246	целое и	1	2
247	а еще	1	2
248	нам представляется	1	2
249	во всех	1	2
250	бы она	1	2
251	совсем не	1	2
252	самым мы	1	2
253	мы будем	1	2
254	не то	2	2
255	с которыми	1	2
256	друг от	1	2
257	или иное	2	2
258	в известном	2	2
259	первый взгляд	2	2
260	дает нам	1	2
261	когда он	3	2
262	не являются	2	2
263	себе не	2	2
264	с нею	1	2
265	а может	1	2
266	всей его	2	2
267	например как	2	2
268	с чем	2	2
269	но именно	1	2
270	слова а	1	2
271	что все	1	2
272	же не	4	2
273	и может	1	2
274	в другом	1	2
275	зрения на	2	2
276	а как	1	2
277	в слове	1	2
278	он и	1	2
279	мы видели	1	2
280	жизни но	2	2
281	и при	1	2
282	в котором	1	2
283	с точки	2	2
284	в их	1	2
285	не столько	4	2
286	в отличие	5	2
287	от его	1	2
288	является в	1	2
289	образом и	1	2
290	и более	1	2
291	произведения в	1	2
292	однако в	2	2
293	об ее	1	2
294	дело не	1	2
295	и сама	1	2
296	в процессе	1	2
297	в основе	5	2
298	в самой	1	2
299	и по	1	2
300	и после	2	2
301	чистом виде	1	2
302	в общую	1	2
303	могут быть	3	2
304	что оно	1	2
305	и за	1	2
306	но также	1	2
307	для себя	1	2
308	с ее	3	2
309	от друга	1	2
310	и сами	1	2
311	структуру и	1	2
312	даже самое	2	2
313	только то	1	2
314	она может	2	2
315	о ней	3	2
316	это было	1	2
317	самой по	1	2
318	и во	1	2
319	даже если	1	2
320	который в	2	2
321	имеет своим	1	2
322	с одной	7	2
323	себя в	5	2
324	и у	1	2
325	в нашей	1	2
326	в начале	1	2
327	из них	3	2
328	никто не	1	2
329	от тех	1	2
330	или ином	2	2
331	от того	1	2
332	даже не	3	2
333	до сих	1	2
334	на ее	1	2
335	не обязательно	3	2
336	нельзя сказать	1	2
337	именно в	6	2
338	чем он	1	2
339	а с	3	2
340	ничем не	1	2
341	человеческой жизни	1	2
342	о чем	2	2
343	когда она	1	2
344	произведение в	1	2
345	в частности	14	2
346	как это	6	2
347	к другой	2	2
348	из которых	4	2
349	по своему	1	2
350	и там	1	2
351	по существу	2	2
352	сих пор	1	2
353	о его	1	2
354	ни для	7	2
355	от нас	1	2
356	пока еще	4	2
357	и для	2	2
358	в результате	2	2
359	от него	1	2
360	к самому	2	2
361	героя в	8	2
362	по поводу	1	2
363	этой точки	2	2
364	ни своей	2	1
365	между художественным	1	1
366	чем было	1	1
367	речь идет	4	1
368	одним из	2	1
369	он может	1	1
370	значении этого	3	1
371	показаться что	1	1
372	идет о	2	1
373	чего не	1	1
374	от самого	1	1
375	в первом	3	1
376	отделена от	1	1
377	должна быть	2	1
378	действительности и	1	1
379	уже по	1	1
380	и порождающей	1	1
381	например в	2	1
382	и ничего	1	1
383	понятия но	1	1
384	связаны между	1	1
385	что если	1	1
386	здесь нами	1	1
387	и над	1	1
388	оно есть	1	1
389	которое не	1	1
390	и он	3	1
391	может являться	1	1
392	и на	3	1
393	между собой	2	1
394	мысли и	1	1
395	со словами	2	1
396	не отличается	2	1
397	бы не	2	1
398	своего рода	12	1
399	в юности	2	1
400	не все	5	1
401	присущей ему	1	1
402	а он	1	1
403	ответ на	1	1
404	а если	2	1
405	один и	1	1
406	независимо от	2	1
407	это одно	1	1
408	что именно	2	1
409	ином отношении	1	1
410	более или	2	1
411	каждый такой	1	1
412	как таковое	1	1
413	сам без	1	1
414	от этого	1	1
415	или иную	2	1
416	поскольку мы	1	1
417	из жизни	1	1
418	как то	1	1
419	а во-вторых	1	1
420	сказать о	1	1
421	так или	2	1
422	из этих	3	1
423	рассказ о	1	1
424	от мифа	2	1
425	и тот	2	1
426	сливаются в	1	1
427	тому же	5	1
428	имеет для	1	1
429	личность но	1	1
430	но на	1	1
431	еще одна	3	1
432	на его	1	1
433	сейчас и	1	1
434	все те	4	1
435	и миф	1	1
436	поведение в	1	1
437	в понимании	1	1
438	и когда	2	1
439	собой не	2	1
440	однако он	1	1
441	том чтобы	1	1
442	новое и	1	1
443	очевидным что	1	1
444	какой бы	1	1
445	его от	1	1
446	что ни	1	1
447	может существовать	1	1
448	обнаруживает себя	1	1
449	именно это	2	1
450	здесь мы	1	1
451	как они	1	1
452	а когда	1	1
453	различие между	2	1
454	для своей	2	1
455	лишь в	1	1
456	входит в	1	1
457	структуры но	1	1
458	в него	1	1
459	быть не	1	1
460	с начала	1	1
461	делает его	1	1
462	в них	1	1
463	далеко не	5	1
464	как об	1	1
465	дела и	1	1
466	не всегда	2	1
467	или попросту	1	1
468	от понятия	1	1
469	в один	1	1
470	и того	1	1
471	или менее	2	1
472	отрыве от	1	1
473	себе с	1	1
474	она сама	1	1
475	но поскольку	1	1
476	наших дней	1	1
477	на свою	1	1
478	не как	2	1
479	как символ	1	1
480	слова в	1	1
481	и другого	1	1
482	точку зрения	4	1
483	но он	1	1
484	чего нельзя	1	1
485	художественной символики	1	1
486	вместе со	1	1
487	зрения и	2	1
488	даже в	2	1
489	и какая	1	1
490	вплоть до	2	1
491	есть прежде	1	1
492	которого он	2	1
493	иметь в	1	1
494	не всякий	1	1
495	подобно тому	2	1
496	поскольку оно	2	1
497	нечто большее	1	1
498	в структуру	1	1
499	к ней	1	1
500	на него	3	1
501	не нуждается	1	1
502	выходящих за	1	1
503	всех прочих	1	1
504	художественной литературы	3	1
505	представляется нам	1	1
506	данного произведения	1	1
507	не могут	1	1
508	для такого	1	1
509	бы он	1	1
510	оно не	2	1
511	утверждать что	2	1
512	всегда в	1	1
513	более не	2	1
514	быть может	2	1
515	внимание на	1	1
516	узком значении	1	1
517	в собственном	2	1
518	по сути	2	1
519	и самого	3	1
520	в пределах	2	1
521	на том	3	1
522	ее понимания	1	1
523	особенно в	3	1
524	начала и	1	1
525	мог бы	3	1
526	строго говоря	1	1
527	но может	1	1
528	и смерть	1	1
529	никогда и	1	1
530	уже никто	1	1
531	бы но	1	1
532	или может	1	1
533	к одному	1	1
534	там же	1	1
535	истории в	3	1
536	в отрыве	1	1
537	нем не	1	1
538	она здесь	1	1
539	во втором	4	1
540	нуждается в	5	1
541	который и	1	1
542	резко отличается	1	1
543	все время	1	1
544	еще только	1	1
545	не требует	1	1
546	в литературе	2	1
547	довлеет себе	1	1
548	степени здесь	1	1
549	дело с	2	1
550	вступление в	1	1
551	он уже	2	1
552	всех его	2	1
553	точка зрения	6	1
554	со всеми	1	1
555	от одной	2	1
556	античности и	1	1
557	не порождает	1	1
558	свидетельствует о	1	1
559	предполагает наличие	1	1
560	ту или	2	1
561	тоже в	1	1
562	только художественной	2	1
563	представлялось ему	2	1
564	его коммуникативной	1	1
565	цели и	1	1
566	которая может	1	1
567	структуру этого	1	1
568	у него	4	1
569	отметить что	1	1
570	как такового	1	1
571	общая идея	1	1
572	образом не	1	1
573	нами не	2	1
574	что на	2	1
575	трактовать как	1	1
576	вовсе и	1	1
577	или иначе	3	1
578	может показаться	1	1
579	же о	1	1
580	к ее	1	1
581	себя и	2	1
582	что не	4	1
583	он отличается	1	1
584	стремится к	1	1
585	не на	2	1
586	зависит от	2	1
587	с которым	1	1
588	однако и	1	1
589	поскольку речь	1	1
590	именно таковы	1	1
591	если это	1	1
592	начиная с	1	1
593	которое в	1	1
594	от предмета	1	1
595	некоторые из	1	1
596	сути дела	2	1
597	к своему	1	1
598	содержащий в	1	1
599	одной стороны	7	1
600	для обозначения	1	1
601	однако эти	1	1
602	для первого	1	1
603	в терминах	1	1
604	быть только	1	1
605	образом на	1	1
606	ней не	1	1
607	главного героя	2	1
608	еще раз	1	1
609	благодаря этому	1	1
610	структуру в	1	1
611	в какую	1	1
612	и развития	1	1
613	тому или	1	1
614	является как	1	1
615	в типах	1	1
616	одного и	1	1
617	случаях когда	1	1
618	указать на	1	1
619	не существует	3	1
620	именно такого	1	1
621	о котором	1	1
622	модель а	1	1
623	обращается к	1	1
624	не с	3	1
625	это требует	1	1
626	но еще	1	1
627	в литературной	1	1
628	не должен	1	1
629	от всего	1	1
630	несмотря на	2	1
631	хотя в	2	1
632	тезис в	1	1
633	здесь даже	1	1
634	кроме самого	1	1
635	существенного значения	1	1
636	а во	3	1
637	для любого	1	1
638	мере в	1	1
639	первом случае	2	1
640	известного рода	1	1
641	от которой	1	1
642	себе без	1	1
643	можно назвать	1	1
644	они не	2	1
