N	2gram	Losev_Dial_4	OGranits
329	в особенности	4	1
330	что мир	1	1
331	к другому	1	1
332	о какой	1	1
333	чистым и	1	1
334	на все	2	1
335	мы это	1	1
336	говорить не	1	1
337	и здесь	1	1
338	его в	1	1
339	как к	1	1
340	и лучше	1	1
341	всего своего	1	1
342	от одного	2	1
343	если только	1	1
344	как же	5	1
345	заключается в	2	1
346	в природе	3	1
347	лежит в	3	1
348	еще одно	1	1
349	что мы	7	1
350	только к	1	1
351	только одно	1	1
352	само собою	1	1
353	и во-вторых	2	1
354	нужно сказать	1	1
355	о которых	1	1
356	не было	2	1
357	она и	1	1
358	все равно	2	1
359	и самый	1	1
360	самое слово	1	1
361	функций и	2	1
362	не всегда	3	1
363	переходим к	1	1
364	и вне	2	1
365	как ни	1	1
366	же точно	1	1
367	все время	1	1
368	объекта в	2	1
369	отнюдь не	4	1
370	же самый	1	1
371	понятие о	2	1
372	выйти за	5	1
373	должно быть	2	1
374	него не	1	1
375	и невозможна	1	1
376	такой же	1	1
377	и тогда	2	1
378	момента в	1	1
379	и наукой	1	1
380	и вполне	1	1
381	но если	5	1
382	себе в	1	1
383	этого необходимо	1	1
384	как все	1	1
385	ко всем	1	1
386	как это	2	1
387	теперь мы	7	1
388	которого является	1	1
389	существует как	1	1
390	основные и	1	1
391	и абсолютно	3	1
392	воплощения но	1	1
393	в субъекте	1	1
394	представление о	2	1
395	оценка с	1	1
396	себе а	1	1
397	в отличие	1	1
398	в которых	1	1
399	бы что	1	1
400	бы мы	1	1
401	она есть	10	1
402	к этому	3	1
403	вообще ни	1	1
404	должно было	1	1
405	тому как	4	1
406	и вот	11	1
407	тем не	2	1
408	и более	1	1
409	их в	1	1
410	необходимо чтобы	2	1
411	быть не	2	1
412	зрения и	1	1
413	что такое	5	1
414	же такое	1	1
415	только то	1	1
416	в контексте	1	1
417	нет никакого	3	1
418	быть и	3	1
419	до конца	1	1
420	вплоть до	1	1
421	абстрактными моментами	1	1
422	но это	4	1
423	груди и	1	1
424	поверить в	1	1
425	о значении	1	1
426	и оно	1	1
427	всего его	1	1
428	к двум	1	1
429	виду что	1	1
430	истории и	2	1
431	и другое	2	1
432	психической жизни	2	1
433	в то	6	1
434	как о	2	1
435	одна из	1	1
436	тех или	4	1
437	вопрос в	1	1
438	же есть	3	1
439	не знаем	1	1
440	того чтобы	5	1
441	объекта и	1	1
442	на самый	1	1
443	уже на	1	1
444	само по	4	1
445	но такой	1	1
446	иметь в	2	1
447	исключительно как	1	1
448	и чем	2	1
449	при таком	2	1
450	в разных	2	1
451	и становится	1	1
452	никакого отношения	2	1
453	или в	7	1
454	найти в	3	1
455	этой системы	1	1
456	художественного образа	3	1
457	того как	2	1
458	именно с	1	1
459	находятся в	1	1
460	ее и	1	1
461	же время	6	1
462	лишь как	4	1
463	или как	1	1
464	оказались бы	1	1
465	в основе	10	1
466	тем более	6	1
467	от него	3	1
468	сложнее и	1	1
469	только что	2	1
470	вполне достаточно	1	1
471	потому что	10	1
472	общего не	2	1
473	связи с	1	1
474	эти три	1	1
475	входя в	1	1
476	об этом	3	1
477	та или	3	1
478	это все	2	1
479	две формы	1	1
480	не знает	1	1
481	сказать что	6	1
482	равно как	2	1
483	но когда	1	1
484	и именно	2	1
485	не входит	1	1
486	и часто	2	1
487	когда мы	1	1
488	ли не	1	1
489	с его	5	1
490	только о	3	1
491	указать на	1	1
492	все проблемы	1	1
493	должны быть	4	1
494	всего в	1	1
495	вместе с	2	1
496	этого и	1	1
497	раньше не	1	1
498	лишь такое	1	1
499	этой точки	2	1
