N	2gram	Potebnia_M_1	Komedia
113	как он	1	3
114	на то	2	3
115	не могла	2	3
116	в нем	20	3
117	что ни	1	3
118	прежде чем	3	3
119	приводит к	1	3
120	от нее	6	3
121	то ни	3	3
122	было бы	12	3
123	в них	3	3
124	все равно	1	3
125	далеко не	1	3
126	как и	9	3
127	чем в	2	3
128	но если	2	3
129	том как	3	3
130	с точки	3	3
131	ни малейшего	2	3
132	тем не	6	3
133	их в	1	3
134	к ним	2	3
135	не имеет	5	3
136	никогда не	4	3
137	ничего не	1	3
138	на это	1	3
139	одного из	2	3
140	должно было	1	3
141	и мы	1	3
142	не зная	2	3
143	тех пор	1	3
144	нисколько не	2	3
145	с одной	3	3
146	в начале	2	3
147	что не	10	3
148	следует что	1	3
149	не так	3	3
150	всяком случае	1	3
151	мы можем	2	3
152	отношению к	13	3
153	в других	2	3
154	и даже	4	3
155	на этот	2	3
156	один из	1	3
157	если не	2	3
158	не может	22	3
159	одной стороны	3	3
160	в течение	2	3
161	как бы	6	3
162	с этой	2	3
163	в целом	2	3
164	из себя	5	3
165	дело с	1	3
166	все что	2	3
167	в какой	1	3
168	во всяком	3	3
169	отношения к	1	2
170	человека и	1	2
171	такое же	1	2
172	из его	1	2
173	его не	1	2
174	мы не	10	2
175	по намерению	1	2
176	в сущности	2	2
177	но при	3	2
178	и на	1	2
179	бы то	2	2
180	во всех	5	2
181	он говорит	1	2
182	за пределы	2	2
183	что они	1	2
184	этой группы	1	2
185	как в	10	2
186	стороны и	2	2
187	что касается	1	2
188	в ожидании	1	2
189	в результате	1	2
190	и хотя	1	2
191	бы не	6	2
192	если он	1	2
193	ни было	2	2
194	и если	2	2
195	на его	1	2
196	после этого	2	2
197	от людей	1	2
198	в мире	3	2
199	не с	1	2
200	а как	2	2
201	с другими	1	2
202	это не	7	2
203	еще одно	1	2
204	на основании	2	2
205	в развитии	1	2
206	остается в	1	2
207	не мог	3	2
208	в г	2	2
209	и без	3	2
210	в котором	1	2
211	в их	2	2
212	в одном	8	2
213	тому что	3	2
214	она не	3	2
215	что с	1	2
216	что ему	1	2
217	бы по	1	2
218	с участием	1	2
219	в области	1	2
220	одним из	2	2
221	он бы	1	2
222	отказаться от	1	2
223	если же	5	2
224	и это	3	2
225	как мы	2	2
226	и о	2	2
227	в виду	2	2
228	здесь не	1	2
229	то время	1	2
230	роль в	1	2
231	в образе	1	2
232	можно было	1	2
233	от своей	1	2
234	в другом	1	2
235	на вопрос	1	2
236	аналогии с	1	2
237	и во	3	2
238	которой мы	1	2
239	между тем	5	2
240	нуждается в	2	2
241	совсем в	1	2
242	не как	1	2
243	должен быть	1	2
244	по мнению	3	2
245	и ее	1	2
246	уже в	1	2
247	если мы	3	2
248	за ним	2	2
249	был бы	1	2
250	до того	1	2
251	этом отношении	1	2
252	в отношениях	2	2
253	от того	4	2
254	к одной	3	2
255	чувствует себя	1	2
256	один шаг	1	2
257	себя и	1	2
258	что для	3	2
259	не было	4	2
260	а на	1	2
261	что мы	4	2
262	первого акта	1	2
263	под влиянием	2	2
264	его на	2	2
265	не могут	4	2
266	его от	1	2
267	только для	3	2
268	о его	2	2
269	видно что	2	2
270	нет ничего	2	2
271	все остальные	4	2
272	при всем	1	2
273	и дают	1	2
274	ли в	2	2
275	и все	3	2
276	человека не	2	2
277	даже при	1	2
278	не будет	2	2
279	между ними	1	2
280	другой стороны	5	2
281	совершенно не	1	2
282	равно как	1	2
283	которым он	1	2
284	все к	1	2
285	из этого	2	2
286	к этой	3	2
287	в своих	4	2
288	в таком	5	2
289	например в	1	1
290	до известного	1	1
291	он считает	1	1
292	чтобы не	2	1
293	причины в	1	1
294	а из	1	1
295	в первом	5	1
296	которую они	1	1
297	и остальные	1	1
298	видеть в	2	1
299	в действие	1	1
300	в зависимости	1	1
301	мы имеем	1	1
302	вопрос о	4	1
303	коренится в	1	1
304	именно к	1	1
305	малейшего сомнения	1	1
306	этом не	1	1
307	начинается с	1	1
308	совсем иное	1	1
309	всегда быть	1	1
310	они были	1	1
311	нет ли	1	1
312	ему в	1	1
313	становится объектом	2	1
314	зависимости от	1	1
315	из ее	1	1
316	стороны его	1	1
317	не найдем	1	1
318	все эти	1	1
319	говоря уже	1	1
320	в чем	1	1
321	тем как	3	1
322	не без	1	1
323	воли совершенно	1	1
324	одним словом	2	1
325	но не	8	1
326	но как	3	1
327	очевидно и	1	1
328	и сравнительно	1	1
329	если в	1	1
330	ответ на	1	1
331	должны были	1	1
332	очевидно что	3	1
333	себе и	1	1
334	предположение что	2	1
335	или бессознательной	1	1
336	друг от	2	1
337	друга и	1	1
338	давая ему	1	1
339	к сожалению	1	1
340	относится к	3	1
341	которые не	2	1
342	в истории	7	1
343	не видно	5	1
344	в одной	1	1
345	независимо от	6	1
346	общего с	1	1
347	одном из	1	1
348	что первое	1	1
349	бы при	1	1
350	перед нами	1	1
351	на человека	1	1
352	и как	6	1
353	что по	3	1
354	себе на	1	1
355	внимание что	2	1
356	сошелся с	1	1
357	самом начале	1	1
358	более или	1	1
359	в действительности	4	1
360	лицу с	1	1
361	от этого	1	1
362	для которого	1	1
363	от чего	1	1
364	отказывается от	1	1
365	чем больше	1	1
366	в нашем	1	1
367	все усилия	1	1
368	из этих	4	1
369	начнем с	3	1
370	тем он	1	1
371	им в	1	1
372	см выше	1	1
373	т д	4	1
374	человек не	1	1
375	по крайней	2	1
376	к одному	2	1
377	нашего времени	1	1
378	чувства в	1	1
379	не кажется	1	1
380	принадлежат к	1	1
381	на этом	1	1
382	он старается	2	1
383	в нее	1	1
384	в каждом	4	1
385	что все	3	1
386	же не	1	1
387	той же	3	1
388	ним во	1	1
389	них не	2	1
390	это было	1	1
391	которого не	1	1
392	известно что	2	1
393	мы однако	1	1
394	в свой	1	1
395	нам по	1	1
396	и тем	3	1
397	для них	2	1
398	же образом	1	1
399	от которого	1	1
400	со своими	1	1
401	не всегда	1	1
402	можно считать	1	1
403	одно из	3	1
404	из общего	1	1
405	от своего	1	1
406	таким же	2	1
407	в следующем	1	1
408	человеком и	3	1
409	не столько	1	1
410	что я	1	1
411	признать что	1	1
412	для всякого	2	1
413	любовь и	1	1
414	стало быть	2	1
415	образом и	2	1
416	такую же	1	1
417	времени не	1	1
418	но он	2	1
419	друг другу	3	1
420	дополнения в	1	1
421	том и	2	1
422	том же	2	1
423	в людях	1	1
424	на рубеже	1	1
425	эта мысль	2	1
426	как можно	1	1
427	ее не	1	1
428	без того	1	1
429	виду что	1	1
430	то чего	2	1
431	того как	6	1
432	и притом	4	1
433	к новым	2	1
434	на себе	2	1
435	душе и	2	1
436	к этим	1	1
437	в самых	1	1
438	какой мы	1	1
439	человека по	1	1
440	не могло	3	1
441	себе самом	1	1
442	характера как	1	1
443	находятся в	3	1
444	и весь	1	1
445	и по	6	1
446	таким путем	1	1
447	по своей	1	1
448	во всем	4	1
449	прибегать к	1	1
450	и теперь	1	1
451	в сознании	3	1
452	что речь	2	1
453	представлений в	1	1
454	не нуждается	2	1
455	ним следует	1	1
456	что на	6	1
457	это новое	1	1
458	не останется	1	1
459	точке зрения	2	1
460	необходимости в	2	1
461	похожи на	1	1
462	он вполне	1	1
463	свое собственное	1	1
464	уже о	1	1
465	все то	2	1
466	могут быть	9	1
467	как только	1	1
468	но едва	1	1
469	указывает на	1	1
470	слова с	1	1
471	что при	5	1
472	и можем	1	1
473	из чего	1	1
474	в греческом	1	1
475	подобно тому	3	1
476	находясь в	1	1
477	от друга	2	1
478	откуда он	1	1
479	и от	3	1
480	действия и	1	1
481	и может	2	1
482	во взаимном	1	1
483	и совершенно	1	1
484	что у	1	1
485	не объясняет	1	1
486	чтобы дать	1	1
487	те же	1	1
488	времени и	2	1
489	мог бы	2	1
490	на которую	2	1
491	которые он	1	1
492	когда в	3	1
493	действительно существующие	1	1
494	к первому	3	1
495	остается только	4	1
496	мы в	2	1
497	без основания	1	1
498	не его	1	1
499	отрицать что	1	1
500	для этого	2	1
501	из одного	3	1
502	стремление к	2	1
503	должна бы	1	1
504	чувствует что	1	1
505	язык и	5	1
506	исчезают но	1	1
507	никак не	2	1
508	делает возможным	1	1
509	не позже	1	1
510	наоборот как	1	1
511	на что	2	1
512	мысль не	1	1
513	после того	1	1
514	но об	1	1
515	все его	1	1
516	там же	9	1
517	нас в	1	1
518	затем в	1	1
519	сознательной или	1	1
520	каждом из	1	1
521	то в	5	1
522	от них	1	1
523	этому требованию	1	1
524	во втором	5	1
525	примыкает к	1	1
526	ее на	1	1
527	на психологическую	1	1
528	крайней мере	2	1
529	вслед за	1	1
530	сомнения в	1	1
531	чем когда	1	1
532	говоря что	2	1
533	для самого	1	1
534	развития но	1	1
535	но так	1	1
536	на которой	1	1
537	образом как	1	1
538	мысли не	1	1
539	стороны других	2	1
540	взятые вместе	1	1
541	мы видим	4	1
542	менее в	1	1
543	напротив в	1	1
544	всю свою	1	1
545	не самого	2	1
546	им на	1	1
547	только в	25	1
548	в стороне	4	1
549	по этому	2	1
550	с двумя	1	1
551	в построении	1	1
552	только на	3	1
553	друг за	1	1
554	одной точке	2	1
555	не из	3	1
556	каким образом	3	1
557	в душе	11	1
558	и других	4	1
559	возникающие в	1	1
560	к мысли	2	1
561	заключить что	2	1
562	и их	3	1
563	не находит	1	1
564	в прошлом	1	1
565	в современном	1	1
566	чтобы она	1	1
567	с этими	1	1
568	дела до	1	1
569	может служить	1	1
570	как его	1	1
571	следует понимать	1	1
572	образом что	2	1
573	известных нам	2	1
574	но вместе	2	1
575	чтобы показать	1	1
576	с общим	1	1
577	не были	2	1
578	что человек	5	1
579	стороны он	1	1
580	из других	1	1
581	показывает что	3	1
582	противоречие между	1	1
583	превращается в	1	1
584	отношения в	1	1
585	не на	1	1
586	предположение о	1	1
587	от их	1	1
588	а так	4	1
589	то по	1	1
590	в слове	8	1
591	на руки	1	1
592	которые как	1	1
593	так называемых	1	1
594	было в	1	1
595	мы находим	1	1
596	даровать ему	1	1
597	человек в	1	1
598	как эти	2	1
599	ко всем	2	1
600	и потому	5	1
601	относятся к	1	1
602	за другом	1	1
603	видит в	1	1
604	для создания	1	1
605	зависящее от	2	1
606	лицом к	1	1
607	такого рода	1	1
608	тому как	4	1
609	в ответ	1	1
610	в тех	1	1
611	и там	1	1
612	когда же	1	1
613	некоторое время	1	1
614	быть только	5	1
615	в мир	1	1
616	для человека	2	1
617	да и	1	1
618	ведет не	1	1
619	в состоянии	3	1
620	быть не	4	1
621	совершенно несправедливо	1	1
622	что из	1	1
623	происходит с	1	1
624	в так	1	1
625	и таким	1	1
626	в смысле	4	1
627	он должен	2	1
628	задолго до	1	1
629	должна пройти	1	1
630	а что	1	1
631	или в	2	1
632	в другой	3	1
633	о котором	3	1
634	группы только	1	1
635	в голову	1	1
636	отличаются от	1	1
637	то не	3	1
638	для нас	9	1
639	могли бы	2	1
640	или менее	1	1
641	как теперь	1	1
642	в этих	7	1
643	не будучи	1	1
644	не должен	1	1
645	было только	2	1
646	все они	2	1
647	хотя в	3	1
648	к лицу	1	1
649	не говоря	1	1
650	возникло чувство	1	1
651	сказать что	3	1
652	и только	2	1
653	была бы	2	1
654	при его	1	1
655	жизни а	1	1
656	первом случае	1	1
657	ко времени	1	1
658	и две	1	1
659	всем этом	1	1
660	быть назван	1	1
661	жизни и	2	1
662	указывают на	2	1
663	по поводу	3	1
664	я могу	1	1
665	как на	3	1
666	этой точки	1	1
667	они не	1	1
668	ничего общего	2	1
