N	2gram	Potebnia_M_4	KulturaY
350	превращается в	2	2
351	не всегда	3	2
352	именно так	1	2
353	эти категории	1	2
354	в это	2	2
355	может иметь	2	2
356	мы говорим	7	2
357	к своему	1	2
358	на эту	1	2
359	это есть	3	2
360	возможность и	1	2
361	слов в	4	2
362	этом случае	5	2
363	видно что	4	2
364	между прочим	3	2
365	в смысле	3	2
366	в более	2	2
367	и для	2	2
368	этих случаях	2	2
369	или в	1	2
370	для нас	14	2
371	и все	4	2
372	лишь как	1	2
373	тем более	5	2
374	бы на	1	2
375	то оно	1	2
376	значения в	1	2
377	от света	1	2
378	между ними	4	2
379	история литературы	1	2
380	в последнем	1	2
381	языка то	2	2
382	в свое	1	2
383	есть наука	2	2
384	ее в	1	2
385	который должен	1	1
386	вряд ли	1	1
387	может потому	1	1
388	в сфере	1	1
389	предполагает что	1	1
390	связана с	1	1
391	как наука	2	1
392	языку и	2	1
393	а из	1	1
394	явлениями языка	1	1
395	к своей	1	1
396	но тем	2	1
397	на деле	2	1
398	показать что	1	1
399	данного явления	1	1
400	явления и	2	1
401	ту же	3	1
402	действительном и	1	1
403	поэзии и	7	1
404	его не	1	1
405	полагает что	1	1
406	есть не	4	1
407	языка с	3	1
408	следует обратить	1	1
409	сравнения и	1	1
410	дать себе	1	1
411	мысли может	1	1
412	способ мышления	1	1
413	большую роль	1	1
414	ответить на	3	1
415	языкознания в	2	1
416	словом как	1	1
417	еще до	3	1
418	слов как	2	1
419	есть нечто	5	1
420	говорить о	5	1
421	что иное	2	1
422	слова например	2	1
423	и другая	1	1
424	прозе и	1	1
425	но даже	2	1
426	в некотором	1	1
427	мы и	2	1
428	следы своего	1	1
429	частный случай	1	1
430	вины на	1	1
431	слово не	1	1
432	это время	1	1
433	и иначе	1	1
434	в прямой	1	1
435	столько же	1	1
436	языке в	1	1
437	ответа на	1	1
438	не был	1	1
439	столь же	2	1
440	в выше	1	1
441	в различных	2	1
442	тем как	2	1
443	то он	2	1
444	в санскрите	2	1
445	не то	5	1
446	силу этого	1	1
447	к ним	2	1
448	отношение к	2	1
449	отличие от	1	1
450	этой категории	1	1
451	друг от	1	1
452	она есть	1	1
453	которые не	2	1
454	систему и	1	1
455	как говорит	1	1
456	субъекта и	1	1
457	же с	2	1
458	общего с	1	1
459	не нужно	2	1
460	о практической	1	1
461	что нет	1	1
462	помнить что	1	1
463	перед нами	1	1
464	к тем	1	1
465	на память	1	1
466	отсюда между	1	1
467	она так	2	1
468	не обратив	1	1
469	в действительности	3	1
470	следующим образом	1	1
471	значение языка	1	1
472	ее целом	1	1
473	таковы например	1	1
474	в чем	1	1
475	что нас	1	1
476	в нашем	2	1
477	бы не	3	1
478	себе содержание	1	1
479	думать что	4	1
480	в известном	1	1
481	того факта	1	1
482	языкознания и	2	1
483	история искусств	1	1
484	не годится	1	1
485	говорят о	1	1
486	имеем в	1	1
487	и те	1	1
488	но на	1	1
489	в наших	2	1
490	этого выражения	1	1
491	не следует	2	1
492	уже тогда	1	1
493	содержания когда	1	1
494	не значит	2	1
495	к одному	3	1
496	он пользуется	1	1
497	что цель	1	1
498	вообще не	1	1
499	наших глазах	1	1
500	не теряет	1	1
501	из него	2	1
502	приходим к	1	1
503	совершающееся в	1	1
504	и по	3	1
505	имел бы	1	1
506	на этом	1	1
507	единство звука	1	1
508	и стало	1	1
509	от нее	1	1
510	тому чтобы	1	1
511	а вместе	1	1
512	живой речи	1	1
513	языков и	1	1
514	есть все	1	1
515	том случае	3	1
516	об этом	2	1
517	внутренней форме	1	1
518	них не	1	1
519	разница между	1	1
520	на все	1	1
521	раз при	1	1
522	от степени	1	1
523	которого не	1	1
524	своей точки	1	1
525	том смысле	2	1
526	нас значение	1	1
527	понимания слова	1	1
528	деле в	1	1
529	вот например	1	1
530	может стать	1	1
531	более правильными	1	1
532	в сложном	2	1
533	своего значения	1	1
534	истории и	1	1
535	стоит на	1	1
536	как язык	1	1
537	говорим о	1	1
538	звуки и	1	1
539	бы совершенно	1	1
540	нет в	1	1
541	она и	2	1
542	на второй	1	1
543	к которым	3	1
544	далеко не	1	1
545	показывает что	1	1
546	бы было	1	1
547	для своего	1	1
548	быть искусственно	1	1
549	в действии	1	1
550	случае что	1	1
551	мы видели	1	1
552	здесь можно	1	1
553	смысле что	1	1
554	уже раньше	1	1
555	до недавнего	1	1
556	строгом смысле	1	1
557	мы с	1	1
558	можно считать	2	1
559	есть таким	1	1
560	мысли что	2	1
561	на первый	1	1
562	одного какого-либо	1	1
563	во второй	1	1
564	которую мы	1	1
565	эта черта	1	1
566	избавиться от	1	1
567	взгляд на	1	1
568	в следующем	1	1
569	в такой	1	1
570	и без	2	1
571	действующего на	1	1
572	мы называем	1	1
573	мы в	3	1
574	например слово	1	1
575	в предметной	1	1
576	мысли и	7	1
577	своего рода	1	1
578	том основании	1	1
579	вопрос на	1	1
580	разряд слов	1	1
581	говорящим и	1	1
582	но это	3	1
583	но он	1	1
584	друг другу	1	1
585	в прямом	1	1
586	но они	1	1
587	второй член	1	1
588	что этот	1	1
589	главная заслуга	1	1
590	что например	3	1
591	случае мы	1	1
592	здесь следовательно	1	1
593	слово для	3	1
594	также что	1	1
595	и науки	2	1
596	перед собою	2	1
597	мысли в	2	1
598	только из	1	1
599	и притом	2	1
600	в процессе	3	1
601	например что	2	1
602	что представление	2	1
603	этого одного	1	1
604	иметь в	2	1
605	оно возможно	1	1
606	совершенно правильно	1	1
607	отдельные его	1	1
608	не могло	1	1
609	только не	3	1
610	дело в	1	1
611	вообще язык	1	1
612	отнестись к	1	1
613	находятся в	1	1
614	с одним	1	1
615	таким путем	1	1
616	природы а	4	1
617	как она	2	1
618	и связи	1	1
619	как не	1	1
620	что речь	1	1
621	из истории	1	1
622	на самых	1	1
623	внутреннюю форму	3	1
624	как будто	1	1
625	тогда в	1	1
626	что на	2	1
627	назвать его	1	1
628	тесной связи	1	1
629	факта что	1	1
630	обратив внимания	1	1
631	течением времени	2	1
632	сравнить с	2	1
633	такие же	5	1
634	в живой	1	1
635	все то	1	1
636	да рядом	1	1
637	цель этих	1	1
638	относиться к	1	1
639	есть только	5	1
640	могут быть	7	1
641	одно только	1	1
642	возможна только	1	1
643	наоборот в	1	1
644	той или	1	1
645	указывает на	2	1
646	они и	1	1
647	свое значение	1	1
648	слова с	3	1
649	в самых	1	1
650	потому должно	1	1
651	ничего общего	1	1
652	в настоящее	1	1
653	всегда в	1	1
654	в применении	1	1
655	п и	1	1
656	значение это	1	1
657	на наших	1	1
658	слов но	2	1
659	касается до	1	1
660	и самое	1	1
661	как мы	2	1
662	значения и	1	1
663	от друга	1	1
664	к убеждению	1	1
665	говорит и	1	1
666	без всякого	1	1
667	в ее	2	1
668	к нам	1	1
669	на основе	1	1
670	представляется возможным	1	1
671	необходимости и	1	1
672	все содержание	2	1
673	языка так	1	1
674	в себя	1	1
675	на той	2	1
676	в мысль	1	1
677	с течением	2	1
678	материи и	1	1
679	и когда	2	1
680	привести в	1	1
681	и сам	1	1
682	что у	3	1
683	слово есть	5	1
684	этому можно	1	1
685	с существительным	1	1
686	в научном	1	1
687	это потому	2	1
688	можно только	2	1
689	в некоторой	1	1
690	наука основная	2	1
691	в словах	1	1
692	в каждой	1	1
693	даже не	2	1
694	образом в	5	1
695	находится в	5	1
696	а его	1	1
697	языка кроме	1	1
698	она уже	1	1
699	как форма	1	1
700	языка вообще	1	1
701	настоящее время	1	1
702	это история	1	1
703	осталось бы	1	1
704	и назвать	1	1
705	живым и	1	1
706	после того	2	1
707	есть процесс	2	1
708	а также	1	1
709	времени в	1	1
710	не заключает	1	1
711	и во	1	1
712	не умеет	1	1
713	нас в	2	1
714	близкие к	1	1
715	во всех	1	1
716	словом которое	1	1
717	здесь за	1	1
718	состоит не	1	1
719	лишен был	1	1
720	и всякая	1	1
721	в форме	1	1
722	и только	3	1
723	еще более	2	1
724	отдельного слова	2	1
725	в теории	1	1
726	в развитии	1	1
727	из моментов	1	1
728	и следовательно	3	1
729	если это	1	1
730	связь между	3	1
731	для самого	2	1
732	чтобы ответить	1	1
733	при самом	1	1
734	что здесь	1	1
735	и история	1	1
736	в двух	2	1
737	что только	2	1
738	мы получим	1	1
739	среди других	1	1
740	этот вопрос	3	1
741	дело с	1	1
742	что даже	2	1
743	явления в	1	1
744	но слово	1	1
745	его значения	2	1
746	что новые	1	1
747	и так	3	1
748	чтобы на	1	1
749	или же	1	1
750	вопрос об	1	1
751	к звуку	1	1
752	бы самым	1	1
753	с одной	1	1
754	и у	2	1
755	только на	4	1
756	в нашей	1	1
757	себе лишь	1	1
758	же явления	1	1
759	в сознании	4	1
760	все признаки	1	1
761	большинстве случаев	2	1
762	и других	3	1
763	языка разумеется	1	1
764	как выражение	1	1
765	и понимание	1	1
766	языка таким	1	1
767	которые в	1	1
768	невозможна если	1	1
769	этом в	2	1
770	совсем другое	1	1
771	не так	2	1
772	для него	5	1
773	и их	3	1
774	в новом	1	1
775	в известной	1	1
776	могло бы	1	1
777	этом слове	4	1
778	слова в	3	1
779	сами по	2	1
780	мы можем	10	1
781	но что	2	1
782	само по	5	1
783	в систему	1	1
784	речь и	1	1
785	от всякого	1	1
786	не из	5	1
787	этом роде	1	1
788	образом не	1	1
789	от того	4	1
790	тесно связанная	1	1
791	и вместе	3	1
792	в других	2	1
793	же это	1	1
794	народа племени	1	1
795	же роль	1	1
796	одной стороны	1	1
797	свою мысль	2	1
798	в данный	1	1
799	влияние на	2	1
800	уже при	1	1
801	отличаются от	1	1
802	разумеется это	1	1
803	здесь в	1	1
804	мысли с	1	1
805	как же	4	1
806	было и	2	1
807	в природе	1	1
808	перед ним	1	1
809	к науке	2	1
810	здесь дело	1	1
811	а главное	1	1
812	человеческой жизни	1	1
813	его как	1	1
814	не подлежит	1	1
815	если эти	1	1
816	в подобных	1	1
817	в одно	1	1
818	то она	1	1
819	но как	1	1
820	так называемых	3	1
821	все более	3	1
822	к лицу	1	1
823	я называю	1	1
824	нет ничего	3	1
825	я говорю	3	1
826	эти слова	1	1
827	к его	2	1
828	внутренней формы	10	1
829	почти без	1	1
830	по своему	2	1
831	предположить что	4	1
832	он говорит	1	1
833	это делается	1	1
834	лицом к	1	1
835	этим мы	1	1
836	этой последней	1	1
837	быть только	1	1
838	для человека	4	1
839	да и	4	1
840	из этой	1	1
841	такие явления	1	1
842	с представлением	1	1
843	как нельзя	1	1
844	есть признак	1	1
845	бы язык	2	1
846	многих других	1	1
847	это значит	1	1
848	только о	2	1
849	весь этот	1	1
850	что рассказывает	1	1
851	этот не	1	1
852	его в	4	1
853	сплошь да	1	1
854	что мы	10	1
855	как предмет	1	1
856	только для	2	1
857	каждое из	1	1
858	внимания на	1	1
859	и таким	3	1
860	я от	1	1
861	но для	1	1
862	быть очень	1	1
863	говорить что	1	1
864	кроме того	3	1
865	к другим	2	1
866	же значение	1	1
867	в наше	1	1
868	одного лица	1	1
869	основании что	1	1
870	недавнего времени	1	1
871	от мысли	2	1
872	это можно	2	1
873	том виде	1	1
874	а все	1	1
875	которая в	1	1
876	развития и	2	1
877	поэзии в	1	1
878	бы он	1	1
879	или нет	1	1
880	быть что	2	1
881	главным образом	1	1
882	разве только	1	1
883	быть слово	1	1
884	силу которого	2	1
885	с понятием	1	1
886	только что	3	1
887	я в	2	1
888	есть уже	4	1
889	исчерпывается тем	1	1
890	давно уже	3	1
891	отношении к	1	1
892	всегда есть	1	1
893	что слова	1	1
894	себе всю	1	1
895	имеет целью	1	1
896	слово в	4	1
897	же будет	1	1
898	разных языках	1	1
899	не знает	1	1
900	сказать что	8	1
901	только как	4	1
902	общее достояние	2	1
903	лишь тогда	3	1
904	речи здесь	1	1
905	в такие	1	1
906	их с	1	1
907	в представлении	4	1
908	например и	1	1
909	не что	2	1
910	и идеи	1	1
911	есть и	2	1
912	та же	1	1
913	то например	1	1
914	звуков но	1	1
915	тогда не	1	1
916	об отношении	2	1
917	жизни и	1	1
918	звука и	1	1
919	а может	2	1
920	в искусстве	3	1
921	случае если	1	1
922	в своих	2	1
923	невозможна без	1	1
924	значение в	1	1
925	точно так	2	1
926	языка является	1	1
927	все что	2	1
