N	2gram	Trubetskoy_1	Formalny
159	для него	3	3
160	не для	1	3
161	со всем	1	3
162	и даже	3	3
163	в области	9	3
164	бытия в	1	3
165	не было	2	3
166	в россии	2	3
167	ни на	1	3
168	смысле этого	1	3
169	ничем не	4	3
170	этого слова	1	3
171	но это	1	3
172	у них	3	3
173	с помощью	1	3
174	же в	1	3
175	что он	4	3
176	различны и	1	3
177	думать что	1	3
178	и развитие	1	2
179	же как	3	2
180	чтобы не	1	2
181	и это	2	2
182	его не	2	2
183	а как	1	2
184	своем целом	1	2
185	в создании	2	2
186	и всякий	1	2
187	уже как	1	2
188	идет о	1	2
189	искусства не	1	2
190	эта связь	1	2
191	с этим	1	2
192	более и	1	2
193	однако не	1	2
194	от этого	1	2
195	самые эти	1	2
196	не приходится	1	2
197	он в	2	2
198	в нашем	1	2
199	и те	3	2
200	не могла	2	2
201	и если	3	2
202	на его	1	2
203	телом в	1	2
204	и более	1	2
205	о мире	1	2
206	но все	7	2
207	наука об	1	2
208	это не	1	2
209	ни в	1	2
210	в самую	1	2
211	с тем	18	2
212	мы видели	2	2
213	а отчасти	1	2
214	в эту	2	2
215	не так	1	2
216	таким же	1	2
217	бы быть	1	2
218	чтобы стать	1	2
219	только не	2	2
220	следовательно и	1	2
221	ничего не	1	2
222	до настоящего	1	2
223	в самой	2	2
224	учения о	1	2
225	этом процессе	1	2
226	за исключением	1	2
227	и является	2	2
228	может и	1	2
229	другой социальной	1	2
230	настоящего времени	1	2
231	его с	1	2
232	от нее	1	2
233	не есть	1	2
234	значения и	1	2
235	всего этого	1	2
236	приводит к	2	2
237	сменяют друг	1	2
238	как с	1	2
239	на нее	3	2
240	не с	2	2
241	она была	1	2
242	с ним	1	2
243	и должно	1	2
244	и что	4	2
245	все в	1	2
246	и лишь	1	2
247	между тем	2	2
248	и всякая	1	2
249	что и	6	2
250	во всей	1	2
251	связей с	1	2
252	только в	4	2
253	мира как	1	2
254	не имеющие	1	2
255	уже не	3	2
256	не можем	1	2
257	чтобы он	1	2
258	в душе	1	2
259	не связанных	1	2
260	могло бы	1	2
261	в одном	3	2
262	иначе как	1	2
263	сами по	1	2
264	как раз	1	2
265	перейти к	1	2
266	или иначе	3	2
267	она является	1	2
268	и самый	1	2
269	мира в	1	2
270	через нее	1	2
271	все более	1	2
272	вместе с	15	2
273	и особенно	2	2
274	в строгом	1	2
275	одновременно с	1	2
276	из этой	2	2
277	по существу	2	2
278	является для	1	2
279	к которому	2	2
280	совершается в	1	2
281	прежде чем	1	2
282	в результате	3	2
283	ни было	2	2
284	в своих	1	2
285	одной из	5	2
286	но эта	1	2
287	только как	1	2
288	что такое	1	2
289	а между	1	1
290	смысле слова	1	1
291	можно говорить	1	1
292	этого в	1	1
293	начинается с	1	1
294	и через	1	1
295	себя как	1	1
296	он может	1	1
297	показаться что	1	1
298	или к	1	1
299	и есть	1	1
300	в первом	1	1
301	явления и	1	1
302	для этих	2	1
303	и этот	1	1
304	равнодушен к	1	1
305	мы уже	1	1
306	той же	1	1
307	словами в	1	1
308	и живых	1	1
309	в учении	1	1
310	ему в	2	1
311	самый термин	1	1
312	кто же	1	1
313	при таких	1	1
314	в каждой	1	1
315	дальнейшее развитие	1	1
316	связи то	1	1
317	не был	1	1
318	в чем	1	1
319	они у	1	1
320	господствует в	1	1
321	ее существование	1	1
322	совсем не	1	1
323	в данном	1	1
324	эта особенность	1	1
325	тогда как	1	1
326	а через	1	1
327	оно является	2	1
328	или иное	2	1
329	связи и	1	1
330	две основные	1	1
331	остатка в	1	1
332	общего с	2	1
333	определить в	1	1
334	что касается	1	1
335	частей и	1	1
336	ведь эта	1	1
337	социальной группе	1	1
338	утвердиться на	1	1
339	и материальной	2	1
340	так обстоит	1	1
341	есть ли	1	1
342	в этот	1	1
343	то в	1	1
344	и конечно	1	1
345	та же	1	1
346	бы и	1	1
347	когда человек	2	1
348	ни один	2	1
349	так или	3	1
350	из этих	10	1
351	этой воли	1	1
352	с их	1	1
353	на то	2	1
354	широком смысле	1	1
355	к искусству	1	1
356	не следует	1	1
357	тем не	3	1
358	все те	1	1
359	соприкасается с	1	1
360	они в	2	1
361	состоит в	2	1
362	к одному	1	1
363	чтобы в	1	1
364	и по	4	1
365	на этом	1	1
366	людей и	2	1
367	связанных с	2	1
368	на этой	1	1
369	заключается в	1	1
370	время и	1	1
371	лишь на	1	1
372	должен был	4	1
373	между отдельными	1	1
374	только человек	1	1
375	нет в	1	1
376	она и	1	1
377	далеко не	4	1
378	это совершенно	1	1
379	такой же	1	1
380	и тогда	4	1
381	в этих	4	1
382	или вообще	1	1
383	и другие	3	1
384	соблюдении всех	1	1
385	к тем	1	1
386	в такой	1	1
387	в котором	4	1
388	в отличие	1	1
389	в силу	5	1
390	превратиться в	1	1
391	как от	2	1
392	не должно	1	1
393	что связано	1	1
394	этом не	1	1
395	всех их	1	1
396	случае в	1	1
397	а отсюда	1	1
398	иной раз	2	1
399	особенно ярко	1	1
400	самого начала	2	1
401	этими двумя	2	1
402	для каждого	2	1
403	не имеет	5	1
404	если в	3	1
405	к этим	1	1
406	без остатка	2	1
407	но вместе	2	1
408	развитие самого	1	1
409	конкретные формы	1	1
410	того чтобы	5	1
411	занять место	1	1
412	его от	2	1
413	под этим	1	1
414	между нами	1	1
415	совершенно неправильно	1	1
416	в постижении	1	1
417	этих последних	1	1
418	в русском	2	1
419	эта тенденция	1	1
420	по своей	2	1
421	с материальной	2	1
422	жизни на	1	1
423	мире и	1	1
424	потому что	7	1
425	в сознании	1	1
426	на которой	1	1
427	только с	1	1
428	этом отношении	2	1
429	эту сторону	1	1
430	мы и	1	1
431	и из	2	1
432	однако это	1	1
433	может показаться	1	1
434	над другими	1	1
435	не могут	2	1
436	могут быть	1	1
437	лежит в	1	1
438	же что	1	1
439	числе и	4	1
440	созидания и	1	1
441	по возможности	1	1
442	тех проблем	1	1
443	ничего общего	2	1
444	природы от	1	1
445	касается до	1	1
446	и о	3	1
447	и сами	2	1
448	людей в	1	1
449	данном случае	1	1
450	с самого	3	1
451	роль в	1	1
452	если они	1	1
453	богатства и	1	1
454	в образе	2	1
455	было в	1	1
456	морали в	1	1
457	живет и	1	1
458	подойти к	3	1
459	не должны	2	1
460	действительно если	1	1
461	по сравнению	2	1
462	что от	1	1
463	с этого	1	1
464	из одного	1	1
465	ничто в	1	1
466	что оставалось	1	1
467	другими словами	1	1
468	что перед	1	1
469	притом в	1	1
470	одного из	1	1
471	иное значение	1	1
472	можно сказать	3	1
473	а также	2	1
474	может не	1	1
475	отличные от	1	1
476	связь между	1	1
477	переворот во	1	1
478	и своей	1	1
479	от них	2	1
480	и во	1	1
481	должно было	2	1
482	творчества в	1	1
483	и человеком	2	1
484	эти два	1	1
485	на одном	1	1
486	и возникло	1	1
487	вслед за	2	1
488	исторического развития	2	1
489	всего со	1	1
490	пути к	2	1
491	видим что	1	1
492	как из	1	1
493	к нему	7	1
494	в каком-либо	1	1
495	от этой	1	1
496	мы видим	1	1
497	в зачатке	1	1
498	в состав	1	1
499	смысле общего	1	1
500	положение в	2	1
501	и действительно	2	1
502	очень много	2	1
503	такая подмена	1	1
504	и требует	1	1
505	между этими	2	1
506	связями с	1	1
507	для широких	1	1
508	свил себе	1	1
509	так что	3	1
510	из которого	3	1
511	для всех	2	1
512	в сторону	1	1
513	себя в	1	1
514	борьбы с	1	1
515	в виде	4	1
516	чем с	1	1
517	в понятие	1	1
518	влиянием в	1	1
519	из них	7	1
520	участие в	1	1
521	мы знаем	1	1
522	мир не	1	1
523	себе в	1	1
524	никто не	1	1
525	представить себе	1	1
526	ли этот	1	1
527	период развития	1	1
528	от тех	1	1
529	с этими	1	1
530	так как	9	1
531	сама в	1	1
532	у него	1	1
533	отличие от	1	1
534	он один	2	1
535	связан с	2	1
536	не были	1	1
537	ней и	1	1
538	или иной	2	1
539	этих новых	1	1
540	что они	1	1
541	а именно	1	1
542	а с	7	1
543	один и	1	1
544	этой роли	1	1
545	о сущности	1	1
546	когда его	1	1
547	нельзя в	1	1
548	связано с	2	1
549	смысла и	1	1
550	зависит от	1	1
551	черты в	1	1
552	так называемой	2	1
553	одну из	1	1
554	то по	1	1
555	в слове	1	1
556	там где	1	1
557	несмотря на	6	1
558	к его	2	1
559	жизни а	1	1
560	требует от	2	1
561	из которых	4	1
562	по своему	2	1
563	сравнению с	2	1
564	они могли	1	1
565	в той	1	1
566	эти последние	1	1
567	как средство	1	1
568	впервые в	1	1
569	эти различия	1	1
570	получает свое	1	1
571	тех пор	2	1
572	здесь идет	1	1
573	органически не	1	1
574	но даже	1	1
575	поэтому что	2	1
576	в смысле	4	1
577	между собой	1	1
578	кроме того	1	1
579	не является	1	1
580	и для	5	1
581	базируются на	1	1
582	что оно	4	1
583	мира и	1	1
584	том что	7	1
585	не отрицал	1	1
586	это уже	1	1
587	к одной	2	1
588	эти тенденции	1	1
589	из себя	2	1
590	черт в	1	1
591	тем более	1	1
592	эти особенности	1	1
593	ни к	1	1
594	пришлось бы	1	1
595	его жизнь	1	1
596	только что	2	1
597	обстоит дело	1	1
598	на двух	1	1
599	сравнительного изучения	1	1
600	нам в	1	1
601	всех тех	1	1
602	с ней	3	1
603	является образ	1	1
604	сказать что	2	1
605	другой стороны	1	1
606	совершенно не	1	1
607	исторической перспективы	1	1
608	одновременно и	2	1
609	прочное гнездо	1	1
610	культуры в	1	1
611	из этого	2	1
612	коренной переворот	1	1
613	себе не	1	1
614	и состоит	1	1
615	ли они	2	1
616	согласно учению	1	1
617	к этому	3	1
618	этой точки	2	1
619	том числе	5	1
620	творчество как	1	1
