N	2gram	Losev_Vesc_1	Problema
422	однако это	2	2
423	чистом виде	1	2
424	свое собственное	1	2
425	могут быть	1	2
426	всегда есть	3	2
427	что оно	8	2
428	вещь но	6	2
429	на какую-нибудь	1	2
430	для себя	5	2
431	больше ничего	8	2
432	самого же	1	2
433	с ее	6	2
434	и образ	3	2
435	такое что	1	2
436	определенным образом	6	2
437	смысл но	1	2
438	только то	2	2
439	она может	4	2
440	это можно	2	2
441	том как	1	2
442	остается только	1	2
443	жизнь и	1	2
444	хотя это	1	2
445	образ или	1	2
446	о ней	2	2
447	все дело	1	2
448	искусства и	1	2
449	этом понятии	1	2
450	себя не	2	2
451	не стоит	1	2
452	на одно	1	2
453	это было	1	2
454	самой по	1	2
455	и во	3	2
456	и можно	1	2
457	на действительность	2	2
458	и следовательно	7	2
459	но тут	2	2
460	но с	2	2
461	только одной	1	2
462	даже если	1	2
463	никак нельзя	1	2
464	i и	1	2
465	с одной	3	2
466	себя в	10	2
467	и у	3	2
468	в нашей	1	2
469	нас и	1	2
470	является не	1	2
471	из них	4	2
472	никто не	1	2
473	данной вещи	4	2
474	между прочим	3	2
475	от того	3	2
476	даже не	7	2
477	нам не	2	2
478	до сих	1	2
479	на ее	3	2
480	не обязательно	1	2
481	именно в	1	2
482	не знали	1	2
483	чем он	1	2
484	а с	3	2
485	собой а	1	2
486	предмета но	1	2
487	только к	2	2
488	ничем не	3	2
489	человеческой жизни	1	2
490	о чем	1	2
491	когда она	4	2
492	действительности как	2	2
493	в частности	1	2
494	вместе с	1	2
495	как это	2	2
496	из которых	1	2
497	по существу	2	2
498	к проблеме	1	2
499	сих пор	1	2
500	от нас	1	2
501	и для	9	2
502	только тогда	3	2
503	в результате	3	2
504	другое дело	1	2
505	своей собственной	1	2
506	но когда	1	2
507	вот это	1	2
508	у них	1	2
509	бы в	5	2
510	только что	2	2
511	от всякого	4	2
512	к самому	1	2
513	есть и	4	2
514	вещи есть	51	2
515	это так	3	2
516	образ в	2	2
517	по поводу	1	2
518	это в	1	2
519	это понятие	1	2
520	этой точки	1	2
521	несет с	1	1
522	но чтобы	1	1
523	некое целое	1	1
524	возможны и	1	1
525	мы получили	3	1
526	мы имели	1	1
527	живое и	1	1
528	есть сама	3	1
529	чего не	2	1
530	от самого	1	1
531	в первом	2	1
532	они вовсе	1	1
533	что эти	1	1
534	от которых	1	1
535	должна быть	4	1
536	собственном смысле	3	1
537	действительности и	5	1
538	которых идет	1	1
539	какими бы	1	1
540	и этот	2	1
541	или ее	2	1
542	той же	2	1
543	из всех	1	1
544	когда уже	1	1
545	ней нет	1	1
546	и само	2	1
547	предмета в	1	1
548	и ничего	1	1
549	что если	1	1
550	вопрос о	1	1
551	этот смысл	1	1
552	именно к	1	1
553	почти все	2	1
554	но исключительно	2	1
555	не вполне	2	1
556	раз уже	1	1
557	оно есть	9	1
558	образом оформленный	1	1
559	существу же	1	1
560	которое не	1	1
561	конечно и	1	1
562	полное и	1	1
563	тут все	1	1
564	мы ее	5	1
565	и он	1	1
566	брать как	1	1
567	большей частью	1	1
568	самого но	1	1
569	не нужно	2	1
570	между собой	1	1
571	как смысл	2	1
572	мысли и	3	1
573	совершенно другое	1	1
574	нас говорить	1	1
575	то мы	2	1
576	заключается не	1	1
577	самой вещью	4	1
578	исключительно только	1	1
579	и вопрос	1	1
580	видели что	1	1
581	значит понимать	1	1
582	рассчитано на	1	1
583	и всякий	1	1
584	всегда стремится	1	1
585	не все	1	1
586	вовсе еще	1	1
587	а если	1	1
588	а и	9	1
589	себе и	1	1
590	было а	1	1
591	другое и	1	1
592	результате этого	1	1
593	относится к	5	1
594	отвлеченной идеей	1	1
595	сама субстанция	1	1
596	смысл или	3	1
597	в истории	1	1
598	если она	1	1
599	независимо от	5	1
600	в особом	1	1
601	его на	1	1
602	что именно	1	1
603	чем мы	3	1
604	настоящем смысле	1	1
605	однако не	2	1
606	чего нет	1	1
607	то ясно	1	1
608	бы весьма	1	1
609	что действительность	2	1
610	в каком-то	2	1
611	более или	1	1
612	эту проблему	1	1
613	которую оно	1	1
614	от этого	2	1
615	этого человека	1	1
616	или иную	2	1
617	общего ни	1	1
618	как то	1	1
619	а во-вторых	1	1
620	так или	4	1
621	из этих	1	1
622	одном случае	1	1
623	поскольку в	1	1
624	говорить об	1	1
625	действительности а	1	1
626	звуков а	1	1
627	остановиться на	1	1
628	сливаются в	1	1
629	согласятся и	1	1
630	тому же	1	1
631	но ведь	2	1
632	но на	2	1
633	просто является	1	1
634	вообще не	2	1
635	в определенном	1	1
636	наш анализ	1	1
637	совершенно самостоятельные	2	1
638	действительность вне	1	1
639	о которой	2	1
640	и общее	1	1
641	перестает быть	3	1
642	знак не	1	1
643	и почему	1	1
644	опять-таки не	1	1
645	момента в	1	1
646	в понимании	1	1
647	станет ясным	1	1
648	и когда	4	1
649	не к	1	1
650	пор мы	1	1
651	том чтобы	1	1
652	слово или	1	1
653	или другое	1	1
654	оно дается	1	1
655	его от	1	1
656	и говорить	1	1
657	может существовать	1	1
658	что она	15	1
659	действительности на	1	1
660	не суть	2	1
661	именно это	1	1
662	это конечно	1	1
663	от нее	2	1
664	здесь мы	1	1
665	этим самым	1	1
666	различие между	2	1
667	конечно в	1	1
668	определенном направлении	1	1
669	и чтобы	1	1
670	этого мы	1	1
671	таковую и	1	1
672	они тоже	1	1
673	смысл когда	1	1
674	в него	1	1
675	может стать	1	1
676	они состоят	1	1
677	и дает	1	1
678	быть не	4	1
679	совершенно самостоятельной	1	1
680	смысл хотя	1	1
681	в жизни	3	1
682	сказали мы	1	1
683	бы совершенно	1	1
684	и воплощений	1	1
685	далеко не	1	1
686	со своими	1	1
687	в своих	1	1
688	иного кроме	1	1
689	образ действительности	3	1
690	значит не	4	1
691	может отличить	1	1
692	о принципе	1	1
693	потому и	1	1
694	просто сам	1	1
695	в один	1	1
696	и того	2	1
697	со всей	2	1
698	или менее	1	1
699	отрыве от	2	1
700	она сама	5	1
701	и поскольку	1	1
702	с вещами	3	1
703	понимает что	1	1
704	фактически конечно	1	1
705	о той	1	1
706	вступая с	1	1
707	этого делать	1	1
708	момент который	1	1
709	представление о	1	1
710	то его	1	1
711	и значит	2	1
712	слова в	2	1
713	хотя часто	1	1
714	как другие	1	1
715	есть один	1	1
716	и останется	1	1
717	втором случае	1	1
718	а есть	2	1
719	не вещи	2	1
720	но он	2	1
721	и эти	2	1
722	без всяких	1	1
723	вещей и	4	1
724	необходимо чтобы	3	1
725	зрения и	2	1
726	же мы	1	1
727	случае мы	1	1
728	и вся	1	1
729	же самого	1	1
730	в одно	1	1
731	целиком и	2	1
732	и какая	1	1
733	начиная от	2	1
734	вещи не	8	1
735	или что	3	1
736	а а	1	1
737	ничего нового	1	1
738	можно понимать	1	1
739	понятия подобно	1	1
740	есть прежде	2	1
741	и другое	4	1
742	то отличаются	1	1
743	когда говорится	2	1
744	тогда когда	5	1
745	и вместо	1	1
746	всех языках	1	1
747	впрочем для	1	1
748	говорить что	3	1
749	о них	1	1
750	к такому	1	1
751	того чтобы	3	1
752	только не	2	1
753	того и	2	1
754	подобно тому	4	1
755	иного и	1	1
756	это тождество	1	1
757	это именно	3	1
758	к ней	2	1
759	целое в	1	1
760	правда это	1	1
761	не говорит	2	1
762	во всем	1	1
763	единое и	1	1
764	сама вещь	9	1
765	то этот	1	1
766	до того	1	1
767	отвлеченное понятие	2	1
768	исторического процесса	1	1
769	чем-нибудь отличаются	1	1
770	так то	3	1
771	если только	1	1
772	всех прочих	3	1
773	нечто неожиданное	1	1
774	только от	1	1
775	мы встречаем	1	1
776	идею и	2	1
777	исходить из	1	1
778	и действовать	1	1
779	образом что	1	1
780	реальное существование	1	1
781	еще яснее	1	1
782	для такого	2	1
783	свойство и	1	1
784	тут не	5	1
785	его значение	1	1
786	как некое	1	1
787	оно не	3	1
788	утверждать что	1	1
789	только одну	1	1
790	самостоятельно и	1	1
791	всегда в	1	1
792	тут можно	1	1
793	мы его	1	1
794	ни даже	1	1
795	из всего	1	1
796	отвлеченного понятия	1	1
797	факт что	1	1
798	быть может	1	1
799	состоят из	1	1
800	внимание на	1	1
801	на нем	1	1
802	всего этого	1	1
803	самим собою	2	1
804	предмета это	1	1
805	в собственном	2	1
806	не рисует	1	1
807	что всякая	1	1
808	есть какой-то	2	1
809	то чтобы	3	1
810	нет никакой	2	1
811	говорили что	1	1
812	и самого	1	1
813	в пределах	1	1
814	в дальнейшем	1	1
815	или нечто	1	1
816	с самими	1	1
817	уже предполагает	2	1
818	ее понимания	2	1
819	еще какой-то	1	1
820	мог бы	5	1
821	отлична от	1	1
822	д все	1	1
823	к самой	1	1
824	как таковую	1	1
825	привело бы	1	1
826	можно только	4	1
827	но у	1	1
828	дело заключается	1	1
829	каждый член	1	1
830	строго говоря	1	1
831	поэтому в	1	1
832	другого и	1	1
833	вещи мы	3	1
834	но может	1	1
835	всего прочего	5	1
836	бы даже	1	1
837	разница между	1	1
838	и нужно	1	1
839	только так	1	1
840	чтобы его	1	1
841	но к	1	1
842	каждой из	2	1
843	и ничем	1	1
844	язык и	1	1
845	но мы	1	1
846	совершенно неверно	1	1
847	почему же	1	1
848	к одному	3	1
849	идея есть	1	1
850	мы понимаем	1	1
851	лицо по	1	1
852	в отрыве	2	1
853	которой мы	1	1
854	то всегда	1	1
855	тоже дана	1	1
856	не отличаются	1	1
857	той вещи	1	1
858	во втором	2	1
859	нуждается в	1	1
860	уже перестает	1	1
861	можно идти	1	1
862	себя но	1	1
863	не входя	1	1
864	предмета который	1	1
865	бы и	5	1
866	язык есть	2	1
867	тот момент	2	1
868	резко отличается	1	1
869	в свете	7	1
870	все время	1	1
871	еще только	1	1
872	и она	1	1
873	наконец и	1	1
874	гораздо меньше	1	1
875	сделать это	2	1
876	что только	3	1
877	вне себя	2	1
878	образ вещи	1	1
879	говорили выше	1	1
880	как вещи	3	1
881	тождественно с	1	1
882	и кончая	1	1
883	их жизни	1	1
884	бы ни	2	1
885	есть тут	1	1
886	большим трудом	1	1
887	точка зрения	1	1
888	этого достаточно	1	1
889	действительность но	1	1
890	со всеми	1	1
891	своего собственного	1	1
892	без этого	2	1
893	где они	1	1
894	вещи едва	1	1
895	для всех	1	1
896	и событий	1	1
897	не можем	1	1
898	если и	1	1
899	или не	2	1
900	языка как	2	1
901	смысла вещи	3	1
902	свидетельствует о	3	1
903	настоящем же	1	1
904	у того	1	1
905	к своим	1	1
906	ту или	2	1
907	и повелительно	2	1
908	этом в	1	1
909	себе в	3	1
910	то сама	1	1
911	в обыденной	1	1
912	в одном	2	1
913	указывало бы	1	1
914	отличен от	2	1
915	чтобы она	2	1
916	у него	2	1
917	ее понимает	2	1
918	что им	1	1
919	и получить	1	1
920	в руки	2	1
921	ее на	1	1
922	мы отграничиваем	1	1
923	смысла и	5	1
924	для того	2	1
925	само же	1	1
926	или смысловая	1	1
927	момент в	6	1
928	а самое	1	1
929	тогда наша	1	1
930	а потом	2	1
931	что на	2	1
932	его ни	1	1
933	искусство но	1	1
934	или иначе	4	1
935	и эту	1	1
936	перестают быть	1	1
937	сама с	2	1
938	от этих	1	1
939	мы еще	2	1
940	души и	1	1
941	тоже ведь	2	1
942	к ее	2	1
943	при чем	1	1
944	себя и	4	1
945	что не	5	1
946	же тогда	1	1
947	тут совершенно	1	1
948	естественно что	1	1
949	конечно нет	2	1
950	нужно сказать	1	1
951	а наоборот	1	1
952	она является	3	1
953	не на	1	1
954	зависит от	1	1
955	она имеет	1	1
956	к таким	1	1
957	от вещи	5	1
958	с которым	1	1
959	однако и	1	1
960	было сказано	1	1
961	внутренний смысл	1	1
962	культуры вообще	1	1
963	была бы	2	1
964	без которых	1	1
965	и исторической	1	1
966	и достаточно	3	1
967	если это	2	1
968	нечто такое	1	1
969	этот самый	1	1
970	самой действительности	3	1
971	перейти в	1	1
972	же она	1	1
973	и пусть	1	1
974	смысловом отношении	1	1
975	одной стороны	3	1
976	или другом	1	1
977	для обозначения	1	1
978	ему без	1	1
979	который мы	1	1
980	это различие	2	1
981	во все	1	1
982	содержат в	1	1
983	быть только	3	1
984	в первой	2	1
985	образ ее	2	1
986	ней не	1	1
987	есть тот	2	1
988	отличаются между	2	1
989	указанием на	1	1
990	не какой-нибудь	1	1
991	поэтому когда	1	1
992	действительности не	2	1
993	для тех	3	1
994	отвлеченный смысл	5	1
995	действительность в	2	1
996	не как-нибудь	1	1
997	ведь и	5	1
998	точно и	1	1
999	момент что	1	1
1000	но для	2	1
1001	говорят и	1	1
1002	на улицу	1	1
1003	действительность не	1	1
1004	является как	1	1
1005	в более	1	1
1006	вообще говоря	1	1
1007	этот образ	1	1
1008	одного и	1	1
1009	вещи для	4	1
1010	указать на	1	1
1011	делает ее	1	1
1012	ли в	3	1
1013	итак если	1	1
1014	от той	1	1
1015	говорим что	3	1
1016	об отношении	1	1
1017	о котором	1	1
1018	в те	1	1
1019	то не	4	1
1020	не с	7	1
1021	себя самого	2	1
1022	это требует	1	1
1023	в языке	1	1
1024	тоже вполне	1	1
1025	но еще	3	1
1026	ведь есть	1	1
1027	особыми именами	1	1
1028	стороны в	1	1
1029	от всего	12	1
1030	и резко	1	1
1031	вещи в	9	1
1032	для получения	1	1
1033	несмотря на	1	1
1034	хотя в	1	1
1035	жизнь все	1	1
1036	действительности ее	1	1
1037	кроме самого	1	1
1038	вы поразитесь	1	1
1039	самими вещами	1	1
1040	или других	4	1
1041	то понимание	1	1
1042	яснейшим образом	1	1
1043	только как	1	1
1044	равно как	2	1
1045	является и	1	1
1046	мере в	1	1
1047	самой же	2	1
1048	первом случае	2	1
1049	бы его	1	1
1050	когда имеется	1	1
1051	ее в	1	1
1052	себе без	2	1
1053	к этому	1	1
1054	ничего иного	2	1
1055	можно назвать	1	1
