N	2gram	Tiupa_Disk_2	Marksizm
441	к субъекту	1	1
442	поэтому и	1	1
443	наше время	2	1
444	от них	1	1
445	ему приходит	1	1
446	с одной	4	1
447	так что	1	1
448	не соответствует	1	1
449	уже не	3	1
450	и они	1	1
451	особое отношение	1	1
452	первобытного человека	1	1
453	связывается с	1	1
454	искать в	1	1
455	художественного образа	1	1
456	содержания и	1	1
457	в одном	4	1
458	данного высказывания	1	1
459	граница между	1	1
460	не о	2	1
461	может служить	1	1
462	и художественный	1	1
463	друг от	1	1
464	звеном между	1	1
465	были бы	1	1
466	одной стороны	4	1
467	как явления	1	1
468	со стороны	10	1
469	между которыми	1	1
470	эти две	1	1
471	лица в	1	1
472	и быть	1	1
473	еще и	1	1
474	тому как	2	1
475	стремится к	2	1
476	себя и	1	1
477	превращается в	1	1
478	на единой	1	1
479	в любой	1	1
480	человек в	1	1
481	о чем	2	1
482	ведь для	1	1
483	что существенно	1	1
484	его как	1	1
485	к социальному	1	1
486	как это	1	1
487	в рамках	7	1
488	но не	7	1
489	речь не	1	1
490	этого момента	1	1
491	требует от	1	1
492	нет а	1	1
493	к жизни	3	1
494	в той	2	1
495	общения таковы	1	1
496	перехода от	1	1
497	применении к	1	1
498	и там	1	1
499	в мир	1	1
500	никем не	1	1
501	ценность и	1	1
502	на пути	1	1
503	является для	1	1
504	высказывания и	1	1
505	чем та	1	1
506	к другим	1	1
507	в наше	2	1
508	известной степени	1	1
509	частности как	2	1
510	и может	3	1
511	такого рода	9	1
512	звук в	1	1
513	не будучи	1	1
514	самого говорящего	1	1
515	же к	1	1
516	же касается	2	1
517	для современного	1	1
518	человека не	1	1
519	его произведениях	1	1
520	такая система	1	1
521	становления и	3	1
522	неотделим от	2	1
523	с ней	2	1
524	равно как	1	1
525	их с	1	1
526	и так	1	1
527	себе самому	2	1
528	прямой речи	1	1
529	прямо к	1	1
530	ее в	1	1
531	нас не	1	1
532	можно назвать	4	1
533	которая не	1	1
