N	2gram	Tiupa_Narr_1	Myslijsy
571	а с	1	1
572	слово но	2	1
573	прежде всего	4	1
574	одной стороны	1	1
575	из слова	1	1
576	а главное	1	1
577	их друг	1	1
578	следующее место	1	1
579	было для	1	1
580	человеческой жизни	2	1
581	понятие о	1	1
582	между этими	1	1
583	его как	1	1
584	если не	2	1
585	в связи	2	1
586	порядок и	1	1
587	то хотя	1	1
588	связь с	1	1
589	в частности	14	1
590	в лесу	1	1
591	из мира	1	1
592	границы между	1	1
593	его внутренней	1	1
594	как это	3	1
595	если она	2	1
596	без помощи	1	1
597	надо было	1	1
598	этого момента	1	1
599	мог ли	2	1
600	в человеке	1	1
601	о шуме	1	1
602	для обозначения	2	1
603	она есть	1	1
604	образ и	1	1
605	в первой	2	1
606	исходя из	3	1
607	на другое	1	1
608	связано со	1	1
609	на разных	1	1
610	не могло	2	1
611	говорит и	1	1
612	это явление	1	1
613	все же	4	1
614	в следующей	3	1
615	последних словах	1	1
616	не подлежит	2	1
617	бывает и	1	1
618	или в	6	1
619	понять что	1	1
620	о котором	1	1
621	которая в	2	1
622	человек и	1	1
623	слова как	1	1
624	она уже	1	1
625	или другой	1	1
626	обращается к	3	1
627	то не	1	1
628	ее и	1	1
629	слов с	1	1
630	нас по	1	1
631	у них	1	1
632	жизни без	1	1
633	подлежит сомнению	1	1
634	но о	1	1
635	на языке	1	1
636	зрения в	1	1
637	или не	4	1
638	же в	2	1
639	языка может	1	1
640	первый раз	1	1
641	отношении к	1	1
642	а о	2	1
643	не знает	1	1
644	другой стороны	2	1
645	была бы	1	1
646	в глаза	1	1
647	вполне подтверждает	1	1
648	не сами	1	1
649	в свое	1	1
650	на свет	1	1
651	себе но	1	1
652	жизни и	6	1
653	но еще	1	1
654	случае если	1	1
655	том числе	1	1
