N	2gram	Tiupa_Narr_1	Tragedij
154	в сфере	2	1
155	рассказ об	1	1
156	сам по	1	1
157	отметим что	1	1
158	а из	1	1
159	самом деле	3	1
160	к своей	1	1
161	это и	1	1
162	и есть	1	1
163	за все	1	1
164	на две	2	1
165	сам автор	1	1
166	мать и	2	1
167	той же	1	1
168	не исключено	1	1
169	не меньшей	1	1
170	связаны между	1	1
171	не вполне	2	1
172	на себя	4	1
173	по определению	1	1
174	событий и	1	1
175	ему в	2	1
176	а теперь	1	1
177	в виду	1	1
178	подчеркнуть что	1	1
179	жизни столь	1	1
180	в ней	4	1
181	себе этого	1	1
182	встречается в	1	1
183	представляет собой	8	1
184	между собой	2	1
185	быть в	1	1
186	в чем	2	1
187	во всех	1	1
188	на другой	5	1
189	но не	4	1
190	могло быть	1	1
191	но как	3	1
192	в противовес	3	1
193	значение и	1	1
194	свою жизнь	1	1
195	с отцом	1	1
196	а он	1	1
197	тогда как	10	1
198	сменяющие друг	1	1
199	самого рассказчика	1	1
200	вызывает в	1	1
201	в центре	3	1
202	вот я	2	1
203	опирается на	1	1
204	что именно	1	1
205	рассказа но	2	1
206	что ее	1	1
207	дистанция между	2	1
208	и наконец	1	1
209	именно эта	2	1
210	то в	4	1
211	со своей	1	1
212	в которой	1	1
213	начальные главы	1	1
214	бы не	1	1
215	всем моим	1	1
216	лишний раз	1	1
217	не самому	1	1
218	как он	1	1
219	не могла	2	1
220	человек не	1	1
221	этом свидетельствует	1	1
222	так сказать	2	1
223	одному из	1	1
224	и еще	2	1
225	чем у	1	1
226	к одному	1	1
227	не как	1	1
228	содержит в	1	1
229	недостаточно чтобы	1	1
230	и по	1	1
231	таким образом	1	1
232	в другом	1	1
233	в финале	3	1
234	и чтобы	1	1
235	лишь в	3	1
236	это было	2	1
237	этом прямо	1	1
238	быть не	3	1
239	лишь на	1	1
240	на свои	1	1
241	но уже	1	1
242	тот самый	2	1
243	мировой литературы	1	1
244	этого не	2	1
245	а за	2	1
246	со своими	1	1
247	которой он	1	1
248	нет своего	1	1
249	ведет к	1	1
250	в своей	5	1
251	этой связи	1	1
252	в котором	1	1
253	исключено что	1	1
254	должны были	1	1
255	стало быть	3	1
256	сам же	1	1
257	и вот	2	1
258	не понимает	1	1
259	тем не	3	1
260	того кто	2	1
261	по себе	4	1
262	тому что	1	1
263	не менее	3	1
264	вплоть до	4	1
265	не раз	1	1
266	что эта	1	1
267	она не	2	1
268	на земле	1	1
269	в обоих	2	1
270	того как	1	1
271	в эпизоде	4	1
272	словами о	1	1
273	облекается в	1	1
274	судя по	1	1
275	этими словами	1	1
276	детей и	1	1
277	и притом	2	1
278	к ней	1	1
279	по своей	1	1
280	для нас	1	1
281	связи с	2	1
282	что на	4	1
283	в области	2	1
284	это могло	1	1
285	в момент	1	1
286	к себе	4	1
287	мы узнаем	1	1
288	могут быть	1	1
289	и т.д	6	1
290	указывает на	1	1
291	самом общем	1	1
292	как мы	2	1
293	и о	3	1
294	у себя	2	1
295	за самим	1	1
296	того чтобы	4	1
297	себе ее	1	1
298	он понял	1	1
299	говорили что	1	1
300	роль в	2	1
301	с собой	1	1
302	на нее	1	1
303	начала и	3	1
304	в последующих	1	1
305	когда в	3	1
306	какой она	1	1
307	а стало	1	1
308	согласие на	1	1
309	входит и	1	1
310	похожим на	1	1
311	а по	2	1
312	иисуса христа	1	1
313	ситуации и	2	1
314	это происходит	1	1
315	в смерти	1	1
316	а также	6	1
317	чтобы не	1	1
318	личности героя	1	1
319	это была	2	1
320	между тем	3	1
321	теперь уже	1	1
322	нуждается в	1	1
323	в форме	2	1
324	не сводится	2	1
325	если за	1	1
326	все время	1	1
327	развернута в	1	1
328	в жизнь	1	1
329	в литературе	4	1
330	того что	4	1
331	он есть	1	1
332	казалось что	1	1
333	в новой	1	1
334	с ними	2	1
335	что даже	1	1
336	только в	12	1
337	во всем	1	1
338	с одной	1	1
339	так можно	1	1
340	мы бы	1	1
341	только на	2	1
342	дело с	2	1
343	героя с	1	1
344	свидетельствует о	1	1
345	на ковре	1	1
346	на столе	1	1
347	него нет	1	1
348	всяком случае	2	1
349	могло бы	3	1
350	слова в	4	1
351	противопоставляющего себя	1	1
352	к ним	2	1
353	которая составляет	1	1
354	случайное и	1	1
355	не понимал	1	1
356	в карты	1	1
357	в особенности	2	1
358	никого не	1	1
359	предчувствуя что	1	1
360	на уровне	1	1
361	даже не	1	1
362	именно в	3	1
363	весьма напоминает	1	1
364	и знает	1	1
365	что не	2	1
366	не было	3	1
367	и стал	2	1
368	а на	2	1
369	на этот	1	1
370	не верит	1	1
371	в евангелии	1	1
372	а не	13	1
373	его как	1	1
374	одну из	1	1
375	не смог	1	1
376	в связи	2	1
377	с помощью	1	1
378	о себе	1	1
379	вместе с	2	1
380	до этого	1	1
381	и потому	1	1
382	в человеке	1	1
383	не из	1	1
384	над ним	1	1
385	видит в	1	1
386	смеются над	1	1
387	наряду с	1	1
388	в той	2	1
389	при которой	3	1
390	это его	1	1
391	матери и	4	1
392	и от	2	1
393	перед смертью	1	1
394	не любил	1	1
395	в книге	1	1
396	любовь к	1	1
397	не является	3	1
398	известной степени	1	1
399	при таком	1	1
400	в результате	2	1
401	тот кто	2	1
402	в двух	1	1
403	о нем	3	1
404	и совершенно	1	1
405	у которого	1	1
406	но у	1	1
407	хотя бы	2	1
408	только что	2	1
409	я в	2	1
410	к ее	2	1
411	жизни в	2	1
412	в период	1	1
413	героя и	2	1
414	совершенно не	1	1
415	самой своей	1	1
416	в голову	1	1
417	но еще	1	1
418	к этой	1	1
419	во всяком	2	1
