N	2gram	Vygotskiy__7	OGranits
169	самого начала	7	2
170	не имеет	2	2
171	внутренней психологической	1	2
172	форм и	2	2
173	в структуре	1	2
174	пути к	1	2
175	бы в	5	2
176	и является	3	2
177	во всем	3	2
178	возражать против	1	2
179	а в	2	2
180	еще в	1	2
181	и к	7	2
182	имеет место	4	2
183	могут быть	2	2
184	чем иным	2	2
185	в своих	2	2
186	к тому	7	2
187	и это	1	1
188	можно говорить	2	1
189	оно может	1	1
190	одним из	2	1
191	также и	2	1
192	в словесной	1	1
193	же как	8	1
194	своего развития	1	1
195	функции в	1	1
196	себя как	1	1
197	в виду	5	1
198	того же	1	1
199	и сами	1	1
200	выражения в	2	1
201	специфические закономерности	1	1
202	как известно	2	1
203	на основе	1	1
204	только потому	3	1
205	словами и	1	1
206	это и	4	1
207	в собственном	3	1
208	последнее время	3	1
209	и есть	2	1
210	проявляются в	2	1
211	в себя	1	1
212	развивается не	2	1
213	ту же	2	1
214	включает в	1	1
215	и до	2	1
216	речи которая	2	1
217	собственном смысле	3	1
218	напоминает нам	1	1
219	вспомнить о	2	1
220	едва ли	4	1
221	не дано	1	1
222	можно было	2	1
223	в нескольких	1	1
224	и динамику	1	1
225	в несколько	1	1
226	отсюда и	1	1
227	что изучение	1	1
228	или на	1	1
229	мы имеем	1	1
230	и словесный	1	1
231	на первом	2	1
232	и о	3	1
233	возможно только	2	1
234	мы в	3	1
235	мыслью и	6	1
236	может входить	1	1
237	вопрос о	6	1
238	на место	1	1
239	быть может	1	1
240	для этого	3	1
241	это направление	1	1
242	из одного	1	1
243	является необходимым	1	1
244	по себе	3	1
245	по мере	7	1
246	это обычно	1	1
247	мы попытались	2	1
248	связанное с	1	1
249	с ее	2	1
250	из того	3	1
251	ему в	1	1
252	этого термина	2	1
253	приближается к	1	1
254	нулю в	1	1
255	и он	2	1
256	всем протяжении	4	1
257	с большим	1	1
258	слово не	2	1
259	внимание на	2	1
260	индивидуальной психики	1	1
261	другими словами	1	1
262	нем с	1	1
263	и что	6	1
264	не имеем	1	1
265	еще не	4	1
266	столь же	2	1
267	время в	2	1
268	несомненно и	1	1
269	в конечном	2	1
270	развития не	1	1
271	методологический порок	1	1
272	выраженных и	1	1
273	к нему	3	1
274	рассматривать не	1	1
275	основной методологический	1	1
276	на самом	3	1
277	совсем не	1	1
278	но не	3	1
279	мысль что	1	1
280	эта особенность	1	1
281	может и	2	1
282	отношение к	2	1
283	нет и	3	1
284	в другой	1	1
285	и речи	19	1
286	смысловой и	4	1
287	на то	4	1
288	в одной	3	1
289	эта связь	2	1
290	мышление и	2	1
291	эта проблема	1	1
292	в своем	1	1
293	своей полноте	1	1
294	этот метод	1	1
295	воззрений на	1	1
296	по своей	10	1
297	один из	2	1
298	и как	1	1
299	всего не	1	1
300	его к	2	1
301	одной из	4	1
302	этот вопрос	1	1
303	что он	8	1
304	скорее как	1	1
305	лингвиста не	1	1
306	что слово	2	1
307	может привести	1	1
308	который в	1	1
309	и оба	1	1
310	поводу только	1	1
311	других детей	2	1
312	в выражении	1	1
313	со всеми	2	1
314	выражение в	6	1
315	в этой	3	1
316	в последнее	2	1
317	что к	1	1
318	с их	1	1
319	остановиться на	2	1
320	значение так	1	1
321	само собой	2	1
322	и тот	1	1
323	равно нулю	1	1
324	конечно не	1	1
325	на всем	5	1
326	не можем	4	1
327	только на	3	1
328	положение что	1	1
329	себя и	2	1
330	вследствие этого	1	1
331	как совершенно	3	1
332	всеми ее	1	1
333	к слову	14	1
334	является не	2	1
335	что она	8	1
336	речь в	4	1
337	наш анализ	1	1
338	этого процесса	1	1
339	и других	2	1
340	раз навсегда	1	1
341	его и	2	1
342	конечном счете	2	1
343	одно из	5	1
344	оказываются одинаково	1	1
345	в понимании	1	1
346	никто не	2	1
347	состоит в	3	1
348	в виде	1	1
349	переходит от	2	1
350	внутренней речи	67	1
351	мы полагаем	1	1
352	в конце	4	1
353	одном случае	1	1
354	это ложное	1	1
355	и сочетания	1	1
356	воплощении в	1	1
357	подобно тому	1	1
358	отличие от	2	1
359	на этом	1	1
360	и вместе	2	1
361	ее на	1	1
362	должно служить	1	1
363	положения что	1	1
364	для того	18	1
365	мы слышим	1	1
366	ни о	1	1
367	в совершенно	1	1
368	в чисто	1	1
369	к другому	3	1
370	может возникнуть	1	1
371	особенности в	2	1
372	к разрешению	1	1
373	на все	1	1
374	этого мы	3	1
375	для своей	1	1
376	говорить не	1	1
377	и превратив	1	1
378	и здесь	2	1
379	его в	2	1
380	как к	3	1
381	и лучше	1	1
382	всего своего	1	1
383	главное и	2	1
384	от одного	2	1
385	говорить и	1	1
386	если только	1	1
387	должны перейти	1	1
388	к которому	1	1
389	вещами как	1	1
390	свести к	1	1
391	такого понимания	1	1
392	как же	1	1
393	заключается в	6	1
394	встал на	1	1
395	путем дифференциации	1	1
396	между отдельными	1	1
397	и находит	1	1
398	в живом	3	1
399	слово но	1	1
400	что мы	9	1
401	детской речи	4	1
402	только к	2	1
403	только одно	2	1
404	больше и	2	1
405	к более	1	1
406	этом мы	1	1
407	для них	1	1
408	образом мы	1	1
409	и во-вторых	3	1
410	о которых	2	1
411	не было	1	1
412	которые не	1	1
413	поскольку она	1	1
414	все равно	1	1
415	на признак	1	1
416	письменной речи	3	1
417	функций и	2	1
418	слове в	1	1
419	которой он	1	1
420	он и	1	1
421	и вне	1	1
422	как ни	1	1
423	же точно	3	1
424	все время	1	1
425	отнюдь не	1	1
426	разных ситуациях	1	1
427	должно быть	2	1
428	менее всего	3	1
429	такой же	3	1
430	теоретической и	1	1
431	и тогда	1	1
432	особенностей и	1	1
433	если не	1	1
434	связаны между	3	1
435	но при	1	1
436	речи она	2	1
437	в слишком	1	1
438	связь с	1	1
439	но если	2	1
440	себе в	5	1
441	это коренное	1	1
442	которую мы	1	1
443	и синтаксических	1	1
444	анализа тех	1	1
445	и особенно	1	1
446	ко всем	2	1
447	в такой	4	1
448	как это	5	1
449	осуществляется на	1	1
450	существует как	1	1
451	когда ребенок	2	1
452	является социальной	1	1
453	представление о	7	1
454	и столь	3	1
455	в отличие	2	1
456	в которых	2	1
457	мысли и	11	1
458	бы мы	1	1
459	он говорит	1	1
460	она есть	1	1
461	к этому	2	1
462	должно было	2	1
463	тому как	1	1
464	и там	1	1
465	переходе от	3	1
466	тем не	3	1
467	говорит как	1	1
468	речи в	27	1
469	их в	1	1
470	в ряду	1	1
471	речи чтобы	1	1
472	от более	1	1
473	быть не	1	1
474	этого слова	3	1
475	что такое	1	1
476	тому что	9	1
477	между людьми	1	1
478	до конца	5	1
479	но это	3	1
480	и оно	1	1
481	в начале	5	1
482	к двум	2	1
483	неразрывно связаны	1	1
484	обратимся к	3	1
485	и другое	3	1
486	психической жизни	1	1
487	в то	3	1
488	мысли в	9	1
489	к другим	1	1
490	одна из	1	1
491	и структуру	1	1
492	того чтобы	19	1
493	мышления в	1	1
494	в самых	1	1
495	само по	1	1
496	при таком	1	1
497	отношений и	1	1
498	формы и	1	1
499	в разных	1	1
500	или в	2	1
501	того как	2	1
502	но движение	2	1
503	в самой	3	1
504	при наличии	1	1
505	находятся в	1	1
506	то не	1	1
507	или как	1	1
508	в основе	3	1
509	находит свое	3	1
510	это слово	1	1
511	только что	5	1
512	потому что	16	1
513	в новых	1	1
514	связи с	4	1
515	эти три	2	1
516	и развиваются	2	1
517	этом отношении	3	1
518	об этом	3	1
519	себе эту	1	1
520	от первого	1	1
521	никогда или	1	1
522	речи т.е	3	1
523	сказать что	8	1
524	речи и	30	1
525	связей и	1	1
526	речи здесь	3	1
527	его мышления	1	1
528	область исследования	1	1
529	слова есть	1	1
530	поэтому не	1	1
531	различные приемы	1	1
532	и часто	1	1
533	речь которая	1	1
534	ли не	2	1
535	про себя	1	1
536	только о	2	1
537	же самое	5	1
538	следовательно не	2	1
539	должны быть	4	1
540	всего в	2	1
541	вместе с	12	1
542	как для	2	1
543	раньше не	1	1
544	к речи	1	1
545	например в	1	1
546	по поводу	1	1
547	слово уже	1	1
548	заставить нас	1	1
549	особенности и	1	1
550	разрыва между	1	1
551	что при	2	1
552	этой точки	4	1
553	они не	1	1
