N	2gram	Nazirov_Vr_1	StatiiOP
256	только при	1	1
257	не хотел	1	1
258	как говорит	1	1
259	для русской	1	1
260	хотя и	1	1
261	с просьбой	1	1
262	указания на	1	1
263	момент его	1	1
264	за это	1	1
265	так в	2	1
266	в известном	2	1
267	их другими	1	1
268	как он	1	1
269	своей эпохи	1	1
270	время и	2	1
271	от которого	1	1
272	сказал что	1	1
273	нашего времени	2	1
274	в плане	1	1
275	этой поэмы	1	1
276	том же	2	1
277	в одну	2	1
278	было время	1	1
279	по первому	1	1
280	этой традиции	1	1
281	это было	1	1
282	в глазах	2	1
283	действительно были	1	1
284	которым он	1	1
285	открытий в	1	1
286	в них	2	1
287	как общее	1	1
288	приняты во	1	1
289	писал м	1	1
290	соответствии с	1	1
291	далеко не	3	1
292	всю жизнь	1	1
293	во внимание	1	1
294	которой он	1	1
295	эпохи во	1	1
296	вопрос и	1	1
297	в развитии	1	1
298	которую он	1	1
299	и другом	1	1
300	в №	1	1
301	место в	2	1
302	его современников	1	1
303	важнее всего	1	1
304	то было	1	1
305	что я	2	1
306	одном из	1	1
307	нас интересует	1	1
308	ряда других	1	1
309	доказывает что	1	1
310	однако в	1	1
311	с такими	1	1
312	дошла до	1	1
313	всех их	1	1
314	но они	1	1
315	равно не	1	1
316	в обоих	1	1
317	в русской	3	1
318	одна из	2	1
319	в процессе	1	1
320	не могло	1	1
321	правда в	1	1
322	никому не	1	1
323	того как	1	1
324	это то	1	1
325	и лишь	1	1
326	того в	1	1
327	за исключением	1	1
328	ему и	1	1
329	считать что	1	1
330	ему не	1	1
331	и далее	2	1
332	один раз	1	1
333	в момент	2	1
334	которых он	1	1
335	в духе	1	1
336	отличается от	1	1
337	же только	1	1
338	критика и	1	1
339	действительно можно	1	1
340	правда не	1	1
341	и о	3	1
342	в виду	4	1
343	но при	1	1
344	на основе	2	1
345	как по	1	1
346	россии в	2	1
347	оппозиции которую	1	1
348	знать кто	1	1
349	на той	1	1
350	было в	1	1
351	во многом	4	1
352	он писал	2	1
353	чем все	1	1
354	еще в	1	1
355	но у	1	1
356	на востоке	1	1
357	автора к	1	1
358	о нем	6	1
359	верил в	1	1
360	быть приняты	1	1
361	себе очень	1	1
362	не просто	1	1
363	там же	2	1
364	это была	1	1
365	в полтаве	1	1
366	иными словами	1	1
367	во всей	1	1
368	б в	1	1
369	в форме	1	1
370	в другой	1	1
371	николая i	1	1
372	новая форма	1	1
373	но наука	1	1
374	в свете	1	1
375	что тот	1	1
376	этих строк	1	1
377	сразу же	1	1
378	что только	1	1
379	об их	2	1
380	и из	1	1
381	не нужное	1	1
382	себя в	1	1
383	он считал	4	1
384	уже не	2	1
385	чтобы он	3	1
386	его и	2	1
387	но вот	1	1
388	существуют в	1	1
389	в одном	1	1
390	но которая	1	1
391	к ним	2	1
392	каждый из	1	1
393	и никогда	1	1
394	от того	1	1
395	для публики	1	1
396	никого не	1	1
397	так не	1	1
398	в период	2	1
399	для правильного	1	1
400	говорит я	1	1
401	такое же	1	1
402	в соответствии	1	1
403	до конца	1	1
404	более того	1	1
405	для начала	1	1
406	о чем	2	1
407	еще до	1	1
408	в подобных	1	1
409	ближе к	1	1
410	себя на	1	1
411	была ему	1	1
412	по праву	1	1
413	вместе с	2	1
414	д в	1	1
415	и гораздо	1	1
416	из которых	1	1
417	п и	1	1
418	без труда	1	1
419	не дают	1	1
420	и довольно	1	1
421	тридцать лет	1	1
422	это за	1	1
423	в остальном	1	1
424	в это	2	1
425	него в	1	1
426	за п	1	1
427	этом смысле	1	1
428	к вопросу	1	1
429	г а	5	1
430	образ петра	1	1
431	и от	1	1
432	котором он	1	1
433	тот кто	1	1
434	работы над	1	1
435	с н	1	1
436	у некоторых	1	1
437	бы в	1	1
438	в литературной	1	1
439	я хотел	3	1
440	конце концов	1	1
441	но зато	1	1
442	на мое	1	1
443	уже давно	1	1
444	мнение было	1	1
445	могли быть	2	1
446	отношении к	1	1
447	и начинается	1	1
448	его произведений	1	1
449	из этого	1	1
450	которому в	1	1
451	он лишь	1	1
452	девочке но	1	1
453	к этому	3	1
454	как на	1	1
455	точно так	1	1
456	они не	1	1
