N	2gram	Tiupa_Lite_3	Analitik
548	передо мною	1	1
549	роевого сознания	1	1
550	коммуникативное событие	4	1
551	знает категории	1	1
552	словно в	1	1
553	о нем	2	1
554	в другом	6	1
555	на вопрос	1	1
556	есть одновременно	1	1
557	второй половине	1	1
558	определенным образом	1	1
559	но мы	1	1
560	доминирует в	1	1
561	организацию коммуникативного	1	1
562	о прозе	1	1
563	восходит к	1	1
564	нас а	1	1
565	к нему	1	1
566	с его	6	1
567	или иначе	2	1
568	складывается из	2	1
569	интертекстуальные связи	1	1
570	искусство не	2	1
571	феномену художественности	1	1
572	непосредственно в	1	1
573	частей романа	1	1
574	них в	1	1
575	в художественной	1	1
576	не будучи	1	1
577	в немалой	1	1
578	в литературе	1	1
579	этой ситуации	2	1
580	что здесь	1	1
581	автора героя	1	1
582	концепт я-в-мире	1	1
583	другого не	1	1
584	и представляет	1	1
585	личностного существования	1	1
586	нуждается в	1	1
587	от живого	1	1
588	лишь на	2	1
589	хотя бы	1	1
590	ахматовой в	1	1
591	к их	1	1
592	который в	1	1
593	своей жизнью	1	1
594	одних и	1	1
595	и ее	2	1
596	жизни однако	1	1
597	в литературоведении	1	1
598	все они	2	1
599	заметно более	1	1
600	в облике	2	1
601	теперь уже	1	1
602	позицию субъекта	1	1
603	носит в	1	1
604	уже в	1	1
605	нами и	1	1
606	то и	1	1
607	художественной практики	1	1
608	в начале	4	1
609	не вне	1	1
610	мышления и	1	1
611	за ним	2	1
612	между я	1	1
613	сам не	1	1
614	в прозе	1	1
615	страсть к	1	1
616	так как	1	1
617	богу не	1	1
618	себе и	1	1
619	в стихах	6	1
620	стороны или	1	1
621	в текстах	1	1
622	и напротив	2	1
623	где в	1	1
624	обращением к	1	1
625	между субъектом	2	1
626	в голосе	1	1
627	даже не	1	1
628	который не	1	1
629	как у	4	1
630	на ее	1	1
631	делает в	1	1
632	я был	1	1
633	в свою	2	1
634	которая на	1	1
635	еще и	2	1
636	себя и	2	1
637	исходит из	1	1
638	обратиться к	1	1
639	его из	1	1
640	как высшей	1	1
641	обнаруживается и	1	1
642	и эстетического	1	1
643	у меня	1	1
644	более того	3	1
645	не означает	2	1
646	однако его	1	1
647	возвращаясь к	1	1
648	по рассуждению	3	1
649	> так	1	1
650	а так	2	1
651	в ряду	1	1
652	произведения искусства	1	1
653	мира в	3	1
654	если не	2	1
655	в связи	1	1
656	культуре уединенного	1	1
657	ритмико-интонационный строй	1	1
658	было в	1	1
659	материал для	1	1
660	субъект не	1	1
661	внимания к	1	1
662	эти слова	2	1
663	и читателем	1	1
664	и потому	2	1
665	своему другому	1	1
666	и функционирует	1	1
667	в присутствии	2	1
668	и тех	1	1
669	свою собственную	1	1
670	целом ряде	1	1
671	самого себя	1	1
672	за рамки	1	1
673	или менее	1	1
674	стороны и	2	1
675	я с	3	1
676	своей эстетической	1	1
677	исходя из	1	1
678	и там	1	1
679	с субъектом	1	1
680	с этой	2	1
681	слова и	1	1
682	еще раз	2	1
683	затем и	1	1
684	человека который	1	1
685	было сказано	1	1
686	только для	3	1
687	скажем в	2	1
688	эстетического субъекта	7	1
689	перед нами	1	1
690	остается в	1	1
691	к другим	1	1
692	но одновременно	2	1
693	это явление	1	1
694	чем дело	1	1
695	за его	2	1
696	ролевой взгляд	1	1
697	составляет прямую	1	1
698	и сама	1	1
699	целом как	1	1
700	восходящая к	3	1
701	прежде чем	1	1
702	парадигму художественности	1	1
703	как на	3	1
704	его не	1	1
705	человек и	1	1
706	но отнюдь	1	1
707	например не	1	1
708	себя самого	1	1
709	для нас	1	1
710	за исключением	1	1
711	и красный	1	1
712	в литературной	1	1
713	к этой	1	1
714	объективную данность	1	1
715	и как	3	1
716	ни к	3	1
717	будто бы	1	1
718	но это	1	1
719	в мировом	1	1
720	другость но	1	1
721	все остальные	1	1
722	же в	2	1
723	всю полноту	2	1
724	себя на	1	1
725	отношении к	1	1
726	к ее	1	1
727	начале своего	2	1
728	внутреннее я	1	1
729	отталкиваясь от	1	1
730	может и	1	1
731	в романе	3	1
732	героя и	1	1
733	с ней	2	1
734	из тех	1	1
735	обратим внимание	3	1
736	отношением к	2	1
737	совершенно не	3	1
738	в беспрецедентности	1	1
739	не что	1	1
740	этого феномена	1	1
741	из этого	1	1
742	и жизнь	1	1
743	а другой	1	1
744	своих читателей	1	1
745	ее в	2	1
746	этой точки	1	1
747	героя как	2	1
748	значение в	1	1
