N	2gram	Tiupa_Disk_2	Myshleni
508	строится на	1	1
509	указать на	2	1
510	по схеме	1	1
511	лицо и	1	1
512	не подлежит	2	1
513	отношении не	1	1
514	ключом к	2	1
515	или не	1	1
516	в ходе	2	1
517	но если	1	1
518	реальных и	1	1
519	бы его	1	1
520	значение не	2	1
521	ее может	1	1
522	но в	11	1
523	который не	2	1
524	том числе	1	1
