N	2gram	Bakhtin_Pr_4	Dialekti
534	и всегда	1	1
535	пространство в	1	1
536	слово и	7	1
537	одна из	2	1
538	правда это	1	1
539	и любовь	2	1
540	это слово	5	1
541	именно его	1	1
542	и сама	1	1
543	остается в	2	1
544	с другом	5	1
545	в стиле	2	1
546	воспринимаются как	1	1
547	и живой	1	1
548	начиная с	1	1
549	на границе	4	1
550	отличается от	3	1
551	только еще	1	1
552	мере того	1	1
553	и другим	1	1
554	его значение	1	1
555	не случайное	2	1
556	они и	1	1
557	особенности и	1	1
558	слова о	1	1
559	быть конечно	1	1
560	о них	1	1
561	к жизни	2	1
562	о существовании	1	1
563	и самое	1	1
564	и глубину	1	1
565	ни даже	1	1
566	и о	3	1
567	у себя	1	1
568	но при	3	1
569	всем этим	1	1
570	здесь не	4	1
571	теперь что	1	1
572	в собственном	1	1
573	приводит к	4	1
574	мы наблюдаем	1	1
575	стремиться к	1	1
576	в живых	1	1
577	когда нет	1	1
578	поэтому мы	1	1
579	на нее	1	1
580	он именно	1	1
581	те же	2	1
582	такая жизнь	1	1
583	здесь нет	3	1
584	еще в	1	1
585	и на	11	1
586	у вас	1	1
587	по сравнению	1	1
588	всех возможных	4	1
589	из одного	2	1
590	по мере	4	1
591	он остается	1	1
592	смысле и	1	1
593	быть ни	2	1
594	только так	2	1
595	что часто	1	1
596	на ту	1	1
597	и здесь	4	1
598	не был	1	1
599	тому и	1	1
600	с тою	1	1
601	и поэтому	1	1
602	говорить не	1	1
603	возможен и	1	1
604	среди всех	1	1
605	почему же	2	1
606	на что	1	1
607	и во	3	1
608	на всех	1	1
609	а у	1	1
610	нем не	1	1
611	являются в	1	1
612	по типу	1	1
613	от них	2	1
614	на одном	1	1
615	как его	1	1
616	тему о	2	1
617	любил и	1	1
618	быть даже	1	1
619	в художественной	1	1
620	вовсе нет	1	1
621	смысле это	1	1
622	и всякое	2	1
623	в литературе	1	1
624	существенно и	1	1
625	большей или	2	1
626	обязательно с	1	1
627	но с	2	1
628	оно и	2	1
629	время в	1	1
630	и одновременно	2	1
631	проникнуть в	1	1
632	причем эта	1	1
633	во всем	4	1
634	пор не	2	1
635	не видеть	1	1
636	ему и	1	1
637	эта общая	1	1
638	поэтому и	2	1
639	вот вы	1	1
640	всех его	3	1
641	в большом	1	1
642	кроме этого	1	1
643	это же	1	1
644	времени как	1	1
645	но между	1	1
646	именно на	1	1
647	в эти	1	1
648	человека с	1	1
649	действительно может	1	1
650	и хочет	1	1
651	пор все	1	1
652	есть я	2	1
653	он очень	1	1
654	только на	3	1
655	ее а	1	1
656	то и	2	1
657	одной точке	1	1
658	не знал	1	1
659	а это	1	1
660	его и	1	1
661	остаются в	1	1
662	мы знаем	1	1
663	не изучены	1	1
664	и также	1	1
665	фигуры как	1	1
666	у нее	1	1
667	с собою	2	1
668	к ним	4	1
669	при всей	1	1
670	не о	1	1
671	друг друга	6	1
672	братьях карамазовых	2	1
673	мы можем	4	1
674	у него	5	1
675	на меня	1	1
676	которые могут	1	1
677	же словах	1	1
678	она имеет	1	1
679	но человек	1	1
680	и вместе	1	1
681	в других	2	1
682	даже и	1	1
683	здесь только	2	1
684	жизнью здесь	1	1
685	же деле	1	1
686	из двух	1	1
687	сферу бытия	1	1
688	или иной	2	1
689	даже не	1	1
690	мне и	2	1
691	и характер	1	1
692	с другим	1	1
693	сюда же	1	1
694	здесь в	2	1
695	на то	3	1
696	к которому	1	1
697	или меньшей	2	1
698	еще и	4	1
699	наконец в	1	1
700	было и	1	1
701	и др	1	1
702	себя и	3	1
703	в живом	1	1
704	на ней	1	1
705	связано с	1	1
706	превращается в	4	1
707	самом же	1	1
708	одной стороны	1	1
709	я вот	1	1
710	он только	2	1
711	ничем не	1	1
712	его как	2	1
713	в руках	2	1
714	человек в	1	1
715	своего предмета	1	1
716	там где	2	1
717	время оно	1	1
718	и ему	1	1
719	все более	1	1
720	бы оно	1	1
721	нет ничего	1	1
722	других особенностях	1	1
723	функционирует в	1	1
724	только его	1	1
725	себе самому	4	1
726	что за	1	1
727	искусства но	1	1
728	который мы	1	1
729	в характере	1	1
730	притом так	1	1
731	слова слово	2	1
732	слова он	1	1
733	столкновение с	1	1
734	всем их	2	1
735	по существу	3	1
736	друг с	5	1
737	форма в	1	1
738	реакции на	3	1
739	ты не	1	1
740	слова и	7	1
741	обычной жизни	3	1
742	заставляя его	1	1
743	своей жизни	1	1
744	нему по	1	1
745	верой и	1	1
746	глубины и	1	1
747	в одних	1	1
748	входящее в	1	1
749	является как	1	1
750	но для	3	1
751	это последнее	1	1
752	о мире	1	1
753	вещь а	1	1
754	например у	2	1
755	при всем	2	1
756	вне его	2	1
757	целей и	1	1
758	не занимает	1	1
759	мысли не	1	1
760	всегда будет	1	1
761	самое главное	1	1
762	и смерти	1	1
763	в его	9	1
764	мира и	1	1
765	еще раз	1	1
766	своей собственной	1	1
767	а к	1	1
768	совершенно иной	1	1
769	себя самого	1	1
770	лишь как	2	1
771	у достоевского	16	1
772	не должен	1	1
773	конце концов	1	1
774	но зато	1	1
775	мы не	4	1
776	находим в	2	1
777	все они	1	1
778	все остальные	1	1
779	уже давно	1	1
780	я в	1	1
781	понимает его	1	1
782	сон в	2	1
783	к самому	2	1
784	не знает	4	1
785	его будет	1	1
786	но этот	3	1
787	говорить но	1	1
788	этом мы	2	1
789	сопоставление и	1	1
790	в свое	2	1
791	который не	1	1
792	если же	5	1
793	можно назвать	1	1
794	только они	1	1
795	но эти	4	1
796	особый тип	1	1
797	и эта	1	1
798	это в	1	1
799	уже после	3	1
800	им и	1	1
801	как на	1	1
802	все что	2	1
