N	2gram	Bakhtin_Fr_3	Tragedij
208	отнесены к	1	1
209	именно эта	1	1
210	со своей	1	1
211	чтобы превратить	1	1
212	в которой	2	1
213	он в	2	1
214	право на	1	1
215	это тот	1	1
216	всего необходимо	3	1
217	проблематики романа	1	1
218	этого образа	1	1
219	как он	2	1
220	если он	1	1
221	не могла	1	1
222	чтобы установить	1	1
223	и если	2	1
224	этом свидетельствует	1	1
225	заявляет что	3	1
226	так сказать	5	1
227	и еще	2	1
228	к одному	1	1
229	не к	2	1
230	не как	1	1
231	душу и	1	1
232	страдания и	2	1
233	так часто	1	1
234	еще сохраняется	1	1
235	и по	1	1
236	на этом	2	1
237	что сам	1	1
238	на свете	1	1
239	таким образом	10	1
240	я вам	1	1
241	здесь мы	2	1
242	а затем	1	1
243	эта книга	1	1
244	распространяется на	1	1
245	для характеристики	2	1
246	за то	1	1
247	в другом	3	1
248	видит что	1	1
249	самого автора	1	1
250	на все	1	1
251	лишь в	2	1
252	это было	1	1
253	заключается в	1	1
254	виктора гюго	1	1
255	с начала	4	1
256	и презрение	1	1
257	по улицам	1	1
258	из первых	1	1
259	века ту	1	1
260	в них	9	1
261	в высшей	1	1
262	рассказывает в	1	1
263	тот самый	1	1
264	мировой литературы	3	1
265	этого не	1	1
266	эту тему	1	1
267	с такой	1	1
268	в развитии	1	1
269	очень важный	1	1
270	года и	2	1
271	и прямо	1	1
272	и ко	1	1
273	и при	1	1
274	в своей	6	1
275	игры в	1	1
276	этой связи	1	1
277	наших дней	2	1
278	бранью и	2	1
279	во времена	1	1
280	в котором	2	1
281	вступил в	1	1
282	и посвящена	1	1
283	в аналогичных	1	1
284	представление о	2	1
285	понятно что	1	1
286	знал и	1	1
287	нее самой	1	1
288	и вот	2	1
289	не понимает	3	1
290	страха и	4	1
291	но он	2	1
292	речи в	1	1
293	не могли	1	1
294	возвращается к	1	1
295	по себе	1	1
296	тому что	1	1
297	особым образом	1	1
298	не менее	2	1
299	века а	2	1
300	вплоть до	3	1
301	не раз	2	1
302	романа на	1	1
303	что эта	1	1
304	впадает в	1	1
305	самого начала	1	1
306	считает что	2	1
307	стоящая на	1	1
308	связан и	2	1
309	как его	2	1
310	художественное открытие	1	1
311	но только	1	1
312	и тонкие	1	1
313	значение этого	2	1
314	он с	2	1
315	только не	1	1
316	судя по	1	1
317	этого описания	1	1
318	говорит в	1	1
319	и притом	1	1
320	по своей	1	1
321	связь и	2	1
322	современное значение	1	1
323	особое значение	2	1
324	связи с	6	1
325	был так	1	1
326	входят в	1	1
327	что на	1	1
328	в области	4	1
329	в стиле	1	1
330	и далее	2	1
331	мы встречаем	4	1
332	xx века	5	1
333	мы узнаем	1	1
334	своей книге	2	1
335	сходство с	1	1
336	что оно	1	1
337	за что	1	1
338	части романа	1	1
339	где он	1	1
340	в применении	1	1
341	с образом	1	1
342	вы не	4	1
343	образы и	1	1
344	как мы	10	1
345	и о	4	1
346	того чтобы	4	1
347	черты его	1	1
348	и образ	1	1
349	людей в	1	1
350	всего этого	1	1
351	с каким	1	1
352	его произведение	1	1
353	такие как	1	1
354	с самого	1	1
355	говорили что	1	1
356	роль в	4	1
357	к смерти	1	1
358	можно было	3	1
359	на нее	1	1
360	начала и	5	1
361	в последующих	1	1
362	живости и	1	1
363	во многом	1	1
364	по сравнению	2	1
365	в последней	1	1
366	на них	2	1
367	в эпоху	8	1
368	является по	1	1
369	году и	1	1
370	вас сюда	1	1
371	она всегда	1	1
372	с того	2	1
373	а также	4	1
374	нас от	1	1
375	нет это	1	1
376	связь между	3	1
377	это была	1	1
378	между тем	3	1
379	нуждается в	3	1
380	отметить что	1	1
381	говорит он	2	1
382	в форме	2	1
383	есть с	1	1
384	если за	1	1
385	романа в	2	1
386	все время	1	1
387	и она	1	1
388	в литературе	5	1
389	того что	1	1
390	наблюдать и	1	1
391	он стал	1	1
392	мы видим	5	1
393	согласиться с	1	1
394	с ними	1	1
395	что даже	1	1
396	только в	3	1
397	во всем	3	1
398	как нечто	2	1
399	что ж	1	1
400	с одной	1	1
401	вот что	1	1
402	устной речи	1	1
403	лишь бы	1	1
404	эти образы	1	1
405	за мной	1	1
406	характер ее	1	1
407	призывом к	1	1
408	только на	4	1
409	дело с	1	1
410	чтобы он	1	1
411	свидетельствует о	2	1
412	все образы	3	1
413	в общем	1	1
414	характерно что	1	1
415	одно из	3	1
416	и их	1	1
417	всяком случае	1	1
418	слова в	2	1
419	его речь	1	1
420	не для	1	1
421	с этими	1	1
422	ее не	2	1
423	ту сторону	1	1
424	не понимал	1	1
425	характерны для	3	1
426	и вместе	1	1
427	был даже	1	1
428	для отрицания	1	1
429	рядом с	2	1
430	в особенности	5	1
431	особенно поразил	1	1
432	на уровне	1	1
433	с другим	1	1
434	вопрос об	1	1
435	именно в	2	1
436	к роману	2	1
437	близок к	1	1
438	была и	2	1
439	в большую	1	1
440	что не	1	1
441	не было	5	1
442	в образах	6	1
443	а не	5	1
444	каждый продукт	1	1
445	этом случае	1	1
446	в связи	5	1
447	с помощью	2	1
448	вместе с	3	1
449	и особенно	1	1
450	до этого	1	1
451	ко всем	3	1
452	и потому	4	1
453	эта связь	1	1
454	было слышать	1	1
455	в духе	7	1
456	в человеке	1	1
457	xix века	4	1
458	сравнению с	2	1
459	в той	6	1
460	смысле этого	1	1
461	применении к	1	1
462	не удалось	1	1
463	выражение лица	1	1
464	к образу	2	1
465	это его	1	1
466	для понимания	3	1
467	пародия на	1	1
468	этого слова	2	1
469	и побои	1	1
470	и от	3	1
471	в условиях	2	1
472	нем по	1	1
473	это выражение	1	1
474	так ли	1	1
475	здесь есть	1	1
476	такой образ	2	1
477	в книге	2	1
478	романа один	1	1
479	жив и	3	1
480	за свое	1	1
481	вот его	1	1
482	в результате	1	1
483	это как	1	1
484	упоминает в	2	1
485	о нем	3	1
486	это может	1	1
487	у которого	1	1
488	хотя бы	2	1
489	за этим	4	1
490	над собою	1	1
491	этой теме	2	1
492	гораздо больше	2	1
493	но этот	1	1
494	ко всему	2	1
495	и жизнь	1	1
496	есть и	2	1
497	время он	1	1
498	всегда была	2	1
499	в голову	1	1
500	к этой	3	1
501	это в	2	1
502	во всяком	1	1
