N	2gram	Savitsky_P_1	Problema
141	его в	1	3
142	для них	2	3
143	с тем	3	3
144	к предмету	1	3
145	этой области	1	3
146	иной раз	1	3
147	или что	1	3
148	с которой	1	3
149	тогда когда	1	3
150	одна из	2	3
151	и притом	1	3
152	мы все	1	3
153	можно судить	1	3
154	она не	1	3
155	значительной мере	2	3
156	для этого	1	3
157	в значительной	2	3
158	говорить об	1	3
159	в свете	1	3
160	и пусть	2	3
161	уже в	1	3
162	для того	3	3
163	может ли	2	3
164	и если	4	3
165	о котором	1	3
166	мы должны	4	3
167	только как	1	3
168	одновременно и	1	3
169	о с	2	2
170	нового не	1	2
171	по преимуществу	1	2
172	в и	1	2
173	и само	1	2
174	бы что	1	2
175	накладывает на	1	2
176	в ней	6	2
177	представляет собой	1	2
178	без которой	1	2
179	а м	1	2
180	во всех	2	2
181	не очень	1	2
182	наше сознание	1	2
183	идет речь	1	2
184	во многих	1	2
185	области и	1	2
186	нужно говорить	1	2
187	и ее	1	2
188	на этой	1	2
189	и мы	2	2
190	или хотя	1	2
191	в них	2	2
192	говорится о	1	2
193	должно быть	2	2
194	точки зрения	3	2
195	и при	1	2
196	прийти к	1	2
197	в условиях	1	2
198	мысли и	1	2
199	бы мы	1	2
200	существует но	1	2
201	не в	5	2
202	что с	1	2
203	с и	1	2
204	того чтобы	1	2
205	та или	1	2
206	или иная	1	2
207	как на	2	2
208	числе и	1	2
209	что оно	1	2
210	которая хотя	1	2
211	мысль о	2	2
212	без того	1	2
213	еще в	1	2
214	является в	2	2
215	сводится к	3	2
216	а также	4	2
217	что и	1	2
218	которая и	1	2
219	и весьма	2	2
220	или его	1	2
221	в качестве	9	2
222	о и	2	2
223	сами по	3	2
224	само по	1	2
225	каждый из	1	2
226	были бы	1	2
227	в последние	2	2
228	в н	1	2
229	мы возьмем	1	2
230	отношения в	1	2
231	и многие	1	2
232	что из	2	2
233	в одно	1	2
234	нет ничего	1	2
235	вместе с	1	2
236	и особенно	1	2
237	относиться к	1	2
238	думается что	1	2
239	она должна	1	2
240	только мы	1	2
241	в с	4	2
242	еще более	2	2
243	частности в	1	2
244	это в	1	2
245	том числе	2	2
246	которых не	1	1
247	отношения к	2	1
248	же как	1	1
249	экономической политической	1	1
250	л о	1	1
251	тем же	1	1
252	должна быть	1	1
253	собственном смысле	1	1
254	которую мы	2	1
255	идти в	1	1
256	оно есть	1	1
257	на себя	1	1
258	в некотором	1	1
259	конечно и	1	1
260	он был	1	1
261	виде то	1	1
262	в а	2	1
263	столь же	3	1
264	время в	2	1
265	р с	1	1
266	что его	1	1
267	с его	1	1
268	и главное	1	1
269	различия между	1	1
270	и и	2	1
271	и необходимы	1	1
272	из составляющих	1	1
273	что во	1	1
274	в рамках	1	1
275	что именно	1	1
276	поскольку они	1	1
277	е с	6	1
278	что это	1	1
279	себе те	1	1
280	формы в	1	1
281	как далеко	1	1
282	думать что	2	1
283	в известном	1	1
284	этот вывод	1	1
285	если он	1	1
286	в наших	1	1
287	не могла	1	1
288	что было	1	1
289	в нем	3	1
290	значительная часть	1	1
291	в реальной	1	1
292	и еще	1	1
293	есть та	1	1
294	в силу	2	1
295	значения но	1	1
296	ее по	1	1
297	в число	1	1
298	и менее	1	1
299	это не	3	1
300	и глубины	1	1
301	осуществляется в	2	1
302	выражена в	1	1
303	предмету в	1	1
304	но где	1	1
305	уже несколько	1	1
306	бесконечное количество	1	1
307	как факт	2	1
308	место в	1	1
309	на каждом	1	1
310	в которых	5	1
311	совершенно новое	1	1
312	и наоборот	1	1
313	в предыдущем	1	1
314	бы нас	1	1
315	и очень	1	1
316	нет никакого	1	1
317	что есть	1	1
318	что эта	1	1
319	из тех	1	1
320	если в	2	1
321	и именно	1	1
322	какой бы	1	1
323	никогда не	1	1
324	и всегда	1	1
325	этих двух	1	1
326	во всей	2	1
327	и теперь	1	1
328	составляющих ее	1	1
329	помимо воли	1	1
330	есть у	1	1
331	в движении	1	1
332	не относятся	1	1
333	человека с	1	1
334	в момент	1	1
335	может рассчитывать	1	1
336	от нее	1	1
337	мы отнюдь	1	1
338	в каждом	1	1
339	гласит что	1	1
340	с ее	1	1
341	материально и	1	1
342	совершенно ясно	1	1
343	в собственном	1	1
344	определенный и	1	1
345	литературы и	1	1
346	iii в	2	1
347	с собой	1	1
348	отличаться от	1	1
349	на нее	1	1
350	особенно в	1	1
351	представляют собою	1	1
352	весьма мало	2	1
353	она есть	3	1
354	находится в	1	1
355	могут стать	1	1
356	в порядке	3	1
357	не означает	1	1
358	с разных	1	1
359	ли или	1	1
360	находятся в	1	1
361	и который	1	1
362	может не	1	1
363	смысле не	1	1
364	между тем	3	1
365	ю в	1	1
366	переходит в	1	1
367	по количеству	1	1
368	судить по	1	1
369	м и	2	1
370	насколько можно	1	1
371	взывает к	1	1
372	именно о	1	1
373	только знак	1	1
374	в какой	1	1
375	е м	1	1
376	собой переход	1	1
377	самом точном	1	1
378	тем чтобы	1	1
379	получили в	1	1
380	д не	1	1
381	создается и	1	1
382	потому в	2	1
383	но для	1	1
384	не будут	1	1
385	как область	1	1
386	от тех	1	1
387	к ним	1	1
388	друг друга	1	1
389	каждого слова	1	1
390	нужно было	2	1
391	возможно что	1	1
392	в сфере	2	1
393	со стороны	2	1
394	за последние	1	1
395	и чем	1	1
396	именно в	2	1
397	было и	1	1
398	а с	1	1
399	и недостаточно	1	1
400	каком смысле	1	1
401	и уже	1	1
402	л а	2	1
403	и м	1	1
404	речь но	1	1
405	только к	1	1
406	в советском	1	1
407	ни на	1	1
408	и потому	4	1
409	скажем прямо	1	1
410	в пределах	8	1
411	этой последней	1	1
412	может идти	1	1
413	в тот	2	1
414	отдельности и	1	1
415	т е	3	1
416	н а	10	1
417	к следующему	1	1
418	которая ни	1	1
419	на пути	4	1
420	известном смысле	1	1
421	и самих	1	1
422	между прочим	2	1
423	в смысле	6	1
424	к другим	1	1
425	исторического материализма	3	1
426	многие из	1	1
427	тем и	1	1
428	есть область	1	1
429	т в	5	1
430	полноты и	1	1
431	и простую	1	1
432	же в	4	1
433	очень и	1	1
434	давно уже	1	1
435	а н	5	1
436	и внутренне	1	1
437	ее части	1	1
438	никакого сомнения	1	1
439	в отдельности	1	1
440	есть и	1	1
441	к действию	1	1
442	к этой	1	1
443	понимать что	1	1
444	который не	1	1
445	они не	1	1
