N	2gram	Kanaev_Sov_1	Problemy
145	в которой	2	2
146	вопрос о	4	2
147	из которых	2	2
148	разобраться в	1	2
149	мы ее	1	2
150	в ней	1	2
151	бы то	1	2
152	то он	1	2
153	с этим	2	2
154	и нет	1	2
155	и к	3	2
156	нами в	1	2
157	мира но	1	2
158	вследствие этого	1	2
159	какую бы	1	2
160	на его	2	2
161	то ни	2	2
162	при этом	3	2
163	чем в	1	2
164	в один	2	2
165	искать в	1	2
166	бы к	1	2
167	и благодаря	1	2
168	зрения и	1	2
169	но они	1	2
170	мысли в	1	2
171	самого начала	3	2
172	поэтому в	1	2
173	какой бы	1	2
174	жизни не	1	2
175	находиться в	1	2
176	связи с	1	2
177	не давая	1	2
178	если уже	1	2
179	данном случае	1	2
180	и что	2	2
181	те же	1	2
182	то они	1	2
183	и во	2	2
184	образом все	1	2
185	а потому	1	2
186	во всей	1	2
187	по своим	1	2
188	как например	1	2
189	один из	1	2
190	мы видим	2	2
191	тот же	2	2
192	или же	2	2
193	конечно не	1	2
194	в большинстве	1	2
195	то и	2	2
196	ни одного	1	2
197	ни было	1	2
198	его и	1	2
199	ведь это	3	2
200	не нарушает	1	2
201	и даже	2	2
202	до сих	1	2
203	рядом и	1	2
204	все время	1	2
205	на этот	2	2
206	всех элементов	3	2
207	в данном	1	2
208	друг с	2	2
209	благодаря этому	1	2
210	в условиях	5	2
211	сих пор	1	2
212	можно было	1	2
213	и от	1	2
214	человек и	1	2
215	себя самого	1	2
216	же в	1	2
217	этот вопрос	1	2
218	не способна	1	2
219	между ними	1	2
220	жизни и	4	2
221	и наиболее	1	1
222	же как	1	1
223	функции в	1	1
224	тем же	2	1
225	в первом	3	1
226	характерное для	1	1
227	на две	3	1
228	их и	1	1
229	из всех	1	1
230	нуждаются в	1	1
231	мы не	9	1
232	теперь мы	1	1
233	в первый	1	1
234	именно к	1	1
235	появляются новые	1	1
236	жизни как	1	1
237	хотя конечно	1	1
238	на их	2	1
239	во всех	1	1
240	но конечно	1	1
241	он приводит	2	1
242	функций в	1	1
243	своими собственными	1	1
244	явлений и	1	1
245	это сравнение	1	1
246	нет и	4	1
247	независимо от	1	1
248	каждая из	2	1
249	стороны и	1	1
250	хотя и	1	1
251	в действительности	1	1
252	за собой	1	1
253	не приходится	1	1
254	та же	1	1
255	что это	2	1
256	в нашем	2	1
257	у каждого	3	1
258	из этих	2	1
259	ни одна	2	1
260	в известном	1	1
261	нет свободы	1	1
262	всего необходимо	1	1
263	как он	3	1
264	и если	1	1
265	собственными законами	1	1
266	одновременно как	1	1
267	быть поняты	1	1
268	в первых	1	1
269	что сказать	1	1
270	и еще	1	1
271	он должен	2	1
272	же это	4	1
273	к одному	1	1
274	в начале	1	1
275	такого сведения	1	1
276	еще мало	2	1
277	и по	2	1
278	же остается	1	1
279	одному и	1	1
280	входящих в	1	1
281	к очень	1	1
282	в основу	1	1
283	трагической катастрофы	1	1
284	не будет	1	1
285	что все	2	1
286	в совершенно	1	1
287	что такой	1	1
288	из них	4	1
289	может стать	1	1
290	но самый	1	1
291	и мы	3	1
292	роль в	2	1
293	весь мир	1	1
294	ведь в	1	1
295	ведь если	1	1
296	здесь нет	1	1
297	к области	1	1
298	для них	1	1
299	позволяет ему	1	1
300	но уже	1	1
301	быть только	1	1
302	она и	1	1
303	все равно	1	1
304	мы имеем	1	1
305	громадную роль	1	1
306	всегда и	1	1
307	план целого	1	1
308	и становится	1	1
309	другом как	1	1
310	сказать так	1	1
311	а каждая	1	1
312	почти не	1	1
313	что вся	1	1
314	природы но	1	1
315	мы поставим	1	1
316	мы проследим	1	1
317	является только	1	1
318	только такой	1	1
319	и цельное	1	1
320	по крайней	1	1
321	далее что	1	1
322	xviii века	1	1
323	не имеет	1	1
324	дело в	1	1
325	только из	1	1
326	не вытекает	1	1
327	и именно	2	1
328	только не	1	1
329	и всегда	1	1
330	на этом	2	1
331	к концу	1	1
332	нам важен	1	1
333	эти три	1	1
334	в области	3	1
335	с другом	2	1
336	у нас	3	1
337	на кажущуюся	1	1
338	сравнительно с	1	1
339	единства в	1	1
340	же самое	2	1
341	распределены между	1	1
342	должен быть	1	1
343	он ищет	1	1
344	но только	1	1
345	то она	1	1
346	свою очередь	2	1
347	объективные качества	1	1
348	значение этих	1	1
349	с самого	3	1
350	в другом	1	1
351	времени и	2	1
352	во многом	1	1
353	и всюду	1	1
354	что дело	1	1
355	в настоящее	2	1
356	только и	1	1
357	видим не	1	1
358	о том	1	1
359	и та	1	1
360	настоящее время	2	1
361	что каждый	1	1
362	и ставит	1	1
363	утверждает что	1	1
364	на которых	1	1
365	из каждого	1	1
366	во втором	1	1
367	как его	1	1
368	отметить что	1	1
369	и только	1	1
370	крайней мере	1	1
371	сложное и	1	1
372	она может	2	1
373	к которому	1	1
374	бы эти	1	1
375	быть и	2	1
376	известном смысле	1	1
377	на которой	1	1
378	одной из	1	1
379	ли он	1	1
380	в какой	1	1
381	и действительно	1	1
382	целого и	1	1
383	образная аналогия	1	1
384	вся эта	1	1
385	ничто не	1	1
386	да еще	1	1
387	говорить об	2	1
388	первое и	1	1
389	и чисто	1	1
390	себе в	1	1
391	и их	1	1
392	центр тяжести	1	1
393	и навсегда	1	1
394	ему принадлежит	1	1
395	но что	1	1
396	случае не	1	1
397	принципиально не	2	1
398	объяснение этого	1	1
399	ее на	2	1
400	нет в	1	1
401	зрения с	1	1
402	нет нужды	1	1
403	развития в	2	1
404	как у	1	1
405	на ее	1	1
406	каждом отдельном	5	1
407	здесь в	1	1
408	вообще и	1	1
409	собственную точку	1	1
410	если мы	4	1
411	в живом	2	1
412	только к	1	1
413	элементов и	1	1
414	от другого	1	1
415	может находиться	1	1
416	нужно сказать	1	1
417	а на	2	1
418	от различных	1	1
419	наличны в	1	1
420	для их	1	1
421	не допускает	1	1
422	с помощью	4	1
423	и особенно	1	1
424	почти совершенно	1	1
425	качествами его	1	1
426	в постановке	1	1
427	такого рода	2	1
428	это за	2	1
429	этом случае	1	1
430	при условии	1	1
431	не нарушила	1	1
432	это последнее	1	1
433	например у	1	1
434	и само	1	1
435	его с	1	1
436	может играть	1	1
437	и все	3	1
438	случае и	1	1
439	все они	1	1
440	мы видели	4	1
441	все элементы	1	1
442	состав и	1	1
443	а о	1	1
444	в свою	2	1
445	но если	1	1
446	все построение	1	1
447	совершенно не	2	1
448	зрения может	1	1
449	этот третий	1	1
450	же мы	2	1
451	на ней	1	1
452	и эта	1	1
453	к этому	1	1
454	в таком	2	1
455	такой же	2	1
