N	2gram	Vinokur_St_3	Dialekti
210	сам по	1	2
211	она является	1	2
212	другой стороны	5	2
213	в разных	1	2
214	а это	1	2
215	итак в	1	2
216	это как	1	2
217	думать что	1	2
218	и их	1	2
219	не было	4	2
220	не менее	2	2
221	кроме того	3	2
222	собственно говоря	1	2
223	дает в	1	2
224	вместе с	2	2
225	показать как	1	2
226	и так	1	2
227	как нечто	1	2
228	и во	2	2
229	совершенно ясно	1	2
230	что эта	2	2
231	бы не	1	2
232	то и	2	2
233	е не	1	2
234	во всяком	4	2
235	во всех	2	2
236	на нем	1	2
237	а что	1	2
238	не дает	1	2
239	для этого	2	2
240	тем или	1	2
241	отношении к	1	2
242	того или	1	2
243	мы находим	2	2
244	но все	2	2
245	не мог	2	2
246	на что	2	2
247	его как	3	2
248	что же	1	2
249	одной из	2	2
250	в ее	1	2
251	с этой	3	2
252	иметь в	1	2
253	быть не	2	2
254	или другого	1	2
255	но они	2	2
256	никогда не	2	2
257	только что	2	2
258	в данный	1	2
259	собственном смысле	1	2
260	что этот	3	2
261	что есть	1	2
262	говорить об	1	2
263	во внимание	1	2
264	а как	4	2
265	от себя	1	2
266	и при	1	2
267	нисколько не	1	2
268	из этих	6	2
269	в качестве	4	2
270	ее в	2	2
271	нет и	2	2
272	но как	2	2
273	все что	1	2
274	лишь в	4	2
275	я думаю	2	2
276	в отношении	2	2
277	именно так	1	2
278	свою очередь	1	2
279	можно судить	1	2
280	и ни	2	2
281	находится в	1	2
282	сказать так	1	2
283	должно быть	1	2
284	том как	1	2
285	при таком	1	2
286	тем что	19	2
287	тем не	2	2
288	вы знаете	3	2
289	я говорил	3	2
290	это было	8	2
291	без всякого	2	2
292	думаю что	2	2
293	в них	5	2
294	между собою	2	2
295	ибо мы	1	2
296	не понимает	1	2
297	в котором	5	2
298	и тех	1	2
299	от того	2	2
300	того как	1	2
301	и именно	1	2
302	в самом	2	2
303	во всей	1	2
304	эти два	1	2
305	совпадает с	1	2
306	и по	2	2
307	мы будем	1	2
308	показывает что	3	2
309	и когда	1	2
310	не раз	1	2
311	и из	1	2
312	одних и	1	2
313	я могу	1	2
314	в частности	1	2
315	выше в	1	2
316	которая не	1	2
317	чем же	1	2
318	ничто не	1	2
319	этой точки	1	2
320	и может	2	2
321	заключается в	2	2
322	конечно не	1	2
323	в абсолютном	1	2
324	история и	1	2
325	или иначе	1	2
326	но для	1	2
327	именно этот	1	2
328	и тогда	2	2
329	как о	2	2
330	не могли	1	2
331	всей его	1	2
332	что нужно	2	1
333	его от	1	1
334	есть какой-то	1	1
335	о которых	3	1
336	жизни он	1	1
337	эту вещь	2	1
338	почти все	1	1
339	и этот	1	1
340	и одной	1	1
341	другой такой	1	1
342	когда мы	1	1
343	и здесь	3	1
344	и далее	3	1
345	не знает	1	1
346	конечно тут	1	1
347	но есть	2	1
348	чтобы в	2	1
349	может не	1	1
350	уже до	1	1
351	в связи	3	1
352	которых я	2	1
353	конце концов	3	1
354	очень часто	1	1
355	с нею	1	1
356	место в	6	1
357	но он	3	1
358	и оно	1	1
359	бы на	1	1
360	о котором	1	1
361	что нет	1	1
362	мною выше	1	1
363	на том	1	1
364	сам он	2	1
365	в состоянии	1	1
366	именно на	1	1
367	для своего	1	1
368	этот смысл	1	1
369	отличается от	4	1
370	можно считать	1	1
371	как на	6	1
372	о своем	1	1
373	почти не	1	1
374	событий и	1	1
375	своего существования	1	1
376	на такой	1	1
377	связи с	3	1
378	здесь как	1	1
379	этой вещи	3	1
380	а то	2	1
381	этот человек	2	1
382	не признать	1	1
383	друг другу	1	1
384	по существу	1	1
385	и тот	2	1
386	только при	1	1
387	гораздо более	2	1
388	что отношения	1	1
389	и больше	1	1
390	говорил что	5	1
391	к нему	4	1
392	то обстоятельство	5	1
393	а потом	1	1
394	вполне понятно	1	1
395	и возникает	1	1
396	свое изложение	1	1
397	ней и	1	1
398	цели и	2	1
399	в великом	1	1
400	связанные с	1	1
401	видит в	1	1
402	понимать его	1	1
403	я и	3	1
404	не так	3	1
405	каком смысле	2	1
406	всего с	1	1
407	в конце	6	1
408	этой последней	1	1
409	то это	1	1
410	дело не	2	1
411	не были	1	1
412	с нами	1	1
413	человек не	1	1
414	это приводит	1	1
415	он является	1	1
416	процесс и	1	1
417	возможно что	1	1
418	и он	1	1
419	положения в	1	1
420	а в	6	1
421	в это	2	1
422	еще одно	1	1
423	те же	1	1
424	одно из	2	1
425	он находит	1	1
426	я хотел	1	1
427	и я	1	1
428	такое же	2	1
429	не можем	1	1
430	его развитии	1	1
431	даже в	1	1
432	раз даже	1	1
433	за это	1	1
434	как он	1	1
435	ибо никакой	1	1
436	этого мало	1	1
437	вещи в	1	1
438	в нее	1	1
439	чтобы дать	1	1
440	мы встретились	1	1
441	и самые	1	1
442	отношение к	4	1
443	смысл его	1	1
444	более богатым	1	1
445	ему все	1	1
446	конечно в	1	1
447	к слову	2	1
448	одно что	1	1
449	что давало	1	1
450	по моему	1	1
451	и очень	1	1
452	и которые	2	1
453	о которой	2	1
454	на самом	1	1
455	в той	1	1
456	у них	1	1
457	новый дух	1	1
458	что для	3	1
459	переход от	1	1
460	вплоть до	1	1
461	и других	2	1
462	тогда было	2	1
463	выражено в	1	1
464	эти отдельные	1	1
465	ней же	1	1
466	как они	1	1
467	в новом	2	1
468	смысле но	1	1
469	и всегда	2	1
470	приговоренный к	1	1
471	в новую	1	1
472	третьего этапа	1	1
473	он может	2	1
474	идет о	1	1
475	исторической системы	1	1
476	чаще всего	1	1
477	в дальнейшем	1	1
478	это третье	1	1
479	целый ряд	1	1
480	того кто	1	1
481	говорят о	1	1
482	как мы	2	1
483	a и	1	1
484	все время	2	1
485	из этого	4	1
486	как нельзя	1	1
487	и средствами	1	1
488	также иметь	1	1
489	похоже на	1	1
490	нет никакой	1	1
491	и говорить	1	1
492	но можно	1	1
493	все его	1	1
494	можно найти	2	1
495	и последнее	1	1
496	и они	1	1
497	трудно сказать	1	1
498	исторический процесс	1	1
499	г в	6	1
500	места не	1	1
501	смысле слова	1	1
502	теперь это	1	1
503	она еще	1	1
504	поэтому и	1	1
505	тут нет	1	1
506	дело в	1	1
507	и свое	1	1
508	случайным и	1	1
509	которой можно	1	1
510	лучшем случае	1	1
511	с отдельными	1	1
512	этих трех	2	1
513	них но	1	1
514	в одной	2	1
515	мы видели	1	1
516	мы в	1	1
517	только одно	1	1
518	при анализе	1	1
519	было и	1	1
520	по которому	1	1
521	эпохи но	1	1
522	ее с	1	1
523	очевидно что	1	1
524	так мы	1	1
525	бы из	1	1
526	не получается	2	1
527	его жизни	1	1
528	в языке	8	1
529	и художественного	1	1
530	бы такую	1	1
531	не могло	1	1
532	видеть в	1	1
533	у которого	3	1
534	заметить что	2	1
535	что значит	1	1
536	человек в	1	1
537	она стала	1	1
538	сил и	1	1
539	сам же	1	1
540	типа все	1	1
541	и берет	1	1
542	в контексте	1	1
543	образом в	1	1
544	нужно сказать	2	1
545	однако и	1	1
546	близости к	1	1
547	вещи но	1	1
548	чтобы понять	1	1
549	знать что	1	1
550	человека как	1	1
551	начинают говорить	1	1
552	есть даже	1	1
553	е как	1	1
554	но так	1	1
555	быть выражено	1	1
556	одна из	2	1
557	того в	1	1
558	рассматривать с	1	1
559	из своих	1	1
560	всех этих	3	1
561	это однако	1	1
562	уже сейчас	1	1
563	сложнее и	1	1
564	и какие	1	1
565	том же	1	1
566	как его	1	1
567	приближением к	1	1
568	на которые	1	1
569	в угоду	1	1
570	с одной	2	1
571	приходит к	1	1
572	за которыми	1	1
573	но я	1	1
574	чтобы и	1	1
575	такой же	2	1
576	о чудесах	1	1
577	на месте	1	1
578	что другое	1	1
579	за эту	1	1
580	до конца	3	1
581	а из	1	1
582	он не	5	1
583	интерес и	1	1
584	же нужно	1	1
585	по этим	1	1
586	и она	1	1
587	наряду с	1	1
588	быть применимо	2	1
589	их более	1	1
590	это его	1	1
591	в своих	8	1
592	и еще	1	1
593	в наше	1	1
594	судить по	1	1
595	с другой	5	1
596	этого вопроса	1	1
597	от них	2	1
598	видели уже	1	1
599	и у	2	1
600	в общем	4	1
601	которых один	1	1
602	здесь же	1	1
603	несколько слов	2	1
604	является это	1	1
605	гораздо больше	1	1
606	все они	3	1
607	которые в	2	1
608	об одной	1	1
609	несомненно а	1	1
610	от собственной	1	1
611	о значении	1	1
612	были и	2	1
613	в духе	2	1
614	другое в	1	1
615	его не	2	1
616	много но	1	1
617	всего в	4	1
618	всего этого	1	1
619	в некотором	1	1
620	его в	1	1
621	давно уже	1	1
622	или как	1	1
623	в известном	1	1
624	не из	1	1
625	именно этой	1	1
626	них и	1	1
627	он должен	1	1
628	остановиться на	1	1
629	в которых	2	1
630	и должно	1	1
631	но ясно	1	1
632	которая существует	1	1
633	должно было	1	1
634	лишь о	1	1
635	как оно	1	1
636	точка зрения	4	1
637	и понятно	1	1
638	так или	1	1
639	одного из	2	1
640	пр но	1	1
641	обстоятельство что	5	1
642	то она	2	1
643	совершенно очевидно	1	1
644	не является	3	1
645	это уже	1	1
646	уже в	3	1
647	мог не	1	1
648	для творчества	1	1
649	или иной	2	1
650	на фоне	1	1
651	по отдельным	1	1
652	можно было	1	1
653	имеем в	2	1
654	как говорит	1	1
655	значат то	1	1
656	является и	1	1
657	в пределах	1	1
658	течение всей	2	1
659	не получилось	1	1
660	такая же	1	1
661	не требует	1	1
662	тоже в	1	1
663	в лучшем	1	1
664	возникает вопрос	1	1
665	потому не	1	1
666	но также	2	1
667	речь идет	2	1
668	которую можно	1	1
669	и более	3	1
670	большой интерес	1	1
671	и значит	1	1
672	свою собственную	1	1
673	во втором	2	1
