N	2gram	Voloshinov_1	EvropaiE
483	противоположных направлениях	1	1
484	того в	1	1
485	в ту	1	1
486	и следовательно	3	1
487	в лучшем	1	1
488	различия между	1	1
489	ее например	1	1
490	значит что	1	1
491	большей или	1	1
492	в каждую	1	1
493	быть и	3	1
494	в двух	2	1
495	среде а	1	1
496	тот же	4	1
497	связь и	2	1
498	речи о	1	1
499	с ними	1	1
500	именно о	1	1
501	всех этих	1	1
502	мы увидим	1	1
503	смысле является	1	1
504	но более	1	1
505	на которые	1	1
506	или же	1	1
507	и ее	3	1
508	ведь в	2	1
509	к какому	1	1
510	конечно не	5	1
511	уже не	1	1
512	уже в	1	1
513	если мы	11	1
514	в начале	5	1
515	что не	2	1
516	это значение	1	1
517	в точном	1	1
518	принадлежит не	1	1
519	связывается с	1	1
520	для него	9	1
521	и их	2	1
522	представить себе	1	1
523	значении которое	1	1
524	не о	1	1
525	спросить действительно	1	1
526	от того	4	1
527	в более	1	1
528	как естественная	1	1
529	образом к	1	1
530	значение имеет	1	1
531	выходит за	1	1
532	или иначе	2	1
533	эти две	1	1
534	в каких	1	1
535	или меньшей	1	1
536	она является	1	1
537	что для	1	1
538	своим идеологическим	2	1
539	времени она	1	1
540	отдельные индивиды	1	1
541	не было	3	1
542	в любой	1	1
543	же обстоит	1	1
544	зависит от	2	1
545	так называемой	1	1
546	то такой	1	1
547	не допускает	1	1
548	него не	1	1
549	что мы	1	1
550	мы знаем	5	1
551	в связи	7	1
552	в xviii	1	1
553	входить в	1	1
554	нет ничего	3	1
555	что во	2	1
556	но кроме	1	1
557	отдельных областей	1	1
558	имеются в	1	1
559	поэтому если	1	1
560	их к	1	1
561	до настоящего	5	1
562	к жизни	1	1
563	для всех	2	1
564	а если	1	1
565	она есть	1	1
566	действительно ли	2	1
567	многих других	1	1
568	ставится вопрос	1	1
569	к определению	1	1
570	должно быть	2	1
571	с ее	2	1
572	этого слова	2	1
573	слова и	3	1
574	на пути	1	1
575	аналогии с	1	1
576	к двум	1	1
577	чем та	1	1
578	приближены к	1	1
579	более того	3	1
580	вопрос в	1	1
581	строить не	1	1
582	одного и	5	1
583	в обмене	1	1
584	при таком	1	1
585	она может	3	1
586	та и	1	1
587	в силах	1	1
588	ее и	1	1
589	значение лишь	1	1
590	более всего	1	1
591	в большей	1	1
592	следующей за	1	1
593	может в	1	1
594	бы на	1	1
595	и другие	1	1
596	идеологическом смысле	1	1
597	с ней	1	1
598	ни была	1	1
599	но этот	1	1
600	в последнем	1	1
601	иметь не	1	1
602	не способны	1	1
603	к этой	2	1
604	вполне понятно	3	1
605	можно назвать	1	1
606	и законченной	1	1
607	том числе	2	1
608	гораздо более	1	1
