N	2gram	Propp_Russ_2	formyVre
221	можно сказать	1	2
222	как конец	1	2
223	это не	5	2
224	все в	2	2
225	в литературе	1	2
226	что здесь	3	2
227	быть и	1	2
228	один из	2	2
229	ее к	2	2
230	и других	3	2
231	до того	1	2
232	представлений о	2	2
233	в конце	1	2
234	каждый из	2	2
235	рядом с	1	2
236	с другой	2	2
237	сюда же	2	2
238	именно в	4	2
239	было бы	3	2
240	и несколько	1	2
241	и затем	1	2
242	в некоторых	9	2
243	и пр	2	2
244	их не	1	2
245	смысла и	1	2
246	у нас	4	2
247	а на	9	2
248	до конца	3	2
249	для чего	1	2
250	что все	1	2
251	смеха при	3	2
252	не может	5	2
253	так же	4	2
254	как это	4	2
255	по своему	1	2
256	в данном	6	2
257	а потом	1	2
258	и всех	1	2
259	этот не	1	2
260	этом случае	6	2
261	только для	1	2
262	в двух	1	2
263	ее и	2	2
264	у них	2	2
265	но это	1	2
266	в заключение	1	2
267	как на	1	2
268	во всяком	1	2
269	все что	1	2
270	с природой	1	1
271	можно говорить	1	1
272	карнавал и	1	1
273	например в	1	1
274	относится и	1	1
275	и действительно	1	1
276	себе этот	1	1
277	мы здесь	2	1
278	и то	2	1
279	в воду	9	1
280	на самом	2	1
281	вне связи	1	1
282	ее до	1	1
283	части и	2	1
284	это и	2	1
285	некоторой степени	1	1
286	и живут	1	1
287	здесь и	1	1
288	которую они	1	1
289	на этих	1	1
290	смерть в	1	1
291	ноги и	1	1
292	с вином	1	1
293	хлеб и	1	1
294	тридевять земель	1	1
295	а как	1	1
296	очень широко	1	1
297	ему нужно	1	1
298	что если	1	1
299	почему во	1	1
300	вопрос о	4	1
301	на место	1	1
302	представлением о	1	1
303	время как	1	1
304	в полной	1	1
305	в старое	1	1
306	характер она	1	1
307	из того	1	1
308	полное и	1	1
309	так называемые	1	1
310	это время	2	1
311	в ней	1	1
312	в народном	3	1
313	между собой	2	1
314	тем как	1	1
315	это имеет	2	1
316	иной характер	2	1
317	не входит	1	1
318	а он	2	1
319	в церковь	2	1
320	отличие от	3	1
321	природа в	1	1
322	изображается с	1	1
323	это самое	1	1
324	первый взгляд	1	1
325	в него	2	1
326	все остальные	1	1
327	этом же	1	1
328	когда он	1	1
329	что по	4	1
330	его к	1	1
331	следующим образом	5	1
332	состояло в	1	1
333	них как	2	1
334	и этим	1	1
335	хотя она	1	1
336	в самом	1	1
337	животных и	1	1
338	в которой	2	1
339	чем больше	1	1
340	так в	2	1
341	выражение в	1	1
342	идут в	2	1
343	остановиться на	1	1
344	ее как	1	1
345	и физиологическим	1	1
346	вообще не	1	1
347	в огороде	1	1
348	так например	1	1
349	но все	1	1
350	от нее	1	1
351	а вместе	1	1
352	ее по	1	1
353	в состоянии	1	1
354	об этом	2	1
355	на этой	1	1
356	всею его	1	1
357	и иногда	2	1
358	дома и	1	1
359	или просто	2	1
360	что один	2	1
361	лучше чем	1	1
362	чаще всего	1	1
363	в новое	1	1
364	а за	4	1
365	другая форма	1	1
366	чем в	2	1
367	мы не	6	1
368	хотя здесь	1	1
369	такой же	1	1
370	за тридевять	1	1
371	и настоящих	1	1
372	и еще	2	1
373	в своей	2	1
374	как все	1	1
375	не столько	2	1
376	новой форме	1	1
377	сохранить в	1	1
378	живут в	2	1
379	которые в	1	1
380	такую же	1	1
381	чтобы это	1	1
382	однако в	1	1
383	iii и	1	1
384	они обитают	1	1
385	в землю	13	1
386	то их	1	1
387	случае мы	1	1
388	например и	1	1
389	что есть	1	1
390	это обычно	1	1
391	при всех	1	1
392	в таких	3	1
393	с которой	1	1
394	виду что	1	1
395	другого на	1	1
396	не имеет	3	1
397	дело в	1	1
398	одна из	11	1
399	на него	1	1
400	когда они	2	1
401	о таких	1	1
402	через него	2	1
403	была сделана	1	1
404	не принадлежат	2	1
405	и притом	1	1
406	такая же	1	1
407	п в	12	1
408	вперед и	1	1
409	к вам	5	1
410	во всем	2	1
411	первые четыре	1	1
412	по земле	2	1
413	изображается как	1	1
414	только с	1	1
415	иногда подчеркивается	1	1
416	ведется борьба	1	1
417	и здесь	1	1
418	начиная с	2	1
419	когда мы	2	1
420	как только	1	1
421	с полной	1	1
422	сказать что	1	1
423	оно не	1	1
424	необходимо изучить	1	1
425	себе в	1	1
426	свою очередь	1	1
427	всем этим	1	1
428	в ее	3	1
429	данном случае	7	1
430	местах где	1	1
431	то время	2	1
432	ряду с	1	1
433	это для	1	1
434	iii в	1	1
435	достаточно чтобы	1	1
436	иной мир	1	1
437	с собой	1	1
438	еще в	2	1
439	этим в	1	1
440	можно больше	2	1
441	могла быть	1	1
442	что от	3	1
443	если бы	1	1
444	из одного	1	1
445	и вообще	1	1
446	сводится к	1	1
447	то они	1	1
448	и поэтому	1	1
449	за пределами	2	1
450	и что	5	1
451	в глаза	2	1
452	не имеем	1	1
453	в различных	1	1
454	может не	1	1
455	аналогии с	1	1
456	там же	12	1
457	город с	1	1
458	как нет	1	1
459	между тем	3	1
460	вся эта	2	1
461	можно видеть	1	1
462	этот момент	1	1
463	он по	1	1
464	исходя из	1	1
465	что весь	1	1
466	представления о	2	1
467	и следовательно	1	1
468	ряд других	2	1
469	в другую	1	1
470	в самый	2	1
471	воскресение и	1	1
472	что смерть	1	1
473	по своей	1	1
474	которой и	1	1
475	землю и	1	1
476	в новой	2	1
477	переносились в	1	1
478	же к	1	1
479	и дело	2	1
480	мы увидим	1	1
481	ли он	1	1
482	и является	1	1
483	его жизнь	1	1
484	должен быть	2	1
485	в разные	2	1
486	должен был	3	1
487	и ее	2	1
488	по этому	2	1
489	где они	2	1
490	по другим	1	1
491	есть в	2	1
492	с нею	1	1
493	тем временем	1	1
494	не можем	2	1
495	то и	4	1
496	вернуться к	1	1
497	в виде	4	1
498	как более	1	1
499	а это	1	1
500	превращаются в	1	1
501	и путем	1	1
502	ни с	1	1
503	был бы	1	1
504	руки и	3	1
505	их во	1	1
506	до некоторой	1	1
507	ее на	2	1
508	они становятся	1	1
509	не противоречит	1	1
510	убийство и	1	1
511	того в	2	1
512	без всякой	1	1
513	имеет и	1	1
514	с игрой	1	1
515	на которые	1	1
516	в природе	3	1
517	в отличие	3	1
518	вином и	1	1
519	по нескольку	2	1
520	основные формы	1	1
521	смерти но	1	1
522	другой стороны	1	1
523	в руках	2	1
524	а так	1	1
525	него не	1	1
526	или с	3	1
527	под влиянием	1	1
528	несмотря на	1	1
529	тем больше	1	1
530	своей книги	1	1
531	он тем	1	1
532	по окончании	1	1
533	во всю	1	1
534	этих случаях	4	1
535	связаны в	1	1
536	одной стороны	2	1
537	только начало	1	1
538	существу не	1	1
539	и связанных	1	1
540	в тех	1	1
541	быть только	2	1
542	как средство	2	1
543	на шее	1	1
544	человек с	1	1
545	в человеческом	1	1
546	имен и	1	1
547	и жизнь	1	1
548	этого слова	1	1
549	и действия	1	1
550	видно что	2	1
551	вокруг него	2	1
552	и тогда	1	1
553	же представление	1	1
554	и сухой	1	1
555	более поздние	1	1
556	он видел	1	1
557	идеологии и	1	1
558	растительности и	1	1
559	воду и	2	1
560	из себя	1	1
561	не огонь	1	1
562	в настоящее	1	1
563	смеха в	1	1
564	не являются	1	1
565	в целях	2	1
566	он же	1	1
567	в свою	1	1
568	народном сознании	1	1
569	они как	1	1
570	совершенно не	2	1
571	же относится	1	1
572	это на	1	1
573	природе и	1	1
574	нет но	1	1
575	одновременно и	1	1
576	ко всему	1	1
577	изо рта	1	1
578	в таком	4	1
