N	2gram	Nazirov_Tv_1	Myslijsy
275	для этого	1	2
276	стремление к	2	2
277	в виду	2	2
278	иное как	1	2
279	и должно	1	2
280	о том	6	2
281	никак не	1	2
282	одного из	2	2
283	утверждает что	1	2
284	связь между	1	2
285	крайней мере	2	2
286	еще более	2	2
287	что бы	1	2
288	в другую	1	2
289	известно что	2	2
290	этот вопрос	1	2
291	в народе	1	2
292	в разные	1	2
293	по этому	1	2
294	в таких	1	2
295	уже не	3	2
296	же в	1	2
297	по законам	1	2
298	слова не	1	2
299	при помощи	2	2
300	к мысли	1	2
301	нуждается в	1	2
302	человека не	1	2
303	к ним	1	2
304	в других	1	2
305	даже и	1	2
306	уважение к	1	2
307	влияние на	2	2
308	у нас	1	2
309	на этот	1	2
310	для человека	3	2
311	в одно	2	2
312	связь с	1	2
313	даже с	1	2
314	что же	1	2
315	и о	1	2
316	о его	1	2
317	между прочим	1	2
318	но с	1	2
319	ли в	2	2
320	не существует	3	2
321	от мысли	2	2
322	или в	2	2
323	тем более	1	2
324	хотя бы	5	2
325	только что	2	2
326	все они	1	2
327	ни было	1	2
328	что оно	1	2
329	что свобода	1	2
330	была бы	1	2
331	не что	1	2
332	жизни и	3	2
333	но эти	1	2
334	этой цели	1	2
335	от этой	1	1
336	бытия по	1	1
337	вряд ли	2	1
338	же как	1	1
339	он считает	1	1
340	в зародыше	1	1
341	человека и	4	1
342	уже все	1	1
343	самом деле	2	1
344	переход от	1	1
345	нам кажется	1	1
346	чего не	1	1
347	от своей	1	1
348	в мыслях	1	1
349	и этот	1	1
350	уже по	1	1
351	его не	1	1
352	мы имеем	1	1
353	в жизнь	1	1
354	не во	2	1
355	на эти	2	1
356	в возможности	1	1
357	не столько	2	1
358	образом уже	1	1
359	не вполне	1	1
360	на себя	1	1
361	нет ли	1	1
362	единства человеческой	1	1
363	мы предполагаем	1	1
364	из ее	1	1
365	и самого	1	1
366	и на	7	1
367	к их	1	1
368	что его	2	1
369	в чем	2	1
370	собою только	1	1
371	с его	11	1
372	одну свою	1	1
373	на самом	3	1
374	не то	2	1
375	нет не	2	1
376	друг на	1	1
377	если в	2	1
378	к слову	1	1
379	а и	1	1
380	некоторые черты	1	1
381	и тела	1	1
382	представил нам	1	1
383	человечества не	1	1
384	для создания	1	1
385	перед нами	2	1
386	на человека	1	1
387	когда он	2	1
388	и эстетическое	1	1
389	до первого	1	1
390	для которого	1	1
391	умственного развития	1	1
392	та же	4	1
393	при создании	1	1
394	он в	1	1
395	все эти	1	1
396	так в	1	1
397	что так	1	1
398	всегда ли	1	1
399	в известном	1	1
400	приводит к	2	1
401	его свободы	1	1
402	человеке и	1	1
403	но его	2	1
404	противоположность в	1	1
405	как он	1	1
406	если он	1	1
407	человек не	1	1
408	вследствие этого	1	1
409	вытекающее из	1	1
410	на его	3	1
411	связанные с	1	1
412	перестает быть	1	1
413	этом с	1	1
414	истории есть	1	1
415	человечества так	1	1
416	важную роль	1	1
417	от людей	2	1
418	с чувством	1	1
419	с представлением	1	1
420	быть без	1	1
421	природы человека	1	1
422	на этом	1	1
423	что она	2	1
424	в нее	1	1
425	же не	1	1
426	времени а	2	1
427	им как	1	1
428	она связана	1	1
429	его в	1	1
430	было в	2	1
431	существо как	1	1
432	должен был	1	1
433	весь мир	1	1
434	нам по	1	1
435	будто время	1	1
436	он на	1	1
437	все равно	1	1
438	далеко не	3	1
439	на друга	1	1
440	и уже	1	1
441	одна и	1	1
442	жизни но	1	1
443	можно считать	1	1
444	их на	1	1
445	и выйти	1	1
446	во время	1	1
447	и другие	3	1
448	из общего	1	1
449	что такое	1	1
450	в отношении	1	1
451	в котором	6	1
452	но которые	1	1
453	себе а	1	1
454	что я	3	1
455	как одна	1	1
456	времени не	1	1
457	сами по	1	1
458	такое решение	1	1
459	что этот	1	1
460	даже в	3	1
461	народом в	1	1
462	какие бы	1	1
463	между людьми	2	1
464	а на	1	1
465	человека но	3	1
466	что с	1	1
467	что ему	1	1
468	однако мысль	1	1
469	которого он	2	1
470	от жизни	2	1
471	в уме	1	1
472	но только	2	1
473	человека по	1	1
474	все без	1	1
475	для всего	1	1
476	человека во	1	1
477	как формы	1	1
478	человек как	3	1
479	и чувства	1	1
480	к этим	1	1
481	до того	1	1
482	на некоторые	1	1
483	и делает	1	1
484	был бы	2	1
485	в области	1	1
486	ясно как	1	1
487	и сразу	1	1
488	он вполне	1	1
489	уже о	1	1
490	в духе	2	1
491	а что	2	1
492	по возможности	1	1
493	указывает на	1	1
494	он видит	3	1
495	в полной	1	1
496	где он	2	1
497	быть назван	1	1
498	их стремление	1	1
499	он ищет	1	1
500	им в	1	1
501	вступая в	1	1
502	людей в	2	1
503	всего этого	1	1
504	в ее	1	1
505	очень важную	1	1
506	к нам	1	1
507	прогресса и	2	1
508	с каким	2	1
509	более у	1	1
510	и говорит	1	1
511	человека тоже	1	1
512	действия и	1	1
513	роль в	1	1
514	мнение что	1	1
515	отказаться от	2	1
516	на том	2	1
517	если они	1	1
518	что у	1	1
519	в образе	1	1
520	другое в	1	1
521	его решения	1	1
522	это состояние	1	1
523	здесь нет	2	1
524	он по	1	1
525	еще в	2	1
526	быть может	2	1
527	против этого	1	1
528	из других	2	1
529	воли и	3	1
530	движения и	1	1
531	это все	1	1
532	о нем	1	1
533	внимание на	1	1
534	все его	1	1
535	смысле оно	1	1
536	были направлены	1	1
537	нас в	1	1
538	себе мир	1	1
539	один момент	1	1
540	к нему	1	1
541	которого не	1	1
542	переходит в	2	1
543	пути исследования	1	1
544	при исследовании	1	1
545	во всей	2	1
546	вслед за	2	1
547	наконец в	1	1
548	движения в	1	1
549	на словах	1	1
550	свои личные	1	1
551	что понятия	1	1
552	в лице	2	1
553	и деятельность	1	1
554	значит что	2	1
555	действительности не	1	1
556	один из	4	1
557	бесконечное разнообразие	1	1
558	с ними	1	1
559	субъективного восприятия	1	1
560	что он	6	1
561	пришел к	1	1
562	в какой	1	1
563	может из	1	1
564	бы искать	1	1
565	человеке но	1	1
566	и ее	1	1
567	от них	1	1
568	тесно связанные	1	1
569	с какой	1	1
570	к идее	1	1
571	как средство	1	1
572	уже в	3	1
573	себя в	1	1
574	в виде	3	1
575	по выражению	1	1
576	мышления и	1	1
577	из них	2	1
578	разума и	1	1
579	он принадлежит	1	1
580	например к	1	1
581	говорит что	2	1
582	личную свободу	1	1
583	должны с	1	1
584	ни в	1	1
585	мы находим	2	1
586	отличен от	1	1
587	в современном	2	1
588	люди на	1	1
589	ее не	1	1
590	но что	1	1
591	у него	7	1
592	формы в	1	1
593	и понимающий	1	1
594	же невозможно	1	1
595	не противоречит	1	1
596	развития в	1	1
597	противоположность между	1	1
598	до сих	1	1
599	каждый человек	1	1
600	именно в	2	1
601	его выше	1	1
602	что бог	1	1
603	человек может	2	1
604	по всей	1	1
605	себя и	1	1
606	человеческой природе	1	1
607	их не	1	1
608	к сожалению	1	1
609	превращается в	1	1
610	из теории	1	1
611	в ребенке	1	1
612	не на	1	1
613	дойти до	1	1
614	современном человеке	2	1
615	его как	2	1
616	человек есть	1	1
617	в связи	1	1
618	виде в	1	1
619	как развитие	1	1
620	следовало бы	2	1
621	в творчестве	6	1
622	начиная с	1	1
623	действительности или	1	1
624	в одной	2	1
625	места где	1	1
626	он говорит	3	1
627	в данном	2	1
628	видит в	1	1
629	его собственной	1	1
630	ведет к	2	1
631	времени с	1	1
632	утверждая что	1	1
633	когда же	1	1
634	ко всему	1	1
635	и двумя	1	1
636	в мир	2	1
637	да и	1	1
638	это значит	1	1
639	которому стремится	1	1
640	свободы в	1	1
641	сих пор	1	1
642	все это	10	1
643	человек понимает	1	1
644	ибо он	1	1
645	мы по	1	1
646	вне его	1	1
647	решить вопрос	1	1
648	чего я	1	1
649	человека для	1	1
650	сколько бы	1	1
651	ее и	2	1
652	время не	2	1
653	вовсе нет	1	1
654	человека она	1	1
655	не одну	1	1
656	давно уже	1	1
657	сила в	1	1
658	необходимое условие	1	1
659	равно как	1	1
660	их с	1	1
661	природе и	1	1
662	жизни а	1	1
663	себе не	2	1
664	это было	1	1
665	свою творческую	1	1
666	к этому	2	1
667	событий в	1	1
