N	2gram	Tiupa_Hudo_2	Psycholo
292	что сам	1	2
293	который как	1	2
294	бы она	1	2
295	до конца	1	2
296	как к	1	2
297	что за	1	2
298	их в	1	2
299	в общем	1	2
300	признать что	1	2
301	столь же	3	2
302	все они	3	2
303	то время	1	2
304	же в	1	2
305	более и	1	2
306	по существу	1	2
307	нам не	1	2
308	наших глазах	1	2
309	и одновременно	1	2
310	к своим	1	2
311	все более	1	2
312	и ее	3	2
313	и уже	4	2
314	нами в	1	2
315	к себе	3	2
316	и более	1	2
317	его к	1	2
318	есть только	1	2
319	случай из	1	2
320	на наших	1	2
321	он прямо	1	2
322	противоречие между	2	2
323	не могу	3	2
324	для читателя	1	2
325	это был	2	2
326	в данном	2	2
327	на примере	1	2
328	в свои	1	1
329	многие исследователи	1	1
330	в определении	1	1
331	над ними	1	1
332	ни одного	2	1
333	жизни а	1	1
334	был в	1	1
335	мы остановились	1	1
336	каждое слово	1	1
337	в словах	1	1
338	а вот	2	1
339	для ее	1	1
340	что можно	1	1
341	на мягкую	1	1
342	и с	6	1
343	о героях	1	1
344	к той	2	1
345	еще не	3	1
346	от радости	1	1
347	рассказа для	1	1
348	бы оно	1	1
349	что несмотря	1	1
350	а когда	1	1
351	момент когда	1	1
352	можно сказать	6	1
353	это то	1	1
354	будем признать	1	1
355	только как	1	1
356	жизни и	6	1
357	бы это	1	1
358	от этого	1	1
359	вызывает у	1	1
360	однако он	1	1
361	отличается от	1	1
362	не будет	2	1
363	совсем другая	2	1
364	как некий	1	1
365	не по	2	1
366	не видели	1	1
367	у меня	1	1
368	с тобой	1	1
369	но при	3	1
370	в музыке	1	1
371	разговоре с	2	1
372	не было	6	1
373	это я	1	1
374	все было	3	1
375	и просто	2	1
376	но еще	2	1
377	и тот	1	1
378	из этой	1	1
379	бы он	1	1
380	к рассказу	1	1
381	гораздо более	2	1
382	том случае	1	1
383	вслед за	4	1
384	смысл в	1	1
385	в жизни	8	1
386	с ней	1	1
387	дел и	1	1
388	весело а	1	1
389	рассказа когда	1	1
390	так часто	1	1
391	смысле что	1	1
392	у себя	1	1
393	и так	1	1
394	быть только	1	1
395	независимо от	1	1
396	в сердце	1	1
397	нравственной истины	1	1
398	не остается	1	1
399	вступает в	1	1
400	к которому	1	1
401	это в	1	1
402	тем самым	2	1
403	имели дело	1	1
404	но с	1	1
405	что одна	1	1
406	рассказа в	4	1
407	а на	1	1
408	а между	4	1
409	которых и	1	1
410	в другой	1	1
411	что на	3	1
412	и жизнь	1	1
413	было ее	2	1
414	с каким	1	1
415	смерти в	1	1
416	тот и	1	1
417	и рядом	1	1
418	того или	2	1
419	он к	1	1
420	жизнь в	2	1
421	и было	2	1
422	и он	3	1
423	собой не	1	1
424	не ограничивается	1	1
425	то в	4	1
426	только тем	2	1
427	сказал бы	1	1
428	и становится	2	1
429	те же	2	1
430	на которых	1	1
431	ли в	3	1
432	котором она	1	1
433	ней и	1	1
434	из ее	1	1
435	присутствует в	1	1
436	без этого	1	1
437	но все	1	1
438	можно показать	1	1
439	для нее	4	1
440	или иного	2	1
441	случае если	1	1
442	но не	4	1
443	и опять	2	1
444	и такие	1	1
445	художественное произведение	1	1
446	в начале	1	1
447	в корне	1	1
448	противоположны по	1	1
449	трудно не	2	1
450	а именно	1	1
451	ничего нового	1	1
452	этими словами	2	1
453	тогда его	1	1
454	один и	1	1
455	превращается в	4	1
456	в рассказе	21	1
457	когда же	2	1
458	и притом	1	1
459	отношение к	2	1
460	что человек	1	1
461	дело в	1	1
462	и драматического	1	1
463	между ними	2	1
464	нет у	1	1
465	так а	1	1
466	дело с	2	1
467	знаем что	1	1
468	чтобы не	3	1
469	не все	3	1
470	в себя	1	1
471	заключена в	1	1
472	это все	1	1
473	а затем	1	1
474	ее совершенно	1	1
475	ее жизни	2	1
476	было не	1	1
477	разговор с	2	1
478	в нашей	1	1
479	если можно	2	1
480	никогда еще	1	1
481	это не	6	1
482	он мог	1	1
483	высшей степени	1	1
484	еще более	1	1
485	почему он	1	1
486	не с	2	1
487	тут не	1	1
488	и других	1	1
489	всей своей	1	1
490	мысли в	1	1
491	мысли и	2	1
492	имеет в	1	1
493	так у	1	1
494	на него	3	1
495	которых в	1	1
496	случае мы	1	1
497	организовано и	1	1
498	на свою	1	1
499	и точно	1	1
500	в других	4	1
501	для меня	1	1
502	и людей	1	1
503	представлен как	1	1
504	к вам	1	1
505	он будет	2	1
506	и при	1	1
507	нас к	1	1
508	рассказа о	1	1
509	важное и	1	1
510	мы с	3	1
511	смерти своей	1	1
512	то с	1	1
513	это и	1	1
514	именно на	2	1
515	даже в	1	1
516	только одно	1	1
517	с другими	3	1
518	над собой	1	1
519	что без	1	1
520	человек и	1	1
521	а за	2	1
522	и составляет	2	1
523	которая была	2	1
524	и глубокой	1	1
525	пока еще	3	1
526	ведь это	1	1
527	и у	2	1
528	она и	1	1
529	один человек	2	1
530	природы и	1	1
531	ни о	3	1
532	и весело	1	1
533	не является	2	1
534	них нет	1	1
535	я тебя	1	1
536	и читателя	3	1
537	со времен	1	1
538	во все	1	1
539	как она	1	1
540	весь в	1	1
541	тому же	2	1
542	в сюжете	1	1
543	и потому	1	1
544	и еще	1	1
545	всю свою	1	1
546	этот момент	1	1
547	по причине	2	1
548	мы получим	1	1
549	же я	2	1
550	а другие	1	1
551	сказать в	1	1
552	теми же	1	1
553	в первом	2	1
554	в слове	1	1
555	хотя и	1	1
556	характер и	2	1
557	о чем	8	1
558	все еще	1	1
559	представить себе	1	1
560	не могло	1	1
561	собою в	1	1
562	до уровня	1	1
563	как нам	1	1
564	ее с	1	1
565	я на	1	1
566	не о	1	1
567	что сказанное	1	1
568	то все	1	1
569	это было	2	1
570	мы имеем	1	1
571	отношении к	1	1
572	для которого	1	1
573	в людях	1	1
574	в конечном	4	1
575	только эти	1	1
576	только не	2	1
577	для автора	1	1
578	слово то	1	1
579	еще раз	1	1
580	будто бы	3	1
581	же как	2	1
582	именно в	2	1
583	нет и	1	1
584	этому ряду	1	1
585	то для	1	1
586	него было	1	1
587	в сторону	1	1
588	этом отношении	1	1
589	в момент	1	1
590	говорили о	2	1
591	целого ряда	1	1
592	от себя	1	1
593	в тот	1	1
594	и смерти	1	1
595	себя и	2	1
596	нет что	1	1
597	истории не	1	1
598	ее души	3	1
599	оттого что	1	1
600	не столько	2	1
601	очевидной для	1	1
602	и она	1	1
603	с удивлением	1	1
604	к области	1	1
605	роль в	2	1
606	как у	2	1
607	отношениях к	1	1
608	не понимал	1	1
609	в действительности	1	1
610	с наивной	2	1
611	к гибели	1	1
612	не как	2	1
613	у нее	10	1
614	во сне	3	1
615	после себя	1	1
616	быть и	1	1
617	с его	5	1
618	даже для	1	1
619	исключения из	1	1
620	о себе	3	1
621	о самом	1	1
622	в каждой	1	1
623	по своим	1	1
624	нас в	1	1
625	видит себя	1	1
626	и говорит	1	1
627	характер героя	1	1
628	перед смертью	2	1
629	лежит у	1	1
630	в разговоре	1	1
631	однако в	2	1
632	было на	2	1
633	на две	1	1
634	в частности	7	1
635	есть и	3	1
636	за ним	1	1
637	одним из	1	1
638	случае и	1	1
639	это означает	1	1
640	на свой	2	1
641	все что	3	1
642	но по	1	1
643	а иногда	1	1
644	о его	2	1
645	всего в	1	1
646	в следующем	1	1
647	так и	8	1
648	не следует	1	1
649	тому как	4	1
650	то чего	1	1
651	таким же	1	1
652	которыми он	1	1
653	все та	1	1
654	она как	1	1
655	в глазах	6	1
656	на себя	3	1
657	рассказа имеет	1	1
658	которых он	1	1
659	внимания на	1	1
660	я сам	1	1
661	был не	1	1
662	как о	3	1
663	вот он	4	1
664	ее как	1	1
665	никогда и	1	1
666	и другая	1	1
667	только на	5	1
668	этих двух	1	1
669	на свете	1	1
670	времени в	1	1
671	догадаться что	1	1
672	и заключается	1	1
673	или иначе	1	1
674	ни один	1	1
675	обратимся к	2	1
676	ни на	1	1
677	он признает	1	1
678	можно было	3	1
679	о двух	2	1
680	до высшей	1	1
681	мысль о	2	1
682	и тогда	2	1
683	участие в	1	1
684	и эта	2	1
685	это часто	1	1
686	с собою	1	1
687	была не	1	1
688	мы знаем	2	1
689	подобно тому	4	1
690	том чтобы	1	1
691	он и	1	1
692	теперь я	1	1
693	а если	1	1
694	в прозе	1	1
