N	2gram	Tiupa_Hudo_1	Psycholo
461	он же	1	1
462	в высшей	1	1
463	все было	1	1
464	как об	1	1
465	и уже	1	1
466	которой он	1	1
467	одна и	1	1
468	он и	1	1
469	с такой	1	1
470	духовной жизни	1	1
471	должно быть	2	1
472	элемента в	1	1
473	и того	1	1
474	лучше всего	1	1
475	же ошибочно	1	1
476	бы на	2	1
477	таким же	1	1
478	жизнь так	1	1
479	вне всякого	1	1
480	как произведение	1	1
481	не столько	2	1
482	себе а	1	1
483	в отличие	1	1
484	сознаться что	1	1
485	впадая в	1	1
486	из области	1	1
487	однако в	2	1
488	следующими словами	1	1
489	мы встречаемся	1	1
490	что эта	1	1
491	самого начала	1	1
492	хотелось бы	1	1
493	в русской	4	1
494	дело в	1	1
495	одна из	2	1
496	благодаря своей	1	1
497	что их	1	1
498	лессингу не	1	1
499	и остается	1	1
500	каждый день	1	1
501	только две	1	1
502	о них	1	1
503	действующие лица	2	1
504	художественной деятельности	1	1
505	она из	2	1
506	только не	1	1
507	как два	1	1
508	народной жизни	1	1
509	в качестве	9	1
510	жизни не	1	1
511	именно с	1	1
512	в противоречие	1	1
513	произведения а	1	1
514	и чувства	1	1
515	вместо того	2	1
516	же он	1	1
517	же самая	1	1
518	связи с	4	1
519	ничто не	1	1
520	о чем-то	1	1
521	тогда в	1	1
522	с другом	1	1
523	только от	1	1
524	она приобретает	1	1
525	принадлежит к	1	1
526	мы узнаем	4	1
527	взглянуть на	1	1
528	идейного содержания	1	1
529	знание о	1	1
530	чтобы создать	1	1
531	тот и	1	1
532	с анализом	1	1
533	даже когда	1	1
534	в суждениях	1	1
535	в каждой	1	1
536	любили друг	1	1
537	для себя	3	1
538	то во	1	1
539	из всего	1	1
540	как мы	3	1
541	и о	4	1
542	от друга	1	1
543	главную мысль	1	1
544	но при	1	1
545	воды в	1	1
546	и служит	1	1
547	для читателя	1	1
548	характер и	2	1
549	в себя	2	1
550	с самого	1	1
551	приводит к	3	1
552	по аналогии	1	1
553	другом и	1	1
554	на нее	1	1
555	за то	1	1
556	времени и	1	1
557	можно понять	1	1
558	живет в	2	1
559	и каждый	2	1
560	еще в	3	1
561	когда в	1	1
562	которого они	1	1
563	которые каждый	1	1
564	много ли	1	1
565	быть может	7	1
566	как у	1	1
567	не впадая	1	1
568	стало бы	1	1
569	означает что	1	1
570	все дело	1	1
571	о нем	3	1
572	тому и	1	1
573	но мы	1	1
574	прозы не	2	1
575	можно сказать	4	1
576	все его	1	1
577	в сфере	1	1
578	и мыслей	1	1
579	в эстетической	1	1
580	восходит к	1	1
581	к изображению	1	1
582	собственной жизни	1	1
583	переходит в	1	1
584	когда оно	1	1
585	эти два	1	1
586	и содержания	1	1
587	все в	1	1
588	этом читатель	1	1
589	что бы	1	1
590	она остается	1	1
591	и об	2	1
592	и она	1	1
593	вся жизнь	2	1
594	а она	1	1
595	как объект	1	1
596	все зависит	1	1
597	этом смысле	1	1
598	казалось что	1	1
599	людей а	2	1
600	которое было	1	1
601	в двух	1	1
602	художественного восприятия	2	1
603	трудно не	1	1
604	с ними	2	1
605	его жизнь	2	1
606	всю его	1	1
607	он теперь	1	1
608	характер у	1	1
609	русской литературе	3	1
610	к высшим	1	1
611	этого рассказа	1	1
612	же и	1	1
613	на всем	1	1
614	а то	2	1
615	не дает	1	1
616	по выражению	2	1
617	его и	1	1
618	за ним	2	1
619	для него	10	1
620	и та	1	1
621	прежде всего	11	1
622	иначе как	1	1
623	двух противоположных	1	1
624	произведения и	1	1
625	у нее	2	1
626	свои усилия	1	1
627	гораздо большей	1	1
628	ее не	1	1
629	не о	2	1
630	литературного произведения	1	1
631	из нее	1	1
632	рассказа он	1	1
633	людей не	1	1
634	к той	1	1
635	то а	1	1
636	ее на	1	1
637	п не	1	1
638	ошибочно как	2	1
639	в другой	1	1
640	из двух	1	1
641	со стороны	3	1
642	даже не	1	1
643	представлений с	1	1
644	с другим	2	1
645	два разных	1	1
646	каждый человек	1	1
647	и ему	2	1
648	не один	1	1
649	сюда же	1	1
650	этого человека	1	1
651	именно в	7	1
652	человека а	1	1
653	словами но	1	1
654	писателя и	1	1
655	нашего исследования	1	1
656	один и	1	1
657	себя и	2	1
658	объясняется тем	1	1
659	обратиться к	1	1
660	имеет ничего	1	1
661	связано с	1	1
662	века и	1	1
663	мир от	1	1
664	ничем не	3	1
665	их друг	1	1
666	жизнь в	1	1
667	писатель в	1	1
668	человеческой жизни	4	1
669	для человека	1	1
670	что мы	1	1
671	в связи	3	1
672	они все	1	1
673	по необходимости	1	1
674	из его	1	1
675	но пока	1	1
676	его характер	2	1
677	одной стороны	1	1
678	он будет	1	1
679	она есть	1	1
680	такого рода	3	1
681	и там	1	1
682	когда же	1	1
683	или менее	1	1
684	вокруг себя	1	1
685	в первой	6	1
686	всякого сомнения	1	1
687	друг с	1	1
688	на свете	1	1
689	не умели	1	1
690	том смысле	1	1
691	быть не	1	1
692	и смерти	3	1
693	по поверхности	1	1
694	сон и	1	1
695	еще раз	2	1
696	бы можно	1	1
697	с любовью	1	1
698	нет ничего	2	1
699	из народной	1	1
700	переживания и	1	1
701	форма является	1	1
702	его творчества	1	1
703	узком смысле	1	1
704	в результате	2	1
705	поэзии в	1	1
706	обращается к	1	1
707	от него	3	1
708	бы в	1	1
709	не более	1	1
710	писателя не	1	1
711	с не	1	1
712	своих героев	2	1
713	с а	1	1
714	ни к	2	1
715	будто бы	3	1
716	однако произведение	1	1
717	только что	4	1
718	по пути	1	1
719	как показывает	1	1
720	хотя в	1	1
721	знать об	1	1
722	может и	3	1
723	не похожи	1	1
724	и эта	1	1
725	от своего	1	1
726	но часто	1	1
727	это на	1	1
728	которым он	1	1
729	взгляда на	1	1
730	первом случае	1	1
731	это и	1	1
732	только о	1	1
733	и представлений	1	1
734	в трех	1	1
735	замечает в	1	1
736	его творчестве	1	1
737	в такое	1	1
738	делает их	1	1
739	но еще	2	1
740	ранее в	1	1
741	и другие	1	1
742	тем самым	1	1
743	они не	2	1
744	ничего общего	1	1
