N	2gram	Berdyaev_M_1	Vladivir
436	только с	1	1
437	в области	1	1
438	не потому	1	1
439	личности в	2	1
440	не одно	1	1
441	все то	1	1
442	нет ни	1	1
443	не могут	5	1
444	есть только	2	1
445	было еще	1	1
446	когда они	1	1
447	потом с	1	1
448	а что	1	1
449	родство с	1	1
450	было уже	1	1
451	в каждом	1	1
452	он никогда	2	1
453	ощутил в	1	1
454	очень не	1	1
455	разные стороны	1	1
456	из всего	1	1
457	из глубоких	1	1
458	на нем	1	1
459	всегда были	1	1
460	коренным образом	1	1
461	с сего	1	1
462	как отрицание	1	1
463	уже с	1	1
464	так в	1	1
465	роль в	1	1
466	важное место	1	1
467	рассудка и	2	1
468	веру в	4	1
469	и когда	2	1
470	правда у	1	1
471	сомнения и	1	1
472	было в	1	1
473	особенно в	3	1
474	с самим	2	1
475	границы но	1	1
476	когда его	1	1
477	его духовном	1	1
478	он чувствовал	1	1
479	интересом к	1	1
480	без основания	1	1
481	поэтому в	1	1
482	если бы	2	1
483	в эпоху	1	1
484	не меньше	1	1
485	он жил	1	1
486	в разных	1	1
487	связанная с	1	1
488	до последних	1	1
489	сам был	1	1
490	андрея белого	1	1
491	но к	1	1
492	и поэтому	1	1
493	своей истории	1	1
494	одного из	1	1
495	не стоит	1	1
496	его биографию	1	1
497	кроме человека	1	1
498	любви к	7	1
499	в значительной	1	1
500	нас в	1	1
501	а во	1	1
502	все в	6	1
503	истории в	2	1
504	же были	1	1
505	и всю	1	1
506	от них	1	1
507	и во	2	1
508	толстого а	1	1
509	интерес к	3	1
510	во всей	1	1
511	в другой	1	1
512	которая должна	1	1
513	которой все	2	1
514	было для	1	1
515	о своих	2	1
516	с умом	1	1
517	и учение	1	1
518	и мир	2	1
519	эту веру	1	1
520	на которой	1	1
521	всего творчества	1	1
522	порвал с	1	1
523	сразу же	1	1
524	не как	4	1
525	человека в	13	1
526	силы человека	1	1
527	ли он	1	1
528	истории и	2	1
529	от христианства	1	1
530	их жизни	1	1
531	в обществе	1	1
532	между этими	1	1
533	был также	1	1
534	к которой	1	1
535	человека с	2	1
536	с какой	1	1
537	самом деле	1	1
538	в сторону	1	1
539	человеку то	1	1
540	греческой философии	2	1
541	что не	1	1
542	жизни ему	1	1
543	чего бы	1	1
544	менее всего	7	1
545	одно из	3	1
546	ту же	1	1
547	в одном	1	1
548	у нее	1	1
549	как его	1	1
550	ему казалось	1	1
551	от того	1	1
552	и вместе	4	1
553	и только	1	1
554	во власти	2	1
555	не хочет	2	1
556	и человека	5	1
557	но одно	1	1
558	влияние на	1	1
559	попал в	1	1
560	как у	1	1
561	было ничего	1	1
562	связаны с	1	1
563	что человек	3	1
564	и против	1	1
565	вообще и	1	1
566	будет ли	1	1
567	человека а	3	1
568	с той	1	1
569	в свою	2	1
570	даже для	1	1
571	и говорил	1	1
572	мы еще	2	1
573	он считал	1	1
574	себя и	3	1
575	говорит о	1	1
576	прежде всего	10	1
577	притом не	1	1
578	нужно сказать	1	1
579	настаивать на	1	1
580	концу истории	1	1
581	кто знает	1	1
582	которые не	1	1
583	до конца	14	1
584	у других	1	1
585	а не	25	1
586	человеческой жизни	2	1
587	как ни	1	1
588	вопросе о	1	1
589	о чем	2	1
590	и отрицал	1	1
591	выше всякого	1	1
592	когда она	1	1
593	разных местах	1	1
594	знает только	1	1
595	его как	2	1
596	нее не	1	1
597	нет никаких	2	1
598	к старому	1	1
599	бог есть	2	1
600	так же	1	1
601	тогда только	2	1
602	в одной	1	1
603	принужден был	1	1
604	перейти в	1	1
605	не видел	1	1
606	она есть	1	1
607	и мировой	1	1
608	к великому	1	1
609	я хочу	3	1
610	самого себя	2	1
611	хотя с	1	1
612	о человеке	23	1
613	это его	1	1
614	человек с	1	1
615	в состоянии	1	1
616	и более	1	1
617	быть не	2	1
618	с этой	4	1
619	на пути	4	1
620	его собственный	1	1
621	отречение от	1	1
622	в п	1	1
623	бог у	1	1
624	ничего кроме	1	1
625	протяжении всей	1	1
626	он находил	1	1
627	в более	2	1
628	за его	1	1
629	и часто	1	1
630	уже на	1	1
631	в бога	2	1
632	не существует	2	1
633	об отношении	1	1
634	это он	1	1
635	я всегда	2	1
636	человек и	6	1
637	она уже	1	1
638	бы в	2	1
639	новый духовный	1	1
640	ни к	1	1
641	он ему	1	1
642	большой мастер	1	1
643	я в	1	1
644	хотя в	1	1
645	уже нет	2	1
646	личности и	1	1
647	не есть	9	1
648	речи о	1	1
649	жизни в	2	1
650	человека то	2	1
651	это все	1	1
652	но если	3	1
653	с ней	2	1
654	от своего	1	1
655	которым он	1	1
656	жизни а	1	1
657	почему он	1	1
658	социализма и	1	1
659	не что	1	1
660	ко всему	1	1
661	выходят за	1	1
662	человек еще	1	1
663	не давала	1	1
664	ума есть	1	1
665	и эта	1	1
666	он часто	1	1
