N	2gram	Ircho_Kome_1	Hudozhes
174	на его	5	2
175	не следует	2	2
176	в первую	2	2
177	однако в	3	2
178	с такими	1	2
179	значительной степени	1	2
180	то чтобы	1	2
181	речь в	1	2
182	же касается	1	2
183	в другом	4	2
184	а его	1	2
185	ясно что	4	2
186	первую очередь	3	2
187	особенно в	1	2
188	уже знаем	1	2
189	по себе	1	2
190	одной из	3	2
191	все равно	1	2
192	в следующем	2	2
193	наше внимание	1	2
194	состоит в	1	2
195	не представляется	1	2
196	сих пор	2	2
197	все это	5	2
198	они не	1	2
199	бы на	1	2
200	не раз	2	2
201	и другое	1	2
202	одна из	2	2
203	на себе	1	2
204	с и	1	2
205	заметить что	1	2
206	персонажа в	1	2
207	со своим	5	2
208	на него	4	2
209	что на	1	2
210	не знаем	1	2
211	которым в	1	2
212	литературного творчества	1	2
213	с ее	2	2
214	как по	2	2
215	первой из	1	2
216	в себя	2	2
217	и каждый	1	2
218	на вопрос	1	2
219	и что	1	2
220	до сих	2	2
221	там же	3	2
222	в значительной	1	2
223	в форме	2	2
224	второй половине	2	2
225	и потому	1	2
226	поэтому и	1	2
227	жизнь была	1	2
228	так что	1	2
229	больше не	1	2
230	в начале	3	2
231	участие в	4	2
232	за ним	1	2
233	а и	1	2
234	мы знаем	2	2
235	а то	2	2
236	на том	1	2
237	или иначе	1	2
238	ему не	1	2
239	действующих лиц	4	2
240	а с	1	2
241	в данной	1	2
242	также в	2	2
243	до конца	2	2
244	не означает	1	2
245	ближе к	1	2
246	эти слова	1	2
247	отсюда и	1	2
248	в изображении	1	2
249	что же	1	2
250	да и	3	2
251	в это	1	2
252	и не	8	2
253	с этой	1	2
254	каждого из	1	2
255	видно что	1	2
256	отказ от	1	2
257	перед собой	1	2
258	в результате	4	2
259	не знает	1	2
260	а между	1	1
261	как известно	2	1
262	можно говорить	1	1
263	и др	1	1
264	тех же	2	1
265	всего это	1	1
266	достаточно четко	1	1
267	ему что	1	1
268	за собой	1	1
269	на две	2	1
270	из его	4	1
271	исходит из	1	1
272	высшей степени	1	1
273	войну и	1	1
274	видеть в	2	1
275	долгое время	1	1
276	и за	1	1
277	по его	1	1
278	также и	1	1
279	о способах	1	1
280	ни у	1	1
281	г как	2	1
282	что уже	1	1
283	ответить на	1	1
284	из области	1	1
285	именно к	1	1
286	высказывания в	1	1
287	в сущности	2	1
288	принадлежит к	2	1
289	чисто внешней	1	1
290	х годов	3	1
291	хотя бы	1	1
292	ему в	1	1
293	похожи на	1	1
294	как впрочем	1	1
295	в каждой	1	1
296	это время	2	1
297	можно понять	1	1
298	в чем	3	1
299	различия между	1	1
300	совсем не	2	1
301	бы в	1	1
302	же она	1	1
303	не все	1	1
304	ответ на	1	1
305	есть по	1	1
306	в общем	1	1
307	отношение к	3	1
308	друг от	1	1
309	это были	2	1
310	в свои	3	1
311	в настоящем	2	1
312	к сожалению	2	1
313	относится к	2	1
314	непосредственное участие	1	1
315	совсем иной	1	1
316	чем же	2	1
317	что именно	1	1
318	дает нам	1	1
319	что касается	2	1
320	однако не	1	1
321	в полном	1	1
322	и как	3	1
323	не являются	1	1
324	и какой	1	1
325	к числу	2	1
326	и хотя	2	1
327	в этот	1	1
328	внешних признаков	1	1
329	в которой	6	1
330	из жизни	1	1
331	он в	1	1
332	бы не	1	1
333	из этих	1	1
334	поскольку в	1	1
335	как человека	2	1
336	о других	1	1
337	и тот	1	1
338	только один	2	1
339	поражение в	1	1
340	еще одна	1	1
341	не могла	1	1
342	главным образом	3	1
343	о которой	1	1
344	одному из	2	1
345	с именем	1	1
346	к одному	1	1
347	понятий и	1	1
348	в силу	2	1
349	и вот	4	1
350	сказал что	1	1
351	чтобы в	1	1
352	его от	1	1
353	то ни	2	1
354	что все	1	1
355	от некоторых	1	1
356	единственное что	1	1
357	а их	1	1
358	на этой	1	1
359	а как	1	1
360	о месте	1	1
361	роль в	1	1
362	всю его	1	1
363	и тем	2	1
364	за ней	1	1
365	произведений самого	1	1
366	которым он	1	1
367	для них	2	1
368	к своим	1	1
369	в высшей	1	1
370	соответствии с	1	1
371	к которым	1	1
372	далеко не	1	1
373	в самую	1	1
374	как об	1	1
375	с тем	1	1
376	и уже	1	1
377	этим и	2	1
378	которой он	1	1
379	и тому	1	1
380	когда в	1	1
381	исторического лица	2	1
382	лучше всего	1	1
383	или менее	2	1
384	своему происхождению	1	1
385	в еще	1	1
386	в г	11	1
387	места в	1	1
388	случайно именно	1	1
389	по настоянию	1	1
390	ли можно	1	1
391	и без	2	1
392	во времена	1	1
393	в город	1	1
394	каким был	1	1
395	место в	3	1
396	в отличие	1	1
397	в которых	1	1
398	случае об	1	1
399	в одном	8	1
400	общественная активность	1	1
401	друг другу	1	1
402	по ее	1	1
403	и более	1	1
404	что после	3	1
405	на всю	3	1
406	во времени	1	1
407	между прочим	2	1
408	всего его	1	1
409	вовсе не	2	1
410	в отношении	6	1
411	между людьми	1	1
412	вызывает сомнений	1	1
413	на три	1	1
414	так как	4	1
415	вплоть до	1	1
416	но они	1	1
417	самого начала	1	1
418	отсылка к	1	1
419	благодаря своей	1	1
420	что их	1	1
421	в науке	1	1
422	не вызывает	1	1
423	в самых	1	1
424	это еще	2	1
425	каждый из	3	1
426	нельзя не	2	1
427	воли и	1	1
428	именно с	1	1
429	во фрагментах	3	1
430	борьба между	1	1
431	одной лишь	1	1
432	мы помним	1	1
433	в трагедии	2	1
434	к сфере	1	1
435	не могут	1	1
436	могут быть	3	1
437	под видом	3	1
438	же самое	2	1
439	становится возможным	1	1
440	всего в	3	1
441	способов организации	1	1
442	в поле	1	1
443	не противоречит	1	1
444	на это	1	1
445	из всего	2	1
446	не делает	1	1
447	чем не	1	1
448	того времени	1	1
449	принадлежал к	1	1
450	но при	1	1
451	же не	1	1
452	данном случае	1	1
453	в в	4	1
454	с самого	1	1
455	говорили что	1	1
456	в дальнейшем	1	1
457	в образе	3	1
458	по аналогии	1	1
459	в споре	2	1
460	мог бы	2	1
461	оно все	1	1
462	было и	1	1
463	стороне от	1	1
464	жизнь и	1	1
465	означает что	1	1
466	даже не	2	1
467	находится в	2	1
468	обращается к	1	1
469	одного из	6	1
470	все его	1	1
471	с другой	5	1
472	как было	1	1
473	нас в	2	1
474	как у	1	1
475	и своей	1	1
476	в отрыве	1	1
477	во всех	1	1
478	путь к	2	1
479	организации текста	1	1
480	и только	1	1
481	непосредственно в	1	1
482	наконец в	1	1
483	социальной позиции	2	1
484	к концу	1	1
485	и она	1	1
486	эти детали	1	1
487	этих строк	1	1
488	сразу же	1	1
489	в двух	1	1
490	тот же	3	1
491	словам а	1	1
492	по свидетельству	2	1
493	в тт	1	1
494	в стороне	1	1
495	времени и	2	1
496	следующем году	1	1
497	всяком случае	2	1
498	он действует	1	1
499	и ее	3	1
500	с недоверием	1	1
501	с одной	3	1
502	именно на	2	1
503	человеческой личности	1	1
504	более или	1	1
505	и у	3	1
506	уже в	5	1
507	а напротив	1	1
508	самую суть	1	1
509	же из	1	1
510	оно в	1	1
511	в жизни	1	1
512	действующего лица	1	1
513	так по	1	1
514	не принимает	1	1
515	не дает	1	1
516	связывается с	1	1
517	представить себе	1	1
518	ее не	1	1
519	отличие от	2	1
520	ее на	1	1
521	что они	4	1
522	в особенности	1	1
523	из двух	1	1
524	и из	2	1
525	за последние	1	1
526	не один	1	1
527	этого человека	1	1
528	говорить и	1	1
529	по своим	1	1
530	под угрозой	1	1
531	вслед за	2	1
532	эти две	1	1
533	поля зрения	1	1
534	еще и	2	1
535	элементов и	1	1
536	противоречие между	1	1
537	к человеку	1	1
538	одной стороны	3	1
539	из наиболее	2	1
540	вторая половина	1	1
541	и своим	1	1
542	действительности как	1	1
543	его возвышенные	1	1
544	молодого автора	1	1
545	так называемых	1	1
546	следовало бы	1	1
547	именно поэтому	1	1
548	в далеком	1	1
549	т м	1	1
550	как это	3	1
551	их за	1	1
552	приводятся по	1	1
553	даже до	1	1
554	являются ли	1	1
555	но все	1	1
556	из которых	2	1
557	и столь	1	1
558	о первой	1	1
559	фрагмент из	3	1
560	о чем	1	1
561	в данном	1	1
562	если оно	1	1
563	когда же	5	1
564	на какой-то	1	1
565	своей среды	1	1
566	в любом	3	1
567	было сказано	1	1
568	но это	2	1
569	его же	1	1
570	не мог	3	1
571	вероятно уже	1	1
572	не получает	1	1
573	от друга	1	1
574	г а	1	1
575	уже на	1	1
576	формы и	1	1
577	его творчества	3	1
578	узнаем о	1	1
579	которого они	1	1
580	когда он	1	1
581	которой я	1	1
582	со своей	2	1
583	конце концов	4	1
584	зрения в	1	1
585	которым можно	1	1
586	хотя в	1	1
587	равнодушной к	1	1
588	к ее	1	1
589	из поля	1	1
590	сведения о	1	1
591	сказать что	1	1
592	в свою	2	1
593	него то	1	1
594	мы здесь	1	1
595	к его	1	1
596	с такой	1	1
597	культуры в	1	1
598	ориентации на	1	1
599	время не	1	1
600	в трех	1	1
601	бы найти	1	1
602	его творчестве	1	1
603	разговоре с	1	1
604	и другие	1	1
605	и эта	1	1
606	в состояние	1	1
607	молодой человек	1	1
608	во всяком	2	1
609	все что	2	1
610	в роли	1	1
611	этой точки	1	1
