N	2gram	Propp_Morf_1	Tvorches
169	с см	1	2
170	в частности	2	2
171	так мы	1	2
172	в россии	2	2
173	думается что	1	2
174	из этой	1	2
175	в первой	1	2
176	но прежде	1	2
177	только для	1	2
178	и тогда	1	2
179	это уже	3	2
180	в руки	3	2
181	в основе	1	2
182	ни к	2	2
183	с другими	1	2
184	и вдруг	1	2
185	но если	7	2
186	из этого	1	2
187	но эти	1	2
188	во всяком	2	2
189	вряд ли	2	1
190	ту же	2	1
191	можно говорить	1	1
192	как его	1	1
193	связана с	3	1
194	это и	2	1
195	свою жену	1	1
196	в первом	3	1
197	из его	2	1
198	почти всегда	1	1
199	в доме	1	1
200	быть действительно	1	1
201	и за	2	1
202	хотя эта	1	1
203	приходит к	1	1
204	мы уже	1	1
205	г в	1	1
206	незадолго до	2	1
207	не делает	1	1
208	большую роль	1	1
209	случае это	1	1
210	если герой	3	1
211	со смертью	2	1
212	его руку	1	1
213	но такое	2	1
214	не вполне	1	1
215	мы получаем	2	1
216	то это	3	1
217	сказать о	2	1
218	в ф	1	1
219	он был	1	1
220	между собой	4	1
221	к целому	2	1
222	с его	2	1
223	во всех	4	1
224	к королю	1	1
225	но как	2	1
226	себе он	1	1
227	не все	6	1
228	если в	5	1
229	ответ на	1	1
230	отношение к	1	1
231	или иное	1	1
232	платье и	1	1
233	чем же	1	1
234	в гости	1	1
235	этот прием	1	1
236	в рамках	1	1
237	с этим	11	1
238	не хватает	3	1
239	и нет	1	1
240	перед нами	10	1
241	во дворце	1	1
242	приложить к	1	1
243	третий раз	1	1
244	как уже	2	1
245	и как	5	1
246	говорит что	1	1
247	и к	4	1
248	мы определяем	2	1
249	же быть	2	1
250	что это	1	1
251	представляет собой	17	1
252	за это	1	1
253	из этих	1	1
254	выше было	1	1
255	характере этого	1	1
256	нами в	2	1
257	и до	1	1
258	после чего	2	1
259	на то	2	1
260	д эта	3	1
261	не нужны	1	1
262	героя к	1	1
263	это утверждение	1	1
264	главным образом	4	1
265	или очень	2	1
266	высшей степени	1	1
267	не значит	2	1
268	в силу	1	1
269	и вот	1	1
270	свои собственные	1	1
271	на свое	1	1
272	особая функция	1	1
273	несколько ниже	1	1
274	и независимо	1	1
275	постоянная для	1	1
276	можно было	2	1
277	слова не	1	1
278	в каждом	1	1
279	особую главу	1	1
280	а по	3	1
281	входит в	2	1
282	того или	1	1
283	образом если	1	1
284	было бы	3	1
285	то все	1	1
286	мог бы	1	1
287	в ином	2	1
288	и рядом	1	1
289	ни в	1	1
290	из нее	1	1
291	вводит в	1	1
292	в них	1	1
293	нет в	1	1
294	зная о	1	1
295	др мы	1	1
296	его перед	1	1
297	непосредственно или	1	1
298	как видно	1	1
299	несмотря на	4	1
300	ведет к	1	1
301	видим как	1	1
302	очень важный	1	1
303	должно быть	1	1
304	в один	3	1
305	их на	1	1
306	в саду	1	1
307	вошел в	1	1
308	лиц в	2	1
309	меняется и	1	1
310	в этих	13	1
311	в г	1	1
312	во время	6	1
313	в ходе	4	1
314	этой связи	1	1
315	о герое	3	1
316	наконец даже	1	1
317	это делает	1	1
318	самого в	1	1
319	время я	1	1
320	образом и	1	1
321	но он	1	1
322	была не	1	1
323	и более	1	1
324	однако в	2	1
325	в таких	2	1
326	даже в	1	1
327	сам он	3	1
328	тому что	4	1
329	и обратное	1	1
330	вплоть до	1	1
331	для меня	1	1
332	она не	2	1
333	что с	1	1
334	в обоих	2	1
335	меня не	1	1
336	герою в	1	1
337	дело в	1	1
338	д все	2	1
339	точно так	1	1
340	это еще	1	1
341	не имеет	2	1
342	а сама	1	1
343	после ухода	1	1
344	вопрос не	2	1
345	это совершенно	1	1
346	с большой	1	1
347	дает нам	1	1
348	это сделать	1	1
349	эти связи	1	1
350	она должна	1	1
351	к ней	1	1
352	эта функция	4	1
353	же он	1	1
354	как а	1	1
355	окна и	1	1
356	как будто	2	1
357	героя а	4	1
358	момент для	1	1
359	по смерти	1	1
360	в области	1	1
361	и несколько	1	1
362	перед ним	1	1
363	и со	1	1
364	есть у	1	1
365	он называет	1	1
366	в момент	1	1
367	не могут	4	1
368	встречается в	1	1
369	бедность и	1	1
370	является одним	1	1
371	к тому	4	1
372	в поле	4	1
373	не противоречит	1	1
374	если же	5	1
375	ничего общего	1	1
376	представляют собой	11	1
377	как мы	6	1
378	в в	2	1
379	причина этого	1	1
380	извне а	1	1
381	мысль о	1	1
382	на той	2	1
383	с самого	1	1
384	то время	3	1
385	в пределах	3	1
386	вспомнить о	1	1
387	о тех	1	1
388	в живых	3	1
389	не с	2	1
390	ясно что	5	1
391	собой в	2	1
392	с собой	3	1
393	еще в	1	1
394	когда в	1	1
395	том как	1	1
396	что от	1	1
397	с героем	1	1
398	означает что	2	1
399	в виду	1	1
400	и здесь	5	1
401	в другом	2	1
402	на вопрос	2	1
403	лишь право	1	1
404	с одной	1	1
405	и берет	1	1
406	может не	1	1
407	самому себе	1	1
408	как было	1	1
409	удобный момент	1	1
410	нет это	1	1
411	от него	1	1
412	этот момент	3	1
413	раньше чем	3	1
414	и хорошо	1	1
415	а потому	1	1
416	то мы	4	1
417	значит что	3	1
418	эти детали	1	1
419	в формах	1	1
420	образом как	1	1
421	сразу же	2	1
422	ли он	1	1
423	не зная	1	1
424	как нечто	1	1
425	то в	3	1
426	дана в	1	1
427	его место	1	1
428	говорить лишь	1	1
429	такое же	1	1
430	который в	2	1
431	он действует	2	1
432	или же	6	1
433	рублей и	1	1
434	связи с	10	1
435	не можем	1	1
436	в большинстве	3	1
437	когда герой	1	1
438	друг за	2	1
439	здесь же	3	1
440	не дает	1	1
441	и их	2	1
442	обратно и	2	1
443	наука о	2	1
444	черта и	1	1
445	о характере	2	1
446	и никогда	1	1
447	как раз	1	1
448	это положение	2	1
449	для исследователя	1	1
450	что и	7	1
451	со стороны	3	1
452	даже не	3	1
453	в высшей	1	1
454	своей известной	1	1
455	а одна	1	1
456	не прав	1	1
457	в предисловии	1	1
458	представляет собою	6	1
459	например иван	1	1
460	а сам	1	1
461	одну из	1	1
462	самого начала	1	1
463	говоря что	1	1
464	в различных	2	1
465	в связи	9	1
466	действия в	1	1
467	уже давно	1	1
468	является его	1	1
469	и она	1	1
470	к нескольким	1	1
471	как это	3	1
472	играют в	2	1
473	к другой	1	1
474	за другом	2	1
475	просто невозможно	1	1
476	предположить что	1	1
477	что за	1	1
478	не дают	1	1
479	с такой	1	1
480	в течение	1	1
481	в карты	3	1
482	определен как	3	1
483	что же	2	1
484	самого себя	2	1
485	быть определен	2	1
486	это герои	1	1
487	у ивана	2	1
488	в третий	1	1
489	герой в	1	1
490	не носит	1	1
491	это явление	4	1
492	и для	2	1
493	отвечает на	1	1
494	в с	1	1
495	о необходимости	1	1
496	самим героем	1	1
497	в результате	7	1
498	дома он	1	1
499	этой главе	1	1
500	для нас	2	1
501	к различным	2	1
502	или нет	2	1
503	и ни	1	1
504	исследователя но	1	1
505	следит за	1	1
506	и предметом	1	1
507	за этим	1	1
508	не есть	1	1
509	может и	1	1
510	между ними	1	1
511	не знает	1	1
512	сказать что	2	1
513	совершенно не	1	1
514	в последнем	2	1
515	огромное значение	2	1
516	в голову	1	1
517	и другие	6	1
518	или во	1	1
519	очень редко	1	1
520	как на	1	1
521	однако все	1	1
