N	2gram	Savitsky_E_1	FransuaR
181	в таком	3	2
182	xix и	1	2
183	а затем	1	2
184	постановка проблемы	1	2
185	к тому	8	2
186	за свои	1	2
187	значительной степени	1	2
188	культуре и	1	2
189	хотя и	2	2
190	идеологии и	2	2
191	второй половине	2	2
192	во всем	1	2
193	во многих	4	2
194	различия между	1	2
195	в некоторых	2	2
196	всегда и	1	2
197	некоторые из	1	2
198	культуры вовсе	1	2
199	связанная с	1	2
200	что не	1	2
201	ссылаться на	2	2
202	дело в	3	2
203	и от	3	2
204	он называет	1	2
205	свои пределы	2	2
206	к какому	1	2
207	от господствующей	1	2
208	при таком	1	2
209	это можно	1	2
210	на них	2	2
211	жизни но	1	2
212	наряду с	2	2
213	или к	1	2
214	воспринимается как	1	2
215	здесь на	1	2
216	культуры но	2	2
217	мира то	2	2
218	в этих	2	2
219	от того	1	2
220	могут быть	2	2
221	с одной	8	2
222	мы видим	2	2
223	у других	1	2
224	в процессе	4	2
225	он не	2	2
226	поэтому в	1	2
227	из всех	3	2
228	того что	7	2
229	что мы	1	2
230	несмотря на	4	2
231	истории и	1	2
232	в свой	1	2
233	во многом	2	2
234	о том	3	2
235	же в	2	2
236	на этот	2	2
237	на самих	1	2
238	многие из	1	2
239	таковы например	1	2
240	связанной с	1	2
241	его к	1	2
242	есть только	1	2
243	и это	1	2
244	ни на	3	2
245	этот вопрос	2	2
246	значительной мере	1	2
247	и по	5	2
248	отметить что	3	2
249	целей человеческого	1	1
250	что по	1	1
251	всех великих	1	1
252	ней в	1	1
253	о которых	1	1
254	бы они	1	1
255	одна из	1	1
256	в полном	1	1
257	для всех	1	1
258	он рассматривает	1	1
259	со своим	1	1
260	приближается к	3	1
261	в любой	1	1
262	или иных	1	1
263	как выход	1	1
264	большей степени	1	1
265	бы в	2	1
266	что такие	1	1
267	же время	14	1
268	в свои	2	1
269	во всяком	3	1
270	он определяет	1	1
271	в связи	1	1
272	лежат в	4	1
273	многих других	1	1
274	говорить о	1	1
275	которые мы	1	1
276	тех же	1	1
277	место в	3	1
278	именно к	2	1
279	на то	6	1
280	говорит о	3	1
281	от этого	5	1
282	рода и	1	1
283	эту эпоху	1	1
284	в разных	1	1
285	почти все	1	1
286	самой природе	1	1
287	вопрос в	1	1
288	культуры можно	1	1
289	как на	3	1
290	в этот	1	1
291	своего существования	1	1
292	человеческой жизни	1	1
293	и ее	1	1
294	человеческой культуры	2	1
295	был бы	1	1
296	все остальные	1	1
297	как с	1	1
298	в последнее	1	1
299	конечно это	1	1
300	лучше и	1	1
301	но еще	2	1
302	это так	3	1
303	известном смысле	3	1
304	истолкование и	1	1
305	этому и	1	1
306	значение его	1	1
307	до эпохи	1	1
308	он в	1	1
309	значение для	1	1
310	мы хотим	1	1
311	с ней	1	1
312	был не	1	1
313	небытие в	1	1
314	в другие	1	1
315	этого времени	1	1
316	в будущее	2	1
317	стало возможным	1	1
318	хотя бы	15	1
319	тем самым	5	1
320	включает в	1	1
321	там где	3	1
322	в мировой	1	1
323	более поздние	2	1
324	иной степени	1	1
325	мы не	4	1
326	связанного с	1	1
327	никак нельзя	1	1
328	друг от	2	1
329	не находим	1	1
330	не представляется	1	1
331	как это	4	1
332	затем в	1	1
333	могут стать	2	1
334	то и	1	1
335	друг с	3	1
336	по себе	4	1
337	а на	1	1
338	тому чтобы	2	1
339	в какой	2	1
340	от друга	2	1
341	и как	2	1
342	повсюду где	1	1
343	отношении к	15	1
344	на язык	2	1
345	то или	1	1
346	ли не	1	1
347	не из	3	1
348	и культуры	1	1
349	ни для	1	1
350	тем в	3	1
351	в нашем	1	1
352	свести к	1	1
353	и связанной	1	1
354	в органическом	2	1
355	ко второй	1	1
356	который в	1	1
357	германии в	1	1
358	зрения этих	1	1
359	мира не	2	1
360	сводится к	1	1
361	и только	3	1
362	не было	1	1
363	к которому	1	1
364	оно не	1	1
365	говорит об	1	1
366	существовать в	1	1
367	людей в	1	1
368	их связь	1	1
369	которую не	1	1
370	господствующей в	1	1
371	вплоть до	1	1
372	многих отношениях	1	1
373	с другом	3	1
374	в начале	1	1
375	в формах	1	1
376	это были	1	1
377	для понимания	2	1
378	европы но	1	1
379	смысле становится	1	1
380	но они	1	1
381	отношений между	2	1
382	новое слово	3	1
383	то же	15	1
384	нашему мнению	2	1
385	с которыми	1	1
386	в рамки	1	1
387	что как	1	1
388	имеет в	2	1
389	в свет	1	1
390	как они	1	1
391	земли в	1	1
392	по отношению	1	1
393	именно потому	2	1
394	которые в	1	1
395	в совершенно	1	1
396	которых мы	1	1
397	момент во	1	1
398	настоящего времени	1	1
399	но этот	1	1
400	сущности которая	1	1
401	ведь в	1	1
402	также на	1	1
403	или иное	1	1
404	есть ли	2	1
405	и силу	1	1
406	что при	1	1
407	у нас	1	1
408	не исключает	1	1
409	в современном	1	1
410	того чтобы	6	1
411	довольно близко	1	1
412	лишь в	1	1
413	что на	2	1
414	не на	4	1
415	своего развития	1	1
416	и всего	1	1
417	в то	16	1
418	одной из	5	1
419	и чем	2	1
420	принадлежат к	1	1
421	в течение	5	1
422	для того	6	1
423	и сам	1	1
424	отражение в	1	1
425	до настоящего	1	1
426	имеет место	2	1
427	тому же	1	1
428	один из	1	1
429	же по	1	1
430	но его	1	1
431	xix век	1	1
432	находились в	1	1
433	с ними	1	1
434	можно ли	3	1
435	этих сфер	1	1
436	всяком случае	3	1
437	тем что	3	1
438	к ним	3	1
439	как нам	5	1
440	в известном	3	1
441	не о	1	1
442	что все	2	1
443	лишь на	1	1
444	со стороны	5	1
445	только и	1	1
446	еще далеко	1	1
447	ее традиции	1	1
448	в пределах	25	1
449	другой стороны	2	1
450	плоти и	1	1
451	тех или	1	1
452	всем своем	1	1
453	и та	2	1
454	по преимуществу	2	1
455	свое значение	1	1
456	выше и	1	1
457	именно в	4	1
458	можно было	3	1
459	они должны	1	1
460	своем развитии	1	1
461	оно всегда	1	1
462	только к	2	1
463	что и	3	1
464	слова и	1	1
465	естественных границ	1	1
466	последнее время	1	1
467	в новой	1	1
468	на рубеже	1	1
469	и народов	3	1
470	потребности в	1	1
471	и если	2	1
472	она и	1	1
473	с собой	1	1
474	она не	2	1
475	в результате	3	1
476	его жизни	1	1
477	говорили в	1	1
478	на этом	1	1
479	с этим	2	1
480	в индивидуальном	1	1
481	освободиться от	1	1
482	времени в	1	1
483	возвращается к	1	1
484	от других	1	1
485	большую роль	1	1
486	ли он	1	1
487	представление о	2	1
488	развития могут	1	1
489	но необходимо	1	1
490	те же	1	1
491	котором мы	1	1
492	человечества но	1	1
493	ведь и	2	1
494	мы говорили	1	1
495	в которую	1	1
496	или хотя	2	1
497	по нашему	3	1
498	для всего	1	1
499	и всякая	1	1
500	от своей	1	1
501	от них	3	1
502	xx века	1	1
503	считает что	1	1
504	являются не	1	1
505	в развитии	2	1
506	эта идея	1	1
507	античного мира	1	1
508	историческое явление	1	1
509	известной степени	3	1
510	некоторых из	1	1
511	западной европы	9	1
512	в состав	1	1
513	этот процесс	2	1
514	такой же	2	1
515	ними но	1	1
516	совершенно прав	2	1
517	смотреть на	1	1
518	образом к	1	1
519	а не	2	1
520	которые не	1	1
521	мира носителем	1	1
522	близости к	1	1
523	европы в	2	1
524	нас в	1	1
525	об этом	1	1
526	жизнью и	1	1
527	в которых	3	1
528	все более	9	1
529	этой концепции	1	1
530	него не	1	1
531	мир к	1	1
532	было бы	8	1
533	но от	1	1
534	способность к	1	1
535	одном из	2	1
536	что с	1	1
537	в эту	2	1
538	вовлекает в	1	1
539	уже в	1	1
540	и другая	2	1
541	конечно не	1	1
542	не менее	1	1
543	особого рода	1	1
544	например к	1	1
545	для всякого	1	1
546	и художественное	1	1
547	именно поэтому	1	1
548	чуть ли	1	1
549	италии в	1	1
550	но именно	2	1
551	и следовательно	1	1
552	мира который	1	1
553	находятся на	1	1
554	только путем	1	1
555	еще в	1	1
556	так называемой	1	1
557	все что	1	1
558	вообще не	3	1
559	речь идет	1	1
560	и более	2	1
561	на примере	1	1
