N	2gram	Nazirov_Tv_2	Istorich
181	думать что	1	2
182	нами в	1	2
183	после чего	1	2
184	на его	4	2
185	д в	3	2
186	в силу	1	2
187	с женой	1	2
188	на земле	1	2
189	так например	3	2
190	жить в	1	2
191	то чтобы	1	2
192	было бы	1	2
193	известно что	2	2
194	должен был	1	2
195	участие в	1	2
196	ни в	1	2
197	это положение	1	2
198	сам он	1	2
199	в один	1	2
200	их на	1	2
201	в ад	1	2
202	нас не	1	2
203	в котором	3	2
204	направлен на	1	2
205	к этому	3	2
206	это довольно	1	2
207	но он	1	2
208	что этот	2	2
209	нас к	1	2
210	тому что	1	2
211	она не	1	2
212	вплоть до	1	2
213	в таких	1	2
214	в то	10	2
215	на него	2	2
216	в основе	2	2
217	к ней	1	2
218	друг друга	2	2
219	его отец	1	2
220	не могут	1	2
221	лежит в	1	2
222	же что	1	2
223	как только	1	2
224	и это	3	2
225	из всего	1	2
226	но при	1	2
227	в ее	2	2
228	то время	1	2
229	об этой	1	2
230	с героем	1	2
231	брак с	2	2
232	не стоит	2	2
233	там же	9	2
234	восходит к	2	2
235	герой в	1	2
236	тот же	1	2
237	этот вопрос	3	2
238	уже не	3	2
239	не можем	1	2
240	и у	2	2
241	на свое	1	2
242	что не	3	2
243	или даже	2	2
244	из них	2	2
245	мы знаем	1	2
246	не так	2	2
247	прежде всего	8	2
248	говорит ему	1	2
249	у нее	3	2
250	героя а	1	2
251	до сих	3	2
252	на этот	2	2
253	такое же	1	2
254	и др	3	2
255	выше и	1	2
256	в связи	1	2
257	связь с	2	2
258	как это	1	2
259	он говорит	1	2
260	в литературе	2	2
261	и такие	1	2
262	и от	4	2
263	и о	1	2
264	в основном	6	2
265	отличается от	1	2
266	это как	1	2
267	он стал	1	2
268	в целях	1	2
269	сказать что	1	2
270	от всех	1	2
271	точно так	1	2
272	и рассказы	1	1
273	ту же	1	1
274	одним из	3	1
275	связана с	1	1
276	не остается	1	1
277	не имел	1	1
278	самом деле	2	1
279	как известно	2	1
280	от этой	2	1
281	только потому	1	1
282	свою жену	1	1
283	смысл этого	1	1
284	из его	1	1
285	сам автор	1	1
286	в доме	1	1
287	узнаем в	1	1
288	не должны	2	1
289	это объяснение	1	1
290	это совершенно	1	1
291	что если	1	1
292	в первый	1	1
293	что уже	1	1
294	случае это	1	1
295	я не	2	1
296	как я	1	1
297	нет ли	1	1
298	а теперь	1	1
299	из действительности	1	1
300	с большим	3	1
301	собой в	1	1
302	он был	1	1
303	в которых	3	1
304	между собой	1	1
305	это означало	1	1
306	его личной	1	1
307	иного рода	1	1
308	глазах у	1	1
309	то он	1	1
310	о смерти	1	1
311	они имеют	2	1
312	об этих	1	1
313	и всякий	1	1
314	этот дворец	1	1
315	по отношению	3	1
316	искусство в	1	1
317	тут же	2	1
318	ничуть не	1	1
319	значение имеет	1	1
320	взрослой дочери	1	1
321	во что	2	1
322	же с	9	1
323	это самая	2	1
324	дает нам	1	1
325	и как	1	1
326	и к	1	1
327	имеет в	2	1
328	в этот	2	1
329	за собой	4	1
330	поэтому он	1	1
331	в целом	6	1
332	образом и	1	1
333	или во	1	1
334	в этой	5	1
335	античной мифологии	1	1
336	в известном	1	1
337	он начинает	1	1
338	на стадии	1	1
339	его но	1	1
340	вышла за	1	1
341	у древних	1	1
342	этого характера	1	1
343	прием в	1	1
344	и вот	1	1
345	характер в	2	1
346	несколько ниже	1	1
347	в комнату	1	1
348	спрашивается что	1	1
349	и за	1	1
350	и холод	1	1
351	в каждом	1	1
352	однако все	1	1
353	в работе	1	1
354	же не	2	1
355	в другом	1	1
356	а по	1	1
357	это весьма	1	1
358	входит в	1	1
359	это одна	1	1
360	характер не	1	1
361	приходит в	1	1
362	он приходит	1	1
363	действительности он	1	1
364	но уже	3	1
365	мифа а	1	1
366	типичен для	1	1
367	со своими	2	1
368	становятся в	1	1
369	должно быть	1	1
370	автора и	1	1
371	не мог	1	1
372	когда в	1	1
373	мы как	1	1
374	но если	2	1
375	от своего	1	1
376	в своей	6	1
377	этой связи	1	1
378	я его	1	1
379	о герое	1	1
380	и без	2	1
381	напоминают нам	1	1
382	древних греков	1	1
383	еще нет	1	1
384	этого вопроса	1	1
385	что я	2	1
386	всякий раз	1	1
387	такую же	1	1
388	и более	1	1
389	не могли	2	1
390	свои руки	1	1
391	по себе	1	1
392	и есть	2	1
393	без него	1	1
394	тем самым	4	1
395	чтобы иметь	1	1
396	хотелось бы	1	1
397	герою в	1	1
398	мышления и	1	1
399	дело в	1	1
400	он с	1	1
401	в день	1	1
402	действительности но	1	1
403	на землю	2	1
404	при всем	1	1
405	однако такое	1	1
406	но очень	1	1
407	она должна	1	1
408	как она	1	1
409	за которой	1	1
410	же он	1	1
411	в сознании	1	1
412	то этот	1	1
413	как будто	1	1
414	мы и	1	1
415	ли это	1	1
416	родился в	2	1
417	однако это	2	1
418	ему не	1	1
419	в руки	2	1
420	перед ним	1	1
421	в городе	1	1
422	отвечает на	1	1
423	воплощенная в	1	1
424	к тому	1	1
425	за что	1	1
426	всего что	1	1
427	указывает на	1	1
428	если же	1	1
429	должен быть	1	1
430	для себя	1	1
431	лет с	1	1
432	более не	2	1
433	здесь необходимо	1	1
434	какой-то другой	1	1
435	на основе	1	1
436	сводится к	2	1
437	мысль о	1	1
438	на той	1	1
439	этом на	1	1
440	и сам	5	1
441	иметь представление	1	1
442	можно было	1	1
443	не с	1	1
444	ясно что	1	1
445	можно понять	1	1
446	живет в	1	1
447	мог бы	1	1
448	во многом	2	1
449	во второй	1	1
450	том как	1	1
451	и с	8	1
452	если бы	4	1
453	в силах	2	1
454	по мере	1	1
455	с женщиной	1	1
456	означает что	1	1
457	на свадьбе	1	1
458	другом месте	1	1
459	себя не	1	1
460	и поэтому	2	1
461	самому себе	1	1
462	в пользу	3	1
463	на могиле	1	1
464	с матерью	1	1
465	мы понимаем	1	1
466	заметил что	1	1
467	и требует	1	1
468	в его	10	1
469	и только	2	1
470	именно в	6	1
471	в середине	1	1
472	нем и	1	1
473	нами открывается	1	1
474	в ту	2	1
475	чудесным образом	1	1
476	о своих	2	1
477	который бы	1	1
478	в лице	4	1
479	от которого	1	1
480	значит что	1	1
481	в современной	1	1
482	сразу же	1	1
483	всякого рода	2	1
484	с ними	2	1
485	не сказано	1	1
486	пришел к	1	1
487	и потому	4	1
488	его место	1	1
489	который в	1	1
490	женитьбы на	1	1
491	а только	1	1
492	вот что	1	1
493	прямо не	1	1
494	объяснение только	1	1
495	очень рано	1	1
496	в большинстве	1	1
497	больше не	1	1
498	героя с	2	1
499	в жизни	1	1
500	в виде	2	1
501	в начале	3	1
502	мире на	1	1
503	не дает	1	1
504	и их	1	1
505	героя соответствует	1	1
506	не о	1	1
507	как его	1	1
508	не говорит	1	1
509	без внимания	1	1
510	смерти и	1	1
511	рядом с	2	1
512	связан с	1	1
513	с другим	2	1
514	а с	3	1
515	он продолжает	1	1
516	рода не	1	1
517	в любой	1	1
518	за год	1	1
519	человек в	1	1
520	как видно	1	1
521	через его	1	1
522	под влиянием	1	1
523	является его	1	1
524	начиная с	2	1
525	нее как	1	1
526	женитьбе на	1	1
527	из форм	1	1
528	к другой	1	1
529	незадолго до	1	1
530	эти примеры	1	1
531	требует от	1	1
532	xix века	7	1
533	он будет	1	1
534	не дают	1	1
535	что весь	1	1
536	что же	1	1
537	его происхождением	1	1
538	о человеке	2	1
539	так хорошо	1	1
540	т п	2	1
541	отдельно от	1	1
542	сильной и	1	1
543	происходит не	1	1
544	в книге	1	1
545	д и	2	1
546	вообще говоря	2	1
547	не замечая	1	1
548	его с	1	1
549	человек и	1	1
550	общее положение	1	1
551	ее и	1	1
552	в эту	1	1
553	еще более	1	1
554	но зато	3	1
555	мифа не	1	1
556	в обстановке	1	1
557	к самому	2	1
558	бы с	1	1
559	он же	2	1
560	может и	1	1
561	а о	1	1
562	первый раз	1	1
563	это делает	1	1
564	не знает	1	1
565	только как	1	1
566	но этот	1	1
567	отношению к	3	1
568	из этого	2	1
569	у которых	1	1
570	героя в	4	1
571	эти слова	1	1
572	него за	1	1
573	но эти	2	1
574	а я	2	1
575	облика и	1	1
576	в частности	2	1
577	играют в	1	1
578	это тем	1	1
579	на другой	1	1
580	и свою	1	1
581	как на	1	1
582	в таком	3	1
583	такой же	2	1
584	живут только	1	1
585	и вновь	1	1
