N	2gram	Tiupa_Lite_3	formyVre
316	не вполне	2	1
317	я не	2	1
318	как я	1	1
319	из того	2	1
320	пространство и	1	1
321	не знают	1	1
322	и он	1	1
323	в xix	1	1
324	он был	1	1
325	он сам	1	1
326	именно этого	1	1
327	не знала	1	1
328	самом деле	3	1
329	данном случае	4	1
330	происходить в	1	1
331	с собою	1	1
332	значение имеет	1	1
333	складываются в	1	1
334	внешних и	1	1
335	и я	1	1
336	независимо от	1	1
337	данный момент	1	1
338	пути в	4	1
339	что касается	1	1
340	однако не	3	1
341	перед нами	1	1
342	в полном	2	1
343	могли бы	2	1
344	так уже	1	1
345	и наконец	3	1
346	и сам	2	1
347	весь народ	1	1
348	самом начале	1	1
349	искусство и	1	1
350	жизни к	2	1
351	них а	1	1
352	бы не	1	1
353	по которым	1	1
354	очень важным	1	1
355	но без	2	1
356	в этой	8	1
357	на то	2	1
358	не знающий	1	1
359	оно было	1	1
360	их может	1	1
361	путь под	1	1
362	о которой	2	1
363	нее и	1	1
364	в понимании	1	1
365	такого человека	1	1
366	в корне	1	1
367	жизнью на	1	1
368	из ведущих	2	1
369	служит знаком	1	1
370	не бывает	1	1
371	такого же	1	1
372	значительной степени	1	1
373	обычно на	1	1
374	здесь мы	1	1
375	в совершенно	2	1
376	в мире	16	1
377	мире не	2	1
378	в предыдущем	1	1
379	судьбы героя	1	1
380	на протяжении	1	1
381	лишь на	2	1
382	например с	1	1
383	целостности и	1	1
384	жизни что	1	1
385	о которых	1	1
386	она и	2	1
387	в самую	1	1
388	явления у	1	1
389	должно быть	4	1
390	и тогда	2	1
391	во время	1	1
392	и при	2	1
393	выступает на	1	1
394	нас не	1	1
395	не становится	3	1
396	на месте	1	1
397	не столько	1	1
398	своего рода	10	1
399	значение для	1	1
400	и другого	2	1
401	и временем	1	1
402	широком и	1	1
403	и внутренних	1	1
404	оно должно	1	1
405	другом и	1	1
406	и более	1	1
407	возвращается к	1	1
408	в историческом	1	1
409	вплоть до	2	1
410	в таких	1	1
411	она не	1	1
412	как о	2	1
413	этом счастье	1	1
414	события как	1	1
415	уже становится	1	1
416	и сама	1	1
417	в религиозной	1	1
418	которых и	1	1
419	самой жизни	1	1
420	с нами	1	1
421	по своей	3	1
422	чтобы успеть	1	1
423	жизни как	2	1
424	входят в	1	1
425	действительностью а	1	1
426	и со	1	1
427	с которой	2	1
428	у нас	2	1
429	жанров он	1	1
430	xx века	1	1
431	как только	1	1
432	другом месте	1	1
433	в событии	1	1
434	два момента	1	1
435	его с	1	1
436	для его	3	1
437	самую гущу	1	1
438	в каждом	1	1
439	с моим	1	1
440	приходит к	1	1
441	ни даже	1	1
442	вне этого	1	1
443	свою очередь	1	1
444	чтобы быть	1	1
445	и человек	1	1
446	осуществлялась не	1	1
447	во главе	1	1
448	так в	1	1
449	на том	1	1
450	цели с	1	1
451	в другом	6	1
452	с собой	1	1
453	было в	1	1
454	ориентировано на	2	1
455	высшая форма	3	1
456	в чужом	1	1
457	историческом времени	1	1
458	тем чем	1	1
459	себя а	1	1
460	тех кто	1	1
461	и т.д	1	1
462	о том	6	1
463	внимание на	2	1
464	все прочие	1	1
465	начинается и	1	1
466	мира а	2	1
467	этой почве	1	1
468	явлением эпохи	1	1
469	от классического	1	1
470	на ее	1	1
471	и три	1	1
472	в ряд	1	1
473	когда оно	1	1
474	и новый	1	1
475	жизнь по	1	1
476	сюда же	1	1
477	и только	2	1
478	наконец в	3	1
479	также в	1	1
480	в ту	2	1
481	человека как	1	1
482	пути здесь	1	1
483	все может	1	1
484	и мир	1	1
485	герой в	2	1
486	жизни его	1	1
487	год и	1	1
488	героини и	1	1
489	поэтому для	1	1
490	исторических событий	1	1
491	и представляет	1	1
492	что он	5	1
493	я для	1	1
494	остается идея	1	1
495	не формирует	1	1
496	этой идее	1	1
497	xix и	1	1
498	свой путь	2	1
499	путь героя	1	1
500	в эти	1	1
501	себя в	7	1
502	так что	1	1
503	переходит в	1	1
504	носит в	1	1
505	решающее значение	2	1
506	и продукт	1	1
507	историческом развитии	1	1
508	или даже	1	1
509	из них	4	1
510	причастны к	1	1
511	в бытовой	1	1
512	при всей	1	1
513	бытия и	1	1
514	но уже	3	1
515	которой нет	1	1
516	это будет	2	1
517	где в	1	1
518	сама по	1	1
519	к более	1	1
520	к человеку	1	1
521	то и	1	1
522	а на	2	1
523	художественного отражения	1	1
524	бы назвать	1	1
525	не на	1	1
526	от мира	1	1
527	как ни	1	1
528	о чем	3	1
529	не будь	1	1
530	становится ясным	1	1
531	если не	2	1
532	себя на	1	1
533	в те	1	1
534	все более	2	1
535	в реальное	2	1
536	начиная с	1	1
537	как жизнь	1	1
538	в иных	3	1
539	своей воле	1	1
540	рода и	1	1
541	и вот	2	1
542	когда мы	1	1
543	в последнем	1	1
544	испытала бы	1	1
545	самого себя	1	1
546	в словах	3	1
547	основе этих	1	1
548	бы его	1	1
549	в ряду	1	1
550	и судьбы	1	1
551	человек с	2	1
552	плачут и	1	1
553	не создает	1	1
554	черты и	1	1
555	зрения которого	1	1
556	один день	1	1
557	лишь то	1	1
558	действительность в	1	1
559	прямое и	1	1
560	общественной жизни	1	1
561	этом и	1	1
562	к другим	1	1
563	это уже	1	1
564	миру в	1	1
565	и от	1	1
566	но отнюдь	1	1
567	и перед	2	1
568	в другое	1	1
569	себя самого	1	1
570	на первый	1	1
571	пространством и	1	1
572	к цели	1	1
573	отношений с	1	1
574	реальное время	1	1
575	все они	2	1
576	человека не	1	1
577	этой же	1	1
578	с ними	2	1
579	с ней	2	1
580	всех других	1	1
581	культуры в	1	1
582	для которой	1	1
583	судьбы в	1	1
584	к этой	1	1
585	в искусстве	1	1
586	в своих	2	1
587	героя как	2	1
