N	2gram	Ircho_Kome_1	Tvorches
231	поэтому он	1	1
232	из его	4	1
233	почти всегда	2	1
234	сам автор	2	1
235	видеть в	2	1
236	объясняется и	1	1
237	в доме	2	1
238	и за	1	1
239	мы уже	1	1
240	той же	1	1
241	из всех	2	1
242	г в	4	1
243	со всех	1	1
244	из всего	2	1
245	незадолго до	1	1
246	повседневной жизни	1	1
247	не делает	1	1
248	что уже	1	1
249	из своих	1	1
250	не была	1	1
251	эстетики и	1	1
252	на себя	2	1
253	это отношение	1	1
254	мы получаем	1	1
255	мы и	1	1
256	то это	1	1
257	сказать о	1	1
258	всех сторон	1	1
259	материальной жизни	1	1
260	он был	2	1
261	быть в	1	1
262	к целому	1	1
263	во всех	1	1
264	и и	3	1
265	отказ от	1	1
266	а только	1	1
267	к которой	1	1
268	почти до	1	1
269	не все	1	1
270	если в	1	1
271	ответ на	1	1
272	есть по	1	1
273	в комедии	22	1
274	в жизни	1	1
275	отношение к	3	1
276	в наиболее	1	1
277	в окружении	1	1
278	сознании человека	1	1
279	вмешивается в	1	1
280	чем же	2	1
281	толстого и	1	1
282	в рамках	2	1
283	автора в	1	1
284	с этим	1	1
285	случайному совпадению	1	1
286	старшего из	1	1
287	не хочешь	1	1
288	однако не	1	1
289	перед нами	1	1
290	сила убеждения	1	1
291	и как	3	1
292	говорит что	1	1
293	нападает на	1	1
294	не являются	1	1
295	его к	1	1
296	том где	1	1
297	и к	1	1
298	в противоположность	2	1
299	что это	1	1
300	в известном	2	1
301	говорили что	1	1
302	бы с	1	1
303	представляет собой	1	1
304	чуть ли	1	1
305	все по	1	1
306	из этих	1	1
307	производительных сил	1	1
308	на то	3	1
309	главным образом	3	1
310	о принципиальной	1	1
311	не говорит	1	1
312	реального прототипа	1	1
313	после этого	1	1
314	от которого	1	1
315	о которой	1	1
316	высшей степени	1	1
317	и эти	1	1
318	в первую	2	1
319	к одному	1	1
320	не к	2	1
321	в силу	2	1
322	и вот	4	1
323	способен на	1	1
324	и независимо	1	1
325	к выводу	1	1
326	можно было	1	1
327	принято считать	1	1
328	в каждом	1	1
329	что все	1	1
330	а его	1	1
331	у некоего	1	1
332	сильной и	1	1
333	художественный образ	2	1
334	первую очередь	3	1
335	оставляет без	1	1
336	было бы	2	1
337	должен был	1	1
338	в споре	2	1
339	по себе	1	1
340	никто бы	1	1
341	мог бы	2	1
342	ни в	6	1
343	для них	2	1
344	в них	3	1
345	нет в	1	1
346	к которым	1	1
347	всю жизнь	1	1
348	его перед	1	1
349	в действии	2	1
350	непосредственно или	1	1
351	как видно	2	1
352	несмотря на	4	1
353	мы видели	2	1
354	жизни но	1	1
355	мы знаем	2	1
356	восходят к	2	1
357	для своих	1	1
358	не мог	3	1
359	перед собой	1	1
360	его восприятие	1	1
361	в эту	1	1
362	в этих	1	1
363	в г	11	1
364	во время	5	1
365	в ходе	1	1
366	чьей стороне	1	1
367	его герои	2	1
368	больше не	1	1
369	i с	3	1
370	он дает	1	1
371	и о	3	1
372	должны были	8	1
373	из области	1	1
374	за сорок	1	1
375	войне и	1	1
376	но он	2	1
377	сохранилась и	1	1
378	и более	1	1
379	и относительно	1	1
380	однако в	3	1
381	свои руки	2	1
382	яркого представителя	1	1
383	с так	1	1
384	любовь к	1	1
385	даже в	3	1
386	всего его	1	1
387	тому что	1	1
388	вплоть до	1	1
389	в идеологическом	1	1
390	лицо к	1	1
391	в обоих	1	1
392	герою в	1	1
393	л и	1	1
394	на себе	1	1
395	д все	1	1
396	которые были	1	1
397	чем не	1	1
398	это еще	2	1
399	он с	1	1
400	с большой	1	1
401	дает нам	1	1
402	к ней	2	1
403	со своим	5	1
404	в сознании	3	1
405	средствами но	1	1
406	нужна была	1	1
407	не столь	1	1
408	как будто	2	1
409	именно потому	2	1
410	в области	2	1
411	ли это	2	1
412	ему не	1	1
413	борьбе и	1	1
414	от их	1	1
415	к себе	1	1
416	не могут	1	1
417	и поступков	1	1
418	для развития	1	1
419	к тому	6	1
420	в поле	1	1
421	указывает на	2	1
422	не противоречит	1	1
423	на это	1	1
424	в применении	1	1
425	для себя	2	1
426	были хорошо	1	1
427	как мы	4	1
428	в дело	1	1
429	но при	1	1
430	событий в	1	1
431	в в	4	1
432	эта часть	1	1
433	то чтобы	1	1
434	в себя	2	1
435	с самого	1	1
436	культуры и	1	1
437	то время	5	1
438	в живых	1	1
439	этот период	1	1
440	и давно	1	1
441	ясно что	4	1
442	можно понять	1	1
443	каждого из	1	1
444	собой в	1	1
445	отождествляется с	1	1
446	с собой	1	1
447	еще в	5	1
448	когда в	1	1
449	стороне от	1	1
450	в изображении	1	1
451	во второй	3	1
452	жизнь и	1	1
453	на великих	2	1
454	означает что	1	1
455	с человеком	1	1
456	образом в	2	1
457	о войне	1	1
458	о нем	1	1
459	с х	1	1
460	и здесь	2	1
461	в другом	4	1
462	на вопрос	1	1
463	столь же	2	1
464	одного из	6	1
465	с одной	3	1
466	почему же	1	1
467	утверждает что	1	1
468	комический эффект	1	1
469	дело обстояло	1	1
470	как было	1	1
471	прямо указывает	1	1
472	от него	1	1
473	т i	1	1
474	непосредственно в	1	1
475	в середине	1	1
476	чем острее	1	1
477	и мир	2	1
478	эти детали	1	1
479	и новая	1	1
480	сразу же	1	1
481	и одновременно	3	1
482	взят из	1	1
483	в тексте	1	1
484	нуждается в	1	1
485	ли он	1	1
486	были особенно	1	1
487	но ни	1	1
488	то в	1	1
489	даже если	2	1
490	такое же	1	1
491	который в	2	1
492	он действует	1	1
493	сцены и	1	1
494	с трагедией	1	1
495	не находим	1	1
496	этом что	2	1
497	в большинстве	1	1
498	а напротив	1	1
499	своим собственным	1	1
500	сделать и	1	1
501	не дает	1	1
502	предположение что	1	1
503	участие в	4	1
504	сочувствия к	1	1
505	мир в	1	1
506	намеков на	1	1
507	героев которые	1	1
508	как раз	3	1
509	ничуть не	1	1
510	десять лет	1	1
511	в какой-то	1	1
512	до начала	2	1
513	возможно что	1	1
514	что и	4	1
515	со стороны	2	1
516	даже не	2	1
517	в высшей	1	1
518	а мы	2	1
519	требует новых	1	1
520	хоть и	2	1
521	его с	1	1
522	и прежде	1	1
523	в предисловии	1	1
524	по случайному	1	1
525	его из	1	1
526	сцена с	1	1
527	а сам	2	1
528	был применен	1	1
529	и гоголь	1	1
530	одну из	2	1
531	в основании	1	1
532	когда же	5	1
533	у великих	1	1
534	самого начала	1	1
535	всегда и	1	1
536	нет никаких	1	1
537	он чувствует	1	1
538	и она	1	1
539	эти слова	1	1
540	и особенно	4	1
541	и а	1	1
542	как это	3	1
543	человека к	1	1
544	понимании слова	1	1
545	предположить что	1	1
546	предисловии к	1	1
547	с такой	1	1
548	в течение	3	1
549	суровый приговор	1	1
550	такого рода	6	1
551	применении к	1	1
552	искусстве и	1	1
553	его идеи	1	1
554	на чьей	1	1
555	году он	1	1
556	что же	1	1
557	лишь несколько	1	1
558	в исходе	1	1
559	герой в	1	1
560	этого слова	1	1
561	а к	2	1
562	ссылки на	1	1
563	общественной жизни	1	1
564	в самую	1	1
565	при всем	2	1
566	в книге	1	1
567	из вариантов	1	1
568	и для	1	1
569	должна была	2	1
570	для ее	2	1
571	об отношении	2	1
572	из действующих	2	1
573	и право	2	1
574	в результате	4	1
575	совершенно ясна	1	1
576	или нет	1	1
577	а может	1	1
578	еще более	1	1
579	будто бы	2	1
580	это человек	2	1
581	следит за	1	1
582	в городе	2	1
583	тот же	3	1
584	отношении к	1	1
585	по поводу	4	1
586	может и	1	1
587	в свою	2	1
588	месте в	1	1
589	с ней	1	1
590	не знает	1	1
591	сказать что	1	1
592	совершенно не	1	1
593	разговоре с	1	1
594	и другие	1	1
595	того времени	1	1
596	молодой человек	1	1
597	нас не	1	1
598	как на	1	1
599	том числе	1	1
