N	2gram	Bakhtin_sl_1	Analitik
128	и одновременно	2	3
129	романа в	3	3
130	бы в	1	3
131	прежде всего	8	3
132	а в	6	3
133	на смену	1	3
134	не знает	1	3
135	в действительности	1	3
136	художественного произведения	1	2
137	и до	1	2
138	из его	1	2
139	ведь и	1	2
140	той же	2	2
141	а как	2	2
142	в реплике	1	2
143	из своих	2	2
144	целого в	1	2
145	и он	1	2
146	собой в	1	2
147	еще не	4	2
148	он был	1	2
149	в общем	1	2
150	отличие от	1	2
151	контексте целого	1	2
152	в значительной	1	2
153	не дано	1	2
154	момент его	3	2
155	как основной	1	2
156	на то	1	2
157	вследствие этого	1	2
158	жизнью и	1	2
159	вообще не	3	2
160	он не	3	2
161	от которого	1	2
162	в диалоге	1	2
163	что она	1	2
164	таким образом	9	2
165	значительной степени	1	2
166	а затем	1	2
167	что все	2	2
168	же не	1	2
169	них не	1	2
170	это было	1	2
171	на протяжении	2	2
172	в споре	1	2
173	он и	1	2
174	жизни но	2	2
175	в этих	2	2
176	в своей	7	2
177	в котором	2	2
178	с точки	8	2
179	к предмету	4	2
180	в отличие	1	2
181	о себе	1	2
182	речи в	4	2
183	в устах	1	2
184	даже в	2	2
185	она не	3	2
186	будучи по	2	2
187	в то	14	2
188	дело не	2	2
189	на котором	1	2
190	же время	12	2
191	или иных	1	2
192	всего в	1	2
193	роль в	2	2
194	с ее	4	2
195	сторону и	1	2
196	языка и	12	2
197	те же	2	2
198	того и	1	2
199	на которую	1	2
200	это только	1	2
201	с ним	7	2
202	произведения как	3	2
203	за пределами	2	2
204	его в	3	2
205	и во	3	2
206	на всех	1	2
207	между тем	2	2
208	в его	13	2
209	или напротив	2	2
210	того что	3	2
211	один из	4	2
212	себя в	9	2
213	от автора	3	2
214	в поэзии	3	2
215	не есть	2	2
216	ни с	1	2
217	и их	1	2
218	или даже	2	2
219	в одном	2	2
220	вовсе не	7	2
221	здесь в	4	2
222	своего собственного	1	2
223	на этот	1	2
224	его как	2	2
225	о чем	1	2
226	и слово	2	2
227	вступает в	1	2
228	вместе с	1	2
229	так же	2	2
230	данного произведения	1	2
231	и иной	1	2
232	к своему	6	2
233	такого рода	2	2
234	по существу	3	2
235	в состоянии	1	2
236	высказывания и	2	2
237	тех или	1	2
238	и для	4	2
239	этого рода	1	2
240	и другими	1	2
241	он по	1	2
242	в двух	1	2
243	еще более	5	2
244	личности и	1	2
245	от своего	1	2
246	сказать что	2	2
247	другой стороны	4	2
248	речи и	1	2
249	все что	1	2
250	к этому	2	2
251	в таком	1	2
252	а между	2	1
253	как известно	1	1
254	ко всем	1	1
255	слова которые	1	1
256	и т	28	1
257	также и	3	1
258	с жизнью	1	1
259	совершенно новый	1	1
260	выражения в	1	1
261	в самостоятельный	2	1
262	между всеми	1	1
263	в первом	3	1
264	системе языка	1	1
265	к другому	1	1
266	действительности и	1	1
267	свой мир	1	1
268	мы уже	2	1
269	есть не	1	1
270	со всех	1	1
271	они могут	7	1
272	именно к	1	1
273	в каждый	5	1
274	целого но	1	1
275	почти исключительно	1	1
276	максимыч в	1	1
277	диалога в	1	1
278	быть поэтически	1	1
279	они были	2	1
280	но даже	1	1
281	социальной группы	2	1
282	над самим	1	1
283	всех сторон	1	1
284	поэтического слова	9	1
285	в последних	1	1
286	за словами	2	1
287	прозы с	1	1
288	там и	1	1
289	не требует	3	1
290	приведем примеры	1	1
291	не изменилось	1	1
292	в противовес	1	1
293	тех же	1	1
294	не все	1	1
295	художественной значимости	1	1
296	один и	1	1
297	не прямого	2	1
298	бы для	1	1
299	не принимает	1	1
300	контексте и	1	1
301	данный момент	4	1
302	из уст	1	1
303	в противном	1	1
304	и наконец	4	1
305	и тот	1	1
306	его к	1	1
307	отождествлять ни	1	1
308	более или	3	1
309	о самом	1	1
310	себе как	1	1
311	в которой	4	1
312	бы и	3	1
313	так или	1	1
314	каждый выделенный	1	1
315	все эти	9	1
316	бы не	1	1
317	из этих	3	1
318	чужих слов	7	1
319	которые в	3	1
320	в известном	2	1
321	говорит не	1	1
322	и те	2	1
323	лица и	1	1
324	так сказать	5	1
325	в замкнутом	1	1
326	быть только	2	1
327	с чем	1	1
328	как единого	1	1
329	в нем	30	1
330	в лирике	1	1
331	время и	2	1
332	что же?	1	1
333	речи то	1	1
334	всех этих	4	1
335	к одному	1	1
336	не к	1	1
337	не как	4	1
338	свое время	1	1
339	в творческом	1	1
340	и по	2	1
341	его можно	1	1
342	конца и	3	1
343	человека в	1	1
344	в каждом	4	1
345	самого автора	2	1
346	одновременно его	1	1
347	от авторской	1	1
348	в несколько	1	1
349	входит в	4	1
350	заключается в	1	1
351	это не	6	1
352	каждого из	1	1
353	вся художественная	2	1
354	в жизни	1	1
355	смерть и	1	1
356	в ином	1	1
357	только одно	1	1
358	ни в	1	1
359	событием самого	1	1
360	в них	6	1
361	далеко не	5	1
362	этого не	1	1
363	синтаксических конструкций	1	1
364	всегда и	1	1
365	прозы в	1	1
366	нисколько не	2	1
367	автором и	2	1
368	в понимании	3	1
369	но если	1	1
370	таким же	1	1
371	социальных диалектов	3	1
372	жизнь и	1	1
373	предполагает именно	1	1
374	стилизации и	1	1
375	от поэтического	1	1
376	для данного	1	1
377	обращение к	1	1
378	не его	2	1
379	и эти	2	1
380	и более	1	1
381	однако в	1	1
382	том же	4	1
383	зрения и	2	1
384	и вся	1	1
385	тому что	2	1
386	было с	1	1
387	речи конкретных	1	1
388	стилистикой и	1	1
389	до известной	2	1
390	ничего нового	2	1
391	с теми	1	1
392	одна из	2	1
393	это авторская	1	1
394	которого он	1	1
395	эта внутренняя	2	1
396	в стилистическом	1	1
397	чужого мира	1	1
398	но только	1	1
399	для всего	1	1
400	каждый из	1	1
401	в разных	3	1
402	только и	1	1
403	при наличии	1	1
404	слова как	6	1
405	и такой	1	1
406	с одним	1	1
407	по своей	1	1
408	потому что	2	1
409	связи с	2	1
410	и чужих	2	1
411	помимо воли	1	1
412	самой этой	1	1
413	только с	1	1
414	и сомнения	1	1
415	конечно и	2	1
416	с другом	2	1
417	у нас	2	1
418	языка в	16	1
419	иных языковых	1	1
420	одно и	2	1
421	в специальном	1	1
422	которых он	1	1
423	на границе	1	1
424	во все	1	1
425	его за	1	1
426	отличается от	1	1
427	он видит	1	1
428	между автором	2	1
429	композиции в	1	1
430	и о	2	1
431	в виду	1	1
432	свою очередь	2	1
433	с сохранением	1	1
434	в ее	2	1
435	героя романа	1	1
436	характер и	1	1
437	и исторически	1	1
438	говорит на	1	1
439	что может	1	1
440	с первым	1	1
441	внутреннюю речь	1	1
442	судьбы и	1	1
443	в отношении	6	1
444	речи как	1	1
445	наше внимание	1	1
446	вносить в	1	1
447	в диалог	1	1
448	разговорного языка	1	1
449	из одного	2	1
450	речевой манеры	1	1
451	автора к	3	1
452	о нем	4	1
453	и здесь	3	1
454	значимости в	1	1
455	в другом	2	1
456	и что	1	1
457	к действительному	1	1
458	все его	4	1
459	может не	8	1
460	а напротив	1	1
461	конкретных персонажей	1	1
462	к нему	5	1
463	с его	4	1
464	которой пользуется	1	1
465	в драме	1	1
466	или иначе	1	1
467	от них	1	1
468	ибо и	1	1
469	себя от	2	1
470	непосредственно в	1	1
471	в художественной	1	1
472	слов и	2	1
473	развернута в	1	1
474	в литературе	1	1
475	известном смысле	2	1
476	оно и	4	1
477	явления как	1	1
478	мы видим	2	1
479	тот же	1	1
480	в основном	3	1
481	дело с	1	1
482	нуждается в	1	1
483	лишь на	3	1
484	в какой	1	1
485	хотя бы	3	1
486	к авторской	1	1
487	реагирует на	1	1
488	повествования можно	1	1
489	между этими	2	1
490	и ее	3	1
491	не мешает	1	1
492	все они	7	1
493	одни и	1	1
494	же и	2	1
495	то и	1	1
496	в начале	1	1
497	и повсюду	1	1
498	как более	2	1
499	его текст	1	1
500	мышления и	1	1
501	в борьбу	1	1
502	ориентированы на	1	1
503	его и	3	1
504	в прозе	1	1
505	слова в	8	1
506	его речь	1	1
507	так как	3	1
508	к ним	1	1
509	как его	5	1
510	дело и	1	1
511	чутко реагирует	1	1
512	другом в	1	1
513	где в	1	1
514	и речи	2	1
515	который не	1	1
516	как у	1	1
517	персонажей а	1	1
518	в свою	3	1
519	текст в	1	1
520	персонажа и	1	1
521	себя и	1	1
522	его из	1	1
523	противном случае	1	1
524	для передачи	1	1
525	а главное	1	1
526	более того	3	1
527	идет уже	1	1
528	на смерть	1	1
529	романа однако	1	1
530	долгое время	1	1
531	хотя он	1	1
532	мира в	1	1
533	среда в	1	1
534	ближе к	1	1
535	оно ни	1	1
536	но оно	3	1
537	художественное значение	1	1
538	эти слова	2	1
539	до этого	1	1
540	характера например	1	1
541	и потому	4	1
542	весь его	1	1
543	относятся к	1	1
544	над другими	1	1
545	установкой на	1	1
546	высказывания с	1	1
547	в особый	2	1
548	слова он	1	1
549	отнести также	1	1
550	или менее	3	1
551	стороны и	1	1
552	да и	1	1
553	друг с	2	1
554	и там	3	1
555	с этой	3	1
556	жанрах а	1	1
557	не вносит	1	1
558	слова и	13	1
559	затем и	1	1
560	между прочим	1	1
561	с этими	2	1
562	перед нами	4	1
563	тому или	1	1
564	высказывания а	1	1
565	не получает	1	1
566	не является	2	1
567	за его	1	1
568	будучи в	1	1
569	своих и	1	1
570	известной степени	4	1
571	только стилистически	1	1
572	лицо и	1	1
573	сколько бы	1	1
574	как на	1	1
575	его не	1	1
576	для нас	2	1
577	с установкой	1	1
578	к чужому	6	1
579	от него	1	1
580	почти вовсе	5	1
581	тем более	1	1
582	зрения в	1	1
583	но это	1	1
584	же в	1	1
585	романа мы	1	1
586	отношении к	6	1
587	в системе	1	1
588	другим эта	1	1
589	слово в	10	1
590	в романе	21	1
591	героя и	1	1
592	с ней	2	1
593	отношением к	1	1
594	состоит из	1	1
595	раскрывается и	1	1
596	совершенно не	2	1
597	совпадать с	1	1
598	из этого	3	1
599	языка то	2	1
600	в свое	3	1
601	ли он	4	1
602	на это	1	1
603	без исключения	1	1
604	этой точки	1	1
605	героя как	1	1
606	значение в	1	1
607	из многих	2	1
