N	2gram	Propp_Isto_1	Tragedij
105	еще в	2	2
106	а что	1	2
107	ничего не	2	2
108	и здесь	7	2
109	о том	9	2
110	в глаза	1	2
111	что и	6	2
112	даже на	2	2
113	в том	9	2
114	даже если	1	2
115	который в	1	2
116	и ее	1	2
117	и детей	1	2
118	уже не	3	2
119	в виде	2	2
120	не так	2	2
121	в одном	5	2
122	друг друга	1	2
123	тем что	3	2
124	чем он	1	2
125	говорит о	2	2
126	ничем не	1	2
127	потому что	4	2
128	состоит из	1	2
129	в частности	2	2
130	только о	1	2
131	точно так	3	2
132	ту же	1	1
133	также что	1	1
134	и т	25	1
135	узнаем в	1	1
136	одним из	2	1
137	например в	5	1
138	обращается в	1	1
139	отметим что	1	1
140	и др	7	1
141	к своей	1	1
142	это и	1	1
143	и есть	1	1
144	последней главе	1	1
145	смысл этого	1	1
146	поэтому он	2	1
147	исходит из	3	1
148	возможно он	1	1
149	должна быть	5	1
150	дальнейшем он	1	1
151	для достижения	1	1
152	связаны между	2	1
153	что уже	1	1
154	не вполне	2	1
155	на себя	1	1
156	ему в	3	1
157	в виду	1	1
158	подчеркнуть что	2	1
159	в ней	7	1
160	представляет собой	4	1
161	между собой	4	1
162	содержатся в	1	1
163	во всех	2	1
164	присмотреться к	2	1
165	но не	5	1
166	отказ от	2	1
167	но как	1	1
168	всем его	1	1
169	значение и	2	1
170	а он	1	1
171	друга и	1	1
172	далее следует	1	1
173	к сожалению	3	1
174	в истории	1	1
175	материалом для	1	1
176	что именно	1	1
177	вот как	1	1
178	что ее	1	1
179	мысль о	2	1
180	перескочить через	1	1
181	и хотя	1	1
182	то в	1	1
183	со своей	1	1
184	оттого что	1	1
185	в которой	1	1
186	он в	2	1
187	знать и	1	1
188	бы не	1	1
189	право на	2	1
190	же слова	1	1
191	как он	2	1
192	чтобы установить	1	1
193	и если	2	1
194	эта деталь	1	1
195	так сказать	1	1
196	и еще	1	1
197	не значит	1	1
198	что нужно	2	1
199	не как	3	1
200	содержит в	1	1
201	так часто	2	1
202	и по	3	1
203	на этом	3	1
204	таким образом	8	1
205	от нее	1	1
206	здесь мы	7	1
207	а затем	2	1
208	же не	3	1
209	за то	2	1
210	в другом	3	1
211	на ту	1	1
212	это было	2	1
213	известно что	1	1
214	быть не	1	1
215	с начала	1	1
216	мы пойдем	1	1
217	из первых	1	1
218	который сам	1	1
219	был вполне	1	1
220	но уже	2	1
221	в них	1	1
222	и начальные	1	1
223	на грани	1	1
224	быть понят	1	1
225	этого не	1	1
226	со своими	1	1
227	которой он	1	1
228	перед иваном	1	1
229	для чего	1	1
230	ведет к	2	1
231	же мысль	1	1
232	обратимся к	1	1
233	перед собой	1	1
234	но если	2	1
235	в своей	1	1
236	этой связи	1	1
237	в такой	2	1
238	наших дней	1	1
239	где мы	1	1
240	почти не	3	1
241	в котором	3	1
242	черты но	1	1
243	представление о	1	1
244	миф о	2	1
245	сама собой	1	1
246	должны были	2	1
247	и вот	2	1
248	но он	1	1
249	над ними	1	1
250	тем не	6	1
251	не могли	1	1
252	с такими	1	1
253	им под	1	1
254	на всю	1	1
255	по себе	3	1
256	тому что	1	1
257	не менее	6	1
258	вплоть до	1	1
259	не раз	1	1
260	с особой	1	1
261	одной детали	1	1
262	на работу	1	1
263	что эта	1	1
264	она не	1	1
265	самого начала	2	1
266	на котором	3	1
267	стоящая на	1	1
268	того как	3	1
269	как его	1	1
270	например что	1	1
271	тогда и	1	1
272	глава i	1	1
273	он с	1	1
274	это мы	1	1
275	в самой	1	1
276	говорит в	2	1
277	детей и	4	1
278	и притом	1	1
279	к ней	1	1
280	по своей	2	1
281	связь и	1	1
282	для нас	13	1
283	связи с	4	1
284	входят в	1	1
285	сел на	2	1
286	в области	2	1
287	но все-таки	1	1
288	он вполне	1	1
289	один раз	1	1
290	мы узнаем	1	1
291	такая точка	1	1
292	своей книге	1	1
293	могут быть	4	1
294	уже было	1	1
295	на улицу	2	1
296	что оно	1	1
297	всего что	1	1
298	указывает на	2	1
299	не есть	2	1
300	утверждать что	3	1
301	где он	1	1
302	образы и	1	1
303	как мы	3	1
304	у себя	2	1
305	того чтобы	1	1
306	родного дома	1	1
307	с самого	2	1
308	говорили что	1	1
309	с собой	1	1
310	можно было	5	1
311	же говорит	3	1
312	на нее	2	1
313	над человеком	1	1
314	по сравнению	1	1
315	за этими	1	1
316	в последней	1	1
317	на них	2	1
318	в эпоху	2	1
319	стремление к	1	1
320	а по	2	1
321	и должно	3	1
322	вот почему	1	1
323	ему нужно	1	1
324	это происходит	2	1
325	на вопрос	2	1
326	но мы	2	1
327	после того	1	1
328	с того	3	1
329	а также	1	1
330	кто он	1	1
331	нас от	1	1
332	чтобы не	3	1
333	восходит к	5	1
334	все в	1	1
335	связь между	3	1
336	между тем	2	1
337	так нельзя	1	1
338	в форме	3	1
339	и она	2	1
340	о своих	1	1
341	виде отдельных	1	1
342	того что	4	1
343	же разработка	1	1
344	мы видим	11	1
345	только в	11	1
346	во всем	3	1
347	в самое	1	1
348	у ней	2	1
349	с одной	4	1
350	именно на	2	1
351	этого мотива	2	1
352	он очень	1	1
353	только на	1	1
354	дело с	2	1
355	которых можно	1	1
356	в понятие	2	1
357	одно из	1	1
358	и их	3	1
359	слова в	1	1
360	т п	1	1
361	они сами	1	1
362	с этими	1	1
363	к ним	4	1
364	и ленина	1	1
365	в особенности	2	1
366	до начала	1	1
367	даже не	2	1
368	именно в	3	1
369	была и	1	1
370	и знает	2	1
371	что не	2	1
372	социальной жизни	4	1
373	обратиться к	1	1
374	естественно что	1	1
375	только по	1	1
376	не было	1	1
377	на этот	2	1
378	а не	15	1
379	именно так	2	1
380	его как	2	1
381	на смерть	2	1
382	в и	1	1
383	этом случае	1	1
384	в связи	4	1
385	эти слова	1	1
386	вместе с	6	1
387	и потому	2	1
388	эта связь	1	1
389	не из	1	1
390	нами на	2	1
391	xix века	2	1
392	наряду с	3	1
393	весь материал	1	1
394	смысле этого	1	1
395	очевидно для	1	1
396	при которой	1	1
397	нам еще	1	1
398	этого слова	1	1
399	и от	2	1
400	на одной	1	1
401	в книге	3	1
402	известной степени	1	1
403	и сильнее	1	1
404	из дома	6	1
405	при таком	1	1
406	где и	1	1
407	об отношении	1	1
408	в результате	1	1
409	именно такого	1	1
410	тот кто	1	1
411	о нем	2	1
412	пускает его	1	1
413	это может	1	1
414	бы в	2	1
415	хотя бы	4	1
416	что ты	1	1
417	он непременно	1	1
418	обстоит дело	4	1
419	сказал что	1	1
420	очень хорошо	1	1
421	за этим	1	1
422	еще ничего	1	1
423	к числу	1	1
424	опять к	1	1
425	вступления в	1	1
426	виде и	1	1
427	совершенно не	1	1
428	в точности	2	1
429	сколько угодно	1	1
430	в иной	4	1
431	т е	10	1
432	может ли	1	1
433	строится на	1	1
434	к этой	1	1
435	это понятие	1	1
436	во всяком	1	1
