N	2gram	Medvedev_F_3	Komedia
168	этом же	1	2
169	в действительности	9	2
170	от этого	2	2
171	да еще	1	2
172	с той	1	2
173	бы и	3	2
174	жизни так	1	2
175	в нашем	1	2
176	ни одна	1	2
177	роль в	4	2
178	в философии	2	2
179	и если	1	2
180	что она	2	2
181	не следует	3	2
182	три года	1	2
183	он не	1	2
184	в принципе	1	2
185	что ни	2	2
186	на этом	2	2
187	то ни	4	2
188	же не	1	2
189	об этом	1	2
190	это не	3	2
191	этом смысле	2	2
192	на сцене	1	2
193	в это	1	2
194	чем в	1	2
195	в развитии	1	2
196	всяком случае	6	2
197	бы к	2	2
198	в отличие	2	2
199	не в	12	2
200	в конце	3	2
201	однако в	2	2
202	вовсе не	28	2
203	даже в	2	2
204	одна из	2	2
205	в одном	1	2
206	в какой-то	1	2
207	не является	5	2
208	с другом	1	2
209	и это	2	2
210	как не	2	2
211	с самого	1	2
212	так в	2	2
213	и что	3	2
214	в мире	1	2
215	быту и	1	2
216	в построении	1	2
217	или на	2	2
218	и во	2	2
219	и все	8	2
220	наконец в	1	2
221	все время	6	2
222	в жизнь	1	2
223	тот же	1	2
224	в какой	3	2
225	впрочем и	1	2
226	одних и	1	2
227	и ее	6	2
228	с одной	1	2
229	и у	1	2
230	является не	2	2
231	одно из	1	2
232	т п	5	2
233	от того	2	2
234	в других	1	2
235	нет и	3	2
236	со стороны	4	2
237	до сих	1	2
238	с другой	6	2
239	и тех	2	2
240	одной стороны	1	2
241	а на	2	2
242	для их	1	2
243	для этой	1	2
244	в течение	1	2
245	в той	3	2
246	одновременно с	1	2
247	как бы	8	2
248	друг с	1	2
249	сих пор	1	2
250	каждой из	1	2
251	бы в	6	2
252	еще более	1	2
253	хотя бы	6	2
254	ни было	5	2
255	от всех	4	2
256	к его	3	2
257	из этого	4	2
258	частности в	1	2
259	во всяком	6	2
260	то на	1	1
261	общества а	1	1
262	отношения к	2	1
263	самом деле	16	1
264	мере в	1	1
265	отношения между	2	1
266	как результат	1	1
267	и этот	1	1
268	не происходит	1	1
269	обойтись без	2	1
270	на первый	1	1
271	этого нет	1	1
272	деле здесь	1	1
273	та же	1	1
274	творчества с	1	1
275	в сущности	2	1
276	всех без	1	1
277	а для	1	1
278	в полной	2	1
279	и готовых	1	1
280	ему в	1	1
281	и самой	1	1
282	же что	2	1
283	первого и	1	1
284	в каждой	1	1
285	теперь на	2	1
286	чем больше	1	1
287	вывод что	1	1
288	же мере	1	1
289	между собой	4	1
290	первый план	1	1
291	все эти	6	1
292	не был	1	1
293	в существовании	1	1
294	время в	3	1
295	и изображение	1	1
296	то мы	3	1
297	значение и	1	1
298	в общем	2	1
299	не просто	1	1
300	из таких	1	1
301	чем же	2	1
302	для создания	1	1
303	в художественном	5	1
304	пределах одной	2	1
305	и нет	1	1
306	и понимаем	2	1
307	не являются	2	1
308	тем же	7	1
309	следующим образом	1	1
310	жизни в	3	1
311	роль играет	1	1
312	в чисто	2	1
313	жанра и	3	1
314	составляет содержание	1	1
315	из жизни	1	1
316	с сюжетом	1	1
317	действительности но	1	1
318	определяет все	1	1
319	если мы	7	1
320	остановиться на	1	1
321	в себе	3	1
322	самым существенным	1	1
323	не могла	1	1
324	замыкается в	1	1
325	не имеют	1	1
326	главным образом	2	1
327	сказать в	1	1
328	время и	1	1
329	сами эти	2	1
330	игра с	1	1
331	видеть в	1	1
332	пределах одного	2	1
333	и более	3	1
334	евгения онегина	1	1
335	его от	2	1
336	в основу	2	1
337	а вместе	1	1
338	его не	1	1
339	бы быть	2	1
340	на все	2	1
341	знает что	1	1
342	входит в	8	1
343	не одна	1	1
344	действительности в	3	1
345	за другой	1	1
346	по себе	4	1
347	еще одно	1	1
348	в жизни	11	1
349	от отца	1	1
350	но уже	2	1
351	в реальном	5	1
352	он и	3	1
353	мы видели	4	1
354	не пришли	1	1
355	ни с	2	1
356	с такой	2	1
357	выражение в	1	1
358	какую бы	1	1
359	элемента в	1	1
360	автора и	1	1
361	как таковой	3	1
362	даже те	1	1
363	и тогда	2	1
364	не больше	1	1
365	только тем	1	1
366	в эту	2	1
367	и при	1	1
368	таким же	2	1
369	не пришлось	1	1
370	к комическому	1	1
371	между людьми	3	1
372	оно занимает	1	1
373	это подтверждается	1	1
374	от его	3	1
375	должны были	1	1
376	значение для	1	1
377	только для	1	1
378	времени не	1	1
379	нам в	1	1
380	и ассоциаций	1	1
381	тем не	2	1
382	их в	3	1
383	как от	3	1
384	всю глубину	1	1
385	том же	1	1
386	не требуется	2	1
387	вместе со	1	1
388	почве и	1	1
389	освободиться от	1	1
390	и очень	2	1
391	и необходимость	1	1
392	с точки	14	1
393	случае в	3	1
394	на рубеже	1	1
395	дня и	1	1
396	тем самым	1	1
397	и роль	1	1
398	что эта	1	1
399	жизни между	1	1
400	она могла	1	1
401	правда в	2	1
402	на себе	1	1
403	весь этот	2	1
404	как о	2	1
405	в основе	3	1
406	из их	1	1
407	к жанру	1	1
408	иметь в	1	1
409	как много	2	1
410	та или	1	1
411	взаимоотношения в	1	1
412	вытекает из	2	1
413	никогда не	5	1
414	ничего не	2	1
415	в разных	1	1
416	относят к	1	1
417	таким путем	1	1
418	и является	4	1
419	и теперь	6	1
420	сводится к	5	1
421	здесь же	1	1
422	из того	1	1
423	этот образ	1	1
424	в области	2	1
425	в каком	2	1
426	того обстоятельства	1	1
427	представляется нам	1	1
428	его для	1	1
429	и другой	1	1
430	обстоятельства что	1	1
431	отличается от	2	1
432	числе и	1	1
433	его с	1	1
434	той или	1	1
435	они и	3	1
436	темы и	2	1
437	должен быть	2	1
438	на основе	1	1
439	теперь что	1	1
440	только при	1	1
441	в собственном	1	1
442	в себя	1	1
443	или для	1	1
444	в пределах	8	1
445	в рамки	2	1
446	на положение	1	1
447	произведения и	3	1
448	если они	2	1
449	в контексте	1	1
450	в социальном	1	1
451	но никак	1	1
452	жизнь и	3	1
453	является в	2	1
454	в эпоху	3	1
455	о котором	1	1
456	изображение в	1	1
457	с ним	1	1
458	является по	1	1
459	пришли к	3	1
460	зрения на	1	1
461	и та	1	1
462	за пределами	1	1
463	но мы	1	1
464	никак не	3	1
465	своей стороны	1	1
466	как ее	4	1
467	одного из	1	1
468	можем сказать	1	1
469	там же	1	1
470	нас в	1	1
471	служит для	1	1
472	но столь	1	1
473	пришли бы	1	1
474	ему же	1	1
475	от них	1	1
476	говорить об	2	1
477	нуждается в	3	1
478	что же	5	1
479	полагать что	2	1
480	и следовательно	3	1
481	если это	1	1
482	условия для	1	1
483	в литературе	6	1
484	к которому	2	1
485	как например	1	1
486	мы видим	1	1
487	к внутреннему	1	1
488	трагедии и	1	1
489	стремящегося к	1	1
490	то он	3	1
491	свою роль	1	1
492	приходит в	1	1
493	делах и	1	1
494	тот или	1	1
495	человека с	1	1
496	быта в	1	1
497	конечно не	4	1
498	в большинстве	4	1
499	только на	4	1
500	то и	1	1
501	ни одного	1	1
502	этого понятия	1	1
503	понятно с	1	1
504	в сознании	1	1
505	целого ряда	1	1
506	от других	2	1
507	большинстве случаев	5	1
508	к каким	1	1
509	не так	1	1
510	для него	1	1
511	могло бы	1	1
512	содержания и	4	1
513	как их	2	1
514	содержание и	2	1
515	слово как	3	1
516	не о	3	1
517	и продолжает	1	1
518	как его	9	1
519	говорят и	1	1
520	как раз	8	1
521	связи в	1	1
522	общения и	2	1
523	о которых	1	1
524	к самому	2	1
525	им по	1	1
526	где в	1	1
527	соединении с	2	1
528	из двух	1	1
529	и даже	2	1
530	или иной	2	1
531	и произведения	1	1
532	был сборник	1	1
533	и из	2	1
534	не дали	1	1
535	на ее	4	1
536	ряд с	1	1
537	и создает	1	1
538	и затем	1	1
539	говорит о	1	1
540	к более	2	1
541	что таким	1	1
542	у нас	3	1
543	не делает	1	1
544	она является	1	1
545	до конца	4	1
546	и самый	2	1
547	не на	3	1
548	а не	17	1
549	другой стороны	5	1
550	его по	1	1
551	одну из	2	1
552	если эти	1	1
553	там где	7	1
554	самого начала	1	1
555	тогда было	1	1
556	жизнь в	1	1
557	к внешней	1	1
558	всего этого	1	1
559	с помощью	8	1
560	может привести	1	1
561	или другая	1	1
562	в творчестве	1	1
563	отрывок из	1	1
564	только его	1	1
565	средств на	1	1
566	к своему	1	1
567	без труда	2	1
568	до настоящего	1	1
569	он говорит	1	1
570	в положении	1	1
571	именно в	1	1
572	по существу	1	1
573	исходя из	1	1
574	из отдельных	1	1
575	в современной	1	1
576	быть не	1	1
577	но даже	1	1
578	историческая действительность	1	1
579	в одних	1	1
580	а то	1	1
581	является как	1	1
582	за ним	1	1
583	при таком	1	1
584	его творчества	1	1
585	предложение и	2	1
586	в результате	5	1
587	то при	1	1
588	не с	1	1
589	ее и	2	1
590	ее объектом	1	1
591	не должен	1	1
592	и как	4	1
593	иначе обстоит	3	1
594	обстоит дело	4	1
595	в искусстве	7	1
596	все более	1	1
597	сделать вывод	1	1
598	в стихах	2	1
599	на фоне	3	1
600	нет ничего	1	1
601	между ними	15	1
602	героя и	2	1
603	не знает	1	1
604	сказать что	3	1
605	была бы	2	1
606	лишь тогда	2	1
607	вперед по	1	1
608	ведь он	1	1
609	равно как	3	1
610	того на	1	1
611	всех других	3	1
612	в последнем	2	1
613	или иного	1	1
614	т е	32	1
615	бы его	1	1
616	жизни существенно	1	1
617	того или	1	1
618	и эта	3	1
619	одну за	1	1
620	так же	9	1
621	как следствие	1	1
