N	2gram	Vinokur_Ku_2	UchenyiS
311	содержания и	1	1
312	этот процесс	1	1
313	его форма	1	1
314	в современном	2	1
315	не для	1	1
316	в свое	2	1
317	несомненно что	1	1
318	может служить	2	1
319	но он	1	1
320	но что	2	1
321	у него	3	1
322	само по	5	1
323	бы те	1	1
324	мы можем	1	1
325	всего что	2	1
326	так то	1	1
327	и свое	2	1
328	это в	2	1
329	а это	2	1
330	к этому	4	1
331	что в	10	1
332	от слова	3	1
333	резких и	1	1
