N	2gram	Tiupa_Lite_1	EvropaiE
329	которая как	1	1
330	возникающее в	1	1
331	и служат	1	1
332	в жизни	6	1
333	соответствии с	1	1
334	русской культуры	3	1
335	в обстановку	1	1
336	звучать как	1	1
337	к какой-либо	1	1
338	жизни но	1	1
339	потому и	1	1
340	перед собой	1	1
341	и культуры	2	1
342	в отличие	5	1
343	что при	1	1
344	от себя	2	1
345	культуры можно	1	1
346	творчества и	1	1
347	при рассмотрении	1	1
348	стране с	1	1
349	в современном	1	1
350	том же	3	1
351	в духовной	1	1
352	для этого	4	1
353	для нее	2	1
354	освободиться от	2	1
355	если и	1	1
356	все эти	2	1
357	не менее	7	1
358	на рубеже	3	1
359	вплоть до	2	1
360	одна из	3	1
361	чтобы в	1	1
362	было у	2	1
363	из их	1	1
364	это мы	1	1
365	казалось бы	5	1
366	от эпохи	1	1
367	в форму	1	1
368	к определенному	1	1
369	к концу	1	1
370	и его	4	1
371	связи с	6	1
372	в сознании	2	1
373	так называемый	2	1
374	для осуществления	1	1
375	в основе	3	1
376	в осознании	1	1
377	мир в	4	1
378	оказались бы	1	1
379	отказаться от	1	1
380	для себя	5	1
381	что современная	1	1
382	и о	1	1
383	людей в	1	1
384	явлениях культуры	1	1
385	человеческой истории	1	1
386	последнее время	1	1
387	мысль о	1	1
388	в знании	1	1
389	как с	1	1
390	и сам	6	1
391	что может	1	1
392	с собой	4	1
393	и другими	1	1
394	одного из	3	1
395	каждого из	1	1
396	еще в	4	1
397	имеется в	2	1
398	быть может	1	1
399	запада и	1	1
400	которая в	2	1
401	оно определяется	1	1
402	сводится к	3	1
403	в состав	1	1
404	на вопрос	1	1
405	его жизни	1	1
406	оно остается	1	1
407	но другим	1	1
408	это должно	1	1
409	затем в	1	1
410	такими же	1	1
411	не выходит	1	1
412	это может	1	1
413	однако с	1	1
414	и всякая	1	1
415	глаза на	1	1
416	в лучшем	1	1
417	один из	3	1
418	тот же	1	1
419	будь то	2	1
420	который в	1	1
421	по этому	2	1
422	со своим	1	1
423	уже не	7	1
424	уже в	5	1
425	если мы	1	1
426	то и	2	1
427	всем его	1	1
428	есть наиболее	2	1
429	борьбы с	1	1
430	в начале	1	1
431	что не	2	1
432	от других	1	1
433	стран является	1	1
434	в великой	1	1
435	одно из	3	1
436	для него	2	1
437	такой эволюции	1	1
438	представить себе	1	1
439	и искусства	1	1
440	к сознанию	1	1
441	не о	1	1
442	потребности в	1	1
443	в исторической	1	1
444	выходит за	1	1
445	а на	1	1
446	или иначе	9	1
447	к берегам	1	1
448	не сводится	3	1
449	с той	1	1
450	по большей	1	1
451	время многие	1	1
452	что для	2	1
453	в соответствии	1	1
454	не было	3	1
455	света и	1	1
456	европы но	1	1
457	сознании каждого	1	1
458	свое собственное	3	1
459	становится ясным	1	1
460	мы знаем	1	1
461	если не	1	1
462	в связи	4	1
463	xx века	2	1
464	так называемых	2	1
465	в xviii	1	1
466	уже о	1	1
467	нет ничего	2	1
468	многих случаях	1	1
469	в столь	2	1
470	к жизни	1	1
471	для всех	1	1
472	это были	1	1
473	в среде	1	1
474	одновременно с	1	1
475	эту мысль	1	1
476	уже об	1	1
477	культуре и	2	1
478	многих других	1	1
479	в состоянии	1	1
480	мыслится как	3	1
481	должно быть	1	1
482	с ее	1	1
483	аналогии с	3	1
484	призыв к	1	1
485	в формах	4	1
486	лучшем случае	1	1
487	себя с	1	1
488	тех или	1	1
489	более того	1	1
490	одного и	1	1
491	при таком	1	1
492	иная культурная	1	1
493	нельзя сказать	1	1
494	в силах	1	1
495	в индивидуальном	2	1
496	а к	1	1
497	в отдельных	1	1
498	сохраняет в	1	1
499	особого рода	2	1
500	и однако	1	1
501	в третьем	1	1
502	мира к	1	1
503	на берегу	1	1
504	бы на	2	1
505	всякая иная	2	1
506	с ней	1	1
507	с такой	1	1
508	что даже	1	1
509	время не	1	1
510	к этой	1	1
511	можно назвать	1	1
512	все что	1	1
513	том числе	1	1
514	гораздо более	1	1
