N	2gram	Losev_Prob_3	VelikijI
227	или даже	5	1
228	о которой	1	1
229	чего бы	2	1
230	перестает быть	1	1
231	опять-таки не	1	1
232	человеческого духа	1	1
233	не будут	2	1
234	в понимании	1	1
235	иметь свой	1	1
236	вовсе не	37	1
237	нашего времени	1	1
238	словах как	1	1
239	но что	2	1
240	у него	1	1
241	и по	2	1
242	в руки	1	1
243	бы от	1	1
244	ее на	1	1
245	тут не	1	1
246	на нее	1	1
247	для того	1	1
248	то ни	6	1
249	конечно в	1	1
250	и с	9	1
251	тогда это	3	1
252	как мог	1	1
253	себя не	2	1
254	с другой	7	1
255	художественный образ	9	1
256	есть не	5	1
257	русской революции	1	1
258	наше дело	1	1
259	близок к	1	1
260	еще и	7	1
261	и тем	9	1
262	души и	1	1
263	них и	1	1
264	и своего	2	1
265	мы скажем	2	1
266	тоже ведь	1	1
267	ничем не	2	1
268	у человека	2	1
269	человеческой жизни	2	1
270	не всегда	1	1
271	с которым	1	1
272	жизнь в	3	1
273	для чего	2	1
274	между собою	2	1
275	жизни но	2	1
276	о чем	2	1
277	имеет никакой	1	1
278	в одно	1	1
279	пустоте и	1	1
280	категории не	1	1
281	стороны в	1	1
282	вместе с	2	1
283	так же	5	1
284	как это	2	1
285	то есть	34	1
286	есть такое	3	1
287	что всякий	9	1
288	является и	1	1
289	мы в	4	1
290	у нас	10	1
291	в которых	3	1
292	в изображении	1	1
293	он говорит	1	1
294	сравнению с	2	1
295	в одном	1	1
296	а потом	1	1
297	образ и	3	1
298	по крайней	5	1
299	поскольку он	1	1
300	это символ	2	1
301	это значит	4	1
302	если нет	2	1
303	и скажет	1	1
304	этого слова	5	1
305	с этой	3	1
306	и очень	3	1
307	раз и	4	1
308	нет никакого	4	1
309	и нет	2	1
310	можно ли	4	1
311	есть один	1	1
312	есть знак	1	1
313	ни для	2	1
314	из нас	1	1
315	другом но	1	1
316	ничего кроме	2	1
317	есть прежде	1	1
318	и другое	1	1
319	гораздо шире	1	1
320	на котором	2	1
321	и именно	2	1
322	указать на	1	1
323	мы все	1	1
324	и слишком	2	1
325	образом по	1	1
326	не существует	1	1
327	и от	9	1
328	и всегда	2	1
329	это как	1	1
330	ничего не	3	1
331	может быть	28	1
332	природы в	1	1
333	как она	2	1
334	конце концов	3	1
335	во всем	1	1
336	будто бы	3	1
337	это слово	1	1
338	на него	1	1
339	наших дней	1	1
340	но вот	3	1
341	человеческого общества	1	1
342	к ее	1	1
343	что на	1	1
344	хотели бы	1	1
345	другой стороны	5	1
346	заключается что	1	1
347	для нашего	1	1
348	идея в	1	1
349	но все	3	1
350	есть и	2	1
351	насилия и	1	1
352	есть то	3	1
353	к этому	1	1
354	всего что	1	1
355	в искусстве	4	1
356	и другие	3	1
357	в своих	1	1
358	образ в	2	1
359	в процессе	2	1
360	это в	2	1
361	но к	1	1
362	себя и	1	1
363	она не	3	1
364	они не	1	1
