N	2gram	Nazirov_Tv_1	Analitik
276	ивана петровича	1	1
277	впечатление от	1	1
278	он как	1	1
279	слово о	1	1
280	человека однако	1	1
281	равно как	1	1
282	принадлежит к	1	1
283	основного действия	1	1
284	не вполне	1	1
285	произведения то	1	1
286	событий и	1	1
287	в одиночку	1	1
288	что можно	1	1
289	не способен	1	1
290	что достоевский	7	1
291	героев в	2	1
292	в ней	2	1
293	свою очередь	1	1
294	по этому	1	1
295	он был	1	1
296	он сам	6	1
297	нам представляется	1	1
298	в чем	2	1
299	во всех	1	1
300	сознания а	1	1
301	тем как	1	1
302	в ее	1	1
303	на трех	1	1
304	это произведение	1	1
305	вообще как	1	1
306	в поисках	1	1
307	же деле	1	1
308	рода на	1	1
309	первый взгляд	1	1
310	как в	8	1
311	творцом и	1	1
312	о жизни	1	1
313	в полном	1	1
314	расходится с	1	1
315	и наконец	2	1
316	искусство и	1	1
317	со своей	1	1
318	та же	4	1
319	с какой	1	1
320	что это	1	1
321	литературе нового	1	1
322	он в	1	1
323	бытие на	1	1
324	поскольку в	1	1
325	учение о	1	1
326	в известном	1	1
327	но его	2	1
328	имеем в	1	1
329	и те	1	1
330	претендовать на	1	1
331	если он	1	1
332	мы наблюдаем	1	1
333	рассказе и	1	1
334	не уйдет	1	1
335	всех этих	1	1
336	сам является	1	1
337	не значит	1	1
338	первой части	3	1
339	с героиней	1	1
340	в виде	3	1
341	отношений между	2	1
342	от людей	2	1
343	литературы а	1	1
344	его можно	1	1
345	в основу	1	1
346	но все	1	1
347	а вместе	1	1
348	с фактами	1	1
349	здесь мы	2	1
350	а затем	2	1
351	что все	3	1
352	же не	1	1
353	конструктивный момент	1	1
354	читать и	1	1
355	его в	1	1
356	заключается в	1	1
357	которого не	1	1
358	который и	1	1
359	с самим	1	1
360	следует рассматривать	1	1
361	и тем	2	1
362	для них	1	1
363	в них	1	1
364	в историческом	1	1
365	героя или	1	1
366	совершенно иного	1	1
367	все равно	1	1
368	с тем	1	1
369	и уже	1	1
370	одна и	1	1
371	он и	1	1
372	литературного процесса	1	1
373	личности эта	1	1
374	вопроса об	1	1
375	в этих	2	1
376	к мысли	1	1
377	все более	2	1
378	во время	1	1
379	л с	1	1
380	этой связи	2	1
381	и ее	1	1
382	том же	1	1
383	в отношении	1	1
384	к истории	1	1
385	верно указывает	1	1
386	однако этот	1	1
387	понять в	1	1
388	и значимость	1	1
389	не от	1	1
390	жизни с	2	1
391	него не	1	1
392	подлинный смысл	1	1
393	времени не	1	1
394	но он	2	1
395	по крайней	2	1
396	в диалоге	1	1
397	борьбу с	1	1
398	у читателя	1	1
399	личного и	1	1
400	тому что	1	1
401	ему как	1	1
402	по мере	1	1
403	между людьми	2	1
404	а от	1	1
405	не менее	6	1
406	человека но	3	1
407	одна из	2	1
408	и авторской	1	1
409	к этим	1	1
410	на него	1	1
411	все мы	1	1
412	и отношений	2	1
413	это еще	1	1
414	все без	1	1
415	из этой	1	1
416	нельзя не	1	1
417	и приводит	1	1
418	возвращением к	1	1
419	иными словами	2	1
420	того в	1	1
421	трех уровнях	1	1
422	рождается в	1	1
423	но это	5	1
424	возможно в	1	1
425	входят в	1	1
426	или бессознательно	1	1
427	как отражение	1	1
428	xx века	1	1
429	уже о	1	1
430	начиная с	1	1
431	к себе	1	1
432	мы по	1	1
433	оно не	1	1
434	говорит о	3	1
435	ни даже	1	1
436	но по	1	1
437	в виду	2	1
438	но при	1	1
439	проявляется в	1	1
440	людей в	2	1
441	в в	2	1
442	как по	1	1
443	культуры и	1	1
444	однако эта	1	1
445	на том	2	1
446	если они	1	1
447	же касается	1	1
448	что может	1	1
449	человека он	1	1
450	в композиции	1	1
451	в глубине	1	1
452	эпизод в	1	1
453	смысл бытия	1	1
454	воли и	3	1
455	и должно	1	1
456	его художественной	1	1
457	в самой	1	1
458	и крайне	1	1
459	внимание на	1	1
460	говорит об	2	1
461	но мы	1	1
462	и что	1	1
463	даже у	1	1
464	может не	2	1
465	как было	1	1
466	времени в	13	1
467	и вследствие	1	1
468	восходит к	1	1
469	под именем	1	1
470	связь между	1	1
471	в которую	1	1
472	складывается из	1	1
473	эти два	1	1
474	и каждого	1	1
475	автор как	1	1
476	совместима с	1	1
477	во всей	2	1
478	себя но	2	1
479	крайней мере	2	1
480	которое однако	1	1
481	наконец в	1	1
482	в ту	3	1
483	все время	1	1
484	вплоть до	1	1
485	человека как	2	1
486	в него	2	1
487	главному герою	1	1
488	в современной	1	1
489	герой в	2	1
490	не совместима	1	1
491	парадоксальным образом	1	1
492	тот же	2	1
493	своих прежних	1	1
494	в разные	1	1
495	даже если	1	1
496	что ж	1	1
497	все они	1	1
498	так что	2	1
499	для всех	1	1
500	со своим	1	1
501	связи с	1	1
502	то и	1	1
503	человека этот	1	1
504	от других	2	1
505	слова не	1	1
506	в душе	1	1
507	к своим	1	1
508	ибо он	1	1
509	не так	3	1
510	под сомнение	2	1
511	и трансформируется	1	1
512	могло бы	1	1
513	мы находим	2	1
514	в одном	1	1
515	в пространстве	2	1
516	второй части	2	1
517	у него	7	1
518	как раз	1	1
519	в целях	1	1
520	само собой	1	1
521	науки в	1	1
522	понимая под	1	1
523	только на	2	1
524	и даже	3	1
525	развития в	1	1
526	самому автору	1	1
527	до сих	1	1
528	влияние на	2	1
529	может и	1	1
530	вслед за	2	1
531	с той	1	1
532	второго варианта	1	1
533	было и	1	1
534	что для	2	1
535	к человеку	3	1
536	этого персонажа	1	1
537	в соответствии	3	1
538	превращается в	1	1
539	не было	1	1
540	сюжета в	1	1
541	в рассказе	3	1
542	не означает	2	1
543	в действии	1	1
544	сколько в	1	1
545	его как	2	1
546	о чем	1	1
547	его собственной	1	1
548	когда же	1	1
549	для человека	3	1
550	означало бы	1	1
551	этот принцип	1	1
552	в связи	1	1
553	виде в	1	1
554	связь с	1	1
555	ни на	3	1
556	как это	1	1
557	в лице	2	1
558	нет оно	1	1
559	на втором	1	1
560	по своему	1	1
561	не умел	1	1
562	в мир	2	1
563	да и	1	1
564	л толстой	1	1
565	с этой	1	1
566	путем введения	1	1
567	самом же	1	1
568	еще раз	1	1
569	известном смысле	1	1
570	творческого сознания	1	1
571	сих пор	1	1
572	о его	1	1
573	вокруг него	1	1
574	выход из	1	1
575	перед нами	2	1
576	с автором	1	1
577	глубине души	1	1
578	искусства как	1	1
579	при таком	1	1
580	и от	4	1
581	человека для	1	1
582	или в	2	1
583	что оно	1	1
584	о котором	2	1
585	человек и	1	1
586	я не	3	1
587	хотя и	3	1
588	как сам	1	1
589	на первый	1	1
590	ее и	2	1
591	от него	1	1
592	из себя	2	1
593	со второй	1	1
594	в сюжет	1	1
595	мы должны	1	1
596	только с	1	1
597	сюжета о	1	1
598	же в	1	1
599	хотя в	1	1
600	утверждал что	3	1
601	но затем	1	1
602	личности и	2	1
603	в своих	5	1
604	в сюжете	1	1
605	с людьми	1	1
606	жизни в	6	1
607	смыкается с	1	1
608	в свою	7	1
609	в романе	10	1
610	не знает	2	1
611	к его	1	1
612	как единый	2	1
613	не сами	1	1
614	приводит нас	1	1
615	в действительности	1	1
616	время он	2	1
617	где он	2	1
618	просто не	3	1
619	жизни и	3	1
620	время они	1	1
621	а может	1	1
622	а я	1	1
623	ее в	3	1
624	именно здесь	1	1
625	и личности	1	1
626	событий в	1	1
