N	2gram	Losev_Vlad_1	Formalny
570	ней не	1	1
571	тех пор	1	1
572	современной немецкой	1	1
573	в это	2	1
574	весь этот	1	1
575	атмосферы в	2	1
576	но даже	2	1
577	как предмет	1	1
578	не меняет	1	1
579	между прочим	11	1
580	что никаких	1	1
581	эти его	1	1
582	кроме того	7	1
583	в более	1	1
584	и для	2	1
585	отсюда вышли	1	1
586	или в	1	1
587	том что	14	1
588	но отнюдь	1	1
589	не отрицал	2	1
590	это уже	1	1
591	уже совсем	1	1
592	для нас	4	1
593	всего было	1	1
594	особого рода	2	1
595	которую он	2	1
596	тем более	2	1
597	не будучи	1	1
598	ни к	1	1
599	и августа	1	1
600	его жизнь	1	1
601	в г	1	1
602	и психологии	5	1
603	только что	2	1
604	до тех	1	1
605	нам в	1	1
606	е в	7	1
607	гораздо больше	1	1
608	было довольно	1	1
609	с ней	1	1
610	не говоря	1	1
611	сказать что	7	1
612	другой стороны	3	1
613	совершенно не	2	1
614	большое значение	1	1
615	одновременно и	1	1
616	из этого	2	1
617	значение не	1	1
618	были и	1	1
619	время не	1	1
620	только одну	1	1
621	себе не	1	1
622	для настоящего	1	1
623	остались без	1	1
624	просто не	2	1
625	ее в	1	1
626	и эта	1	1
627	к этому	6	1
