N	2gram	Propp_Isto_6	VrazhdaK
313	и никогда	1	1
314	не просто	1	1
315	от того	3	1
316	в особенности	1	1
317	никого не	2	1
318	связан с	6	1
319	и из	1	1
320	с другой	10	1
321	именно в	1	1
322	что тот	1	1
323	такое же	1	1
324	возвращается в	1	1
325	европы и	1	1
326	прежде всего	4	1
327	выше и	1	1
328	в стиле	1	1
329	попадает в	3	1
330	имя которого	1	1
331	на этот	1	1
332	одну из	4	1
333	о молодом	1	1
334	что из	2	1
335	в подобных	1	1
336	этим можно	1	1
337	пуд соли	1	1
338	в частности	3	1
339	него в	2	1
340	с идеями	1	1
341	д в	1	1
342	этот мотив	5	1
343	из которых	3	1
344	предположить что	3	1
345	того что	2	1
346	в свое	2	1
347	еще раз	1	1
348	муки и	1	1
349	сих пор	4	1
350	между прочим	1	1
351	об одном	2	1
352	но для	2	1
353	под влиянием	1	1
354	общие черты	2	1
355	которых он	2	1
356	защищал его	1	1
357	и от	3	1
358	но на	1	1
359	такое понимание	2	1
360	о котором	2	1
361	это во	1	1
362	хотя и	1	1
363	ее и	1	1
364	бы в	1	1
365	но зато	1	1
366	только что	2	1
367	уже давно	2	1
368	в обоих	1	1
369	но вот	2	1
370	о своем	1	1
371	быть и	1	1
372	другой стороны	8	1
373	из этого	3	1
374	героя в	2	1
375	жизни и	2	1
376	к этой	1	1
377	во сне	3	1
378	как на	3	1
379	в таком	1	1
380	точно так	2	1
381	все что	4	1
382	они не	3	1
