N	2gram	Tiupa_Anal_1	OGranits
305	не можем	1	1
306	нам как	1	1
307	только на	1	1
308	если он	1	1
309	становится эстетическим	1	1
310	себя и	4	1
311	произведение может	1	1
312	три стороны	1	1
313	вследствие этого	3	1
314	чужого языка	1	1
315	или даже	1	1
316	его и	2	1
317	конечном счете	4	1
318	равно и	1	1
319	а вовсе	1	1
320	никто не	3	1
321	сознания но	1	1
322	состоит в	11	1
323	в виде	1	1
324	художественного высказывания	2	1
325	внутренней речи	5	1
326	как их	1	1
327	исследовательской мысли	1	1
328	только с	1	1
329	картины мира	1	1
330	из него	1	1
331	каждый из	2	1
332	подобно тому	3	1
333	отличие от	6	1
334	на этом	2	1
335	его можно	1	1
336	или иных	2	1
337	образом не	2	1
338	и вместе	1	1
339	не должно	1	1
340	для того	4	1
341	же не	1	1
342	в особенности	1	1
343	и актуализация	1	1
344	бы быть	3	1
345	к разрешению	1	1
346	на все	2	1
347	для своей	1	1
348	говорить не	1	1
349	стороны литературное	1	1
350	его в	1	1
351	как к	2	1
352	всего своего	1	1
353	искусства в	4	1
354	и иных	1	1
355	всякое высказывание	1	1
356	свести к	1	1
357	организации художественного	3	1
358	представляет собою	2	1
359	заключается в	1	1
360	членения и	1	1
361	указанных двух	1	1
362	смысл только	1	1
363	еще одно	1	1
364	уже иная	1	1
365	что мы	3	1
366	только одно	1	1
367	обратиться к	3	1
368	произведения не	1	1
369	этом мы	1	1
370	для них	1	1
371	и во-вторых	1	1
372	произведение как	1	1
373	не было	1	1
374	и произошло	1	1
375	она и	1	1
376	о художественном	1	1
377	все равно	1	1
378	далеко не	6	1
379	не всегда	4	1
380	он и	1	1
381	же точно	1	1
382	все время	1	1
383	долгое время	1	1
384	объекта в	1	1
385	отнюдь не	15	1
386	с миром	1	1
387	а всякое	1	1
388	для человека	1	1
389	должно быть	2	1
390	него не	1	1
391	данностью художественного	1	1
392	такой же	2	1
393	автора и	3	1
394	и тогда	2	1
395	об индивидуальном	1	1
396	если не	1	1
397	хх века	1	1
398	или менее	1	1
399	но при	1	1
400	вступает в	3	1
401	связь с	1	1
402	может лишь	1	1
403	себе в	2	1
404	при изучении	2	1
405	одно слово	1	1
406	художественного творчества	2	1
407	и особенно	1	1
408	ко всем	1	1
409	к истории	1	1
410	в такой	1	1
411	как это	1	1
412	путь от	1	1
413	существует как	1	1
414	в субъекте	2	1
415	однако этот	1	1
416	задачу данной	1	1
417	о границах	1	1
418	в отличие	6	1
419	в которых	1	1
420	бы мы	1	1
421	это произведение	1	1
422	она есть	2	1
423	такого рода	5	1
424	отдельных произведений	1	1
425	тому как	3	1
426	для данного	2	1
427	времени не	1	1
428	высказывания и	1	1
429	справедливо отмечает	1	1
430	речи в	1	1
431	и более	4	1
432	их в	1	1
433	в ряду	2	1
434	два направления	1	1
435	отношения не	1	1
436	и наоборот	1	1
437	быть не	3	1
438	зрения и	1	1
439	этого слова	7	1
440	произведений как	1	1
441	тому что	1	1
442	быть и	1	1
443	является для	1	1
444	между людьми	1	1
445	вплоть до	1	1
446	литературы как	2	1
447	но это	1	1
448	поверить в	1	1
449	в начале	2	1
450	объекта которое	1	1
451	преображения и	1	1
452	в то	9	1
453	к другим	1	1
454	в достаточной	1	1
455	одна из	1	1
456	эстетическим объектом	4	1
457	данность художественного	1	1
458	в науке	1	1
459	пространство и	1	1
460	знает категории	1	1
461	тех или	2	1
462	того чтобы	3	1
463	объекта и	3	1
464	мышления в	1	1
465	в самых	1	1
466	при таком	1	1
467	в разных	1	1
468	как система	1	1
469	и становится	1	1
470	однако если	1	1
471	или в	1	1
472	широком понимании	1	1
473	природу литературного	1	1
474	в самой	1	1
475	при наличии	3	1
476	ее и	1	1
477	же время	6	1
478	воспринимающее сознание	1	1
479	в основе	6	1
480	тем более	2	1
481	от него	1	1
482	сложнее и	1	1
483	говоря словами	1	1
484	потому что	2	1
485	связи с	1	1
486	науке о	2	1
487	и систематизации	1	1
488	эти три	1	1
489	этом отношении	2	1
490	не вполне	1	1
491	не знает	1	1
492	есть она	1	1
493	исторической поэтики	2	1
494	речи и	1	1
495	связей и	1	1
496	равно как	1	1
497	не входит	1	1
498	о литературе	3	1
499	с его	3	1
500	в совокупности	1	1
501	указать на	1	1
502	же самое	2	1
503	всего в	1	1
504	вместе с	4	1
505	анализ художественного	3	1
506	как для	1	1
507	к живому	1	1
508	поэтики в	1	1
509	например в	1	1
510	по поводу	1	1
511	со времен	1	1
512	этой точки	1	1
513	они не	1	1
