N	2gram	Vinokur_St_2	Marksizm
124	в двух	1	3
125	не будет	1	3
126	не к	2	3
127	для всего	1	3
128	не было	3	3
129	бы он	1	3
130	в устах	2	3
131	сих пор	5	3
132	на материале	1	3
133	в какой	2	3
134	до сих	6	3
135	с другими	1	3
136	в своей	7	3
137	французском языке	2	3
138	одной из	3	3
139	в котором	7	3
140	в ее	2	3
141	конечно в	2	3
142	для понимания	1	3
143	с этим	3	3
144	не имеют	1	3
145	что и	2	3
146	слова на	1	3
147	высшей степени	1	3
148	только что	2	3
149	в этих	3	3
150	за пределы	1	3
151	не имеет	2	3
152	отличие от	2	3
153	в качестве	5	3
154	у нас	3	3
155	и лишь	1	3
156	и от	1	3
157	по себе	3	3
158	да и	1	3
159	в высшей	1	3
160	одного слова	1	3
161	связано с	1	3
162	он не	9	3
163	в истории	2	3
164	со всею	1	3
165	той же	1	3
166	в живом	1	3
167	в этой	2	3
168	не существует	1	3
169	если б	4	3
170	значения и	1	3
171	в отличие	2	3
172	языка в	2	3
173	а в	1	3
174	не как	1	3
175	столь же	1	3
176	о том	17	3
177	в каком	2	3
178	и до	1	3
179	язык не	1	3
180	в ней	7	3
181	чем же	1	3
182	с другой	4	3
183	и то	1	3
184	что оно	1	3
185	языка не	1	3
186	и это	2	3
187	в конкретном	1	3
188	так как	2	3
189	речи а	1	3
190	одним из	6	2
191	в значительной	2	2
192	и речь	1	2
193	и с	4	2
194	вопрос о	6	2
195	должны быть	1	2
196	место в	1	2
197	или в	1	2
198	жизни и	1	2
199	что они	2	2
200	в более	1	2
201	данном контексте	1	2
202	нас не	2	2
203	как на	9	2
204	и он	3	2
205	на границе	1	2
206	вместе с	7	2
207	что это	3	2
208	конечно и	2	2
209	от него	1	2
210	из важнейших	1	2
211	ответ на	1	2
212	неотделим от	1	2
213	независимо от	1	2
214	или же	1	2
215	там где	2	2
216	что в	19	2
217	ближайшим образом	2	2
218	в тех	2	2
219	между ними	1	2
220	в начале	3	2
221	мы не	1	2
222	не так	1	2
223	но как	1	2
224	но они	2	2
225	еще более	4	2
226	и даже	3	2
227	не с	1	2
228	различие между	1	2
229	на все	1	2
230	они не	2	2
231	все время	1	2
232	к его	1	2
233	и потому	2	2
234	не на	2	2
235	ведь это	1	2
236	именно как	1	2
237	только с	2	2
238	в определенном	1	2
239	и о	4	2
240	но к	1	2
241	зависимости от	1	2
242	до конца	3	2
243	тому же	3	2
244	в одной	2	2
245	а с	3	2
246	от своего	1	2
247	всяком случае	3	2
248	значительной степени	2	2
249	тем что	3	2
250	это же	1	2
251	о чем	5	2
252	или менее	2	2
253	это было	2	2
254	xix века	3	2
255	более или	2	2
256	в зависимости	1	2
257	и настроений	1	2
258	одним и	1	2
259	он был	2	2
260	у него	1	2
261	именно в	4	2
262	и именно	3	2
263	литературной жизни	1	2
264	значения с	1	2
265	поэтому в	1	2
266	сравнительно с	1	2
267	речи о	1	2
268	и почти	1	2
269	но что	1	2
270	не следует	1	2
271	и речи	2	2
272	пр но	1	2
273	уже в	1	2
274	он и	1	2
275	но не	3	2
276	в особенности	2	2
277	в речи	4	2
278	но для	1	2
279	в своем	9	2
280	не находит	1	1
281	в которой	11	1
282	о которых	2	1
283	ни одного	3	1
284	в первую	1	1
285	почти все	2	1
286	прежде чем	1	1
287	к выводу	1	1
288	под какие	1	1
289	были бы	1	1
290	каждое слово	1	1
291	не стоят	1	1
292	но с	4	1
293	по сравнению	1	1
294	первую очередь	1	1
295	сравнению с	1	1
296	места в	1	1
297	говорить о	1	1
298	мы и	1	1
299	но он	3	1
300	же цели	1	1
301	и самый	2	1
302	на том	1	1
303	данном отношении	1	1
304	не умеет	1	1
305	если оно	1	1
306	для которого	1	1
307	случае не	2	1
308	нет в	1	1
309	с громадным	1	1
310	еще так	1	1
311	в сочетании	2	1
312	внимание на	4	1
313	с той	2	1
314	это слово	3	1
315	не относится	1	1
316	еще и	3	1
317	на своем	1	1
318	здесь не	1	1
319	заставляя его	1	1
320	и действительно	1	1
321	является еще	1	1
322	не менее	3	1
323	искусства и	2	1
324	оценки на	1	1
325	что история	1	1
326	языка по	1	1
327	есть но	1	1
328	из нее	3	1
329	говорят одним	1	1
330	из этой	2	1
331	только при	1	1
332	язык в	1	1
333	исходить из	1	1
334	гораздо более	1	1
335	все это	11	1
336	бы что	1	1
337	в ответ	1	1
338	только по	2	1
339	на эту	1	1
340	этого процесса	1	1
341	к истории	2	1
342	другой в	1	1
343	одно из	1	1
344	значение для	1	1
345	на тех	1	1
346	не нуждаются	1	1
347	говоря уже	1	1
348	и социального	1	1
349	было в	1	1
350	это еще	2	1
351	и вообще	2	1
352	к которому	1	1
353	потому что	9	1
354	что эта	3	1
355	в условиях	1	1
356	и известный	1	1
357	смысле что	1	1
358	и другие	2	1
359	не могли	2	1
360	и писался	1	1
361	так что	3	1
362	в некоторых	2	1
363	как это	2	1
364	ii и	1	1
365	другом месте	2	1
366	а на	1	1
367	не дает	2	1
368	в составе	1	1
369	так в	1	1
370	научной жизни	1	1
371	муж и	1	1
372	иногда к	1	1
373	слога и	1	1
374	в обращении	2	1
375	с тем	7	1
376	в это	2	1
377	с и	2	1
378	если не	2	1
379	к самому	1	1
380	по нашему	1	1
381	что было	2	1
382	сомнению что	1	1
383	языке но	1	1
384	языка на	1	1
385	каких бы	1	1
386	и найти	1	1
387	разрешения проблемы	1	1
388	литературного языка	2	1
389	совсем не	1	1
390	где все	1	1
391	и соответствующая	1	1
392	когда он	1	1
393	и принципиально	1	1
394	пр в	1	1
395	почвы для	1	1
396	нуждается в	1	1
397	является ли	1	1
398	и такие	1	1
399	не существовало	1	1
400	результатом этого	1	1
401	оно не	3	1
402	его как	2	1
403	что же	1	1
404	реагирования на	1	1
405	но только	1	1
406	языком и	1	1
407	что речи	1	1
408	не нашел	2	1
409	но это	3	1
410	например в	3	1
411	до нас	1	1
412	конечно нельзя	1	1
413	в середине	1	1
414	так а	1	1
415	кажется что	3	1
416	об истории	2	1
417	быть не	1	1
418	связанное с	1	1
419	что слово	1	1
420	здесь нет	1	1
421	связанных с	1	1
422	сами по	2	1
423	было не	1	1
424	и я	2	1
425	речь может	1	1
426	на меня	2	1
427	перемена в	1	1
428	и взял	1	1
429	на который	1	1
430	хотя и	4	1
431	этом и	1	1
432	их не	1	1
433	этом случае	1	1
434	для кого	1	1
435	в стиле	1	1
436	основным и	1	1
437	и сам	2	1
438	к одной	1	1
439	всем его	1	1
440	и всегда	2	1
441	фактической стороны	1	1
442	во внимание	2	1
443	отношении в	1	1
444	при всех	1	1
445	в статье	2	1
446	с выражением	1	1
447	в социальной	1	1
448	как в	3	1
449	в совершенно	1	1
450	о причинах	1	1
451	на тот	2	1
452	они и	1	1
453	которая становится	1	1
454	и принципиальной	1	1
455	какие бы	1	1
456	из этих	1	1
457	из этого	1	1
458	которой в	2	1
459	это и	1	1
460	ее в	2	1
461	никакой связи	1	1
462	несмотря на	2	1
463	имеет значение	1	1
464	не говоря	1	1
465	языка с	1	1
466	являются не	1	1
467	подчеркнуть что	3	1
468	тот же	1	1
469	которые он	1	1
470	как он	2	1
471	xvii века	1	1
472	в течение	6	1
473	но уже	1	1
474	сочетании с	2	1
475	дело в	4	1
476	и что	6	1
477	говорит о	2	1
478	можно назвать	1	1
479	с которыми	1	1
480	выйти за	1	1
481	вообще нет	2	1
482	их точки	1	1
483	свое выражение	2	1
484	действия но	1	1
485	всю свою	1	1
486	на основании	1	1
487	этой социальной	1	1
488	уходит в	1	1
489	нет совсем	1	1
490	можно сказать	1	1
491	перестает быть	1	1
492	укладывается в	1	1
493	тем не	2	1
494	на себя	3	1
495	не столько	7	1
496	не иначе	1	1
497	не могло	3	1
498	как нам	1	1
499	не о	1	1
500	и свободной	1	1
501	не совсем	1	1
502	что все	1	1
503	могло бы	1	1
504	в каждом	1	1
505	по поводу	8	1
506	и представляют	1	1
507	с их	1	1
508	образом в	1	1
509	во время	2	1
510	для публики	1	1
511	на один	1	1
512	с фактической	2	1
513	что конечно	1	1
514	статье о	1	1
515	и др	2	1
516	сам по	1	1
517	и всей	1	1
518	другой стороны	3	1
519	пр или	1	1
520	иной раз	1	1
521	формы в	1	1
522	что именно	2	1
523	или с	2	1
524	на которых	1	1
525	к языку	1	1
526	силу и	1	1
527	но оно	1	1
528	мысли в	1	1
529	этом отношении	9	1
530	эти два	1	1
531	и проч	1	1
532	не могут	1	1
533	совпадает с	1	1
534	значений слов	1	1
535	кроме того	4	1
536	пути к	1	1
537	а об	1	1
538	в исторической	1	1
539	себя и	1	1
540	в каких	1	1
541	в одном	6	1
542	и если	1	1
543	однако если	1	1
544	не оставляют	1	1
545	как известно	2	1
546	также и	2	1
547	русского литературного	1	1
548	в основу	1	1
549	о языке	1	1
550	я был	1	1
551	исходным пунктом	1	1
552	в последнем	1	1
553	в лице	1	1
554	роль в	1	1
555	из того	1	1
556	еще одно	1	1
557	у нее	1	1
558	же касается	1	1
559	этого вопроса	1	1
560	и хотя	1	1
561	этого рода	1	1
562	этих двух	1	1
563	нет никакого	2	1
564	не приходится	4	1
565	слова а	1	1
566	слова с	1	1
567	видел в	2	1
568	ему не	2	1
569	уже о	1	1
570	все они	1	1
571	в выражении	1	1
572	к процессу	1	1
573	из наиболее	1	1
574	в духе	2	1
575	же в	1	1
576	том числе	1	1
577	оно принадлежит	1	1
578	его не	3	1
579	у современных	1	1
580	и вся	2	1
581	с какой	1	1
582	уже к	1	1
583	действие и	1	1
584	не подлежит	1	1
585	дает возможность	1	1
586	с реальными	1	1
587	которое в	1	1
588	в голове	1	1
589	были не	2	1
590	что она	1	1
591	в них	2	1
592	должно было	3	1
593	не связанный	1	1
594	точка зрения	1	1
595	по наследству	1	1
596	так или	1	1
597	лишенных всякого	1	1
598	что такое	2	1
599	жизни в	1	1
600	заключается в	1	1
601	что с	2	1
602	со стороны	2	1
603	так например	7	1
604	основан на	1	1
605	на нее	3	1
606	не совпадает	1	1
607	из них	3	1
608	или иначе	1	1
609	ответить на	1	1
610	но именно	1	1
611	ни на	1	1
612	от его	2	1
613	но все	7	1
614	мысль о	1	1
615	ни к	1	1
616	из элементов	1	1
617	в русской	5	1
618	еще в	2	1
619	того времени	4	1
620	к одному	1	1
621	же языком	1	1
622	вообще не	3	1
623	но также	4	1
624	речь идет	4	1
625	себе в	1	1
626	является и	1	1
627	свою собственную	1	1
